id,firstName,lastName,shortFirstName,shortLastName,gender,matchName,nationality,nationalityId,position,type,dateOfBirth,placeOfBirth,countryOfBirth,countryOfBirthId,height,weight,shirtNumber,status,active,foot,knownName,secondNationality,secondNationalityId
5eqw9xo4lpkewsehpiauhsui2,Mário,Mrva,Mário,Mrva,Male,M. Mrva,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,1999-02-16,Ružomberok,Slovakia,7dybe8679n9bgyrcxi383pq3y,190.0,85.0,5.0,active,yes,NaN,NaN,NaN,NaN
5gdbr6ptqv207ytova45dlox6,Štefan,Markulík,NaN,NaN,Male,Š. Markulík,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,coach,1991-10-27,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,NaN,active,yes,NaN,NaN,NaN,NaN
6a33ylquco39t515pwi5itk2x,Matej,Oravec,Matej,Oravec,Male,M. Oravec,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,1998-03-30,Trnava,Slovakia,7dybe8679n9bgyrcxi383pq3y,185.0,74.0,4.0,active,yes,right,NaN,NaN,NaN
6l5nyyhk1f31h85a0lsyb74lw,Šimon,Faško,NaN,NaN,Male,S. Faško,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,2006-04-09,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,25.0,active,yes,NaN,NaN,NaN,NaN
6tx2gl3bxb555xzy5w7q42r8q,Martin,Talakov,Martin,Talakov,Male,M. Talakov,North Macedonia,1lesyxylc5eza0a4z87t9azcc,Midfielder,player,2003-03-09,NaN,North Macedonia,1lesyxylc5eza0a4z87t9azcc,NaN,NaN,19.0,active,yes,NaN,NaN,NaN,NaN
72se229vb7nk9vmop6w6tebdg,Kayode,Saliman,NaN,NaN,Male,K. Saliman,Nigeria,63pvdwrsiq5b07mzi8igqei9p,Midfielder,player,2003-01-07,NaN,Nigeria,63pvdwrsiq5b07mzi8igqei9p,NaN,NaN,77.0,active,yes,NaN,NaN,NaN,NaN
7d652ns7jnbtq16jpq06qml1w,Daniel,Smékal,Daniel,Smékal,Male,D. Smékal,Czechia,5md5tpwr2nmqao528prx43jr7,Attacker,player,2001-12-08,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,9.0,active,yes,NaN,NaN,NaN,NaN
8g66huzw03lik7hmo4tuco5jo,Filip,Mielke,Filip,Mielke,Male,F. Mielke,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,2005-04-09,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,3.0,active,yes,NaN,NaN,NaN,NaN
92utn03a3kb2ezglbx294behg,Lamin,Sambou,NaN,NaN,Male,L. Sambou,Gambia,4ix3ulx7h2a09r16jo9qdbuvp,Defender,player,2005-03-12,Sifoe,Gambia,4ix3ulx7h2a09r16jo9qdbuvp,NaN,NaN,NaN,active,no,NaN,NaN,NaN,NaN
bist0b8gg6qi30rdd8qx423h0,Ondřej,Deml,Ondrej,Deml,Male,O. Deml,Czechia,5md5tpwr2nmqao528prx43jr7,Midfielder,player,2005-01-20,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,8.0,active,yes,NaN,NaN,NaN,NaN
bq1i8z906frmxd7upktyfcgd1,Kristián,Koštrna,Kristián,Kostrna,Male,K. Koštrna,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,1993-12-15,Hlohovec,Slovakia,7dybe8679n9bgyrcxi383pq3y,176.0,71.0,24.0,active,yes,NaN,NaN,NaN,NaN
bs25e89htou4kucgz3c9thej9,René,Paraj,NaN,NaN,Male,R. Paraj,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,1992-08-14,Žiar nad Hronom,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,15.0,active,yes,NaN,NaN,NaN,NaN
bse78hbpbf32wr6nboc5zds0k,Musa,Jatta,Musa,Jatta,Male,M. Jatta,Gambia,4ix3ulx7h2a09r16jo9qdbuvp,Defender,player,2004-12-20,NaN,Gambia,4ix3ulx7h2a09r16jo9qdbuvp,NaN,NaN,NaN,active,no,NaN,NaN,NaN,NaN
buj5uugmme0xy5bkkocffnys,Lukáš,Domaniský,NaN,NaN,Male,L. Domaniský,Slovakia,7dybe8679n9bgyrcxi383pq3y,Goalkeeper,player,2004-08-09,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,16.0,active,yes,NaN,NaN,NaN,NaN
c6o9o0acmpv92q9s0cazftmju,Samuel,Ďatko,NaN,NaN,Male,S. Ďatko,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,2001-06-24,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,NaN,active,yes,NaN,NaN,NaN,NaN
cmglu8v2ydovsaiw988b5cr9w,Peter,Juritka,NaN,NaN,Male,P. Juritka,Slovakia,7dybe8679n9bgyrcxi383pq3y,Attacker,player,2004-07-31,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,17.0,active,yes,NaN,NaN,NaN,NaN
cp1i86uxyxv6l5xla4mw32zth,David Alberto,Depetris,David,Depetris,Male,D. Depetris,Slovakia,7dybe8679n9bgyrcxi383pq3y,Attacker,player,1988-11-11,San Jorge,Argentina,2vovxa97k7v7ofa85dah2xktb,184.0,75.0,22.0,active,yes,NaN,NaN,Argentina,2vovxa97k7v7ofa85dah2xktb
cxvice5160oird04qkfcwkzjd,Matej,Grešák,NaN,NaN,Male,M. Grešák,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,1999-05-31,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,14.0,active,yes,NaN,NaN,NaN,NaN
dju1k1rsggcz54bivw0md7m5l,Vladimír,Cifranič,NaN,NaN,Male,V. Cifranič,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,coach,1975-10-01,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,NaN,active,no,NaN,NaN,NaN,NaN
dyne11pf74cddy5qm9q0cbqc4,Vincent,Chyla,Vincent,Chyla,Male,V. Chyla,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,2004-01-08,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,13.0,active,yes,NaN,NaN,NaN,NaN
e9hgvxi5mkl4ug3f452sofytw,Naphthalene Frank,Appiah,NaN,NaN,Male,F. Appiah,Ghana,2q2sw72utw5gu9t5y4knckwba,Midfielder,player,2002-08-20,Accra,Ghana,2q2sw72utw5gu9t5y4knckwba,NaN,NaN,20.0,active,no,NaN,NaN,NaN,NaN
eu6y488eb9zhaf6cqp9gu16ok,Andy,Masaryk,Andy,Masaryk,Male,A. Masaryk,Slovakia,7dybe8679n9bgyrcxi383pq3y,Attacker,player,2005-04-07,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,30.0,active,no,NaN,NaN,NaN,NaN
ezec1c8uli4wz18eaysm5fuok,Alasana,Yirajang,NaN,NaN,Male,A. Yirajang,Gambia,4ix3ulx7h2a09r16jo9qdbuvp,Attacker,player,2004-11-12,Kartong,Gambia,4ix3ulx7h2a09r16jo9qdbuvp,NaN,NaN,10.0,active,yes,NaN,NaN,NaN,NaN
