id,firstName,lastName,shortFirstName,shortLastName,matchName,nationality,nationalityId,position,type,dateOfBirth,placeOfBirth,countryOfBirth,countryOfBirthId,height,foot,shirtNumber,status,active,secondNationality,secondNationalityId,weight,knownName
8u19xeh9ugvh8f1mh7jnbbhuc,Kees,Smit,Kees,Smit,K. Smit,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Midfielder,player,2006-01-20,Heiloo,Netherlands,6hzi5pltnz67q4la8yli9qfv6,180.0,right,45.0,active,yes,NaN,NaN,66.0,NaN
8wi4r7j0q8ydhoar2zpj0bizt,Pascal,Jansen,Pascal,Jansen,P. Jansen,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,coach,1973-01-27,NaN,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,NaN,active,no,NaN,NaN,NaN,NaN
8ymqihdfqc7esda7y407lebx1,Dani,de Wit,Dani,de Wit,D. de Wit,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Midfielder,player,1998-01-28,Hoorn,Netherlands,6hzi5pltnz67q4la8yli9qfv6,184.0,right,10.0,active,yes,NaN,NaN,76.0,Dani de Wit
9bgq1tfyfzc3wg9pfr8q510k4,Dave,Kwakman,Dave,Kwakman,D. Kwakman,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Midfielder,player,2004-08-07,Volendam,Netherlands,6hzi5pltnz67q4la8yli9qfv6,184.0,right,44.0,active,yes,NaN,NaN,79.0,NaN
9lixevzo8exxiia17altfw8ic,Wouter,Goes,Wouter,Goes,W. Goes,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Defender,player,2004-06-10,Amsterdam,Netherlands,6hzi5pltnz67q4la8yli9qfv6,187.0,right,3.0,active,yes,NaN,NaN,75.0,NaN
a46irqckxabod18j2c0qfixre,Kenzo,Goudmijn,Kenzo,Goudmijn,K. Goudmijn,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Midfielder,player,2001-12-18,Hoorn,Netherlands,6hzi5pltnz67q4la8yli9qfv6,173.0,right,28.0,active,no,Suriname,31vay1njxmbs7vtbfp1wo2dx1,58.0,NaN
a93cs6sqqb6hj95qayyq2ib1m,Tiago Filipe,Oliveira Dantas,Tiago Filipe,Oliveira Dantas,Tiago Dantas,Portugal,1nbm5i9a0403zzvltn17lxinc,Midfielder,player,2000-12-24,Lisboa,Portugal,1nbm5i9a0403zzvltn17lxinc,170.0,right,6.0,active,yes,NaN,NaN,58.0,Tiago Dantas
ab17bik4y8ilv3ahe50a81ixg,Mexx,Meerdink,Mexx,Meerdink,M. Meerdink,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Attacker,player,2003-07-24,Winterswijk,Netherlands,6hzi5pltnz67q4la8yli9qfv6,182.0,left,29.0,active,no,NaN,NaN,69.0,NaN
ad2qplv0aa66l11ipq6yh0hd5,Yukinari,Sugawara,Yukinari,Sugawara,Y. Sugawara,Japan,lxyibh89lpdc0bfian1nx0xq,Defender,player,2000-06-28,Toyokawa,Japan,lxyibh89lpdc0bfian1nx0xq,179.0,right,2.0,active,yes,NaN,NaN,69.0,NaN
ad4wk3pirfydouf5exiz5m4fd,Kristijan,Belić,Kristijan,Belic,K. Belić,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Midfielder,player,2001-03-25,Sint-Truiden,Belgium,4wbzjcclyefma1ourvjsu4q2j,177.0,right,14.0,active,yes,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN
avv12sgcucblnbfb790xovf8,Ruben,van Bommel,Ruben,van Bommel,R. van Bommel,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Attacker,player,2004-08-03,Meerssen,Netherlands,6hzi5pltnz67q4la8yli9qfv6,186.0,right,15.0,active,yes,NaN,NaN,83.0,NaN
ayqy2vql1oumokqly9ahfrnx1,Pantelis,Hatzidiakos,Pantelis,Hatzidiakos,P. Hatzidiakos,Greece,6lpgd60z890no2v46zdecrcss,Defender,player,1997-01-18,Rhodes,Greece,6lpgd60z890no2v46zdecrcss,185.0,right,NaN,active,no,NaN,NaN,74.0,NaN
b7owk879trwk2tu8ud574xq3u,Sem,Westerveld,Sem,Westerveld,S. Westerveld,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Goalkeeper,player,2002-07-18,San Sebastián,Spain,49ih1pwv3ahshdf8uzrimi54c,190.0,both,13.0,active,yes,NaN,NaN,74.0,NaN
b8vbhw29ucubzzmgv0nge1omh,Djordje Aleksandar,Mihailović,Djordje,Mihailovic,D. Mihailović,USA,7hr2f89v44y65dyu9k92vprwn,Midfielder,player,1998-11-10,Jacksonville,USA,7hr2f89v44y65dyu9k92vprwn,178.0,right,14.0,active,no,NaN,NaN,70.0,NaN
b94d67jluhh4076wp2se5fqsq,Denso,Kasius,Denso,Kasius,D. Kasius,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Defender,player,2002-10-06,Delft,Netherlands,6hzi5pltnz67q4la8yli9qfv6,186.0,right,30.0,active,yes,NaN,NaN,74.0,NaN
bhx9yphk2ansoj51v3dtybr9x,Maarten,Martens,Maarten,Martens,M. Martens,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,coach,1984-07-02,Eeklo,Belgium,4wbzjcclyefma1ourvjsu4q2j,176.0,left,NaN,active,yes,NaN,NaN,NaN,NaN
byirjks50zw1eefkcy8p4hd5h,Rolando Maximiliano,Martins Indi,Bruno,Martins Indi,B. Martins Indi,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Defender,player,1992-02-08,Barreiro,Portugal,1nbm5i9a0403zzvltn17lxinc,185.0,left,4.0,active,yes,Portugal,1nbm5i9a0403zzvltn17lxinc,76.0,NaN
cdlnfuy9piyga0wud4nrucvtg,Ernest,Poku,Ernest,Poku,E. Poku,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Attacker,player,2004-01-28,Amsterdam,Netherlands,6hzi5pltnz67q4la8yli9qfv6,173.0,right,21.0,active,yes,Ghana,2q2sw72utw5gu9t5y4knckwba,63.0,NaN
ck3l6a262hves3v6nywarx9pm,Alexandre Manuel,Penetra Correia,Alexandre Manuel,Penetra Correia,Alexandre Penetra,Portugal,1nbm5i9a0403zzvltn17lxinc,Defender,player,2001-09-09,Sátão,Portugal,1nbm5i9a0403zzvltn17lxinc,186.0,right,5.0,active,yes,NaN,NaN,73.0,Alexandre Penetra
cs49ec8y6cubrlo5nmu3j3jtg,Lewis,Schouten,Lewis,Schouten,L. Schouten,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Midfielder,player,2004-02-04,Alkmaar,Netherlands,6hzi5pltnz67q4la8yli9qfv6,191.0,right,24.0,active,yes,NaN,NaN,80.0,NaN
ev7kknmpjq9uzwd5xw1h95k6i,Robert,Franssen,Robert,Franssen,R. Franssen,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,assistant coach,1986-11-15,NaN,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,NaN,active,yes,NaN,NaN,NaN,NaN
f1jk2tqumutelh2ym21v5beuh,Jelle,Duin,Jelle,Duin,J. Duin,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Attacker,player,1999-01-27,Heemstede,Netherlands,6hzi5pltnz67q4la8yli9qfv6,186.0,left,NaN,active,no,NaN,NaN,80.0,NaN
124bbojic7k5medlvgvxmcm39,Manel,Royo Castell,Manel,Royo,Manel Royo,Spain,49ih1pwv3ahshdf8uzrimi54c,Defender,player,1994-02-28,Alcanar,Spain,49ih1pwv3ahshdf8uzrimi54c,183.0,left,23.0,active,no,NaN,NaN,80.0,NaN
14csdlb8p0tnj6zqrs148ct1w,Jochem,Ritmeester van de Kamp,Jochem,Ritmeester van de Kamp,J. Ritmeester van de Kamp,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Midfielder,player,2003-11-02,Laren,Netherlands,6hzi5pltnz67q4la8yli9qfv6,177.0,right,39.0,active,yes,NaN,NaN,73.0,NaN
1kuswan9lk455u02x1ff389re,Christopher Emanuel,Mamengi,Christopher,Mamengi,C. Mamengi,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Defender,player,2001-04-03,Amersfoort,Netherlands,6hzi5pltnz67q4la8yli9qfv6,182.0,left,25.0,active,yes,Angola,3k53bkrjx5zsxchc6e3mcd834,78.0,NaN
2tc8y9du64tjno62zll2jhy7e,Yoann,Cathline,Yoann,Cathline,Y. Cathline,France,7gww28djs405rfga69smki84o,Attacker,player,2002-07-22,Champigny-sur-Marne,France,7gww28djs405rfga69smki84o,176.0,right,19.0,active,yes,NaN,NaN,68.0,NaN
2ylw573o2rkvuczi9nm5t7hed,Rajiv,van La Parra,Rajiv,van La Parra,R. van La Parra,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Attacker,player,1991-06-04,Rotterdam,Netherlands,6hzi5pltnz67q4la8yli9qfv6,181.0,right,27.0,active,yes,Suriname,31vay1njxmbs7vtbfp1wo2dx1,72.0,NaN
3dx91sb6ktg8z1xmoti25kru,Peer,Koopmeiners,Peer,Koopmeiners,P. Koopmeiners,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Midfielder,player,2000-05-04,Amsterdam,Netherlands,6hzi5pltnz67q4la8yli9qfv6,186.0,right,15.0,active,yes,NaN,NaN,79.0,NaN
3hgvz4if17suodevp5jubb8fe,Faïz,Mattoir,Faïz,Mattoir,F. Mattoir,Comoros,40fy8dkxp9lwfufwmbnctzlz6,Attacker,player,2000-07-12,Mamoudzou,France,7gww28djs405rfga69smki84o,164.0,right,24.0,active,yes,France,7gww28djs405rfga69smki84o,62.0,NaN
48sqqhgtmfmpqb3602iirspd6,Kornelius,Normann Hansen,Kornelius,Hansen,K. Hansen,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Attacker,player,2001-05-06,Larvik,Norway,7f16iy4w8u8ogyn6pfooqwv5z,175.0,right,17.0,active,yes,NaN,NaN,70.0,NaN
4phgw75cred5p93hjq8hiou6t,Sherel Constancio,Floranus,Sherel,Floranus,S. Floranus,Curaçao,5im58ram567ao2fbnz39sm8vk,Defender,player,1998-08-23,Rotterdam,Netherlands,6hzi5pltnz67q4la8yli9qfv6,181.0,right,2.0,active,yes,Netherlands,6hzi5pltnz67q4la8yli9qfv6,74.0,NaN
52cqyvn8cfh83i5zwm3181pbe,Tyrese,Noslin,Tyrese,Noslin,T. Noslin,Curaçao,5im58ram567ao2fbnz39sm8vk,Defender,player,2002-09-11,NaN,Netherlands,6hzi5pltnz67q4la8yli9qfv6,182.0,left,33.0,active,yes,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN
5b7rnpnnllz8qdc6fx2c5mzje,Marcelencio,Esajas,Marcelencio,Esajas,M. Esajas,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Midfielder,player,2002-06-10,Amsterdam,Netherlands,6hzi5pltnz67q4la8yli9qfv6,174.0,right,36.0,active,yes,Suriname,31vay1njxmbs7vtbfp1wo2dx1,66.0,NaN
5leej1ji11foystzd1xj4q961,Adi,Nalić,Adi,Nalic,A. Nalić,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,Midfielder,player,1997-12-01,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,190.0,both,16.0,active,yes,Sweden,1z6l2c33w2kyz9rdefs1d68nb,71.0,NaN
673zq55hik8gvoj5ednuemg2x,Milan,Corryn,Milan,Corryn,M. Corryn,Belgium,4wbzjcclyefma1ourvjsu4q2j,Midfielder,player,1999-04-04,Brussels,Belgium,4wbzjcclyefma1ourvjsu4q2j,180.0,right,21.0,active,yes,NaN,NaN,80.0,NaN
6q72mpmc478hlf4f7ths9ez56,Nordin,Bakker,Nordin,Bakker,N. Bakker,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Goalkeeper,player,1997-10-31,Oostknollendam,Netherlands,6hzi5pltnz67q4la8yli9qfv6,196.0,right,1.0,active,yes,NaN,NaN,85.0,NaN
6ylzm57bvpufg3cenadtv7qhh,Damian,van Bruggen,Damian,van Bruggen,D. van Bruggen,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Defender,player,1996-03-18,Utrecht,Netherlands,6hzi5pltnz67q4la8yli9qfv6,184.0,right,4.0,active,yes,NaN,NaN,79.0,NaN
7clxo8giuja0f0hw9jbto3mjt,Loïc Junior,Mbe Soh,Loïc,Mbe Soh,L. Mbe Soh,France,7gww28djs405rfga69smki84o,Defender,player,2001-06-13,Souza Gare,Cameroon,4eb9feio6u267dd1jcwaf38mt,186.0,right,5.0,active,yes,Cameroon,4eb9feio6u267dd1jcwaf38mt,81.0,NaN
7nmav1w0b0o0nxcc24215p9ed,Jeffrey,Talan,Jeffrey,Talan,J. Talan,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,assistant coach,1971-09-29,Katwijk,Netherlands,6hzi5pltnz67q4la8yli9qfv6,175.0,NaN,NaN,active,yes,NaN,NaN,NaN,NaN
7uwe0kxpzg271d8ocms7l2kno,Jason,van Duiven,Jason,van Duiven,J. van Duiven,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Attacker,player,2005-02-24,NaN,Netherlands,6hzi5pltnz67q4la8yli9qfv6,175.0,right,7.0,active,yes,NaN,NaN,65.0,NaN
811jhcg73gxcrkuq7pkkn4dlh,Samuel,Şahin-Radlinger,Samuel,Sahin-Radlinger,S. Şahin-Radlinger,Austria,hcs1bd49qliqqity6o268jyt,Goalkeeper,player,1992-11-07,Ried im Innkreis,Austria,hcs1bd49qliqqity6o268jyt,198.0,right,18.0,active,yes,NaN,NaN,94.0,NaN
88lo5dznd63i444uqhlez78bt,Yann,Kitala,Yann,Kitala,Y. Kitala,France,7gww28djs405rfga69smki84o,Attacker,player,1998-04-09,Paris,France,7gww28djs405rfga69smki84o,186.0,left,11.0,active,yes,Congo DR,6xq2smnxqvc5bh7vzza9ljiy9,80.0,NaN
9jofs3271wn4cwlkj9hfay7vu,Théo,Barbet,Théo,Barbet,T. Barbet,France,7gww28djs405rfga69smki84o,Defender,player,2001-03-06,Mâcon,France,7gww28djs405rfga69smki84o,184.0,left,22.0,active,yes,NaN,NaN,78.0,NaN
9vu68zcajmrqmkkchmpdrebu2,Stijn,Keller,Stijn,Keller,S. Keller,Switzerland,3bh70jgvc5mn58x0byjkuda17,Goalkeeper,player,2000-04-10,NaN,Netherlands,6hzi5pltnz67q4la8yli9qfv6,195.0,right,26.0,active,yes,Netherlands,6hzi5pltnz67q4la8yli9qfv6,85.0,NaN
a49001euf7xwpx5wodembjbo5,Álvaro,Peña Herrero,Álvaro,Peña,Álvaro Peña,Spain,49ih1pwv3ahshdf8uzrimi54c,Midfielder,player,1991-10-24,Bilbao,Spain,49ih1pwv3ahshdf8uzrimi54c,178.0,right,6.0,active,yes,NaN,NaN,69.0,NaN
aezsthpdk47cjjaw8pputex91,Alex,Pastoor,Alex,Pastoor,A. Pastoor,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,coach,1966-10-26,Amsterdam,Netherlands,6hzi5pltnz67q4la8yli9qfv6,180.0,right,NaN,active,yes,NaN,NaN,NaN,NaN
afj7sge7l1kswibiadd8wj2s5,Anoush,Dastgir,Anoush,Dastgir,Anoush Dastgir,Afghanistan,6xne7xe59eujck02uovziom7p,NaN,assistant coach,1989-11-27,Kabul,Afghanistan,6xne7xe59eujck02uovziom7p,NaN,NaN,NaN,active,yes,NaN,NaN,NaN,NaN
bd4rr8l425ard803x39ju1ppm,Jeffry Germain,Puriël,Jeffry,Puriël,J. Puriël,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Attacker,player,2002-11-16,Amsterdam,Netherlands,6hzi5pltnz67q4la8yli9qfv6,195.0,right,32.0,active,yes,NaN,NaN,NaN,NaN
bs14utcyx2am6s46cuv52nf56,Jeredy Harry Dries,Hilterman,Jeredy,Hilterman,J. Hilterman,Suriname,31vay1njxmbs7vtbfp1wo2dx1,Attacker,player,1998-06-20,Haarlem,Netherlands,6hzi5pltnz67q4la8yli9qfv6,186.0,right,NaN,active,no,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN
c46xp363o8m76eswzfmlsel4a,Thomas,Poll,Thomas,Poll,T. Poll,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Defender,player,2001-08-28,Amsterdam,Netherlands,6hzi5pltnz67q4la8yli9qfv6,184.0,left,NaN,active,no,NaN,NaN,79.0,NaN
ccmmsnrfn58gwi1petlp08f3e,Lance,Duijvestijn,Lance,Duijvestijn,L. Duijvestijn,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Midfielder,player,1999-01-15,Wateringen,Netherlands,6hzi5pltnz67q4la8yli9qfv6,183.0,right,10.0,active,no,NaN,NaN,NaN,NaN
cx3fqj7odbuc6i0kppcie4jmy,Joey,Jacobs,Joey,Jacobs,J. Jacobs,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Defender,player,2000-04-10,Purmerend,Netherlands,6hzi5pltnz67q4la8yli9qfv6,185.0,right,3.0,active,yes,NaN,NaN,79.0,NaN
d1dq7upxtawnps3wljz6wf9jo,Stije,Resink,Stije,Resink,S. Resink,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Midfielder,player,2003-05-28,Amsterdam,Netherlands,6hzi5pltnz67q4la8yli9qfv6,179.0,right,28.0,active,yes,NaN,NaN,74.0,NaN
da7xrsi98gdp2ccwckrhmixn9,Thomas,Robinet,Thomas,Robinet,T. Robinet,France,7gww28djs405rfga69smki84o,Attacker,player,1996-08-18,Saint-Priest,France,7gww28djs405rfga69smki84o,180.0,right,9.0,active,yes,NaN,NaN,72.0,NaN
dgio69i8qj7x1dzd7q6y7168l,Danny,Post,Danny,Post,D. Post,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Midfielder,player,1989-04-07,Amsterdam,Netherlands,6hzi5pltnz67q4la8yli9qfv6,191.0,right,8.0,active,yes,NaN,NaN,92.0,NaN
dmtsvsqvdoqqtmrset0uz0and,José Pascual,Alba Seva,José Pascual,Alba Seva,Pascu,Spain,49ih1pwv3ahshdf8uzrimi54c,Midfielder,player,2000-04-02,Santa Pola,Spain,49ih1pwv3ahshdf8uzrimi54c,184.0,right,14.0,active,yes,NaN,NaN,80.0,Pascu
dolfy51fw3jycb0cfhoecbo16,Hamdi,Jobi Akujobi,Hamdi,Akujobi,H. Akujobi,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Defender,player,2000-01-20,Rotterdam,Netherlands,6hzi5pltnz67q4la8yli9qfv6,175.0,right,20.0,active,yes,Nigeria,63pvdwrsiq5b07mzi8igqei9p,70.0,NaN
e1tlna6dw0zi7vaef52q857o4,Joël,van der Wilt,Joël,van der Wilt,J. van der Wilt,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Goalkeeper,player,2004-04-27,NaN,Netherlands,6hzi5pltnz67q4la8yli9qfv6,187.0,right,52.0,active,yes,NaN,NaN,78.0,NaN
ebnm8xj9pggemio5qay9pcc0l,Anthony,Limbombe Ekango,Anthony,Limbombe,A. Limbombe,Belgium,4wbzjcclyefma1ourvjsu4q2j,Attacker,player,1994-07-15,Mechelen,Belgium,4wbzjcclyefma1ourvjsu4q2j,177.0,right,7.0,active,no,NaN,NaN,72.0,NaN
evz953s9rvki1w9c3hsljss7p,Agil,Etemadi,Agil,Etemadi,A. Etemadi,Iran,e53g9hr2d3kasm34uumbg8r4,Goalkeeper,player,1987-04-23,Tehran,Iran,e53g9hr2d3kasm34uumbg8r4,184.0,right,29.0,active,yes,NaN,NaN,78.0,NaN
f1as17wqpj44gihtvw936lofd,Bradly,van Hoeven,Bradly,van Hoeven,B. van Hoeven,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Attacker,player,2000-04-17,Maassluis,Netherlands,6hzi5pltnz67q4la8yli9qfv6,174.0,left,29.0,active,no,NaN,NaN,69.0,NaN
10rii5jnu060z4qzyn0a36n84,Juliën,Mesbahi,Juliën,Mesbahi,J. Mesbahi,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Defender,player,2006-01-31,NaN,Netherlands,6hzi5pltnz67q4la8yli9qfv6,181.0,right,24.0,active,yes,NaN,NaN,75.0,NaN
1rb3nj8hn58ynsadzive0h36y,Sam Luca,Karssies,Sam,Karssies,S. Karssies,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Goalkeeper,player,2003-02-26,Enschede,Netherlands,6hzi5pltnz67q4la8yli9qfv6,186.0,right,30.0,active,yes,NaN,NaN,70.0,NaN
2teefpvijsbzag4yi7fm1pyol,Alfons,Sampsted,Alfons,Sampsted,A. Sampsted,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,1998-04-06,Kópavogur,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,180.0,right,12.0,active,yes,NaN,NaN,72.0,NaN
2zkaf848fjcdhuii8783pkm7e,Youri Pieter,Regeer,Youri,Regeer,Y. Regeer,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Midfielder,player,2003-08-18,Haarlem,Netherlands,6hzi5pltnz67q4la8yli9qfv6,177.0,right,8.0,active,yes,NaN,NaN,68.0,NaN
36veg0wk1z3om89daf0clbl5h,Ricky,van Wolfswinkel,Ricky,van Wolfswinkel,R. van Wolfswinkel,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Attacker,player,1989-01-27,Woudenberg,Netherlands,6hzi5pltnz67q4la8yli9qfv6,186.0,right,9.0,active,yes,NaN,NaN,70.0,NaN
5g0q7azk54eryl8vcgyb2oj4l,Przemysław,Tytoń,Przemyslaw,Tyton,P. Tytoń,Poland,27baqb7359ywdvsxxklx1kn11,Goalkeeper,player,1987-01-04,Zamość,Poland,27baqb7359ywdvsxxklx1kn11,195.0,right,22.0,active,yes,NaN,NaN,88.0,NaN
5m8pflpgynidzk7d9507oujje,Daan,Rots,Daan,Rots,D. Rots,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Attacker,player,2001-07-25,Groenlo,Netherlands,6hzi5pltnz67q4la8yli9qfv6,179.0,left,11.0,active,yes,NaN,NaN,71.0,Daan Rots
5r47vtvu418kae5j2rpv6w2dw,Mats,Rots,Mats,Rots,M. Rots,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Defender,player,2006-03-11,Groenlo,Netherlands,6hzi5pltnz67q4la8yli9qfv6,185.0,left,39.0,active,yes,NaN,NaN,70.0,NaN
69cvlhfo7ulmz4o5ztlj1wlm2,Mees,Hilgers,Mees,Hilgers,M. Hilgers,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Defender,player,2001-05-13,Amersfoort,Netherlands,6hzi5pltnz67q4la8yli9qfv6,183.0,right,2.0,active,yes,NaN,NaN,79.0,NaN
6p4fs5rivwt0e45twlsf6ajth,Joshua Benjamin,Brenet,Joshua,Brenet,J. Brenet,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Defender,player,1994-03-20,Kerkrade,Netherlands,6hzi5pltnz67q4la8yli9qfv6,181.0,right,20.0,active,yes,Curaçao,5im58ram567ao2fbnz39sm8vk,74.0,NaN
7ty1wdxxnusgkl34k5raipbl5,Mitchell,van Bergen,Mitchell,van Bergen,M. van Bergen,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Attacker,player,1999-08-27,Oss,Netherlands,6hzi5pltnz67q4la8yli9qfv6,170.0,right,7.0,active,yes,NaN,NaN,62.0,NaN
8fuul8znu2hzdqkxsotqt6u0a,Manfred Alonso,Ugalde Arce,Manfred,Ugalde,M. Ugalde,Costa Rica,48emauy3fucokp86skcs5alh8,Attacker,player,2002-05-25,Heredia,Costa Rica,48emauy3fucokp86skcs5alh8,173.0,right,27.0,active,no,NaN,NaN,68.0,NaN
8ijea6poqnpomi075fowev7kk,Gijs,Besselink,Gijs,Besselink,G. Besselink,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Midfielder,player,2004-06-16,NaN,Netherlands,6hzi5pltnz67q4la8yli9qfv6,180.0,right,41.0,active,yes,NaN,NaN,69.0,NaN
9qoc020keotb4s72a09zm5pzp,Michal,Sadílek,Michal,Sadílek,M. Sadílek,Czechia,5md5tpwr2nmqao528prx43jr7,Midfielder,player,1999-05-31,Uherské Hradiště,Czechia,5md5tpwr2nmqao528prx43jr7,169.0,left,23.0,active,yes,NaN,NaN,65.0,NaN
a185wef6iz1nun1wry40jcgoa,Naci,Ünüvar,Naci,Ünüvar,N. Ünüvar,Türkiye,6kd6webenogylfgwt2aa9l6vx,Attacker,player,2003-06-13,Zaandam,Netherlands,6hzi5pltnz67q4la8yli9qfv6,168.0,right,10.0,active,yes,Netherlands,6hzi5pltnz67q4la8yli9qfv6,64.0,NaN
a21sngx9u0boxf3n6u5qbkdlh,Carel Willem Hendrik,Eiting,Carel,Eiting,C. Eiting,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Midfielder,player,1998-02-11,Amsterdam,Netherlands,6hzi5pltnz67q4la8yli9qfv6,179.0,left,6.0,active,yes,NaN,NaN,72.0,NaN
ad9kukqx4xulbvelacgwgqvah,Michel,Vlap,Michel,Vlap,M. Vlap,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Midfielder,player,1997-06-02,Sneek,Netherlands,6hzi5pltnz67q4la8yli9qfv6,190.0,right,18.0,active,yes,NaN,NaN,81.0,NaN
ahwtdhrerarmljk9bh0tcpk6i,Sem,Steijn,Sem,Steijn,S. Steijn,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Midfielder,player,2001-11-12,Den Haag,Netherlands,6hzi5pltnz67q4la8yli9qfv6,173.0,right,14.0,active,yes,NaN,NaN,61.0,NaN
ax1f2gncrjm3q6wixxdr4chzo,Lucas,Vennegoor of Hesselink,Lucas,Vennegoor of Hesselink,L. Vennegoor of Hesselink,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Attacker,player,2006-03-14,NaN,Netherlands,6hzi5pltnz67q4la8yli9qfv6,188.0,left,25.0,active,yes,NaN,NaN,NaN,NaN
bner5siqnwn1fqusfrgujt0fe,Max,Bruns,Max,Bruns,M. Bruns,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Midfielder,player,2002-11-06,Almelo,Netherlands,6hzi5pltnz67q4la8yli9qfv6,183.0,right,38.0,active,yes,NaN,NaN,67.0,NaN
by85t8ssyumcjcks1jx3v96vo,Younes,Taha El Idrissi,Younes,Taha,Y. Taha,Morocco,2xdcc39z1k79pnjbtn9x31wdh,Attacker,player,2002-11-27,Amsterdam,Netherlands,6hzi5pltnz67q4la8yli9qfv6,176.0,left,19.0,active,yes,Netherlands,6hzi5pltnz67q4la8yli9qfv6,67.0,NaN
bzanwdo4ihqd6d7vr06bd3845,Lars,Unnerstall,Lars,Unnerstall,L. Unnerstall,Germany,36min0qztu8eydwvpv8t1is0m,Goalkeeper,player,1990-07-20,Ibbenbüren,Germany,36min0qztu8eydwvpv8t1is0m,198.0,right,1.0,active,yes,NaN,NaN,103.0,NaN
c7n2b2gq381k0o0jizqueii5m,Mathias,Ullereng Kjølø,Mathias,Kjølø,M. Kjølø,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Midfielder,player,2001-06-27,Oslo,Norway,7f16iy4w8u8ogyn6pfooqwv5z,174.0,right,4.0,active,yes,NaN,NaN,67.0,NaN
cl9w7puzn884om1zfu0jz5wwl,Joseph,Oosting,Joseph,Oosting,J. Oosting,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,coach,1972-01-29,NaN,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,NaN,active,yes,NaN,NaN,NaN,NaN
dtcvzfse83ztj96kiizwp6jqi,Gijs,Smal,Gijs,Smal,G. Smal,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Defender,player,1997-08-31,De Rijp,Netherlands,6hzi5pltnz67q4la8yli9qfv6,183.0,left,5.0,active,yes,NaN,NaN,74.0,NaN
