id,firstName,lastName,shortFirstName,shortLastName,matchName,nationality,nationalityId,position,type,dateOfBirth,placeOfBirth,countryOfBirth,countryOfBirthId,height,weight,shirtNumber,status,active,foot,secondNationality,secondNationalityId,knownName
ewvxll2dftd5j026n393fe2uh,Moussa,Koné,Moussa,Koné,M. Koné,Senegal,6hhqyhr5cwq2pfprlazyposyk,Attacker,player,1996-12-30,Dakar,Senegal,6hhqyhr5cwq2pfprlazyposyk,175.0,68.0,28.0,active,yes,right,NaN,NaN,NaN
12nprkdair7qrv4f1uwuj7c9h,Lukáš,Greššák,Lukás,Gressák,L. Greššák,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,1989-01-23,Trstena,Slovakia,7dybe8679n9bgyrcxi383pq3y,183.0,75.0,34.0,active,yes,right,NaN,NaN,NaN
17fh37y13hwtz5osjkf16ltxx,Michal,Faško,Michal,Fasko,M. Faško,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,1994-08-24,Brezno,Slovakia,7dybe8679n9bgyrcxi383pq3y,183.0,76.0,24.0,active,yes,left,NaN,NaN,NaN
1tcsrmo8gvhfxmc8aiyj9enrp,Michal,Jonec,Michal,Jonec,M. Jonec,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,1996-07-30,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,185.0,70.0,23.0,active,yes,NaN,NaN,NaN,NaN
1v9leyu3y45lb21enpad0wzqh,Bernard,Petrák,NaN,NaN,B. Petrák,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,1999-12-15,Voronezh,Russia,7kfg68kh6n16fs4ap3xjiudr,178.0,77.0,3.0,active,yes,left,Russia,7kfg68kh6n16fs4ap3xjiudr,NaN
2da0kujwwgv9ts7unqmfhui8l,Deni,Hočko,Deni,Hocko,D. Hočko,Montenegro,1411jebgwo2ja1erogsq81lg9,Midfielder,player,1994-04-22,Cetinje,Montenegro,1411jebgwo2ja1erogsq81lg9,175.0,NaN,28.0,active,yes,right,NaN,NaN,NaN
3nkj0306ffqd6g5jxqh4pnhpm,Marcel,Novák,NaN,NaN,M. Novák,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,2002-06-12,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,NaN,active,no,NaN,NaN,NaN,NaN
3p9zmquh318g7ovqgmpuryllh,Dominik,Kružliak,Dominik,Kruzliak,D. Kružliak,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,1996-07-10,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,183.0,79.0,NaN,active,yes,NaN,NaN,NaN,NaN
3ph2vmo060rq3l7h3korj30lx,Žan,Medved,Zan,Medved,Ž. Medved,Slovenia,63vptz9g2ckqnnlxhd1oqn4xq,Attacker,player,1999-06-14,Slovenj Gradec,Slovenia,63vptz9g2ckqnnlxhd1oqn4xq,185.0,NaN,55.0,active,yes,NaN,NaN,NaN,NaN
4250ti5pfnj8qh5iz4ukzjnjd,Péter,Varga,Péter,Varga,P. Varga,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,1998-01-27,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,183.0,68.0,66.0,active,yes,NaN,NaN,NaN,NaN
4w32xhwkyd5mtf8jkbja744x5,Lukáš,Fabiš,Lukás,Fabis,L. Fabiš,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,1998-05-05,Nitra,Slovakia,7dybe8679n9bgyrcxi383pq3y,185.0,82.0,19.0,active,yes,NaN,NaN,NaN,NaN
59hrt8s1van5u2bcf1305fw0l,Oleksandr,Holikov,Oleksandr,Golikov,O. Holikov,Ukraine,315w6fk6umfzf4qvba3t55u61,Defender,player,1991-11-13,Donetsk,Ukraine,315w6fk6umfzf4qvba3t55u61,180.0,77.0,17.0,active,yes,right,NaN,NaN,NaN
5jvmw6fy4zpmog2imsorzl6tx,Cristiano,Pereira Figueiredo,Cristiano,Pereira Figueiredo,Cristiano,Portugal,1nbm5i9a0403zzvltn17lxinc,Goalkeeper,player,1990-11-29,München,Germany,36min0qztu8eydwvpv8t1is0m,192.0,90.0,13.0,active,yes,right,NaN,NaN,Cristiano
5vjwd4k2n8vpnb84g2wi15nu1,Ján,Krivák,Jan,Krivak,J. Krivák,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,1993-11-10,Vranov nad Topľou,Slovakia,7dybe8679n9bgyrcxi383pq3y,186.0,78.0,20.0,active,yes,NaN,NaN,NaN,NaN
61cy2zzr95y2jd1igpw4e8ted,Miloš,Lačný,Milos,Lacny,M. Lačný,Slovakia,7dybe8679n9bgyrcxi383pq3y,Attacker,player,1988-03-08,Levoča,Slovakia,7dybe8679n9bgyrcxi383pq3y,184.0,84.0,31.0,active,no,right,NaN,NaN,NaN
6fmrelr9khhkywqr8goutjkr9,Éric Javier,Davis Grajales,Éric,Davis,É. Davis,Panama,5nhk7v9jq6dqmfbn4hiihhofv,Defender,player,1991-03-31,Colón,Panama,5nhk7v9jq6dqmfbn4hiihhofv,180.0,78.0,31.0,active,yes,left,NaN,NaN,NaN
75rogdn577r9sni9eo2pxrx90,Šimon,Sabolčík,NaN,NaN,Š. Sabolčík,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,2005-08-16,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,11.0,active,yes,NaN,NaN,NaN,NaN
7676jh2vz7qsvhu5aulumyzh0,Rastislav,Korba,NaN,NaN,R. Korba,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,2006-04-03,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,21.0,active,yes,NaN,NaN,NaN,NaN
7lhr196eohxafuxild9q208gl,Martin,Šindelář,NaN,NaN,M. Šindelář,Czechia,5md5tpwr2nmqao528prx43jr7,Defender,player,1991-01-22,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,189.0,85.0,18.0,active,yes,NaN,NaN,NaN,NaN
87gc1djnk9bvenuhgmw84f3rp,Anton,Šoltís,NaN,NaN,A. Šoltís,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,coach,1976-02-05,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,173.0,73.0,NaN,active,no,NaN,NaN,NaN,NaN
8wz064h83skplgaavlx9vboph,Miroslav,Sovič,NaN,NaN,M. Sovič,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,coach,1970-03-09,Košice,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,NaN,active,no,NaN,NaN,NaN,NaN
99oqw20juthe0cphiajsm1udw,Jérémie Obounet,Moussango Obounet,Jérémie,Moussango,J. Moussango,Gabon,6jfjrlsdz5ns00g4gvk9a6xav,Attacker,player,2002-08-17,Libreville,Gabon,6jfjrlsdz5ns00g4gvk9a6xav,180.0,NaN,77.0,active,yes,NaN,NaN,NaN,NaN
9k24aoqflxicdw3xr4p0qnkdl,Frederik,Valach,NaN,NaN,F. Valach,Slovakia,7dybe8679n9bgyrcxi383pq3y,Goalkeeper,player,1999-03-11,Zlaté Moravce,Slovakia,7dybe8679n9bgyrcxi383pq3y,185.0,80.0,1.0,active,yes,NaN,NaN,NaN,NaN
9kmmlvfxro0meb5tngkoc3nkk,Miroslav,Sovič,NaN,NaN,M. Sovič,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,2004-05-12,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,15.0,active,yes,NaN,NaN,NaN,NaN
9oky1h2oudbbwieqhux3ozk5x,Erik,Liener,NaN,NaN,E. Liener,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,1994-10-02,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,184.0,NaN,27.0,active,no,NaN,NaN,NaN,NaN
9rqcgur019yehul5je0bvxi39,Kristi,Qose,Kristi,Qose,K. Qose,Albania,17zsm8shejejls2on1ffil3op,Midfielder,player,1995-06-10,Korçë,Albania,17zsm8shejejls2on1ffil3op,187.0,80.0,6.0,active,yes,right,Greece,6lpgd60z890no2v46zdecrcss,NaN
9t8kyau1az4sel7awnnsko5at,Ján,Mizerák,NaN,NaN,J. Mizerák,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,1993-08-24,Prešov,Slovakia,7dybe8679n9bgyrcxi383pq3y,176.0,70.0,7.0,active,yes,left,NaN,NaN,NaN
a22omz44ldlc6h4shw15kbb2t,Matúš,Putnocký,Matús,Putnocky,M. Putnocký,Slovakia,7dybe8679n9bgyrcxi383pq3y,Goalkeeper,player,1984-11-01,Prešov,Slovakia,7dybe8679n9bgyrcxi383pq3y,195.0,91.0,33.0,active,no,NaN,NaN,NaN,NaN
ac5z21h199a63tzya1p3z2kbu,Tidjani,Anane,Tidjani,Anaane,T. Anane,Benin,3o5wco7tkqgfmys9exmt5fo2h,Attacker,player,1997-03-29,Gangban,Benin,3o5wco7tkqgfmys9exmt5fo2h,175.0,76.0,14.0,active,no,right,NaN,NaN,NaN
b8oxd3z57od719dnoeo5aa87o,Richard,Slanina,NaN,NaN,R. Slanina,Slovakia,7dybe8679n9bgyrcxi383pq3y,Attacker,player,2005-04-05,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,12.0,active,yes,NaN,NaN,NaN,NaN
bgnvruja7a2ctje61qdm0hjh1,Ján,Kozák,Ján,Kozák,J. Kozák,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,coach,1980-04-22,Košice,Slovakia,7dybe8679n9bgyrcxi383pq3y,190.0,87.0,NaN,active,yes,left,NaN,NaN,NaN
bhcspf4ywysgcdou5zxqp7q3t,Zyen,Jones,Zyen,Jones,Z. Jones,USA,7hr2f89v44y65dyu9k92vprwn,Attacker,player,2000-08-25,Clarkston,USA,7hr2f89v44y65dyu9k92vprwn,181.0,NaN,10.0,active,yes,left,NaN,NaN,NaN
bw7g40ihk5of1c2ax4v0s4p91,Erik,Pačinda,Erik,Pacinda,E. Pačinda,Slovakia,7dybe8679n9bgyrcxi383pq3y,Attacker,player,1989-05-09,Košice,Slovakia,7dybe8679n9bgyrcxi383pq3y,175.0,66.0,9.0,active,yes,left,NaN,NaN,NaN
c8namt55e4iy86nxpswdgcwa2,Nassim Patrice,Innocenti,Nassim,Innocenti,N. Innocenti,Burkina Faso,2ggql4uo9h0p3c67wkm68ibol,Defender,player,2002-02-19,Crest,France,7gww28djs405rfga69smki84o,187.0,75.0,90.0,active,yes,left,NaN,NaN,NaN
cquqn610d5e0gz3n4vp4bl7md,Boris,Turčák,NaN,NaN,B. Turčák,Slovakia,7dybe8679n9bgyrcxi383pq3y,Attacker,player,1993-02-21,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,177.0,72.0,10.0,active,no,NaN,NaN,NaN,NaN
d7qnv5jqvy89ptfbuavesrr4k,Jakub,Jakubko,NaN,NaN,J. Jakubko,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,2004-08-24,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,5.0,active,no,NaN,NaN,NaN,NaN
dhz6lbpryfkko4f3yugelp4yy,Marcel,Vasiľ,Marcel,Vasil,M. Vasiľ,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,2001-02-09,Prešov,Slovakia,7dybe8679n9bgyrcxi383pq3y,179.0,NaN,11.0,active,no,NaN,NaN,NaN,NaN
doqulrthwsgy3s0joi8h70udx,Mohammed,Rharsalla Khadfi,Mohammed,Rharsalla Khadfi,M. Rharsalla,Morocco,2xdcc39z1k79pnjbtn9x31wdh,Attacker,player,1993-09-15,Oujda,Morocco,2xdcc39z1k79pnjbtn9x31wdh,184.0,83.0,NaN,active,yes,right,NaN,NaN,Moha
e05t9j6pmt4j5dobxo7gtb6xh,Matúš,Kira,NaN,NaN,M. Kira,Slovakia,7dybe8679n9bgyrcxi383pq3y,Goalkeeper,player,1994-10-10,Košice,Slovakia,7dybe8679n9bgyrcxi383pq3y,185.0,80.0,22.0,active,yes,NaN,NaN,NaN,NaN
efzj62gq6dj8lxaew8rxf24gk,Dominik,Veselý,NaN,NaN,D. Veselý,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,2005-01-16,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,4.0,active,yes,NaN,NaN,NaN,NaN
eohv4yfzmjh0i70ps5p0spw4,Landing,Sagna,NaN,NaN,L. Sagna,Senegal,6hhqyhr5cwq2pfprlazyposyk,Attacker,player,1999-12-22,NaN,Senegal,6hhqyhr5cwq2pfprlazyposyk,NaN,NaN,80.0,active,no,NaN,NaN,NaN,NaN
tbbthwwwpfkm7luezvil0no5,Dávid,Gallovič,NaN,NaN,D. Gallovič,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,1996-04-23,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,8.0,active,yes,NaN,NaN,NaN,NaN
umdn1ig45tqdo40hv35pxr6d,Nicolás Ezequiel,Gorosito,Nicolás,Gorosito,N. Gorosito,Argentina,2vovxa97k7v7ofa85dah2xktb,Defender,player,1988-08-17,Rafaela,Argentina,2vovxa97k7v7ofa85dah2xktb,186.0,79.0,88.0,active,yes,right,NaN,NaN,NaN
2jvbo8qpcd0ror8hvqdtkafh1,Martin,Mikovič,Martin,Mikovic,M. Mikovič,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,1990-09-12,Trnava,Slovakia,7dybe8679n9bgyrcxi383pq3y,168.0,67.0,29.0,active,yes,NaN,NaN,NaN,NaN
2xt1ad2y4fxsgcj4alejukis4,Kenneth,Tig-Ishor Ikugar,Kenneth,Ikugar,K. Ikugar,Nigeria,63pvdwrsiq5b07mzi8igqei9p,Attacker,player,2000-10-27,NaN,Nigeria,63pvdwrsiq5b07mzi8igqei9p,NaN,NaN,99.0,active,no,NaN,NaN,NaN,NaN
34da10k5hhm6j3fxjqqrvne5m,Kelvin,Ofori,Kelvin,Ofori,K. Ofori,Ghana,2q2sw72utw5gu9t5y4knckwba,Midfielder,player,2001-07-27,NaN,Ghana,2q2sw72utw5gu9t5y4knckwba,172.0,68.0,97.0,active,yes,left,NaN,NaN,NaN
37kdms01y82ssm7arh4i56ml1,Roman,Procházka,Roman,Procházka,R. Procházka,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,1989-03-14,Trnava,Slovakia,7dybe8679n9bgyrcxi383pq3y,184.0,76.0,6.0,active,yes,right,NaN,NaN,NaN
3mw2djqxfp5qdhfhtwvtbab6c,Kazeem,Bolaji Soliu,Kazeem,Bolaji,K. Bolaji,Nigeria,63pvdwrsiq5b07mzi8igqei9p,Midfielder,player,2002-12-13,Oko Ode,Nigeria,63pvdwrsiq5b07mzi8igqei9p,NaN,NaN,77.0,active,yes,NaN,NaN,NaN,NaN
3of5wnut0wef5v47hs50jx711,Martin,Bukata,Martin,Bukata,M. Bukata,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,1993-10-02,Košice,Slovakia,7dybe8679n9bgyrcxi383pq3y,175.0,69.0,28.0,active,yes,right,NaN,NaN,NaN
3yvh2wn1zvnzdl0y1d6n3x7th,Samuel,Štefánik,Samuel,Stefánik,S. Štefánik,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,1991-11-16,Bánovce nad Bebravou,Slovakia,7dybe8679n9bgyrcxi383pq3y,177.0,74.0,8.0,active,yes,right,NaN,NaN,NaN
4imfkav743ep5bqdgzs5kd1t6,Andrej,Đurić,Andrej,Duric,A. Đurić,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Defender,player,2003-09-21,NaN,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,3.0,active,yes,NaN,NaN,NaN,NaN
50tfyk5k7qkm1kwv9rrneriwa,Ján,Bernát,Ján,Bernát,J. Bernát,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,2001-01-10,Prešov,Slovakia,7dybe8679n9bgyrcxi383pq3y,180.0,70.0,27.0,active,yes,NaN,NaN,NaN,NaN
53esz84pfvicb6dj9gw6s4jqh,Martin,Šulek,Martin,Sulek,M. Šulek,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,1998-01-15,Trenčín,Slovakia,7dybe8679n9bgyrcxi383pq3y,179.0,65.0,18.0,active,yes,NaN,NaN,NaN,NaN
58exqobwo8r6jlyoqndg6hadx,Michal,Gašparík,Michal,Gasparík,M. Gašparík,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,coach,1981-12-19,Trnava,Slovakia,7dybe8679n9bgyrcxi383pq3y,179.0,69.0,NaN,active,yes,NaN,NaN,NaN,NaN
59fqt0oyujmb9di8n2f8wa4et,Michal,Šulla,Michal,Sulla,M. Šulla,Slovakia,7dybe8679n9bgyrcxi383pq3y,Goalkeeper,player,1991-07-15,Myjava,Slovakia,7dybe8679n9bgyrcxi383pq3y,192.0,85.0,NaN,active,no,NaN,NaN,NaN,NaN
5c9mr875hob9e1m8e9lhe7mqx,Martin,Vantruba,Martin,Vantruba,M. Vantruba,Slovakia,7dybe8679n9bgyrcxi383pq3y,Goalkeeper,player,1998-02-07,Trnava,Slovakia,7dybe8679n9bgyrcxi383pq3y,196.0,90.0,72.0,active,yes,right,NaN,NaN,NaN
86irvra8etxw0hszkrup6qwru,Jaheem,Burke,Jaheem,Burke,J. Burke,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Attacker,player,2001-08-19,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,70.0,active,yes,NaN,NaN,NaN,NaN
8chxkqkwpvs373kg5z576eolw,Martin,Rýzek,Martin,Ryzek,M. Rýzek,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,2005-05-23,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,190.0,NaN,19.0,active,no,NaN,NaN,NaN,NaN
9u9vfm9ifs52ajiy6q0rofac4,Azeez,Oseni,Azeez,Oseni,A. Oseni,Nigeria,63pvdwrsiq5b07mzi8igqei9p,Midfielder,player,2002-10-16,Lagos,Nigeria,63pvdwrsiq5b07mzi8igqei9p,168.0,NaN,20.0,active,yes,right,NaN,NaN,NaN
a0eof0c5ifjrxf1nbyfropdjp,Erik,Daniel,Erik,Daniel,E. Daniel,Czechia,5md5tpwr2nmqao528prx43jr7,Midfielder,player,1992-02-04,Bratislava,Czechia,5md5tpwr2nmqao528prx43jr7,178.0,75.0,23.0,active,yes,right,NaN,NaN,NaN
a3vvzjv2cu7e9kzm44w1as1jp,Lukáš,Štetina,Lukás,Stetina,L. Štetina,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,1991-07-28,Nitra,Slovakia,7dybe8679n9bgyrcxi383pq3y,185.0,85.0,2.0,active,yes,right,NaN,NaN,NaN
abm9chfqtlt7fwzwu00vx0e6t,Tomáš,Poznar,Tomás,Poznar,T. Poznar,Czechia,5md5tpwr2nmqao528prx43jr7,Attacker,player,1988-09-27,Zlín,Czechia,5md5tpwr2nmqao528prx43jr7,194.0,81.0,88.0,active,yes,right,NaN,NaN,NaN
b00x2qlrrqjf15b9ufunw1z9x,Marco,Djuričin,Marco,Djuricin,M. Djuričin,Austria,hcs1bd49qliqqity6o268jyt,Attacker,player,1992-12-12,Wien,Austria,hcs1bd49qliqqity6o268jyt,183.0,78.0,7.0,active,yes,right,NaN,NaN,NaN
b4egl31c8ozbo6754jnkl2784,Miha,Kompan Breznik,Miha,Breznik,M. Breznik,Slovenia,63vptz9g2ckqnnlxhd1oqn4xq,Defender,player,2003-10-05,NaN,Slovenia,63vptz9g2ckqnnlxhd1oqn4xq,NaN,NaN,5.0,active,yes,NaN,NaN,NaN,NaN
bd37rl0ivydvvj6wgx6x8kr56,Alex,Iván,Alex,Iván,A. Ivan,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,1997-03-26,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,NaN,active,no,NaN,NaN,NaN,NaN
bkwvqabu13v1d8kt207rvc00k,Patrick,Karhan,Patrick,Karhan,P. Karhan,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,2003-06-19,Wolfsburg,Germany,36min0qztu8eydwvpv8t1is0m,185.0,NaN,21.0,active,no,right,Germany,36min0qztu8eydwvpv8t1is0m,NaN
bpa4041uf6rhu659hwa08o1lg,Marek,Ujlaky,Marek,Ujlaky,M. Ujlaky,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,2003-12-03,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,184.0,NaN,13.0,active,yes,right,NaN,NaN,NaN
bq1i8z906frmxd7upktyfcgd1,Kristián,Koštrna,Kristián,Kostrna,K. Koštrna,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,1993-12-15,Hlohovec,Slovakia,7dybe8679n9bgyrcxi383pq3y,176.0,71.0,24.0,active,yes,NaN,NaN,NaN,NaN
brwqlanf39ex63ux6brkacoru,Adrian,Zeljković,Adrian,Zeljkovic,A. Zeljković,Slovenia,63vptz9g2ckqnnlxhd1oqn4xq,Midfielder,player,2002-08-19,NaN,Slovenia,63vptz9g2ckqnnlxhd1oqn4xq,NaN,NaN,80.0,active,yes,NaN,NaN,NaN,NaN
c8e1213ms9bucpiv6oma0jdd6,Samuel,Benovič,Samuel,Benovic,S. Benovič,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,2001-01-03,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,178.0,NaN,NaN,active,no,right,NaN,NaN,NaN
cxz4zddmoyebzx57afocncvoq,Philip,Azango Elayo,Philip,Azango,P. Azango,Nigeria,63pvdwrsiq5b07mzi8igqei9p,Midfielder,player,1997-05-21,Jos Plateau,Nigeria,63pvdwrsiq5b07mzi8igqei9p,166.0,75.0,11.0,active,yes,NaN,NaN,NaN,NaN
d3ppqv1v0qgjcjrf6q9xlvap5,Dominik,Takáč,Dominik,Takác,D. Takáč,Slovakia,7dybe8679n9bgyrcxi383pq3y,Goalkeeper,player,1999-01-12,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,195.0,82.0,71.0,active,yes,left,NaN,NaN,NaN
dez9uf8qcs4xpk7xhwxg1dizu,Sebastián,Kóša,Sebastián,Kósa,S. Kóša,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,2003-09-13,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,190.0,NaN,26.0,active,yes,NaN,NaN,NaN,NaN
di3bykjf3zdw24vb03jx1bhzp,Dobrivoj,Rusov,Dobrivoj,Rusov,D. Rusov,Slovakia,7dybe8679n9bgyrcxi383pq3y,Goalkeeper,player,1993-01-13,Trnava,Slovakia,7dybe8679n9bgyrcxi383pq3y,190.0,77.0,31.0,active,yes,right,NaN,NaN,NaN
dy56pvou486pnqejhjl2fxvit,Ľuboš,Kamenár,Lubos,Kamenár,Ľ. Kamenár,Slovakia,7dybe8679n9bgyrcxi383pq3y,Goalkeeper,player,1987-06-17,Trnava,Slovakia,7dybe8679n9bgyrcxi383pq3y,193.0,94.0,1.0,active,yes,right,NaN,NaN,NaN
eim53fbgajnpydps3071jxivp,Jakub,Paur,Jakub,Paur,J. Paur,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,1992-07-04,Žilina,Slovakia,7dybe8679n9bgyrcxi383pq3y,184.0,75.0,17.0,active,yes,right,NaN,NaN,NaN
elpc7t9fht0m7sqnllnxi3utx,Milan,Ristovski,Milan,Ristovski,M. Ristovski,North Macedonia,1lesyxylc5eza0a4z87t9azcc,Attacker,player,1998-04-08,Skopje,North Macedonia,1lesyxylc5eza0a4z87t9azcc,188.0,77.0,19.0,active,no,right,NaN,NaN,NaN
eqcjn90gfhj319bzxm3d0j7jd,Filip,Bainovič,Filip,Bainovic,F. Bainovič,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Midfielder,player,1996-06-23,Požarevac,Serbia,5w4ve503bjdsshwx9ho6jxzx0,176.0,76.0,25.0,active,yes,right,NaN,NaN,NaN
etyqw24tl6zko0qarctyv6ane,Ricardo Allen,Peña Gutiérrez,Ricardo,Peña,R. Peña,Costa Rica,48emauy3fucokp86skcs5alh8,Midfielder,player,2004-07-15,Puerto Limón,Costa Rica,48emauy3fucokp86skcs5alh8,185.0,NaN,14.0,active,no,right,NaN,NaN,NaN
jf5ow5qxswm7urne6c6pnzkl,Michal,Ďuriš,Michal,Duris,M. Ďuriš,Slovakia,7dybe8679n9bgyrcxi383pq3y,Attacker,player,1988-06-01,Uherské Hradiště,Czechia,5md5tpwr2nmqao528prx43jr7,183.0,75.0,57.0,active,yes,right,NaN,NaN,NaN
umdn1ig45tqdo40hv35pxr6d,Nicolás Ezequiel,Gorosito,Nicolás,Gorosito,N. Gorosito,Argentina,2vovxa97k7v7ofa85dah2xktb,Defender,player,1988-08-17,Rafaela,Argentina,2vovxa97k7v7ofa85dah2xktb,186.0,79.0,4.0,active,no,right,NaN,NaN,NaN
v626lr5c9efa4k4qd2yrhmuh,Tomislav,Krizmanić,Tomislav,Krizmanic,T. Krizmanić,Croatia,37hlakrwxyuzovaeoo4sezusp,Midfielder,player,2001-04-21,NaN,Croatia,37hlakrwxyuzovaeoo4sezusp,170.0,NaN,14.0,active,yes,NaN,NaN,NaN,NaN
155qepa0t9r0h2amq1wks9uy1,Jemali-Giorgi,Jinjolava,Jemali-Giorgi,Jinjolava,J. Jinjolava,Georgia,55mqz7j6585f2jhgfhn62lomr,Defender,player,2000-06-28,NaN,Georgia,55mqz7j6585f2jhgfhn62lomr,NaN,NaN,5.0,active,yes,NaN,NaN,NaN,NaN
1cp3lyt6i2kmfl11rgz1qsn6y,Richard,Nagy,NaN,NaN,R. Nagy,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,2000-08-10,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,25.0,active,yes,NaN,NaN,NaN,NaN
1l1d2s4beqxy6jthm3hqjodn8,Kristian,Kolembus,NaN,NaN,K. Kolembus,Slovakia,7dybe8679n9bgyrcxi383pq3y,Attacker,player,2004-04-17,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,12.0,active,no,NaN,NaN,NaN,NaN
2gcik2kvmxxneyjz8krgruezu,Miroslav,Gono,Miroslav,Gono,M. Gono,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,2000-11-01,Piešťany,Slovakia,7dybe8679n9bgyrcxi383pq3y,181.0,NaN,6.0,active,yes,NaN,NaN,NaN,NaN
2hkon87fb4tum7opwbd1rkhsk,Patrik,Richter,NaN,NaN,P. Richter,Slovakia,7dybe8679n9bgyrcxi383pq3y,Goalkeeper,player,2004-02-06,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,33.0,active,yes,NaN,NaN,NaN,NaN
2oauhtwpdagdbboxn9zylvjd,Levan,Nonikashvili,Levan,Nonikashvili,L. Nonikashvili,Georgia,55mqz7j6585f2jhgfhn62lomr,Midfielder,player,1995-04-05,NaN,Georgia,55mqz7j6585f2jhgfhn62lomr,175.0,NaN,19.0,active,yes,NaN,NaN,NaN,Levan Nonikashvili
2vd1l32utzuzqlnbu4h6toh9m,Roman,Čerepkai,Roman,Cerepkai,R. Čerepkai,Slovakia,7dybe8679n9bgyrcxi383pq3y,Attacker,player,2002-04-06,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,7.0,active,no,NaN,NaN,NaN,NaN
