id,firstName,lastName,shortFirstName,shortLastName,knownName,matchName,nationality,nationalityId,secondNationality,secondNationalityId,position,type,dateOfBirth,placeOfBirth,countryOfBirth,countryOfBirthId,height,weight,foot,shirtNumber,status,active,gender
44nrrrjr233eellmujjz45h5g,Bret,Halsey,Bret,Halsey,NaN,B. Halsey,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Defender,player,2000-06-01,Sterling,USA,7hr2f89v44y65dyu9k92vprwn,175.0,68.0,NaN,15.0,active,yes,Male
4630vp2chgqihn3btpx5vb2l1,Dominic,Kinnear,Dominic,Kinnear,NaN,D. Kinnear,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,NaN,assistant coach,1967-07-26,Glasgow,Scotland,1xf68d0a8lnnq30hnnn8kr6ut,178.0,NaN,NaN,NaN,active,yes,Male
49ki6wsieoy8t4baq73o0zhbe,Arquímides Rafael Zacarias,Ordóñez,Arquímides,Ordóñez,NaN,A. Ordóñez,Guatemala,6bw57gk867vfrep8b5e4ykh24,USA,7hr2f89v44y65dyu9k92vprwn,Attacker,player,2003-08-05,"Cincinnati, OH",USA,7hr2f89v44y65dyu9k92vprwn,184.0,72.0,right,29.0,active,no,Male
4bpxi7ovrhew3zkp53781lyei,Malik,Pinto,Malik,Pinto,NaN,M. Pinto,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Midfielder,player,2002-08-09,Durham,USA,7hr2f89v44y65dyu9k92vprwn,180.0,76.0,NaN,26.0,active,yes,Male
4uo9isxivewjrtdg9v7lku9zo,Stiven,Jimenez,Stiven,Jimenez,NaN,S. Jimenez,USA,7hr2f89v44y65dyu9k92vprwn,Mexico,5trdr3jf42i20zj1hnkvcytr6,Midfielder,player,2007-06-24,Riverdale,USA,7hr2f89v44y65dyu9k92vprwn,173.0,68.0,NaN,37.0,active,yes,Male
5bgt61vb5lnzyoczqnr202lpm,Moises Daniel,Tablante Márquez,Moises,Tablante,NaN,M. Tablante,Venezuela,1er0616j12s9yghuzvsx76d5v,NaN,NaN,Attacker,player,2001-07-04,Valencia,Venezuela,1er0616j12s9yghuzvsx76d5v,178.0,66.0,NaN,NaN,active,yes,Male
5h73r4bv42whxsvnlq89b89re,Kipp Christian,Keller,Kipp,Keller,NaN,K. Keller,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Defender,player,2000-07-14,St. Louis,USA,7hr2f89v44y65dyu9k92vprwn,188.0,82.0,NaN,14.0,active,yes,Male
5zspcm1rjdhxjc8jk2w2z9isq,Ian,Murphy,Ian,Murphy,NaN,I. Murphy,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Defender,player,2000-01-16,Redlands,USA,7hr2f89v44y65dyu9k92vprwn,188.0,84.0,NaN,32.0,active,yes,Male
6n4z60qfcxddwk1vselehwg2y,Marco Antonio,Angulo Solórzano,Marco,Angulo,Marco Angulo,M. Angulo,Ecuador,6pyj2bytt2osbjk69owzfehcg,NaN,NaN,Midfielder,player,2002-05-08,Esmeraldas,Ecuador,6pyj2bytt2osbjk69owzfehcg,180.0,67.0,NaN,8.0,active,no,Male
6tqzlat0ogqxxqt0vst8nn5xx,Matthew,Miazga,Matt,Miazga,NaN,M. Miazga,USA,7hr2f89v44y65dyu9k92vprwn,Poland,27baqb7359ywdvsxxklx1kn11,Defender,player,1995-07-19,Clifton,USA,7hr2f89v44y65dyu9k92vprwn,193.0,84.0,right,21.0,active,yes,Male
739dnufx6izfhubwow0n1ijxm,London,Aghedo,London,Aghedo,NaN,L. Aghedo,USA,7hr2f89v44y65dyu9k92vprwn,Nigeria,63pvdwrsiq5b07mzi8igqei9p,Defender,player,2000-05-31,Valencia,USA,7hr2f89v44y65dyu9k92vprwn,185.0,83.0,NaN,34.0,active,yes,Male
7z9pkb01zugta9xl1bplj79w5,Yamil Rodrigo,Asad,Yamil,Asad,NaN,Y. Asad,Argentina,2vovxa97k7v7ofa85dah2xktb,NaN,NaN,Attacker,player,1994-07-27,San Antonio de Padua,Argentina,2vovxa97k7v7ofa85dah2xktb,178.0,74.0,right,27.0,active,yes,Male
8ltfiij3qyqa5jo47ws7k2r6c,Kevin Jesús,Kelsy Genez,Kevin,Kelsy,NaN,K. Kelsy,Venezuela,1er0616j12s9yghuzvsx76d5v,NaN,NaN,Attacker,player,2004-07-27,Valencia,Venezuela,1er0616j12s9yghuzvsx76d5v,188.0,85.0,left,19.0,active,yes,Male
8sydisziijh84elb8dprtlduy,Nicholás Enrique,Benalcázar,Nico,Benalcázar,NaN,N. Benalcázar,USA,7hr2f89v44y65dyu9k92vprwn,Ecuador,6pyj2bytt2osbjk69owzfehcg,Defender,player,2001-06-06,Wilton,USA,7hr2f89v44y65dyu9k92vprwn,180.0,77.0,right,41.0,active,yes,Male
8zn34nxvyoyrl30f4e84vvmga,Pavel,Bucha,Pavel,Bucha,NaN,P. Bucha,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,Midfielder,player,1998-03-11,Mělník,Czechia,5md5tpwr2nmqao528prx43jr7,174.0,70.0,NaN,20.0,active,yes,Male
a2gv17of9vi5s2fujggusz7it,Alvas Elvis,Powell,Alvas,Powell,NaN,A. Powell,Jamaica,gimxu1vjwoa2xrecyd9gtyoc,NaN,NaN,Defender,player,1994-07-18,Danvers Pen,Jamaica,gimxu1vjwoa2xrecyd9gtyoc,183.0,75.0,right,2.0,active,yes,Male
agjzai69udbed9vhljq5f18lx,Alec,Kann,Alec,Kann,NaN,A. Kann,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Goalkeeper,player,1990-08-08,Decatur,USA,7hr2f89v44y65dyu9k92vprwn,194.0,87.0,NaN,1.0,active,yes,Male
aw9qtyjb4wdifiixi139m96cq,Gerardo,Valenzuela,Gerardo,Valenzuela,NaN,G. Valenzuela,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Midfielder,player,2004-09-28,Boca Raton,USA,7hr2f89v44y65dyu9k92vprwn,183.0,NaN,NaN,22.0,active,yes,Male
bi8r4u9lcwsdv044kkxr1fbh1,Corey Jacob,Baird,Corey,Baird,NaN,C. Baird,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Attacker,player,1996-01-30,Escondido,USA,7hr2f89v44y65dyu9k92vprwn,178.0,73.0,NaN,11.0,active,yes,Male
bjpjsx12xdi3bwsv35746arqh,Miles Gordon,Robinson,Miles,Robinson,NaN,M. Robinson,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Defender,player,1997-03-14,Arlington,USA,7hr2f89v44y65dyu9k92vprwn,187.0,84.0,right,12.0,active,yes,Male
bjprfeyv38xb284im3yuu3u21,Aaron Salem,Boupendza Pozzi,Aaron,Boupendza,NaN,A. Boupendza,Gabon,6jfjrlsdz5ns00g4gvk9a6xav,NaN,NaN,Attacker,player,1996-08-07,Moanda,Gabon,6jfjrlsdz5ns00g4gvk9a6xav,178.0,72.0,left,9.0,active,yes,Male
bm2vp4mq94myce80pa3lnshxx,Evan Michael,Louro,Evan,Louro,NaN,E. Louro,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Goalkeeper,player,1996-01-19,South River,USA,7hr2f89v44y65dyu9k92vprwn,191.0,102.0,NaN,36.0,active,yes,Male
c2wiaju4etayjlp12x9ba3kkp,Chidozie Collins,Awaziem,Chidozie,Awaziem,NaN,C. Awaziem,Nigeria,63pvdwrsiq5b07mzi8igqei9p,Portugal,1nbm5i9a0403zzvltn17lxinc,Defender,player,1997-01-01,Enugu,Nigeria,63pvdwrsiq5b07mzi8igqei9p,189.0,78.0,right,NaN,active,yes,Male
dv09p12tc7rdd22262wamfnx1,Nicholas Stuart,Hagglund,Nick,Hagglund,NaN,N. Hagglund,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Defender,player,1992-09-14,Cincinnati,USA,7hr2f89v44y65dyu9k92vprwn,186.0,87.0,NaN,4.0,active,yes,Male
dwe8fjm969bi8ni5zehftn5jp,Yuya,Kubo,Yuya,Kubo,NaN,Y. Kubo,Japan,lxyibh89lpdc0bfian1nx0xq,NaN,NaN,Attacker,player,1993-12-24,Yamaguchi,Japan,lxyibh89lpdc0bfian1nx0xq,178.0,72.0,right,7.0,active,yes,Male
edzgrsne5h4lt5m2aex9s59t5,Sergio Henrique,Santos Gomes,Sergio Henrique,Santos Gomes,Sergio Santos,Sergio Santos,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,NaN,NaN,Attacker,player,1994-09-04,Belo Horizonte,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,183.0,84.0,right,17.0,active,yes,Male
efrqf5pw20yqvyww57ubw8416,Obinna Emmanuel,Nwobodo,Obinna,Nwobodo,NaN,O. Nwobodo,Nigeria,63pvdwrsiq5b07mzi8igqei9p,NaN,NaN,Midfielder,player,1996-11-29,Enugu,Nigeria,63pvdwrsiq5b07mzi8igqei9p,180.0,65.0,both,5.0,active,yes,Male
epikfk8pzyaixubsbq0ri21ka,Álvaro Martín,Barreal,Álvaro,Barreal,NaN,Á. Barreal,Argentina,2vovxa97k7v7ofa85dah2xktb,USA,7hr2f89v44y65dyu9k92vprwn,Midfielder,player,2000-08-17,Buenos Aires,Argentina,2vovxa97k7v7ofa85dah2xktb,172.0,66.0,left,31.0,active,no,Male
g2s7y5pviwdn8hr20cohuk4q,Roman Marcello,Celentano,Roman,Celentano,NaN,R. Celentano,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Goalkeeper,player,2000-09-14,Naperville,USA,7hr2f89v44y65dyu9k92vprwn,191.0,91.0,NaN,18.0,active,yes,Male
oy75u5wxkw9sp25k39glwhcl,Luciano Federico,Acosta,Luciano,Acosta,NaN,L. Acosta,Argentina,2vovxa97k7v7ofa85dah2xktb,USA,7hr2f89v44y65dyu9k92vprwn,Midfielder,player,1994-05-31,Rosario,Argentina,2vovxa97k7v7ofa85dah2xktb,161.0,61.0,right,10.0,active,yes,Male
14sld3djevxpcce9co1aqxn9w,Nolan Chandler,Norris,Nolan,Norris,NaN,N. Norris,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Defender,player,2005-02-17,Fort Worth,USA,7hr2f89v44y65dyu9k92vprwn,180.0,68.0,NaN,32.0,active,yes,NaN
19ckwd2oz9uyfjznuq2c41btg,Tarik,Scott,Tarik,Scott,NaN,T. Scott,Jamaica,gimxu1vjwoa2xrecyd9gtyoc,USA,7hr2f89v44y65dyu9k92vprwn,Attacker,player,2005-04-23,New York,USA,7hr2f89v44y65dyu9k92vprwn,178.0,64.0,NaN,41.0,active,yes,NaN
1fvpwhip51ksl10np6hxs65ex,Kevin,Martínez Gil,Kevin,Martínez,NaN,Kevin Martínez,Spain,49ih1pwv3ahshdf8uzrimi54c,NaN,NaN,NaN,coach,1991-08-31,NaN,Spain,49ih1pwv3ahshdf8uzrimi54c,NaN,NaN,NaN,NaN,active,yes,NaN
2vforlspnmnqjnv1i6t1ghx5g,John,Gall,John,Gall,NaN,J. Gall,Wales,26ilvvgth36hmq6lgq8cy5cb5,NaN,NaN,NaN,coach,1976-04-11,NaN,Wales,26ilvvgth36hmq6lgq8cy5cb5,NaN,NaN,NaN,NaN,active,yes,NaN
3h8rx5wumr7hktll4hnvx7or8,Enes,Sali,Enes,Sali,NaN,E. Sali,Romania,17oj2qrzqlkhdjvazum10sx2i,Canada,1iaoypzp6syf32cz9l15pzp7e,Attacker,player,2006-02-23,Toronto,Canada,1iaoypzp6syf32cz9l15pzp7e,168.0,NaN,right,99.0,active,yes,NaN
3rv93okfwkm3mz6x01tctrsic,Geovane,de Jesus Rocha,Geovane,de Jesus Rocha,Geovane Jesus,Geovane Jesus,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,NaN,NaN,Defender,player,2001-07-31,NaN,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,181.0,NaN,NaN,2.0,active,yes,NaN
47y4l0loyys6gjr6q0ef25dnu,Katlego,Ntsabeleng,Tsiki,Ntsabeleng,NaN,T. Ntsabeleng,South Africa,1kiwby3xmt97m3ejw76qs4i6k,NaN,NaN,Midfielder,player,1998-02-09,Johannesburg,South Africa,1kiwby3xmt97m3ejw76qs4i6k,170.0,72.0,NaN,16.0,active,yes,NaN
4m1a1e1aqovig7w39zrfy8smh,Samuel,Junqua,Sam,Junqua,NaN,S. Junqua,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Defender,player,1996-11-09,Saratoga,USA,7hr2f89v44y65dyu9k92vprwn,183.0,77.0,NaN,29.0,active,yes,NaN
4rbdimd60mev06u2km69yyvo,Bernard,Kamungo,Bernard,Kamungo,NaN,B. Kamungo,USA,7hr2f89v44y65dyu9k92vprwn,Tanzania,3rramsla3ovuhxks28wq1kirb,Attacker,player,2002-01-01,NaN,Tanzania,3rramsla3ovuhxks28wq1kirb,175.0,68.0,NaN,77.0,active,yes,NaN
4w21suigchse7vkzgbl98dt61,Marco Antonio,Farfan,Marco,Farfan,NaN,M. Farfan,USA,7hr2f89v44y65dyu9k92vprwn,Mexico,5trdr3jf42i20zj1hnkvcytr6,Defender,player,1998-11-12,Portland,USA,7hr2f89v44y65dyu9k92vprwn,178.0,72.0,left,4.0,active,yes,NaN
4z8eter0zc0ucxz9kcbynuuhh,Nicolás,Estévez Martínez,Nico,Estévez,NaN,Nico Estévez,Spain,49ih1pwv3ahshdf8uzrimi54c,NaN,NaN,NaN,coach,1980-01-29,Valencia,Spain,49ih1pwv3ahshdf8uzrimi54c,NaN,NaN,NaN,NaN,active,no,NaN
52tr565cd0o78pb0wy5oqphwp,Paxton Jones,Pomykal,Paxton,Pomykal,NaN,P. Pomykal,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Midfielder,player,1999-12-17,Lewisville,USA,7hr2f89v44y65dyu9k92vprwn,173.0,74.0,NaN,19.0,active,yes,NaN
5cdrhlr18loox28573vyfqod1,Peter Bernard,Luccin,Peter,Luccin,NaN,P. Luccin,France,7gww28djs405rfga69smki84o,NaN,NaN,NaN,coach,1979-04-09,Marseille,France,7gww28djs405rfga69smki84o,181.0,75.0,right,NaN,active,yes,NaN
5vhikvmcesruckmfcfmm0q8d1,Asier,Illarramendi Andonegi,Asier,Illarramendi,NaN,Asier Illarramendi,Spain,49ih1pwv3ahshdf8uzrimi54c,NaN,NaN,Midfielder,player,1990-03-08,Mutriku,Spain,49ih1pwv3ahshdf8uzrimi54c,179.0,75.0,right,14.0,active,yes,NaN
5wttdjpftd57c2t5959sm2yg9,Jesús David,Ferreira Castro,Jesús,Ferreira,NaN,J. Ferreira,USA,7hr2f89v44y65dyu9k92vprwn,Colombia,6kby8rq1p01fg5ds38ckkrcs5,Attacker,player,2000-12-24,Santa Marta,Colombia,6kby8rq1p01fg5ds38ckkrcs5,173.0,68.0,right,10.0,active,yes,NaN
5y8srw7hc5nlu0efcq710if3d,Liam Scott,Fraser,Liam,Fraser,NaN,L. Fraser,Canada,1iaoypzp6syf32cz9l15pzp7e,NaN,NaN,Midfielder,player,1998-02-13,Toronto,Canada,1iaoypzp6syf32cz9l15pzp7e,185.0,81.0,right,18.0,active,yes,NaN
5ywmuj75fpflsqyne41dsgpg5,Omar Alejandro,González,Omar,González,NaN,O. González,USA,7hr2f89v44y65dyu9k92vprwn,Mexico,5trdr3jf42i20zj1hnkvcytr6,Defender,player,1988-10-11,Dallas,USA,7hr2f89v44y65dyu9k92vprwn,196.0,94.0,right,3.0,active,yes,NaN
608d9yxcn99up33girsspyaga,Juan Antonio,Carrera Zarzar,Antonio,Carrera,NaN,A. Carrera,USA,7hr2f89v44y65dyu9k92vprwn,Mexico,5trdr3jf42i20zj1hnkvcytr6,Goalkeeper,player,2004-03-15,Pachuca de Soto,Mexico,5trdr3jf42i20zj1hnkvcytr6,193.0,86.0,NaN,13.0,active,yes,NaN
6girdg17h5o2qr8stoywy3vv8,Alejandro,Urzua,Alejandro,Urzua,NaN,A. Urzua,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Midfielder,player,2006-04-03,NaN,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,NaN,34.0,active,yes,NaN
6glxg9gvqn1uc1jmwisnml68l,Paul Joseph,Arriola Hendricks,Paul,Arriola,NaN,P. Arriola,USA,7hr2f89v44y65dyu9k92vprwn,Mexico,5trdr3jf42i20zj1hnkvcytr6,Attacker,player,1995-02-05,Chula Vista,USA,7hr2f89v44y65dyu9k92vprwn,167.0,66.0,right,7.0,active,yes,NaN
7478h0orsav6ms651ij3gjiwa,Alan Agustín,Velasco,Alan,Velasco,NaN,A. Velasco,Argentina,2vovxa97k7v7ofa85dah2xktb,NaN,NaN,Attacker,player,2002-07-27,Quilmes,Argentina,2vovxa97k7v7ofa85dah2xktb,167.0,63.0,right,20.0,active,yes,NaN
74rnjizxzn5a0oag6sue0ja7e,Carl Fred,Sainté,Carl,Sainté,NaN,C. Sainté,Haiti,5mp58o38d0mr5qt8g4o6l7efg,NaN,NaN,Midfielder,player,2002-08-09,NaN,Haiti,5mp58o38d0mr5qt8g4o6l7efg,180.0,82.0,right,12.0,active,yes,NaN
7scex1k4y0ctz3600075tmhud,Sebastien Uchechukwu,Ibeagha,Sebastien,Ibeagha,NaN,S. Ibeagha,USA,7hr2f89v44y65dyu9k92vprwn,Nigeria,63pvdwrsiq5b07mzi8igqei9p,Defender,player,1992-01-21,Warri,Nigeria,63pvdwrsiq5b07mzi8igqei9p,188.0,85.0,NaN,25.0,active,yes,NaN
7shrs6664saem601vmahjw7h1,Sebastian Francisco,Lletget,Sebastian,Lletget,NaN,S. Lletget,USA,7hr2f89v44y65dyu9k92vprwn,Argentina,2vovxa97k7v7ofa85dah2xktb,Midfielder,player,1992-09-03,San Francisco,USA,7hr2f89v44y65dyu9k92vprwn,178.0,69.0,left,8.0,active,yes,NaN
8tukt8jsmzkblxxs5w85x4dii,Dante Isiah,Sealy,Dante,Sealy,NaN,D. Sealy,USA,7hr2f89v44y65dyu9k92vprwn,Trinidad and Tobago,635ed0499golbw7h62vt7g53j,Attacker,player,2003-04-17,New York City,USA,7hr2f89v44y65dyu9k92vprwn,178.0,80.0,left,11.0,active,yes,NaN
8vnnownnzz2ksuuitbw3ax5yi,Anthony,Ramirez,Anthony,Ramirez,NaN,A. Ramirez,Mexico,5trdr3jf42i20zj1hnkvcytr6,USA,7hr2f89v44y65dyu9k92vprwn,Attacker,player,2005-12-22,NaN,USA,7hr2f89v44y65dyu9k92vprwn,175.0,NaN,left,51.0,active,yes,NaN
8yvzbk1lcuigqmjc20a9zhjo5,Javier Antonio,Cabello Rubio,Javier,Cabello,NaN,Javier Cabello,Spain,49ih1pwv3ahshdf8uzrimi54c,NaN,NaN,NaN,assistant coach,1974-07-20,Valencia,Spain,49ih1pwv3ahshdf8uzrimi54c,NaN,NaN,NaN,NaN,active,no,NaN
939wjlo1zcnhfu6jy2px0zmui,Isaiah,Parker,Isaiah,Parker,NaN,I. Parker,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Defender,player,2002-09-01,NaN,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,NaN,15.0,active,no,NaN
9aozq6tkkb4ufscam4o1q0kb9,James,Maurer,Jimmy,Maurer,NaN,J. Maurer,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Goalkeeper,player,1988-10-14,Lawrenceville,USA,7hr2f89v44y65dyu9k92vprwn,188.0,87.0,NaN,1.0,active,yes,NaN
9kjmp5eg60q8bt1na23vs67ai,Nkosi Tafari,Burgess,Nkosi Tafari,Burgess,Nkosi Tafari,N. Tafari,USA,7hr2f89v44y65dyu9k92vprwn,Ethiopia,5rbnsdndc8mp36d76dwuzd2ow,Defender,player,1997-03-23,Manhattan,USA,7hr2f89v44y65dyu9k92vprwn,193.0,87.0,NaN,17.0,active,yes,NaN
9nl0k91lrjonu0z2irbs01oiy,Amet Ylber,Korça,Amet,Korça,NaN,A. Korça,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Defender,player,2000-09-16,NaN,USA,7hr2f89v44y65dyu9k92vprwn,191.0,NaN,NaN,24.0,active,yes,NaN
9zp60lqhm9pbqhuem9izpcpre,José Daniel,Mulato Palacios,José,Mulato,NaN,J. Mulato,Colombia,6kby8rq1p01fg5ds38ckkrcs5,NaN,NaN,Attacker,player,2003-01-09,Cali,Colombia,6kby8rq1p01fg5ds38ckkrcs5,180.0,75.0,NaN,21.0,active,no,NaN
akgtib8zyv5lrvh9mxunj2rdg,Tomas,Pondeca,Tomas,Pondeca,NaN,T. Pondeca,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Attacker,player,2001-10-10,NaN,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,NaN,35.0,active,yes,NaN
bijyc7qlb2849vos6kn7kd0yc,Logan,Farrington,Logan,Farrington,NaN,L. Farrington,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Attacker,player,2001-12-14,NaN,USA,7hr2f89v44y65dyu9k92vprwn,188.0,79.0,NaN,23.0,active,yes,NaN
bxcpii8qeyw2duignml45sc15,Petar,Musa,Petar,Musa,NaN,P. Musa,Croatia,37hlakrwxyuzovaeoo4sezusp,NaN,NaN,Attacker,player,1998-03-04,Zagreb,Croatia,37hlakrwxyuzovaeoo4sezusp,190.0,84.0,NaN,9.0,active,yes,NaN
cvreewt4n2vf855qhcns30vyt,José,de Jesús Vera,Jesús,Vera,NaN,J. Vera,Venezuela,1er0616j12s9yghuzvsx76d5v,USA,7hr2f89v44y65dyu9k92vprwn,NaN,assistant coach,1969-02-09,NaN,Venezuela,1er0616j12s9yghuzvsx76d5v,181.0,NaN,right,NaN,active,yes,NaN
cxu054j55uj2s3p34rqfthch6,Patrickson Luiggy,Delgado Villa,Patrickson,Delgado,NaN,P. Delgado,Ecuador,6pyj2bytt2osbjk69owzfehcg,NaN,NaN,Midfielder,player,2003-10-17,Ibarra,Ecuador,6pyj2bytt2osbjk69owzfehcg,180.0,76.0,NaN,6.0,active,yes,NaN
dn1xzedh61k9dcrvd9rg6aove,Emmanuel,Kapo Twumasi,Ema,Twumasi,NaN,E. Twumasi,Ghana,2q2sw72utw5gu9t5y4knckwba,NaN,NaN,Defender,player,1997-05-18,Accra,Ghana,2q2sw72utw5gu9t5y4knckwba,173.0,76.0,NaN,22.0,active,yes,NaN
dudttzqf0mfehgvnqerqgytbd,Manuel Luís,da Silva Cafumana,Manuel Luís,da Silva Cafumana,Show,Show,Angola,3k53bkrjx5zsxchc6e3mcd834,NaN,NaN,Midfielder,player,1999-03-06,Luanda,Angola,3k53bkrjx5zsxchc6e3mcd834,180.0,75.0,right,NaN,active,yes,NaN
dunp2ilud32z4lf3f8vvwjca1,Maarten Vincent,Paes,Maarten,Paes,NaN,M. Paes,Indonesia,1zi2c00k6skx48tn692uem0n6,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Goalkeeper,player,1998-05-14,Nijmegen,Netherlands,6hzi5pltnz67q4la8yli9qfv6,191.0,82.0,right,30.0,active,yes,NaN
fgue58g7u6f2c53ggb0r2oa2,Malik,Henry-Scott,Malik,Henry-Scott,NaN,M. Henry-Scott,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Attacker,player,2001-11-28,NaN,USA,7hr2f89v44y65dyu9k92vprwn,178.0,79.0,NaN,36.0,active,yes,NaN
lvbnk881mde943xx8nrr1nmd,Eugene,Ansah,Eugene,Ansah,NaN,E. Ansah,Ghana,2q2sw72utw5gu9t5y4knckwba,NaN,NaN,Attacker,player,1994-12-16,Accra,Ghana,2q2sw72utw5gu9t5y4knckwba,183.0,NaN,right,31.0,active,yes,NaN
rtca480n5ehey5ffvt8nudck,Herbert,Endeley,Herbert,Endeley,NaN,H. Endeley,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Defender,player,2001-10-09,Blaine,USA,7hr2f89v44y65dyu9k92vprwn,178.0,69.0,NaN,27.0,active,yes,NaN
14vaaznanx198j577pjs74dlh,Héctor Miguel,Herrera López,Héctor,Herrera,NaN,H. Herrera,Mexico,5trdr3jf42i20zj1hnkvcytr6,Portugal,1nbm5i9a0403zzvltn17lxinc,Midfielder,player,1990-04-19,Tijuana,Mexico,5trdr3jf42i20zj1hnkvcytr6,185.0,80.0,right,16.0,active,yes,NaN
171n5yo4i7l912waw7n3z692i,Lawrence,Ennali,Lawrence,Ennali,NaN,L. Ennali,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,Attacker,player,2002-03-07,Berlin,Germany,36min0qztu8eydwvpv8t1is0m,172.0,56.0,right,NaN,active,yes,NaN
1e8v2xaqa6v181ryoqids2zmx,Andrew Gifford,Tarbell,Andrew,Tarbell,NaN,A. Tarbell,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Goalkeeper,player,1993-10-07,Mandeville,USA,7hr2f89v44y65dyu9k92vprwn,191.0,86.0,NaN,13.0,active,yes,NaN
1y25f0qsrctfq6wjckzzrl1m2,Griffin Lawrence,Dorsey,Griffin,Dorsey,NaN,G. Dorsey,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Midfielder,player,1999-03-05,Evergreen,USA,7hr2f89v44y65dyu9k92vprwn,182.0,72.0,right,25.0,active,yes,NaN
1zt4jb3cd9yqr3sr9mlajdnth,Daniel Howard,Steres,Daniel,Steres,NaN,D. Steres,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Defender,player,1990-11-11,Burbank,USA,7hr2f89v44y65dyu9k92vprwn,183.0,78.0,right,5.0,active,yes,NaN
2064tn0xmtvyqn799kddgrnpx,Steven Thomas,Clark,Steve,Clark,NaN,S. Clark,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Goalkeeper,player,1986-04-14,Mason,USA,7hr2f89v44y65dyu9k92vprwn,188.0,86.0,right,12.0,active,yes,NaN
2jzuij8p7eoy42aqem688ltuy,Obafemi,Fela Awodesu,Femi,Awodesu,NaN,F. Awodesu,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Defender,player,2001-04-05,Philadelphia,USA,7hr2f89v44y65dyu9k92vprwn,190.0,78.0,right,41.0,active,yes,NaN
2wj1w4opn7f0jyz1ps6ebvc6i,Kieran,Sargeant,Kieran,Sargeant,NaN,K. Sargeant,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Defender,player,2003-05-15,League City,USA,7hr2f89v44y65dyu9k92vprwn,182.0,75.0,NaN,23.0,active,yes,NaN
35fvjkn05x6cr2kx3yiif1jop,José Artur,de Lima Junior,José Artur,de Lima Júnior,Artur,Artur,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,USA,7hr2f89v44y65dyu9k92vprwn,Midfielder,player,1996-03-11,Brumado,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,181.0,68.0,right,6.0,active,yes,NaN
39vckcm04e4nn9x9tz3b2ygic,Nelson Giovanny,Quiñónes Iturre,Nelson,Quiñónes,NaN,N. Quiñónes,Colombia,6kby8rq1p01fg5ds38ckkrcs5,NaN,NaN,Attacker,player,2002-08-20,Túmaco,Colombia,6kby8rq1p01fg5ds38ckkrcs5,175.0,67.0,right,7.0,active,yes,NaN
3nvijn3ctkplajtt1dd23wycp,Orrin McKinze,Gaines II,McKinze,Gaines,NaN,M. Gaines,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Attacker,player,1998-03-02,Austin,USA,7hr2f89v44y65dyu9k92vprwn,181.0,74.0,right,14.0,active,yes,NaN
