id,firstName,lastName,shortFirstName,shortLastName,gender,matchName,nationality,nationalityId,position,type,dateOfBirth,placeOfBirth,countryOfBirth,countryOfBirthId,height,foot,shirtNumber,startDate,status,active,endDate,secondNationality,secondNationalityId,weight,knownName
aykbbz6l05b9t5n8uaxp6n2fo,Paul,Love Arrhov,Love,Arrhov,Male,L. Arrhov,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Midfielder,player,2008-05-17,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,31.0,2025-01-29Z,active,yes,NaN,NaN,NaN,NaN,NaN
bpu2cfexsy3lcf7avl9im6gb8,Oskar Nils,Cotton,Oskar,Cotton,Male,O. Cotton,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Defender,player,2006-02-18,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,32.0,2025-01-29Z,active,yes,NaN,NaN,NaN,NaN,NaN
btkupfjt9isuywcwqcbl1pgid,André Jack,Calisir,André,Calisir,Male,A. Calisir,Armenia,687vx665s4d88stgnq72a84k6,Defender,player,1990-06-13,Stockholm,Sweden,1z6l2c33w2kyz9rdefs1d68nb,187.0,right,26.0,2023-02-21Z,active,yes,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,76.0,NaN
c7uvrj36f6lhfurysy774ku8k,Sion Uno Kobi,Oppong,Sion,Oppong,Male,S. Oppong,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Attacker,player,2007-09-25,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,NaN,2025-08-21Z,active,no,2025-08-22Z,NaN,NaN,NaN,NaN
c9qk8n9d4130okk9go1brzskq,Kevin Robert,Ackermann,Kevin,Ackermann,Male,K. Ackermann,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Midfielder,player,2001-05-24,Göteborg,Sweden,1z6l2c33w2kyz9rdefs1d68nb,177.0,right,24.0,2023-02-01Z,active,yes,NaN,NaN,NaN,83.0,NaN
ci5y030e6r9umgyjbupwske7d,Daleho Mohsen,Irandust,Daleho Mohsen,Irandust,Male,Daleho Irandust,Syria,3tsnzfkszhsktmhsmwar1tvp8,Attacker,player,1998-06-04,Göteborg,Sweden,1z6l2c33w2kyz9rdefs1d68nb,185.0,left,19.0,2024-02-27Z,active,yes,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,73.0,Daleho Irandust
d5vd5aaliwtpfc0x6yg9yfml0,Jens Daniel Elton,Hedström,Elton,Hedstrom,Male,E. Hedström,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Attacker,player,2003-07-11,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,NaN,2025-07-08Z,active,no,2025-07-09Z,NaN,NaN,NaN,NaN
dxjb3lzx9qudbom1zbgyupt78,Kaare,Brøckner Barslund,Kaare,Barslund,Male,K. Barslund,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2004-03-23,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,182.0,right,27.0,2024-03-11Z,active,yes,NaN,NaN,NaN,70.0,NaN
emu9b7x0mtz4rp5p1fvd9wm39,Dennis Anders Rasmus,Örqvist,Rasmus,Örqvist,Male,R. Örqvist,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Midfielder,player,1998-10-18,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,184.0,right,11.0,2024-02-01Z,active,yes,NaN,NaN,NaN,80.0,NaN
eo9qhv8mjoruduwiqdkx70wrt,Ulf,Kristiansson,Ulf,Kristiansson,Female,U. Kristiansson,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,coach,1983-06-05,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,NaN,2025-01-01Z,active,yes,NaN,NaN,NaN,NaN,NaN
hm7w2b4a6j0q3bprq118r5uy,Adam Emil,Skaanning Jakobsen,Adam,Jakobsen,Male,A. Jakobsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,1999-04-07,københavn,Denmark,5adf60vwiw2f2mibyq1k4ex7i,185.0,right,16.0,2024-03-16Z,active,no,2025-09-01Z,NaN,NaN,81.0,NaN
116vh3v105pa9vyw10hpvuwdm,Frederik,Dahl Ihler,Frederik,Ihler,Male,F. Ihler,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2003-06-25,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,24.0,2025-03-26Z,active,yes,NaN,NaN,NaN,NaN,NaN
18m0hkgbsvq0axzflltkyylsl,Johan Erik,Liebert Larsson,Johan,Larsson,Male,J. Larsson,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Defender,player,1990-05-05,Kinna,Sweden,1z6l2c33w2kyz9rdefs1d68nb,181.0,right,13.0,2020-02-26Z,active,yes,NaN,NaN,NaN,75.0,NaN
1h5eifmso76f1gn03c9e75e6s,Ozor Victor,Okeke,Ozor,Okeke,Male,O. Okeke,Nigeria,63pvdwrsiq5b07mzi8igqei9p,Midfielder,player,2006-06-16,NaN,Nigeria,63pvdwrsiq5b07mzi8igqei9p,NaN,left,19.0,2025-03-09Z,active,yes,NaN,NaN,NaN,NaN,NaN
1qyvk3eveiz8n40houjgtko9h,Daniel Fredrik,Granli,Daniel,Granli,Male,D. Granli,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Defender,player,1994-05-01,Sandvika,Norway,7f16iy4w8u8ogyn6pfooqwv5z,188.0,right,4.0,2025-02-26Z,active,yes,NaN,NaN,NaN,78.0,NaN
1vr7p76nx255ikv7w00s6gnsa,Taylor Phoenix,Silverholt,Taylor,Silverholt,Male,T. Silverholt,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Attacker,player,2001-04-04,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,180.0,NaN,11.0,2025-03-03Z,active,yes,NaN,NaN,NaN,70.0,NaN
21abg7evjtjt6kzisu43jckmi,Besfort,Zeneli,Besfort,Zeneli,Male,B. Zeneli,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Midfielder,player,2002-11-21,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,187.0,right,27.0,2022-01-06Z,active,yes,NaN,Kosovo,86u6edbqifdjsn49mbp2anw7p,71.0,Besfort Zeneli
25ytwmg2c5xcqp5ta12oznm22,Ari,Sigurpálsson,Ari,Sigurpálsson,Male,A. Sigurpálsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Attacker,player,2003-03-17,NaN,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,NaN,25.0,2025-03-19Z,active,yes,NaN,NaN,NaN,NaN,NaN
27tqgrgwe7bvct5ffmr0sqdey,Dion,Krasniqi,Dion,Krasniqi,Male,D. Krasniqi,Kosovo,86u6edbqifdjsn49mbp2anw7p,Attacker,player,2003-08-24,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,188.0,right,22.0,2025-01-01Z,active,no,2025-04-01Z,Sweden,1z6l2c33w2kyz9rdefs1d68nb,78.0,NaN
2d1dh619cfgvel4bv7tpfxjo5,Bo Niklas,Hult,Niklas,Hult,Male,N. Hult,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Defender,player,1990-02-13,Värnamo,Sweden,1z6l2c33w2kyz9rdefs1d68nb,173.0,left,23.0,2022-07-15Z,active,yes,NaN,NaN,NaN,63.0,NaN
2qac7z5bt0grylf296n67j384,Lars Simon Albin,Eriksson,Simon,Eriksson,Male,S. Eriksson,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Goalkeeper,player,2007-01-03,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,1.0,2025-01-01Z,active,yes,NaN,NaN,NaN,NaN,NaN
3vezn38wnyk5dtstopwbl0dn8,Altti Alvar,Jukanpoika Hellemaa,Altti,Hellemaa,Male,A. Hellemaa,Finland,2u07e54v5dprsugdvddpq5ync,Midfielder,player,2004-07-25,NaN,Finland,2u07e54v5dprsugdvddpq5ync,NaN,NaN,16.0,2025-03-21Z,active,yes,NaN,NaN,NaN,NaN,NaN
41rqawrpfkxlg34pnqnw93xed,Oscar Karl Niclas,Hiljemark,Oscar,Hiljemark,Male,O. Hiljemark,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,coach,1992-06-28,Gislaved,Sweden,1z6l2c33w2kyz9rdefs1d68nb,184.0,right,NaN,2024-06-03Z,active,yes,NaN,NaN,NaN,77.0,NaN
4qqaok0kamm887gckta83gv6d,Jens Jakob Dyhr,Thomasen,Jens,Thomasen,Male,J. Thomasen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,1996-06-25,Sanderum,Denmark,5adf60vwiw2f2mibyq1k4ex7i,177.0,both,7.0,2023-07-13Z,active,yes,NaN,NaN,NaN,65.0,NaN
5kgu7z697mnyizf6pbaf5j5zo,Ludvig Johan Bertil,Richtnér,Ludvig,Richtnér,Male,L. Richtnér,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Defender,player,2005-04-10,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,179.0,right,26.0,2023-12-08Z,active,no,2025-07-16Z,NaN,NaN,67.0,NaN
5l4q2q8nszqp6k8exo9eyqnrp,Simon Fredrik,Hedlund,Simon,Hedlund,Male,S. Hedlund,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Midfielder,player,1993-03-11,Trollhättan,Sweden,1z6l2c33w2kyz9rdefs1d68nb,173.0,right,15.0,2023-08-20Z,active,yes,NaN,NaN,NaN,70.0,NaN
5uek9dtfn577w1mv9w83oznbp,Åke Hugo Lucas,Hägg-Johansson,Lucas,Hägg-Johansson,Male,L. Hägg-Johansson,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Goalkeeper,player,1994-07-11,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,189.0,right,30.0,2025-02-27Z,active,yes,NaN,NaN,NaN,79.0,NaN
60fbyywnjiz6l8n7gmi2mjld5,Simon,Olsson,Simon,Olsson,Male,S. Olsson,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Midfielder,player,1997-09-14,Linköping,Sweden,1z6l2c33w2kyz9rdefs1d68nb,185.0,right,10.0,2025-01-29Z,active,yes,NaN,NaN,NaN,81.0,NaN
65g4xqnwptbit61n0x1f2j3f8,Arvid Holger,Södeliden,Arvid,Sodeliden,Male,A. Södeliden,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Midfielder,player,2006-08-01,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,184.0,right,22.0,2025-05-04Z,active,no,2025-06-30Z,NaN,NaN,NaN,NaN
6ge1pogxpimmolqpr3gdillhw,Kasper Eskil Ingvar,Berndtsson,Kasper,Berndtsson,Male,K. Berndtsson,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Defender,player,2006-05-26,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,14.0,2025-05-04Z,active,yes,NaN,NaN,NaN,NaN,NaN
6legryh9z8lvc4bq4s456m09h,Rasmus Sebastian,Holmén,Sebastian,Holmén,Male,S. Holmén,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Defender,player,1992-04-29,Borås,Sweden,1z6l2c33w2kyz9rdefs1d68nb,188.0,right,8.0,2022-07-11Z,active,yes,NaN,NaN,NaN,77.0,NaN
6tqclthbz4m9kqiukixum1mhg,Gottfrid Ebbe,Rapp,Gottfrid,Rapp,Male,G. Rapp,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Midfielder,player,2005-08-18,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,182.0,right,20.0,2023-04-06Z,active,yes,NaN,NaN,NaN,78.0,NaN
6vy0wrnn1jz4tjp9ofxr9qesq,Wenderson,Oliveira do Nascimento,Wenderson,Oliveira do Nascimento,Male,Wenderson,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,Midfielder,player,1999-04-24,Ceará-Mirim,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,174.0,left,5.0,2025-07-15Z,active,yes,NaN,NaN,NaN,75.0,Wenderson
85mzxov9sqq8gec4e0wwt8h78,Ibrahim,Buhari,Ibrahim,Buhari,Male,I. Buhari,Nigeria,63pvdwrsiq5b07mzi8igqei9p,Defender,player,2001-10-08,NaN,Nigeria,63pvdwrsiq5b07mzi8igqei9p,190.0,right,29.0,2022-09-27Z,active,yes,NaN,NaN,NaN,78.0,NaN
8zvc2mjym1u4uev3t60rhmvis,Frode Iann Pontus,Aronsson,Frode,Aronsson,Male,F. Aronsson,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Defender,player,2005-10-25,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,186.0,right,28.0,2024-08-17Z,active,yes,NaN,NaN,NaN,85.0,NaN
9hybzhhut4ac2xinqk7kzzpwp,Rami,Kaib,Rami,Kaib,Male,R. Kaib,Tunisia,2um1icx6ftp1auliaxyw0ou6y,Defender,player,1997-05-08,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,178.0,left,NaN,2024-02-16Z,active,no,2025-07-15Z,Sweden,1z6l2c33w2kyz9rdefs1d68nb,63.0,NaN
aenqngyxxus5d6pllqpqw6xas,Kasper,Örtegren,Kasper,Örtegren,Male,K. Örtegren,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Defender,player,2008-02-02,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,NaN,2025-08-15Z,active,yes,NaN,NaN,NaN,NaN,NaN
agsollzstr45ee0z17tle8d1w,Terry,Yegbe,Terry,Yegbe,Male,T. Yegbe,Ghana,2q2sw72utw5gu9t5y4knckwba,Defender,player,2001-01-25,Akatsi,Ghana,2q2sw72utw5gu9t5y4knckwba,195.0,left,2.0,2024-01-01Z,active,no,2025-08-30Z,NaN,NaN,88.0,NaN
agwvouyocx93y39g7tmwaojx1,Arbër,Zeneli,Arbër,Zeneli,Male,A. Zeneli,Kosovo,86u6edbqifdjsn49mbp2anw7p,Midfielder,player,1995-02-25,Säter,Sweden,1z6l2c33w2kyz9rdefs1d68nb,176.0,right,9.0,2024-03-21Z,active,yes,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,72.0,Arbër Zeneli
amgtzrnw9lmo9o506a0mhzip6,Rasmus Erik,Wikström,Rasmus,Wikström,Male,R. Wikström,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Defender,player,2001-03-18,Göteborg,Sweden,1z6l2c33w2kyz9rdefs1d68nb,189.0,right,6.0,2025-01-29Z,active,yes,NaN,NaN,NaN,73.0,NaN
b7ll3wkkoal0a7eh3ab6keg2d,Emir,Bajrami,Emir,Bajrami,Male,E. Bajrami,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,assistant coach,1988-03-07,Priština,Kosovo,86u6edbqifdjsn49mbp2anw7p,178.0,left,NaN,2022-04-10Z,active,yes,NaN,NaN,NaN,77.0,NaN
c6xakidja1353l11ws0apj1t5,Carl Isak Emanuel,Pettersson,Isak,Pettersson,Male,I. Pettersson,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Goalkeeper,player,1997-06-06,Laholm,Sweden,1z6l2c33w2kyz9rdefs1d68nb,181.0,left,31.0,2024-01-08Z,active,yes,NaN,NaN,NaN,84.0,NaN
dkuinrikn3htd1kilcsce2bit,Emil,Frost Holten,Emil,Holten,Male,E. Holten,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,1996-08-08,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,195.0,right,NaN,2025-08-31Z,active,no,2025-09-01Z,NaN,NaN,78.0,NaN
dp4bh2qpsagd632sfe3qq4hqt,Júlíus,Magnússon,Júlíus,Magnússon,Male,J. Magnússon,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,1998-06-28,NaN,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,NaN,18.0,2025-01-29Z,active,yes,NaN,NaN,NaN,NaN,NaN
wv67qz43iwolqireq2ttfx1w,Leo Håkan,Östman,Leo,Östman,Male,L. Östman,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Attacker,player,2006-03-15,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,179.0,right,21.0,2024-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN
18qj6qj3vw6jg0unnhjevkw0k,Linus Mathias,Dahlgren,Linus,Dahlgren,Male,L. Dahlgren,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Goalkeeper,player,2006-08-29,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,12.0,2025-05-10Z,active,no,2025-08-18Z,NaN,NaN,NaN,NaN
1dy0207jxgg8gvuygsd95wdn8,David,Kjær Kruse,David,Kruse,Male,D. Kruse,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2002-05-15,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,185.0,right,15.0,2024-08-01Z,active,yes,NaN,NaN,NaN,80.0,NaN
1k2svnzs4woe6gpegqlrxjjf8,Elis Ștefan,Bishesari,Elis,Bishesari,Male,E. Bishesari,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Goalkeeper,player,2005-05-19,Stockholm,Sweden,1z6l2c33w2kyz9rdefs1d68nb,185.0,left,25.0,2023-01-08Z,active,yes,NaN,Iran,e53g9hr2d3kasm34uumbg8r4,83.0,NaN
1vla5l510mtb859zevvplneju,Felix David William,Eriksson,Felix,Eriksson,Male,F. Eriksson,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Midfielder,player,2004-05-21,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,18.0,2025-01-01Z,active,yes,NaN,NaN,NaN,NaN,NaN
2erjnb3l5mngpxyicnzhk7phx,Karl Gustav Johan,Svensson,Gustav,Svensson,Male,G. Svensson,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Defender,player,1987-02-07,Göteborg,Sweden,1z6l2c33w2kyz9rdefs1d68nb,184.0,right,13.0,2021-07-22Z,active,yes,NaN,NaN,NaN,83.0,NaN
2vfhae70oyyzm0qttlckworqi,Adam Erik,Carlén,Adam,Carlén,Male,A. Carlén,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Midfielder,player,2000-06-27,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,194.0,right,21.0,2023-02-01Z,active,no,2025-07-01Z,NaN,NaN,87.0,NaN
3tbz518udos9vb9bqypn9il7t,Jan August,Erlingmark,August,Erlingmark,Male,A. Erlingmark,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Midfielder,player,1998-04-22,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,189.0,right,3.0,2024-07-09Z,active,yes,NaN,NaN,NaN,90.0,NaN
3zuutaowhz53ivr0i5sg5y8t0,Hussein,Carneil,Hussein,Carneil,Male,H. Carneil,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Midfielder,player,2003-05-09,NaN,Afghanistan,6xne7xe59eujck02uovziom7p,176.0,right,10.0,2022-02-19Z,active,no,2025-08-30Z,Afghanistan,6xne7xe59eujck02uovziom7p,74.0,NaN
467ykpwj32c3eip2ga0yts60a,Saidou,Alioum Moubarak,Saidou,Alioum,Male,S. Alioum,Cameroon,4eb9feio6u267dd1jcwaf38mt,Attacker,player,2003-07-25,Maroua,Cameroon,4eb9feio6u267dd1jcwaf38mt,174.0,right,11.0,2025-07-08Z,active,yes,NaN,NaN,NaN,NaN,NaN
49ivimgxshcxfyf28o7frc02y,Lucas Carl-Fredrik,Kåhed,Lucas,Kåhed,Male,L. Kåhed,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Midfielder,player,2002-07-26,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,167.0,right,28.0,2020-08-12Z,active,yes,NaN,NaN,NaN,60.0,NaN
4cwcil3cb9unr1x7y5l2xiiac,David,Mikhail,David,Mikhail,Male,D. Mikhail,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Goalkeeper,player,1998-12-13,Stockholm,Sweden,1z6l2c33w2kyz9rdefs1d68nb,188.0,right,31.0,2025-05-21Z,active,no,2025-08-11Z,Egypt,42vt7mha0thcwd0ihw3p29x5i,NaN,NaN
4w0adddkbx4642lkebbcmxbzd,Eman,Marković,Eman,Markovic,Male,E. Marković,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Midfielder,player,1999-05-08,Flrkkefjord,Norway,7f16iy4w8u8ogyn6pfooqwv5z,180.0,right,17.0,2025-01-01Z,active,no,2025-08-29Z,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,76.0,NaN
5h53nlqk0zww7hzh767hbz5lg,Jens Vilmer,Tyren,Vilmer,Tyren,Male,V. Tyren,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Attacker,player,2005-05-03,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,NaN,2025-08-10Z,active,yes,NaN,NaN,NaN,NaN,NaN
7e77wnuiwdkeq9ek0n86u153o,Carl Freddie,Lantz,Freddie,Lantz,Male,F. Lantz,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Midfielder,player,2007-01-13,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,NaN,2025-07-05Z,active,yes,NaN,NaN,NaN,NaN,NaN
7hi9yit8aifyojt7i0kg69as5,Jonas,Valentin Bager,Jonas,Bager,Male,J. Bager,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,1996-07-18,Hadsten,Denmark,5adf60vwiw2f2mibyq1k4ex7i,182.0,right,5.0,2024-07-16Z,active,yes,NaN,NaN,NaN,79.0,NaN
80s55a7uw8kypoikefwhtdm5m,Max Johannes,Whitta Fenger,Max,Fenger,Male,M. Fenger,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2001-08-07,Roskilde,Denmark,5adf60vwiw2f2mibyq1k4ex7i,182.0,right,9.0,2025-02-14Z,active,yes,NaN,NaN,NaN,75.0,NaN
8e6zj6d817geh9g8f94ig99m1,Arbnor,Muçolli,Arbnor,Muçolli,Male,A. Muçolli,Albania,17zsm8shejejls2on1ffil3op,Attacker,player,1999-09-15,Fredericia,Denmark,5adf60vwiw2f2mibyq1k4ex7i,175.0,left,19.0,2023-07-06Z,active,yes,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,70.0,NaN
8lnksuku11t9oyvqs0pwx45jo,Benjamin Gustav,Brantlind,Benjamin,Brantlind,Male,B. Brantlind,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Midfielder,player,2008-08-15,Göteborg,Sweden,1z6l2c33w2kyz9rdefs1d68nb,183.0,right,26.0,2024-02-04Z,active,yes,NaN,NaN,NaN,70.0,NaN
8s2p8s6huogpkao0lce8m5n8,Noah Klas,Tolf,Noah,Tolf,Male,N. Tolf,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Midfielder,player,2005-08-13,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,22.0,2024-04-13Z,active,yes,NaN,NaN,NaN,NaN,NaN
94i0qwhb3xu4pu37gofme9mnd,Kolbeinn,Þórðarson,Kolbeinn,Thórdarson,Male,K. Þórðarson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,2000-03-12,NaN,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,177.0,right,23.0,2023-08-17Z,active,yes,NaN,NaN,NaN,68.0,NaN
97inzm13g0ji004d22azfrswk,Leo,Radakovic,Leo,Radakovic,Male,L. Radakovic,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Midfielder,player,2007-07-21,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,NaN,2025-08-19Z,active,yes,NaN,NaN,NaN,NaN,NaN
as7qhgi67gngq0nb3zmwg8jro,Sebastian Senna,Hounou Clemmensen,Sebastian,Clemmensen,Male,S. Clemmensen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2003-09-01,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,179.0,left,7.0,2025-02-06Z,active,yes,NaN,Togo,3jiuckrqd0zejkm452st5dyq7,70.0,NaN
b4bzaam658g6wf3knwxlghas5,Ramon Pascal,Lundqvist,Ramon,Lundqvist,Male,R. Lundqvist,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Midfielder,player,1997-05-10,Algutsrum,Sweden,1z6l2c33w2kyz9rdefs1d68nb,183.0,both,30.0,2024-08-07Z,active,yes,NaN,Nicaragua,4of7fctqcqbj3rai95vd4jk26,74.0,NaN
b6xqk78ndtb9qmjtlavgj02qx,Pontus Jacob Ragne,Dahlberg,Pontus,Dahlberg,Male,P. Dahlberg,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Goalkeeper,player,1999-01-21,Älvängen,Sweden,1z6l2c33w2kyz9rdefs1d68nb,194.0,right,1.0,2022-08-11Z,active,yes,NaN,NaN,NaN,84.0,NaN
bm0bafkutd9qb9qee06cys9re,Imam Seedy Muhammed Ali,Jagne,Imam,Jagne,Male,I. Jagne,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Midfielder,player,2003-10-01,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,184.0,right,8.0,2025-01-29Z,active,yes,NaN,Gambia,4ix3ulx7h2a09r16jo9qdbuvp,76.0,NaN
cckvj631p5dkbf9b9z0m6v4es,Talib Ben Adam,Magnusson,Ben,Magnusson,Male,B. Magnusson,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Defender,player,2007-07-25,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,33.0,2024-02-24Z,active,no,2025-08-18Z,NaN,NaN,NaN,NaN
cde3a2svj5fyjgiugm1n3lwd0,Rockson,Yeboah,Rockson,Yeboah,Male,R. Yeboah,Ghana,2q2sw72utw5gu9t5y4knckwba,Defender,player,2004-08-02,Berekum,Ghana,2q2sw72utw5gu9t5y4knckwba,189.0,right,4.0,2024-08-15Z,active,yes,NaN,NaN,NaN,76.0,NaN
ckwgkqxv6u28byqau4rz47efp,Anders,Trondsen,Anders,Trondsen,Male,A. Trondsen,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Defender,player,1995-03-30,Lillehammer,Norway,7f16iy4w8u8ogyn6pfooqwv5z,183.0,left,6.0,2022-11-11Z,active,no,2025-09-02Z,NaN,NaN,78.0,NaN
d9ta7wtarys9urr5lzoxqv3d,Tobias,Heintz,Tobias,Heintz,Male,T. Heintz,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Attacker,player,1998-07-13,Moss,Norway,7f16iy4w8u8ogyn6pfooqwv5z,174.0,right,14.0,2025-01-29Z,active,yes,NaN,NaN,NaN,68.0,NaN
doaozy32pdd4uze3cw28n1hjo,Alfons,Borén,Alfons,Borén,Male,A. Borén,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Attacker,player,2006-09-13,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,27.0,2025-02-26Z,active,yes,NaN,NaN,NaN,NaN,NaN
dp55sn2vl9mg3tpjby7peun3e,Thomas,Santos Christensen,Thomas,Santos,Male,T. Santos,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,1998-10-10,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,175.0,both,29.0,2023-07-07Z,active,yes,NaN,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,68.0,NaN
