id,firstName,lastName,shortFirstName,shortLastName,gender,matchName,nationality,nationalityId,position,type,dateOfBirth,placeOfBirth,countryOfBirth,countryOfBirthId,height,weight,foot,shirtNumber,startDate,status,active,secondNationality,secondNationalityId,endDate,knownName,dateOfDeath
3yiwkcfbwy0sfnecr9sy9695h,Noah Joel,Sarenren Bazee,Noah,Sarenren Bazee,Male,N. Sarenren Bazee,Nigeria,63pvdwrsiq5b07mzi8igqei9p,Midfielder,player,1996-08-21,Stadthagen,Germany,36min0qztu8eydwvpv8t1is0m,183.0,80.0,right,37.0,2023-08-31Z,active,yes,NaN,NaN,NaN,NaN,NaN
455bg314r7fmye2uiqd3tseeh,Can Hayri,Özkan,Can,Özkan,Male,C. Özkan,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,1999-12-02,Bielefeld,Germany,36min0qztu8eydwvpv8t1is0m,182.0,88.0,right,6.0,2023-07-01Z,active,no,NaN,NaN,2024-07-01Z,NaN,NaN
4a6r3rwexkzd0pjo37ecvjm6s,Lucas Maurice,Kiewitt,Lucas,Kiewitt,Male,L. Kiewitt,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,2006-04-26,NaN,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,NaN,28.0,2023-07-01Z,active,no,NaN,NaN,2024-06-30Z,NaN,NaN
4fax1hsekw37ffey292kbswyx,Aygün,Yıldırım,Aygün,Yildirim,Male,A. Yıldırım,Germany,36min0qztu8eydwvpv8t1is0m,Attacker,player,1995-04-04,Ahlen,Germany,36min0qztu8eydwvpv8t1is0m,180.0,79.0,both,11.0,2023-07-01Z,active,no,Türkiye,6kd6webenogylfgwt2aa9l6vx,2024-11-04Z,NaN,NaN
63mjx2t3943wpqiomzdwg0mlm,Maximilian,Großer,Maximilian,Großer,Male,M. Großer,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,2001-07-23,NaN,Germany,36min0qztu8eydwvpv8t1is0m,189.0,81.0,NaN,19.0,2023-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN
6f7867o890q0x47wgrzwzv8q1,Nicklas,Shipnoski,Nicklas,Shipnoski,Male,N. Shipnoski,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,1998-01-01,Worms,Germany,36min0qztu8eydwvpv8t1is0m,184.0,68.0,right,7.0,2023-07-03Z,active,no,NaN,NaN,2024-07-01Z,NaN,NaN
6knrfi6snoddfikhp386hxkvd,Sam Francis,Schreck,Sam,Schreck,Male,S. Schreck,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,1999-01-29,Pinneberg,Germany,36min0qztu8eydwvpv8t1is0m,180.0,63.0,right,8.0,2023-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN
6p35ea83hoaef2w68sllmwpud,Danilo Fernando,Evangelista de Souza,Danilo Fernando,Evangelista de Souza,Male,Danilo,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,NaN,assistant coach,1983-11-29,NaN,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,NaN,NaN,NaN,NaN,2023-02-09Z,active,yes,NaN,NaN,NaN,Danilo,NaN
6tuxx5z4yoa95m83g9t9oyne,Thaddäus-Monju,Momuluh,Monju,Momuluh,Male,M. Momuluh,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,2002-02-18,Hannover,Germany,36min0qztu8eydwvpv8t1is0m,181.0,76.0,right,14.0,2024-01-03Z,active,no,NaN,NaN,2024-06-30Z,NaN,NaN
72nytjrxqj63mvd9w9228o639,Fabian,Klos,Fabian,Klos,Male,F. Klos,Germany,36min0qztu8eydwvpv8t1is0m,Attacker,player,1987-12-02,Gifhorn,Germany,36min0qztu8eydwvpv8t1is0m,195.0,93.0,both,9.0,2011-07-01Z,retired,no,NaN,NaN,2024-07-01Z,NaN,NaN
74filzdq2db4rxmd6ot30o3px,Michél,Kniat,Michél,Kniat,Male,M. Kniat,Germany,36min0qztu8eydwvpv8t1is0m,NaN,coach,1985-11-18,Eschweiler,Germany,36min0qztu8eydwvpv8t1is0m,190.0,86.0,right,NaN,2023-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN
75f6tul7dpu5rwdus40isgic5,Kai,Hesse,Kai,Hesse,Male,K. Hesse,Germany,36min0qztu8eydwvpv8t1is0m,NaN,assistant coach,1985-06-20,Wickede,Germany,36min0qztu8eydwvpv8t1is0m,187.0,84.0,right,NaN,2022-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN
7zc75y60le5kyopm8cpisffmx,Nassim,Boujellab,Nassim,Boujellab,Male,N. Boujellab,Morocco,2xdcc39z1k79pnjbtn9x31wdh,Midfielder,player,1999-06-20,Iserlohn,Germany,36min0qztu8eydwvpv8t1is0m,182.0,77.0,both,10.0,2023-07-01Z,active,yes,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,NaN
80n19uwmh15iz8yh7p8tjyajt,Semi,Belkahia,Semi,Belkahia,Male,S. Belkahia,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,1998-12-22,München,Germany,36min0qztu8eydwvpv8t1is0m,193.0,90.0,both,5.0,2023-07-01Z,active,yes,Türkiye,6kd6webenogylfgwt2aa9l6vx,NaN,NaN,NaN
8chm6g9de47o6ilvm5ai8zr9x,Merveille,Biankadi,Merveille,Biankadi,Male,M. Biankadi,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,1995-05-09,München,Germany,36min0qztu8eydwvpv8t1is0m,181.0,83.0,both,17.0,2023-07-01Z,active,yes,Congo DR,6xq2smnxqvc5bh7vzza9ljiy9,NaN,NaN,NaN
aksjicf4keobpav3tuujngell,Manuel Paul,Wintzheimer,Manuel,Wintzheimer,Male,M. Wintzheimer,Germany,36min0qztu8eydwvpv8t1is0m,Attacker,player,1999-01-10,Arnstein,Germany,36min0qztu8eydwvpv8t1is0m,180.0,77.0,both,39.0,2023-07-05Z,active,no,NaN,NaN,2024-06-30Z,NaN,NaN
anjuea8h25j0gi522nt0l774l,Christopher,Lannert,Christopher,Lannert,Male,C. Lannert,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,1998-06-08,München,Germany,36min0qztu8eydwvpv8t1is0m,180.0,71.0,both,24.0,2023-07-04Z,active,yes,NaN,NaN,NaN,NaN,NaN
auiwywxdrdcxcv3db605s5ze2,Christopher,Schepp,Christopher,Schepp,Male,C. Schepp,Germany,36min0qztu8eydwvpv8t1is0m,Attacker,player,2000-04-14,NaN,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,NaN,18.0,2023-01-04Z,active,no,NaN,NaN,2023-08-13Z,NaN,NaN
b8g3pwq7reb07kged6ib9hh5g,Justin,Lukas,Justin,Lukas,Male,J. Lukas,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,2006-01-06,NaN,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,NaN,36.0,2023-12-16Z,active,yes,NaN,NaN,NaN,NaN,NaN
bchw7bjhc4j8xvze1xpb4xzl6,Vladislav,Cherny,Vladislav,Cherny,Male,V. Cherny,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,2003-06-21,Magnitogorsk,Russia,7kfg68kh6n16fs4ap3xjiudr,172.0,70.0,right,21.0,2023-07-01Z,active,no,Russia,7kfg68kh6n16fs4ap3xjiudr,2024-01-31Z,NaN,NaN
bkbx57rpmfnmayy4wbwxs8t90,Jonah,Busse,Jonah,Busse,Male,J. Busse,Germany,36min0qztu8eydwvpv8t1is0m,Goalkeeper,player,2005-09-10,NaN,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,NaN,40.0,2023-07-01Z,active,no,NaN,NaN,2024-06-30Z,NaN,NaN
bl2ohxp7kdcabhdfj47ydqxre,Leo Friedrich,Oppermann,Leo,Oppermann,Male,L. Oppermann,Germany,36min0qztu8eydwvpv8t1is0m,Goalkeeper,player,2001-08-28,NaN,Germany,36min0qztu8eydwvpv8t1is0m,191.0,82.0,NaN,22.0,2023-07-01Z,active,no,NaN,NaN,2024-06-30Z,NaN,NaN
blvsz17s5wjfnl2lg8xa60goa,Kaito,Mizuta,Kaito,Mizuta,Male,K. Mizuta,Japan,lxyibh89lpdc0bfian1nx0xq,Midfielder,player,2000-04-08,Tokyo,Japan,lxyibh89lpdc0bfian1nx0xq,182.0,71.0,both,25.0,2023-07-01Z,active,no,NaN,NaN,2025-01-29Z,NaN,NaN
bqznonl6rzzpua9mtgdfbluj9,Leandro,Putaro,Leandro,Putaro,Male,L. Putaro,Germany,36min0qztu8eydwvpv8t1is0m,Attacker,player,1997-01-07,Göttingen,Germany,36min0qztu8eydwvpv8t1is0m,187.0,77.0,left,34.0,2023-08-29Z,active,no,NaN,NaN,2024-06-30Z,NaN,NaN
bypmvsjnf1kqzy7cna440lfmy,Jonas Thomas,Kersken,Jonas,Kersken,Male,J. Kersken,Germany,36min0qztu8eydwvpv8t1is0m,Goalkeeper,player,2000-09-01,Düsseldorf,Germany,36min0qztu8eydwvpv8t1is0m,190.0,88.0,right,1.0,2023-07-01Z,active,no,England,1fk5l4hkqk12i7zske6mcqju6,2024-06-30Z,NaN,NaN
dccdasnz9i4tyes592sx6zz10,Henrik,Koch,Henrik,Koch,Male,H. Koch,Germany,36min0qztu8eydwvpv8t1is0m,Attacker,player,2006-08-17,NaN,Germany,36min0qztu8eydwvpv8t1is0m,180.0,NaN,right,29.0,2023-06-01Z,active,no,NaN,NaN,2024-09-02Z,NaN,NaN
dj8cy402qw352ybkx8r9fxjx0,Henry,Obermeyer,Henry,Obermeyer,Male,H. Obermeyer,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,2006-04-17,NaN,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,NaN,30.0,2023-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN
e2t7czlfwcml2cy6njmyc7cvd,Maël Vincent Lawrence,Corboz,Maël,Corboz,Male,M. Corboz,USA,7hr2f89v44y65dyu9k92vprwn,Midfielder,player,1994-09-06,Mobile,USA,7hr2f89v44y65dyu9k92vprwn,180.0,76.0,right,16.0,2024-01-10Z,active,yes,NaN,NaN,NaN,NaN,NaN
eg5haueyvosx3euq9e0ogdj6y,Louis,Oppie,Louis,Oppie,Male,L. Oppie,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,2002-05-17,Berlin,Germany,36min0qztu8eydwvpv8t1is0m,184.0,NaN,left,4.0,2023-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN
rspc37mv2ppgtkmuwz481k9h,Sebastian,Hille,Sebastian,Hille,Male,S. Hille,Germany,36min0qztu8eydwvpv8t1is0m,NaN,assistant coach,1980-10-19,Soest,Germany,36min0qztu8eydwvpv8t1is0m,178.0,68.0,NaN,NaN,2016-10-22Z,active,yes,NaN,NaN,NaN,NaN,NaN
uhengvg5n2txd8zm6thm96cq,Tom,Geerkens,Tom,Geerkens,Male,T. Geerkens,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,2000-10-07,NaN,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,NaN,20.0,2023-07-01Z,active,no,NaN,NaN,2024-01-30Z,NaN,NaN
1k49gh6dsr9xxs1c159903310,Franco,Schädlich,Franco,Schädlich,Male,F. Schädlich,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,2004-04-16,NaN,Germany,36min0qztu8eydwvpv8t1is0m,177.0,73.0,NaN,12.0,2021-08-01Z,active,no,NaN,NaN,2024-12-31Z,NaN,NaN
1sl3e9ggat5c4trxtnbtjoqcq,Niko,Vukančić,Niko,Vukancic,Male,N. Vukančić,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,2002-02-16,Hannover,Germany,36min0qztu8eydwvpv8t1is0m,186.0,81.0,left,4.0,2023-07-01Z,active,yes,Croatia,37hlakrwxyuzovaeoo4sezusp,NaN,NaN,NaN
2b7tv7av8eh9kzvf02rmp2dbd,Kilian,Jakob,Kilian,Jakob,Male,K. Jakob,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,1998-01-25,Bad Neuenahr-Ahrweiler,Germany,36min0qztu8eydwvpv8t1is0m,181.0,72.0,left,26.0,2023-01-01Z,active,yes,NaN,NaN,NaN,NaN,NaN
33j4ya6s89cns8r0z69o532tw,Pavel,Dotchev,Pavel,Dotchev,Male,P. Dotchev,Bulgaria,5a1vsxg8tbnsk65iefq1q8tlt,NaN,coach,1965-09-28,NaN,Bulgaria,5a1vsxg8tbnsk65iefq1q8tlt,NaN,NaN,NaN,NaN,2022-12-07Z,active,no,NaN,NaN,2024-12-01Z,NaN,NaN
50qhvilv3a62obuq6hl2svis5,Maximilian,Thiel,Maximilian,Thiel,Male,M. Thiel,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,1993-02-03,Altötting,Germany,36min0qztu8eydwvpv8t1is0m,186.0,81.0,left,30.0,2022-07-05Z,active,no,NaN,NaN,2024-06-30Z,NaN,NaN
5b3md9yn5mwmv5cwu3wsjv3f8,Tommy,Stopp,Tommy,Stopp,Male,T. Stopp,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,2005-02-10,NaN,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,NaN,27.0,2024-02-23Z,active,no,NaN,NaN,2024-06-30Z,NaN,NaN
5gbhwkdmdn1uyitjqzca3o0r9,Korbinian,Burger,Korbinian,Burger,Male,K. Burger,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,1995-04-27,Cham,Germany,36min0qztu8eydwvpv8t1is0m,189.0,74.0,left,5.0,2022-07-01Z,active,no,NaN,NaN,2024-06-30Z,NaN,NaN
5le2v8wx9wsn9w37dnxmvfz10,William,Kallenbach,William,Kallenbach,Male,W. Kallenbach,Germany,36min0qztu8eydwvpv8t1is0m,Attacker,player,2005-10-25,NaN,Germany,36min0qztu8eydwvpv8t1is0m,176.0,67.0,right,18.0,2024-02-23Z,active,yes,NaN,NaN,NaN,NaN,NaN
5r37pnesvskh8dm8yg046g8gl,Borys,Tashchy,Borys,Tashchy,Male,B. Tashchy,Ukraine,315w6fk6umfzf4qvba3t55u61,Attacker,player,1993-07-26,Odesa,Ukraine,315w6fk6umfzf4qvba3t55u61,192.0,90.0,both,14.0,2022-07-27Z,active,yes,Bulgaria,5a1vsxg8tbnsk65iefq1q8tlt,NaN,NaN,NaN
64c501ni6g8kv9lrz2faxuv6y,Linus,Rosenlöcher,Linus,Rosenlöcher,Male,L. Rosenlöcher,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,2000-09-09,München,Germany,36min0qztu8eydwvpv8t1is0m,183.0,67.0,left,29.0,2022-07-02Z,active,yes,NaN,NaN,NaN,NaN,NaN
68hw12v1jwtxo3o0kh0sf1mac,Max,Uhlig,Max,Uhlig,Male,M. Uhlig,Germany,36min0qztu8eydwvpv8t1is0m,Goalkeeper,player,2006-09-08,NaN,Germany,36min0qztu8eydwvpv8t1is0m,187.0,84.0,left,36.0,2023-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN
6gj97jye68w5u25e1hpuhlb6d,Tim,Danhof,Tim,Danhof,Male,T. Danhof,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,1997-05-05,Erlangen,Germany,36min0qztu8eydwvpv8t1is0m,182.0,72.0,right,2.0,2022-07-01Z,active,no,NaN,NaN,2024-06-30Z,NaN,NaN
6iukfqoku122l83yw10884g2y,Omar-Šarif,Sijarić,Omar,Sijaric,Male,O. Sijarić,Montenegro,1411jebgwo2ja1erogsq81lg9,Attacker,player,2001-11-02,Pfullendorf,Montenegro,1411jebgwo2ja1erogsq81lg9,179.0,69.0,right,11.0,2021-07-15Z,active,yes,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,NaN
77h7hjgb2fbbputgq43knrahh,Martin,Männel,Martin,Männel,Male,M. Männel,Germany,36min0qztu8eydwvpv8t1is0m,Goalkeeper,player,1988-03-16,Henningsdorf,Germany,36min0qztu8eydwvpv8t1is0m,184.0,80.0,right,1.0,2008-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN
77nvcao3rqd1bs58kar6nlmmt,Marc,Hensel,Marc,Hensel,Male,M. Hensel,Germany,36min0qztu8eydwvpv8t1is0m,NaN,assistant coach,1986-04-17,Dresden,Germany,36min0qztu8eydwvpv8t1is0m,188.0,86.0,right,NaN,2021-12-17Z,active,yes,NaN,NaN,NaN,NaN,NaN
7odiiun539mnwzxrk31mbs0t0,Moritz,Ruprecht,Moritz,Ruprecht,Male,M. Ruprecht,Germany,36min0qztu8eydwvpv8t1is0m,Attacker,player,2005-04-15,NaN,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,NaN,28.0,2024-03-15Z,active,no,NaN,NaN,2024-06-30Z,NaN,NaN
7pwu957t5p1saqhmyn1jv8k16,Joshua,Schwirten,Joshua,Schwirten,Male,J. Schwirten,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,2002-01-07,Bergisch,Germany,36min0qztu8eydwvpv8t1is0m,182.0,78.0,NaN,8.0,2023-07-01Z,active,no,NaN,NaN,2024-06-24Z,NaN,NaN
7vh98f3lex0pzg85lwbymopg5,Steffen,Nkansah,Steffen,Nkansah,Male,S. Nkansah,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,1996-04-07,Münster,Germany,36min0qztu8eydwvpv8t1is0m,188.0,78.0,both,24.0,2022-07-01Z,active,yes,Ghana,2q2sw72utw5gu9t5y4knckwba,NaN,NaN,NaN
7whh84acryffu30zznb8t425l,Tim Roby,Kips,Tim,Kips,Male,T. Kips,Luxembourg,f2r46apchse9eg3n9c9pupfs,Goalkeeper,player,2000-11-01,NaN,Luxembourg,f2r46apchse9eg3n9c9pupfs,188.0,80.0,left,25.0,2023-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN
8e68m1jwzqha63cjvshvzntn9,Marcel,Bär,Marcel,Bär,Male,M. Bär,Germany,36min0qztu8eydwvpv8t1is0m,Attacker,player,1992-06-08,Gifhorn,Germany,36min0qztu8eydwvpv8t1is0m,184.0,80.0,right,15.0,2023-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN
9ft8nuzmcvsfx9ogh60ph2dat,Pavel,Dochev,Pavel,Dotchev,Male,P. Dochev,Bulgaria,5a1vsxg8tbnsk65iefq1q8tlt,NaN,coach,1965-09-28,Sofia,Bulgaria,5a1vsxg8tbnsk65iefq1q8tlt,176.0,NaN,right,NaN,2022-12-07Z,active,no,Germany,36min0qztu8eydwvpv8t1is0m,2024-12-01Z,NaN,NaN
a7mxo74hzoajn5a7mr0y0tu6s,Luc Thomas,Elsner,Luc,Elsner,Male,L. Elsner,Germany,36min0qztu8eydwvpv8t1is0m,Attacker,player,2004-01-18,NaN,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,right,17.0,2023-07-01Z,active,no,NaN,NaN,2024-07-19Z,NaN,NaN
aho65bcawap3w9svxy9n7ekiy,Steffen,Meuer,Steffen,Meuer,Male,S. Meuer,Germany,36min0qztu8eydwvpv8t1is0m,Attacker,player,1999-12-06,NaN,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,NaN,9.0,2023-07-01Z,active,no,NaN,NaN,2024-06-30Z,NaN,NaN
ahp00oh67dmv3sogii453tknp,Marvin,Stefaniak,Marvin,Stefaniak,Male,M. Stefaniak,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,1995-02-03,Hoyerswerda,Germany,36min0qztu8eydwvpv8t1is0m,178.0,75.0,right,34.0,2022-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN
bzloki5550uuavycdxkzhinkl,Mirnes,Pepić,Mirnes,Pepic,Male,M. Pepić,Montenegro,1411jebgwo2ja1erogsq81lg9,Midfielder,player,1995-12-19,Podgorica,Montenegro,1411jebgwo2ja1erogsq81lg9,178.0,79.0,both,10.0,2023-07-01Z,active,yes,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,NaN
cvbrc70bwed0cvuaptjp4z0et,Anthony,Barylla,Anthony,Barylla,Male,A. Barylla,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,1997-06-01,Gera,Germany,36min0qztu8eydwvpv8t1is0m,180.0,75.0,right,23.0,2021-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN
czhpzk696i2v54hpk9x2auw9,Erik,Majetschak,Erik,Majetschak,Male,E. Majetschak,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,2000-03-01,Bad Neuenahr-Ahrweiler,Germany,36min0qztu8eydwvpv8t1is0m,185.0,80.0,both,13.0,2019-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN
dc3stgts2880xs0pnr9whmkiy,Ramzi,Ferjani,Ramzi,Ferjani,Male,R. Ferjani,Tunisia,2um1icx6ftp1auliaxyw0ou6y,Defender,player,2001-04-11,NaN,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,right,40.0,2023-07-01Z,active,no,Germany,36min0qztu8eydwvpv8t1is0m,2024-06-30Z,NaN,NaN
dpt1213jvenw4jqgvzd5j02z8,Finn,Hetzsch,Finn,Hetzsch,Male,F. Hetzsch,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,2004-07-02,NaN,Germany,36min0qztu8eydwvpv8t1is0m,190.0,73.0,NaN,16.0,2022-11-01Z,active,no,NaN,NaN,2024-07-04Z,NaN,NaN
dvdg19amf0z7gxh5bpy92tqp6,Louis Sascha,Lord,Louis,Lord,Male,L. Lord,Germany,36min0qztu8eydwvpv8t1is0m,Goalkeeper,player,2003-10-22,NaN,Germany,36min0qztu8eydwvpv8t1is0m,189.0,79.0,NaN,22.0,2023-07-01Z,active,no,NaN,NaN,2025-01-31Z,NaN,NaN
ebr9v3bqkf7c6vqmtekn802ui,Sean-Andreas,Seitz,Sean-Andreas,Seitz,Male,S. Seitz,Germany,36min0qztu8eydwvpv8t1is0m,Attacker,player,2002-03-30,Karlsruhe,Germany,36min0qztu8eydwvpv8t1is0m,177.0,NaN,right,7.0,2023-07-01Z,active,yes,Türkiye,6kd6webenogylfgwt2aa9l6vx,NaN,NaN,NaN
ez1uyj0i9166mt2sccivxxxhx,Jörg,Emmerich,Jörg,Emmerich,Male,J. Emmerich,Germany,36min0qztu8eydwvpv8t1is0m,NaN,assistant coach,1974-03-09,Halle an der Saale,Germany,36min0qztu8eydwvpv8t1is0m,180.0,74.0,right,NaN,2023-12-08Z,active,no,NaN,NaN,2024-12-01Z,NaN,NaN
fu7en73m0cvp1clk7s2mnze1,Marco,Schikora,Marco,Schikora,Male,M. Schikora,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,1994-09-20,Stadthagen,Germany,36min0qztu8eydwvpv8t1is0m,181.0,73.0,both,21.0,2022-07-01Z,active,no,NaN,NaN,2024-06-30Z,NaN,NaN
1bhi8i53911vvkfhlfa7vaf4k,Max,Plath,Max,Plath,Male,M. Plath,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,2005-07-01,NaN,Germany,36min0qztu8eydwvpv8t1is0m,186.0,NaN,right,13.0,NaN,active,yes,NaN,NaN,NaN,NaN,NaN
1jp5ure85qhx8kkzgivt86t3p,Marcel,Costly,Marcel,Costly,Male,M. Costly,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,1995-11-20,Achim,Germany,36min0qztu8eydwvpv8t1is0m,183.0,75.0,right,22.0,NaN,active,yes,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,NaN
1p638nf860zvvvnkekk25jip6,Markus,Ponath,Markus,Ponath,Male,M. Ponath,Germany,36min0qztu8eydwvpv8t1is0m,Goalkeeper,player,2001-01-13,NaN,Germany,36min0qztu8eydwvpv8t1is0m,188.0,81.0,right,40.0,NaN,active,no,NaN,NaN,NaN,NaN,NaN
1z0txhy6jfagmax2lp6u09qfo,Deniz,Zeitler,Deniz,Zeitler,Male,D. Zeitler,Germany,36min0qztu8eydwvpv8t1is0m,Attacker,player,2006-12-13,Ingolstadt,Germany,36min0qztu8eydwvpv8t1is0m,181.0,NaN,both,38.0,NaN,active,yes,Türkiye,6kd6webenogylfgwt2aa9l6vx,NaN,NaN,NaN
20b8f8p5sg7fpfa8x5pv90mc4,Jeroen,Krupa,Jeroen,Krupa,Male,J. Krupa,Germany,36min0qztu8eydwvpv8t1is0m,Attacker,player,2003-04-26,NaN,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,NaN,33.0,NaN,active,no,NaN,NaN,NaN,NaN,NaN
20su4t9qureeahf8h9iup21p0,Mustafa Alper,Özden,Mustafa,Özden,Male,M. Özden,Türkiye,6kd6webenogylfgwt2aa9l6vx,Midfielder,player,2006-01-06,NaN,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,NaN,3.0,NaN,active,yes,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,NaN
2m7p8c6z2xrsb9tawbb7izqw9,Jannik,Mause,Jannik,Mause,Male,J. Mause,Germany,36min0qztu8eydwvpv8t1is0m,Attacker,player,1998-07-11,Baesweiler,Germany,36min0qztu8eydwvpv8t1is0m,188.0,78.0,right,7.0,NaN,active,no,NaN,NaN,NaN,NaN,NaN
3vue8ujfoba60ah2p7ngz1kru,Sabrina,Wittmann,Sabrina,Wittmann,Female,S. Wittmann,Germany,36min0qztu8eydwvpv8t1is0m,NaN,coach,1991-07-19,NaN,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,NaN,NaN,NaN,active,yes,NaN,NaN,NaN,NaN,NaN
4wbqmcw2jtpjwy21u1dtimdp1,Maximilian,Dittgen,Max,Dittgen,Male,M. Dittgen,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,1995-03-03,Moers,Germany,36min0qztu8eydwvpv8t1is0m,181.0,77.0,left,10.0,NaN,active,no,NaN,NaN,NaN,NaN,NaN
4z2afchjsqgk1h5g4fqptr26t,Lukas Thomas,Fröde,Lukas,Fröde,Male,L. Fröde,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,1995-01-23,Fulda,Germany,36min0qztu8eydwvpv8t1is0m,192.0,85.0,right,34.0,NaN,active,yes,NaN,NaN,NaN,NaN,NaN
5ah2j00kx0bb9ubv1fwydma96,Mladen,Cvjetinović,Mladen,Cvjetinovic,Male,M. Cvjetinović,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,Defender,player,2003-09-18,Berlin,Germany,36min0qztu8eydwvpv8t1is0m,188.0,NaN,right,19.0,NaN,active,yes,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,NaN
6bsh6ypfcv4fybw4o18sxfx1w,Donald,Nduka,Donald,Nduka,Male,D. Nduka,Nigeria,63pvdwrsiq5b07mzi8igqei9p,Defender,player,2003-03-22,NaN,Nigeria,63pvdwrsiq5b07mzi8igqei9p,NaN,NaN,NaN,42.0,NaN,active,no,NaN,NaN,NaN,NaN,NaN
6fyi2mw686h1t5amz4ylc68ve,Arian,Llugiqi,Arian,Llugiqi,Male,A. Llugiqi,Kosovo,86u6edbqifdjsn49mbp2anw7p,Attacker,player,2002-10-24,NaN,Germany,36min0qztu8eydwvpv8t1is0m,187.0,80.0,left,25.0,NaN,active,no,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,NaN
6s1as3jlv3ho6veougdpwx6cq,Bryang William,Kayo,Bryang,Kayo,Male,B. Kayo,USA,7hr2f89v44y65dyu9k92vprwn,Midfielder,player,2002-07-27,Montgomery,USA,7hr2f89v44y65dyu9k92vprwn,185.0,66.0,NaN,48.0,NaN,active,no,Cameroon,4eb9feio6u267dd1jcwaf38mt,NaN,NaN,NaN
