id,firstName,lastName,shortFirstName,shortLastName,gender,matchName,nationality,nationalityId,secondNationality,secondNationalityId,position,type,dateOfBirth,placeOfBirth,countryOfBirth,countryOfBirthId,height,weight,foot,shirtNumber,status,active,knownName
bdoc4jh09098ct0xhaopoaxn9,Kamil,Vacek,Kamil,Vacek,Male,K. Vacek,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,Midfielder,player,1987-05-18,Ústí nad Orlicí,Czechia,5md5tpwr2nmqao528prx43jr7,183.0,79.0,both,7.0,active,yes,NaN
cbqqs87rj9qe6fpq5v3f8txw5,Jan,Stejskal,Jan,Stejskal,Male,J. Stejskal,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,Goalkeeper,player,1997-02-14,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,190.0,78.0,NaN,13.0,active,yes,NaN
cjagesm6n7sroi7nojwikvwiy,Ladislav,Krobot,Ladislav,Krobot,Male,L. Krobot,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,Attacker,player,2001-04-01,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,NaN,17.0,active,yes,NaN
crvtv5nm7gxssmewu2kbs1my2,David,Šimek,David,Simek,Male,D. Šimek,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,Defender,player,1998-02-15,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,194.0,82.0,NaN,4.0,active,yes,NaN
cw2gkhnqwxl1pxungykm1sonp,Adam,Fousek,NaN,NaN,Male,A. Fousek,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,Midfielder,player,1994-03-08,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,185.0,79.0,left,30.0,active,yes,NaN
d7veuqs0wek2fbrprj7dl8hzo,André,Leipold,André,Leipold,Male,A. Leipold,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,Attacker,player,2001-11-12,Altötting,Germany,36min0qztu8eydwvpv8t1is0m,181.0,70.0,right,36.0,active,yes,NaN
dm3zlo8qs05kg2q0waundwpka,Denis,Darmovzal,Denis,Darmovzal,Male,D. Darmovzal,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,Midfielder,player,2000-07-17,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,NaN,15.0,active,yes,NaN
dodmpixz5l4mnb1a5dlrihene,Leandro Matheus,Rodrigues Lima,Leandro Matheus,Rodrigues Lima,Male,Leandro Lima,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,NaN,NaN,Attacker,player,2001-12-26,São Paulo,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,NaN,NaN,NaN,NaN,active,no,Leandro Lima
dsyr61d0pj441mxhm0rhzfpjo,Štěpán,Míšek,Stepán,Mísek,Male,Š. Míšek,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,Midfielder,player,2005-07-20,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,NaN,18.0,active,yes,NaN
f5hd9l7ntqh89xv7ep4ynsatx,Jan,Kalabiška,Jan,Kalabiska,Male,J. Kalabiška,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,Defender,player,1986-12-22,Melnik,Czechia,5md5tpwr2nmqao528prx43jr7,188.0,78.0,NaN,19.0,active,yes,NaN
uh7ag0xdyiuf1sgxx8syer1m,Michal,Surzyn,Michal,Surzyn,Male,M. Surzyn,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,Defender,player,1997-09-10,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,178.0,71.0,right,23.0,active,yes,NaN
153kk9y39c8lm57ng9mpvue50,Ondřej,Kričfaluši,Ondrej,Kricfalusi,Male,O. Kričfaluši,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,Defender,player,2004-03-29,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,177.0,NaN,NaN,27.0,active,yes,NaN
1kn85sslg1qsmpci40y2oqsfe,Nemanja,Mićević,Nemanja,Micevic,Male,N. Mićević,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,Defender,player,1999-01-28,NaN,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,NaN,18.0,active,yes,NaN
2j247ztjjfvzrd05f43gxnaj8,Marek,Beránek,Marek,Beránek,Male,M. Beránek,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,Midfielder,player,2003-05-16,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,NaN,46.0,active,yes,NaN
2l3xjzx9ah88p0zq1v4eui68k,Nojus Vytis,Audinis,NaN,NaN,Male,N. Audinis,Lithuania,366yd1wf1hzvvjb5u6r59rl1w,NaN,NaN,Defender,player,2006-02-15,NaN,Lithuania,366yd1wf1hzvvjb5u6r59rl1w,NaN,NaN,NaN,55.0,active,yes,NaN
2qx0g2bkmatttceyy86kr3nro,Matěj,Čechal,Matej,Cechal,Male,M. Čechal,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,Goalkeeper,player,2005-02-01,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,183.0,NaN,right,31.0,active,yes,NaN
2vd1l32utzuzqlnbu4h6toh9m,Roman,Čerepkai,Roman,Cerepkai,Male,R. Čerepkai,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,Attacker,player,2002-04-06,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,NaN,17.0,active,yes,NaN
3p95pudljhqzrnegmko7z56uh,Richard,Sedláček,Richard,Sedlácek,Male,R. Sedláček,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,Midfielder,player,1999-06-21,Rumburk,Czechia,5md5tpwr2nmqao528prx43jr7,169.0,62.0,right,NaN,active,yes,NaN
3yskowb0w7b6ltgap7gl7zcpg,Albert,Labík,Albert,Labik,Male,A. Labík,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,Defender,player,2004-05-13,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,178.0,NaN,left,2.0,active,yes,NaN
4lx29wbwxbamo5go47tth9gtm,Matěj,Radosta,NaN,NaN,Male,M. Radosta,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,Midfielder,player,2001-05-10,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,175.0,66.0,NaN,35.0,active,yes,NaN
4njf78wy1fvejixdkel506uol,Zdenko,Frťala,NaN,NaN,Male,Z. Frťala,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,NaN,coach,1970-08-03,Nitra,Czechoslovakia,4teay4voqfacym9lic4b9q5be,NaN,NaN,NaN,NaN,active,yes,NaN
4sxt2tujnxgouj54nsiv6qfe2,Jan,Knapík,Jan,Knapík,Male,J. Knapík,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,Defender,player,2000-12-11,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,192.0,79.0,NaN,28.0,active,yes,NaN
53rtckpd3mum2zsm5obdppi39,Ondrej,Prásil,NaN,NaN,Male,O. Prásil,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,NaN,assistant coach,1978-05-06,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,NaN,NaN,active,yes,NaN
5f52bjypd0c6hs5iw8py3pxih,Filip,Havelka,Filip,Havelka,Male,F. Havelka,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,Midfielder,player,1998-01-21,Praha,Czechia,5md5tpwr2nmqao528prx43jr7,177.0,73.0,NaN,11.0,active,yes,NaN
5ol8enfuf5yjh3xi60oqk72tw,Jakub,Port,NaN,NaN,Male,J. Port,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,Midfielder,player,2005-02-05,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,NaN,NaN,active,yes,NaN
5sjrfen47dwujaebmv4fkdgr8,Mohamed Yasser Fawzi,Nour,NaN,NaN,Male,Mohamed Yasser,Egypt,42vt7mha0thcwd0ihw3p29x5i,NaN,NaN,Attacker,player,2001-05-05,NaN,Egypt,42vt7mha0thcwd0ihw3p29x5i,193.0,88.0,NaN,12.0,active,yes,NaN
65oxwd1q48e4npjvt17m9mxw4,Yehor,Tsykalo,NaN,NaN,Male,Y. Tsykalo,Ukraine,315w6fk6umfzf4qvba3t55u61,NaN,NaN,Defender,player,2001-09-07,NaN,Ukraine,315w6fk6umfzf4qvba3t55u61,188.0,74.0,NaN,16.0,active,yes,NaN
6rr3i0t0ubamhij6vzfrw3qqc,Jaroslav,Harušťák,Jaroslav,Harusták,Male,J. Harušťák,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,Defender,player,2002-01-08,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,NaN,15.0,active,yes,NaN
6zgtwj110tyehz7cvuxim3ztg,Samuel,Bednár,NaN,NaN,Male,S. Bednár,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,Midfielder,player,2004-04-30,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,NaN,29.0,active,yes,NaN
71qm1lehurrqnmu0npfmc11m2,Richard,Ludha,NaN,NaN,Male,R. Ludha,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,Goalkeeper,player,2000-11-08,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,NaN,33.0,active,yes,NaN
76p9u8gc0hy1reym8qg2ac844,Josef,Švanda,NaN,NaN,Male,J. Švanda,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,Midfielder,player,2001-12-03,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,178.0,68.0,NaN,3.0,active,yes,NaN
7i50ep9riukrbrm9iywvy5nv8,Abdallah,Gning,NaN,NaN,Male,A. Gning,Senegal,6hhqyhr5cwq2pfprlazyposyk,NaN,NaN,Attacker,player,1998-09-29,NaN,Senegal,6hhqyhr5cwq2pfprlazyposyk,NaN,NaN,NaN,25.0,active,yes,NaN
7mrry8ob9798f759i6qgx9c0k,Tadeáš,Vachoušek,Tadeás,Vachousek,Male,T. Vachoušek,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,Attacker,player,2004-01-11,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,NaN,14.0,active,yes,NaN
93688r850wftgh2ibmhpk67ai,Luděk,Němeček,NaN,NaN,Male,L. Němeček,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,Goalkeeper,player,1999-01-04,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,197.0,94.0,NaN,1.0,active,yes,NaN
94vexdorw6c2uo9voui6w4mvp,Jakub,Urbanec,NaN,NaN,Male,J. Urbanec,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,Midfielder,player,1992-04-27,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,182.0,76.0,NaN,26.0,active,yes,NaN
9ifw7n37ar70xxtjc7w0pwwd1,Ladislav,Takács,Ladislav,Takács,Male,L. Takács,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,Midfielder,player,1996-07-15,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,193.0,84.0,NaN,NaN,active,yes,NaN
a0hxy44jzxrwm8k8h2idnm51,Lukáš,Mareček,Lukás,Marecek,Male,L. Mareček,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,Midfielder,player,1990-04-17,Ivančice,Czechia,5md5tpwr2nmqao528prx43jr7,182.0,76.0,right,23.0,active,yes,NaN
bnlal8kbqu3a6vbh1zfb1zoyc,Filip,Horský,Filip,Horsky,Male,F. Horský,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,Attacker,player,2003-05-09,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,185.0,75.0,right,10.0,active,yes,NaN
cf3ufh2lfaers984e4bv0lk2d,Daniel,Trubač,Daniel,Trubac,Male,D. Trubač,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,Midfielder,player,1997-07-17,Opočno,Czechia,5md5tpwr2nmqao528prx43jr7,175.0,70.0,NaN,20.0,active,yes,NaN
cpo5vvc49r9g4utor6eno3lzo,Jonáš,Bzura,NaN,NaN,Male,J. Bzura,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,Midfielder,player,2005-06-22,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,179.0,73.0,NaN,NaN,active,yes,NaN
dc0iyyki2mdicsgng68l1qf9x,Lukáš,Havel,NaN,NaN,Male,L. Havel,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,Defender,player,1996-06-06,České Budějovice,Czechia,5md5tpwr2nmqao528prx43jr7,186.0,75.0,NaN,5.0,active,yes,NaN
dgugih9fue6fnth85f8nhecph,Michal,Bílek,NaN,NaN,Male,M. Bílek,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,Midfielder,player,1997-10-13,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,174.0,70.0,NaN,6.0,active,yes,NaN
dqcqf7dcru3xy3vmky70t0u8k,Jakub,Hora,NaN,NaN,Male,J. Hora,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,Defender,player,2001-03-08,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,181.0,74.0,NaN,22.0,active,yes,NaN
e2b9crfj6jkslfuj4eqqaajca,Kevin,Zsigmond,NaN,NaN,Male,K. Zsigmond,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,Attacker,player,1998-03-15,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,NaN,32.0,active,yes,NaN
ebesv6zunr16i8pzefecsgd4a,Robert,Jukl,NaN,NaN,Male,R. Jukl,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,Midfielder,player,1998-10-28,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,180.0,71.0,NaN,19.0,active,yes,NaN
et58c257i945lk2cqn05w0oyy,Jakub,Emmer,NaN,NaN,Male,J. Emmer,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,Midfielder,player,2001-03-30,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,NaN,60.0,active,yes,NaN
f010gbkfewx38pn6oj867wp3o,Pavel,Svatek,NaN,NaN,Male,P. Svatek,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,Attacker,player,2004-06-26,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,NaN,24.0,active,yes,NaN
1zi9l6mepa0sd6om1r5r2hn9,Ľubomír,Luhový,NaN,NaN,Male,L. Luhový,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,NaN,assistant coach,1967-03-31,Považská Bystrica,Slovakia,7dybe8679n9bgyrcxi383pq3y,184.0,NaN,NaN,NaN,active,yes,NaN
20aj0zcehiq6qz6kgxnlb24iy,Dávid,Krčík,NaN,NaN,Male,D. Krčík,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,Defender,player,1999-06-28,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,NaN,37.0,active,yes,NaN
2btfpof9r5o1ah5um6v9lu6dx,Momčilo,Raspopović,Momcilo,Raspopovic,Male,M. Raspopović,Montenegro,1411jebgwo2ja1erogsq81lg9,NaN,NaN,Defender,player,1994-03-18,Podgorica,Montenegro,1411jebgwo2ja1erogsq81lg9,190.0,77.0,right,20.0,active,yes,NaN
2lqoy22li9gq5llnpro7q2jf9,Rajmund,Mikuš,NaN,NaN,Male,R. Mikuš,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,Midfielder,player,1995-11-29,Dunajská Streda,Slovakia,7dybe8679n9bgyrcxi383pq3y,182.0,71.0,NaN,29.0,active,yes,NaN
3oskci349mzsuas8julzwq191,Jan Douglas,Bergqvist,Douglas,Bergqvist,Male,D. Bergqvist,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Defender,player,1993-03-29,Stockholm,Sweden,1z6l2c33w2kyz9rdefs1d68nb,184.0,76.0,right,5.0,active,yes,NaN
3qielx0w7ulc07unbki0kjris,Jakub,Lapeš,NaN,NaN,Male,J. Lapeš,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,Goalkeeper,player,1999-07-04,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,NaN,30.0,active,yes,NaN
3w87195oobfd8lm5fecd2cq1h,Milan,Knobloch,Milan,Knobloch,Male,M. Knobloch,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,Goalkeeper,player,1992-08-23,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,192.0,92.0,right,34.0,active,yes,NaN
4ca5gdkj9g34op6vdk5rj5my2,Lukáš,Endl,Lukás,Endl,Male,L. Endl,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,Defender,player,2003-06-17,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,NaN,15.0,active,yes,NaN
50n3djb8fljjc3qltsjjigzkk,Ebrima,Singhateh,Ebrima,Singhateh,Male,E. Singhateh,Gambia,4ix3ulx7h2a09r16jo9qdbuvp,NaN,NaN,Attacker,player,2003-09-10,NaN,Gambia,4ix3ulx7h2a09r16jo9qdbuvp,175.0,NaN,NaN,27.0,active,yes,NaN
5lpnmlctrv7nok18j13025wb9,Jaroslav,Svozil,NaN,NaN,Male,J. Svozil,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,Defender,player,1993-09-09,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,183.0,78.0,NaN,22.0,active,yes,NaN
5poctr282gyyf123ouhs0pduy,Filip,Vecheta,Filip,Vecheta,Male,F. Vecheta,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,Attacker,player,2003-02-15,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,179.0,NaN,NaN,13.0,active,yes,NaN
5te1lqnohevdbo6yqbha4pc7o,Aboubacar,Traoré,NaN,NaN,Male,A. Traoré,Côte d'Ivoire,tin6kf561ywonqan0mettr98,NaN,NaN,Defender,player,2004-08-20,NaN,Côte d'Ivoire,tin6kf561ywonqan0mettr98,NaN,NaN,NaN,4.0,active,yes,NaN
60hb2iku0p4coba4zext3t53o,Dominik,Žák,NaN,NaN,Male,D. Žák,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,Midfielder,player,2000-04-30,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,NaN,12.0,active,yes,NaN
6cruxlgn46xikwydx496ol65m,Jiří,Ciupa,NaN,NaN,Male,J. Ciupa,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,Goalkeeper,player,1998-05-07,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,NaN,31.0,active,yes,NaN
6xe9jlpa7tsm2jww8dxs28yxh,Patrik,Čavoš,NaN,NaN,Male,P. Čavoš,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,Midfielder,player,1995-01-07,Praha,Czechia,5md5tpwr2nmqao528prx43jr7,180.0,75.0,NaN,28.0,active,yes,NaN
74yc9dl83jxyrhzti2qhv2w6i,Ioannis-Foivos,Botos,Giannis,Botos,Male,G. Botos,Greece,6lpgd60z890no2v46zdecrcss,NaN,NaN,Midfielder,player,2000-12-20,Athína,Greece,6lpgd60z890no2v46zdecrcss,173.0,69.0,right,19.0,active,yes,NaN
7aeaf7zjx3swm5ifs2ejnhn56,Denny,Samko,NaN,NaN,Male,D. Samko,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,Midfielder,player,2000-07-23,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,NaN,10.0,active,yes,NaN
7c7jps9tdw6x553inhium3glx,Jiří,Fleišman,Jiri,Fleisman,Male,J. Fleišman,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,Defender,player,1984-10-02,Most,Czechia,5md5tpwr2nmqao528prx43jr7,185.0,77.0,NaN,25.0,active,yes,NaN
96deivn85excx5vovtoh758no,Amar,Memić,NaN,NaN,Male,A. Memić,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,NaN,NaN,Midfielder,player,2001-01-20,Sarajevo,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,NaN,NaN,NaN,99.0,active,yes,NaN
a83cmny6b5p8qcrydb2upp82c,Yahaya,Muhammad,NaN,NaN,Male,Y. Muhammad,Nigeria,63pvdwrsiq5b07mzi8igqei9p,NaN,NaN,Defender,player,2005-03-05,NaN,Nigeria,63pvdwrsiq5b07mzi8igqei9p,NaN,NaN,NaN,3.0,active,yes,NaN
afiwqfoykw6heldn8f3gwhi50,Pavel,Kačor,NaN,NaN,Male,P. Kačor,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,Attacker,player,2006-09-12,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,181.0,NaN,right,9.0,active,no,NaN
b3ko9ylsrjcdbkuw5idsh6i5m,Andrija,Ražnatović,Andrija,Raznatovic,Male,A. Ražnatović,Montenegro,1411jebgwo2ja1erogsq81lg9,NaN,NaN,Defender,player,2000-12-24,NaN,Montenegro,1411jebgwo2ja1erogsq81lg9,NaN,NaN,NaN,11.0,active,yes,NaN
bcfayigqu8oygm1xvpgl9akt1,Martin,Regáli,Martin,Regáli,Male,M. Regáli,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,Attacker,player,1993-10-12,Prešov,Slovakia,7dybe8679n9bgyrcxi383pq3y,180.0,71.0,right,17.0,active,yes,NaN
bjpmvbkbhw7ynfyvtqehg68t0,Emmanuel Dennis,Ayaosi,NaN,NaN,Male,E. Ayaosi,Nigeria,63pvdwrsiq5b07mzi8igqei9p,NaN,NaN,Midfielder,player,2004-10-28,NaN,Nigeria,63pvdwrsiq5b07mzi8igqei9p,NaN,NaN,NaN,14.0,active,yes,NaN
c1k7kuw3phizkxjpqwb38wlw,Sebastian,Boháč,NaN,NaN,Male,S. Boháč,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,Midfielder,player,2002-07-27,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,NaN,6.0,active,yes,NaN
cen47oljunpmotfb2bgomqfbo,David,Planka,David,Planka,Male,D. Planka,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,Midfielder,player,2005-07-28,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,NaN,8.0,active,yes,NaN
cxajw64g1elff3fq3lkzkzi1g,David,Moses,NaN,NaN,Male,D. Moses,Nigeria,63pvdwrsiq5b07mzi8igqei9p,NaN,NaN,Midfielder,player,2004-01-20,NaN,Nigeria,63pvdwrsiq5b07mzi8igqei9p,NaN,NaN,NaN,2.0,active,yes,NaN
cy5vomqx7zkwmooy89tjcl250,Lucky,Ezeh,NaN,NaN,Male,L. Ezeh,Nigeria,63pvdwrsiq5b07mzi8igqei9p,NaN,NaN,Attacker,player,2004-01-23,NaN,Nigeria,63pvdwrsiq5b07mzi8igqei9p,NaN,NaN,NaN,26.0,active,yes,NaN
elf10792b669ayzgdm38uxudw,Kahuan Vinícius,Guimarães da Silva,NaN,NaN,Male,Kahuan Vinícius,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,NaN,NaN,Attacker,player,2004-03-15,NaN,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,185.0,75.0,NaN,18.0,active,yes,NaN
gau8ty5slj16yldx9cfeu66t,Martin,Hyský,Martin,Hysky,Male,M. Hyský,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,NaN,coach,1975-09-25,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,183.0,75.0,NaN,NaN,active,yes,NaN
1ihw7nq9m7r63dvkwbc8uefx0,Ondřej,Čoudek,NaN,NaN,Male,O. Čoudek,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,Defender,player,2004-10-25,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,NaN,15.0,active,yes,NaN
1k7wh8a0ybetmh6t15d5ou2vo,David,Krch,NaN,NaN,Male,D. Krch,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,Midfielder,player,2003-06-30,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,NaN,2.0,active,yes,NaN
2dsh3fmie9xqp448e0dxudp4a,Michael,Martin,Michael,Martin,Male,M. Martin,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,Midfielder,player,2000-07-10,Crailsheim,Germany,36min0qztu8eydwvpv8t1is0m,180.0,73.0,right,77.0,active,yes,NaN
2itssq07ccom56jh4vkkewiz8,Vojtěch,Hora,NaN,NaN,Male,V. Hora,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,Midfielder,player,2004-05-05,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,NaN,11.0,active,yes,NaN
3cfoswqxyk4xr6w4vf6vn7d2h,Marcel,Čermák,NaN,NaN,Male,M. Čermák,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,Midfielder,player,1998-11-25,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,NaN,16.0,active,yes,NaN
410p7dcz1zqvkje53kev8jk6h,Richard,Križan,Richard,Krizan,Male,R. Križan,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,Defender,player,1997-09-23,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,190.0,85.0,right,5.0,active,yes,NaN
46ay6frwdwnx0k6qvzpqgtaz9,Tomáš,Zajíc,Tomas,Zajic,Male,T. Zajíc,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,Attacker,player,1996-08-12,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,180.0,70.0,NaN,NaN,active,no,NaN
4avvsa9hvqofcf3gk42lo5xhx,Jiří,Skalák,Jiri,Skalák,Male,J. Skalák,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,Midfielder,player,1992-03-12,Pardubice,Czechia,5md5tpwr2nmqao528prx43jr7,177.0,76.0,right,9.0,active,yes,NaN
4ho18oc7oeyl53he01jv0inai,Vincent Peter,Trummer,Vincent,Trummer,Male,V. Trummer,Austria,hcs1bd49qliqqity6o268jyt,NaN,NaN,Defender,player,2000-05-18,Mühldorf,Austria,hcs1bd49qliqqity6o268jyt,189.0,83.0,left,17.0,active,yes,NaN
5bqyi8640nmeiglvfckbk3yeh,Emil,Tischler,Emil,Tischler,Male,E. Tischler,Czechia,5md5tpwr2nmqao528prx43jr7,Austria,hcs1bd49qliqqity6o268jyt,Midfielder,player,1998-03-13,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,NaN,14.0,active,yes,NaN
5nb8n31f2vntmbe008uxee5ed,Jan,Suchan,NaN,NaN,Male,J. Suchan,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,Midfielder,player,1996-01-18,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,179.0,71.0,NaN,10.0,active,no,NaN
6mlztsk5pqy7kiagn593y6jh0,Quadri,Adebayo Adediran,Quadri,Adediran,Male,Q. Adediran,Nigeria,63pvdwrsiq5b07mzi8igqei9p,NaN,NaN,Attacker,player,2000-10-10,Lagos,Nigeria,63pvdwrsiq5b07mzi8igqei9p,175.0,NaN,left,6.0,active,yes,NaN
