id,firstName,lastName,shortFirstName,shortLastName,gender,matchName,nationality,nationalityId,position,type,dateOfBirth,countryOfBirth,countryOfBirthId,height,shirtNumber,status,active,secondNationality,secondNationalityId,placeOfBirth,weight,foot,knownName
9hzqhklvj6ohxh2x8r5lg09w4,Kingsley,Asante Ofori,Kingsley,Ofori,Male,K. Ofori,Ghana,2q2sw72utw5gu9t5y4knckwba,Attacker,player,2002-03-01,Ghana,2q2sw72utw5gu9t5y4knckwba,NaN,21.0,active,yes,NaN,NaN,NaN,NaN,NaN,NaN
ab94ttwtuco332is0tu8npj9x,Diego Nicolás,Rojas Orellana,Diego,Rojas,Male,D. Rojas,Chile,32tb8d7824xg4i0ybxzssczu0,Midfielder,player,1995-02-15,Chile,32tb8d7824xg4i0ybxzssczu0,163.0,10.0,active,no,NaN,NaN,NaN,60.0,NaN,NaN
agsollzstr45ee0z17tle8d1w,Terry,Yegbe,Terry,Yegbe,Male,T. Yegbe,Ghana,2q2sw72utw5gu9t5y4knckwba,Defender,player,2001-01-25,Ghana,2q2sw72utw5gu9t5y4knckwba,195.0,14.0,active,no,NaN,NaN,Akatsi,NaN,left,NaN
ayl3txfejfa46xvwnzzd76vze,Kasper Vili Valtteri,Paananen,Kasper,Paananen,Male,K. Paananen,Finland,2u07e54v5dprsugdvddpq5ync,Attacker,player,2003-03-16,Finland,2u07e54v5dprsugdvddpq5ync,NaN,13.0,active,yes,NaN,NaN,Helsinki,NaN,left,NaN
azqoxcekiz4xo5p95tawvm7zd,Jake,Dunwoody,Jake,Dunwoody,Male,J. Dunwoody,Northern Ireland,5euslv7jutsauoqt3o2lj9bvi,Midfielder,player,1998-09-28,England,1fk5l4hkqk12i7zske6mcqju6,NaN,8.0,active,no,England,1fk5l4hkqk12i7zske6mcqju6,NaN,NaN,NaN,NaN
b0s4gx0tfm5nookaf7q2eiezu,Miro,Turunen,Miro,Turunen,Male,M. Turunen,Finland,2u07e54v5dprsugdvddpq5ync,Attacker,player,2003-01-31,Finland,2u07e54v5dprsugdvddpq5ync,NaN,NaN,active,no,NaN,NaN,NaN,NaN,NaN,NaN
bewwsztrqoqdp5ttkxry0i1yi,Ovie Prince,Ejeheri,Ovie,Ejeheri,Male,O. Ejeheri,England,1fk5l4hkqk12i7zske6mcqju6,Goalkeeper,player,2003-04-23,England,1fk5l4hkqk12i7zske6mcqju6,195.0,1.0,active,no,Nigeria,63pvdwrsiq5b07mzi8igqei9p,NaN,NaN,right,NaN
bmbdwons7wudqebn3o3flm19l,Valentín Román,Gasc,Valentín,Gasc,Male,V. Gasc,Argentina,2vovxa97k7v7ofa85dah2xktb,Midfielder,player,2000-10-09,Argentina,2vovxa97k7v7ofa85dah2xktb,172.0,24.0,active,yes,NaN,NaN,Termperley,67.0,NaN,NaN
c5a7s2zigz7lrpfsqr22hdnqi,Denis,Cukici,Denis,Cukici,Male,D. Cukici,Finland,2u07e54v5dprsugdvddpq5ync,Midfielder,player,2003-02-10,Finland,2u07e54v5dprsugdvddpq5ync,NaN,31.0,active,yes,Kosovo,86u6edbqifdjsn49mbp2anw7p,NaN,NaN,NaN,NaN
c5kp952z284akny7h8usj2zth,Pablo,Andrade Plaza da Silva,Pablo,Andrade Plaza da Silva,Male,Pablo Andrade,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,Defender,player,1994-02-15,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,179.0,20.0,active,no,Spain,49ih1pwv3ahshdf8uzrimi54c,Rio de Janeiro,73.0,left,Pablo Andrade
csgxhx0xb8dngmis0sc2og8vd,Otto,Huuhtanen,Otto,Huuhtanen,Male,O. Huuhtanen,Finland,2u07e54v5dprsugdvddpq5ync,Goalkeeper,player,2000-02-28,Finland,2u07e54v5dprsugdvddpq5ync,185.0,35.0,active,no,NaN,NaN,NaN,NaN,NaN,NaN
cy1waqzduc3vuu2mflgvurt3o,Saku,Kankaanpää,Saku,Kankaanpää,Male,S. Kankaanpää,Finland,2u07e54v5dprsugdvddpq5ync,Goalkeeper,player,2004-06-15,Finland,2u07e54v5dprsugdvddpq5ync,NaN,32.0,active,no,NaN,NaN,NaN,NaN,NaN,NaN
d9rlr396401n9gvk89z9da9rd,Pyry Petteri,Hannola,Pyry,Hannola,Male,P. Hannola,Finland,2u07e54v5dprsugdvddpq5ync,Midfielder,player,2001-10-21,Finland,2u07e54v5dprsugdvddpq5ync,NaN,26.0,active,yes,NaN,NaN,NaN,NaN,NaN,NaN
dstm9ul6l3yss337w8gcwyy21,Krišjānis,Zviedris,Krisjanis,Zviedris,Male,K. Zviedris,Latvia,6s9bglosczqlp9cxh3ze5hdm5,Goalkeeper,player,1997-01-25,Latvia,6s9bglosczqlp9cxh3ze5hdm5,NaN,1.0,active,no,NaN,NaN,NaN,NaN,NaN,NaN
dytql3b2co1cst72z5qf879pl,Jeremiah,Streng,Jeremiah,Streng,Male,J. Streng,Finland,2u07e54v5dprsugdvddpq5ync,Attacker,player,2001-11-08,Finland,2u07e54v5dprsugdvddpq5ync,NaN,29.0,active,no,NaN,NaN,NaN,NaN,NaN,NaN
ecuwplrj6gv5s67cg9lu342ui,Oliver,Günes,Oliver,Günes,Male,O. Günes,Finland,2u07e54v5dprsugdvddpq5ync,Midfielder,player,2002-12-24,Finland,2u07e54v5dprsugdvddpq5ync,174.0,NaN,active,no,Türkiye,6kd6webenogylfgwt2aa9l6vx,Mikkeli,NaN,right,NaN
eic5aqr8l99rhm9udams7dlg5,Matej,Hrádecký,Matej,Hrádecky,Male,M. Hrádecký,Finland,2u07e54v5dprsugdvddpq5ync,Defender,player,1995-04-17,Finland,2u07e54v5dprsugdvddpq5ync,193.0,22.0,active,no,Slovakia,7dybe8679n9bgyrcxi383pq3y,Turku,76.0,NaN,NaN
f2qohaex1g5tvz10leo2ia6s,Markus,Arsalo,Markus,Arsalo,Male,M. Arsalo,Finland,2u07e54v5dprsugdvddpq5ync,Midfielder,player,2002-10-21,Finland,2u07e54v5dprsugdvddpq5ync,NaN,18.0,active,yes,NaN,NaN,NaN,NaN,NaN,NaN
u0rwdtuy7enppgobrdskat5g,Joaquín,Gómez Blasco,Joaquin,Gómez,Male,Joaquín Gómez,Spain,49ih1pwv3ahshdf8uzrimi54c,NaN,coach,1986-07-25,Spain,49ih1pwv3ahshdf8uzrimi54c,NaN,NaN,active,no,NaN,NaN,NaN,NaN,NaN,NaN
29g8cnox986uxlmhc0e4zr578,Jere,Riissanen,Jere,Riissanen,Male,J. Riissanen,Finland,2u07e54v5dprsugdvddpq5ync,Defender,player,2005-06-18,Finland,2u07e54v5dprsugdvddpq5ync,NaN,24.0,active,yes,NaN,NaN,NaN,NaN,NaN,NaN
2ds2jprriwxkden7xw0pvhe51,Tatu,Miettunen,Tatu,Miettunen,Male,T. Miettunen,Finland,2u07e54v5dprsugdvddpq5ync,Defender,player,1995-04-24,Finland,2u07e54v5dprsugdvddpq5ync,185.0,16.0,active,yes,NaN,NaN,Mänttä,76.0,NaN,NaN
2p9wql437gfs78i41je0r6z56,Najeeb,Abu Yakubu,Najeeb,Yakubu,Male,N. Yakubu,Niger,1mhgvne4pkksmt32259xg7vec,Defender,player,2000-05-01,Ghana,2q2sw72utw5gu9t5y4knckwba,182.0,55.0,active,no,Ghana,2q2sw72utw5gu9t5y4knckwba,Accra,72.0,right,NaN
2tnuz8e0d0lqq38yqdvzvccet,Toni Kari Mikael,Kallio,Toni,Kallio,Male,T. Kallio,Finland,2u07e54v5dprsugdvddpq5ync,NaN,coach,1978-08-09,Finland,2u07e54v5dprsugdvddpq5ync,190.0,NaN,active,no,NaN,NaN,Tampere,84.0,NaN,NaN
32kkvjl11mwmd8wj4wrxthul0,Joni,Lehtonen,Joni,Lehtonen,Male,J. Lehtonen,Finland,2u07e54v5dprsugdvddpq5ync,NaN,coach,1973-09-30,Finland,2u07e54v5dprsugdvddpq5ync,NaN,NaN,active,no,NaN,NaN,NaN,NaN,NaN,NaN
32oxuhrby18itgpucfx6p09re,Sabit,Ngor James,Sabit,Ngor,Male,S. Ngor,Australia,u5ieemi69z72c3bgczyy68lo,Attacker,player,2001-01-05,Australia,u5ieemi69z72c3bgczyy68lo,NaN,7.0,active,no,South Sudan,11zpzpjhf8wr0dcsrhz3suxc7,NaN,NaN,NaN,NaN
36gi7l0qvkbru5w6v2nym00ve,Emmanuel,Maker Lam Patut,Emmanuel,Patut,Male,E. Patut,Finland,2u07e54v5dprsugdvddpq5ync,Midfielder,player,2003-06-19,Finland,2u07e54v5dprsugdvddpq5ync,NaN,14.0,active,no,South Sudan,11zpzpjhf8wr0dcsrhz3suxc7,NaN,NaN,NaN,NaN
3h900ulsj68bktnzbti1jvr6y,Jaakko Onni,Moisio,Jaakko,Moisio,Male,J. Moisio,Finland,2u07e54v5dprsugdvddpq5ync,Defender,player,2005-01-12,Finland,2u07e54v5dprsugdvddpq5ync,NaN,26.0,active,no,NaN,NaN,NaN,NaN,NaN,NaN
59d5otjevb4zussjofufdg4ph,Petteri Henri,Juhana Pennanen,Petteri,Pennanen,Male,P. Pennanen,Finland,2u07e54v5dprsugdvddpq5ync,Midfielder,player,1990-09-19,Finland,2u07e54v5dprsugdvddpq5ync,181.0,8.0,active,no,NaN,NaN,Kuopio,73.0,right,NaN
5h0xmzqj69qpakvv8b3gfin6d,Otso,Virtanen,Otso,Virtanen,Male,O. Virtanen,Finland,2u07e54v5dprsugdvddpq5ync,Goalkeeper,player,1994-04-03,Finland,2u07e54v5dprsugdvddpq5ync,196.0,1.0,active,yes,NaN,NaN,Turku,88.0,right,NaN
5k1kwehh9ck6nlqugcurw1yi1,Djair Terraii Carl,Parfitt-Williams,Djair,Parfitt-Williams,Male,D. Parfitt-Williams,Bermuda,4x2e37ksohrzsxdkg0mgfe5ag,Attacker,player,1996-10-01,Bermuda,4x2e37ksohrzsxdkg0mgfe5ag,168.0,9.0,active,no,NaN,NaN,NaN,64.0,right,NaN
5n7z3yng11c612236nrweuy38,Noel,Hasa,Noel,Hasa,Male,N. Hasa,Finland,2u07e54v5dprsugdvddpq5ync,Midfielder,player,2003-02-06,Finland,2u07e54v5dprsugdvddpq5ync,NaN,23.0,active,yes,NaN,NaN,NaN,NaN,NaN,NaN
5nyf0jfp6wt8cu3432ep33816,Leo,Kyllönen,Leo,Kyllönen,Male,L. Kyllönen,Finland,2u07e54v5dprsugdvddpq5ync,Defender,player,2004-01-22,Finland,2u07e54v5dprsugdvddpq5ync,180.0,25.0,active,no,NaN,NaN,NaN,NaN,right,NaN
62oculkrsho4dltr3uy685vxl,Ricardo Jorge,Silva Araújo,Ricardo Jorge,Silva Araújo,Male,Jorginho,Portugal,1nbm5i9a0403zzvltn17lxinc,Defender,player,1998-06-27,Portugal,1nbm5i9a0403zzvltn17lxinc,176.0,3.0,active,yes,NaN,NaN,Vila Nova de Famalicão,71.0,left,Jorginho
7d326gljgym4qtmxvx5t5poq2,Adam Mikael,Larsson,Adam,Larsson,Male,A. Larsson,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Attacker,player,1999-09-05,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,10.0,active,no,NaN,NaN,NaN,NaN,NaN,NaN
7hr8mxix88otsvgitsv184g0k,Marius,Söderbäck,Marius,Söderbäck,Male,M. Söderbäck,Finland,2u07e54v5dprsugdvddpq5ync,Midfielder,player,2004-02-06,Finland,2u07e54v5dprsugdvddpq5ync,NaN,17.0,active,yes,NaN,NaN,NaN,NaN,NaN,NaN
7qr63scjwprv943fuuoagxuui,Yusif Daouda,Moussa,Yusif,Moussa,Male,Y. Moussa,Niger,1mhgvne4pkksmt32259xg7vec,Midfielder,player,1998-09-04,Niger,1mhgvne4pkksmt32259xg7vec,NaN,30.0,active,no,Ghana,2q2sw72utw5gu9t5y4knckwba,NaN,NaN,NaN,NaN
87xd8a3n7mtk57za6pcc5l5n9,Lauri Elias,Ala-Myllymäki,Lauri,Ala-Myllymäki,Male,L. Ala-Myllymäki,Finland,2u07e54v5dprsugdvddpq5ync,Midfielder,player,1997-06-04,Finland,2u07e54v5dprsugdvddpq5ync,182.0,15.0,active,yes,NaN,NaN,NaN,NaN,right,NaN
8nu81cv5it4j75xeodns52xg,Badreddine,Bushara,Badreddine,Bushara,Male,B. Bushara,Finland,2u07e54v5dprsugdvddpq5ync,Attacker,player,2004-01-04,Finland,2u07e54v5dprsugdvddpq5ync,NaN,21.0,active,no,Sudan,62wa0a1wwukxladeo5kqhrpen,NaN,NaN,right,NaN
9687esy4y13jmkaih2wsg03my,Seydine Mohamadou,N'Diaye,Seydine,N'Diaye,Male,S. N'Diaye,Niger,1mhgvne4pkksmt32259xg7vec,Defender,player,1998-04-23,Senegal,6hhqyhr5cwq2pfprlazyposyk,205.0,13.0,active,no,France,7gww28djs405rfga69smki84o,NaN,91.0,left,NaN
a3jetivxcnpp4z36nhboz5ysq,Santeri,Haarala,Santeri,Haarala,Male,S. Haarala,Finland,2u07e54v5dprsugdvddpq5ync,Attacker,player,1999-12-17,Finland,2u07e54v5dprsugdvddpq5ync,180.0,29.0,active,no,NaN,NaN,Tampere,NaN,NaN,NaN
a4u7hi1ru16pet0sbulreyx3o,Mohammed,Umar,Mohammed,Umar,Male,M. Umar,Ghana,2q2sw72utw5gu9t5y4knckwba,Defender,player,2002-12-11,Ghana,2q2sw72utw5gu9t5y4knckwba,NaN,4.0,active,no,NaN,NaN,NaN,NaN,NaN,NaN
b9s6ecsxs323kktg3cs3pisk4,Arttu,Tulehmo,Arttu,Tulehmo,Male,A. Tulehmo,Finland,2u07e54v5dprsugdvddpq5ync,Midfielder,player,2007-05-02,Finland,2u07e54v5dprsugdvddpq5ync,NaN,NaN,active,yes,NaN,NaN,NaN,NaN,NaN,NaN
bt9canh10jbb5pms11dzi1j2t,Aapo,Mäenpää,Aapo,Mäenpää,Male,A. Mäenpää,Finland,2u07e54v5dprsugdvddpq5ync,Defender,player,1998-01-14,Finland,2u07e54v5dprsugdvddpq5ync,NaN,22.0,active,yes,NaN,NaN,Brixen,NaN,NaN,NaN
c614hk690yjlnic9uekbggqhg,Méry,Traoré,Méry,Traoré,Male,M. Traoré,Mali,d0v29nncgikdswlxpdq553zz,Attacker,player,2003-12-20,Mali,d0v29nncgikdswlxpdq553zz,NaN,27.0,active,no,NaN,NaN,NaN,NaN,NaN,NaN
calw50qshdl3k4ddvlkkhasq1,Kalle,Katz,Kalle,Katz,Male,K. Katz,Finland,2u07e54v5dprsugdvddpq5ync,Defender,player,2000-01-04,Finland,2u07e54v5dprsugdvddpq5ync,NaN,5.0,active,no,NaN,NaN,NaN,NaN,NaN,NaN
cayn625x26mewt9gp2xrmh4ut,Felipe,Aspegren Berhönnr,Felipe,Aspegren,Male,F. Aspegren,Finland,2u07e54v5dprsugdvddpq5ync,Defender,player,1994-02-12,Colombia,6kby8rq1p01fg5ds38ckkrcs5,172.0,32.0,active,yes,Colombia,6kby8rq1p01fg5ds38ckkrcs5,NaN,72.0,right,NaN
doxrlp6910n9l5b5zl8ee73ai,Doni,Arifi,Doni,Arifi,Male,D. Arifi,Finland,2u07e54v5dprsugdvddpq5ync,Midfielder,player,2002-04-11,Finland,2u07e54v5dprsugdvddpq5ync,195.0,6.0,active,yes,Kosovo,86u6edbqifdjsn49mbp2anw7p,NaN,NaN,left,NaN
eklpacb4xe0yb13zxi642gys4,Johannes,Viitala,Johannes,Viitala,Male,J. Viitala,Finland,2u07e54v5dprsugdvddpq5ync,Goalkeeper,player,2006-08-10,Finland,2u07e54v5dprsugdvddpq5ync,NaN,12.0,active,no,NaN,NaN,NaN,NaN,NaN,NaN
enc30jhvcxxy3c53muws4gbje,Oiva,Jukkola,Oiva,Jukkola,Male,O. Jukkola,Finland,2u07e54v5dprsugdvddpq5ync,Attacker,player,2002-05-21,Finland,2u07e54v5dprsugdvddpq5ync,185.0,19.0,active,yes,NaN,NaN,NaN,NaN,NaN,NaN
lk9d5o3phq1ioqhs0rn3dams,Justus,Ojanen,NaN,NaN,Male,J. Ojanen,Finland,2u07e54v5dprsugdvddpq5ync,Attacker,player,2005-08-16,Finland,2u07e54v5dprsugdvddpq5ync,NaN,NaN,active,no,NaN,NaN,NaN,NaN,NaN,NaN
m1q38qwjja97onl2qwscdr10,Lucas Hugo,Väyrynen,Lucas,Väyrynen,Male,L. Väyrynen,Finland,2u07e54v5dprsugdvddpq5ync,Goalkeeper,player,2005-08-23,Finland,2u07e54v5dprsugdvddpq5ync,NaN,31.0,active,yes,NaN,NaN,NaN,NaN,NaN,NaN
19yfn0sushy5fc003vhn0skwl,Evgeni,Bashkirov,Evgeni,Bashkirov,Male,E. Bashkirov,Russia,7kfg68kh6n16fs4ap3xjiudr,Midfielder,player,1991-07-06,Russia,7kfg68kh6n16fs4ap3xjiudr,175.0,44.0,active,yes,NaN,NaN,Sankt-Peterburg,70.0,both,NaN
1arvzdi5mmocdpy35g74t25n8,Antti,Latva-Kivistö,Antti,Latva-Kivistö,Male,A. Latva-Kivistö,Finland,2u07e54v5dprsugdvddpq5ync,Goalkeeper,player,2003-01-03,Finland,2u07e54v5dprsugdvddpq5ync,181.0,NaN,active,no,NaN,NaN,NaN,NaN,NaN,NaN
1sfunqkw5diq8poo9s6a0z9w5,Jonathan Joseph,Viscosi,Jonathan,Viscosi,Male,J. Viscosi,Canada,1iaoypzp6syf32cz9l15pzp7e,Goalkeeper,player,1991-03-18,Canada,1iaoypzp6syf32cz9l15pzp7e,185.0,15.0,active,no,Italy,25f2cmb2r8mk5rj92tzer6kvv,Ottawa,83.0,right,NaN
1xquqxm7zxe002v8dc2z46sb9,Jesper,Engström,Jesper,Engström,Male,J. Engström,Finland,2u07e54v5dprsugdvddpq5ync,Defender,player,1992-04-24,Finland,2u07e54v5dprsugdvddpq5ync,173.0,4.0,active,yes,NaN,NaN,NaN,71.0,NaN,NaN
1zdrpi7b401hv9w9mtykzyor9,Joonas,Vahtera,Joonas,Vahtera,Male,J. Vahtera,Finland,2u07e54v5dprsugdvddpq5ync,Midfielder,player,1996-01-06,Finland,2u07e54v5dprsugdvddpq5ync,176.0,30.0,active,yes,NaN,NaN,Vaasa,NaN,left,NaN
28d18dspf1yjchfn3c1msnw2c,Lauri,Ketola,Lauri,Ketola,Male,L. Ketola,Finland,2u07e54v5dprsugdvddpq5ync,Attacker,player,2005-05-24,Finland,2u07e54v5dprsugdvddpq5ync,175.0,29.0,active,no,NaN,NaN,NaN,NaN,NaN,NaN
29zettuo94bs7isi8un48y7yt,Jussi Johan,Nuorela,Jussi,Nuorela,Male,J. Nuorela,Finland,2u07e54v5dprsugdvddpq5ync,NaN,coach,1974-08-11,Finland,2u07e54v5dprsugdvddpq5ync,184.0,NaN,active,yes,NaN,NaN,Valkeakoski,NaN,both,NaN
2zqarv7c4098qesbomnra5uqx,Samuel,Lindeman,Samuel,Lindeman,Male,S. Lindeman,Finland,2u07e54v5dprsugdvddpq5ync,Midfielder,player,1997-12-29,Finland,2u07e54v5dprsugdvddpq5ync,188.0,25.0,active,yes,NaN,NaN,NaN,83.0,NaN,NaN
34rtofzd5041ge6nlvl7cht78,Felix,Friberg,Felix,Friberg,Male,F. Friberg,Finland,2u07e54v5dprsugdvddpq5ync,Defender,player,2005-02-18,Finland,2u07e54v5dprsugdvddpq5ync,NaN,36.0,active,yes,NaN,NaN,NaN,NaN,NaN,NaN
3ajk1fh1r7rxjmsljdm5zs639,Mikko,Pitkänen,Mikko,Pitkänen,Male,M. Pitkänen,Finland,2u07e54v5dprsugdvddpq5ync,Defender,player,1997-01-02,Finland,2u07e54v5dprsugdvddpq5ync,198.0,5.0,active,yes,NaN,NaN,NaN,NaN,right,NaN
3m5qlpbn5uak0xuoyon5ls5p1,Henri,Sillanpää,Henri,Sillanpää,Male,H. Sillanpää,Finland,2u07e54v5dprsugdvddpq5ync,NaN,assistant coach,1979-06-04,Finland,2u07e54v5dprsugdvddpq5ync,188.0,NaN,active,yes,NaN,NaN,Tornio,84.0,right,NaN
3wloprpgjphqtniun0zzwtfqh,Harrison,Hickey Sawyer,Harrison,Sawyer,Male,H. Sawyer,Australia,u5ieemi69z72c3bgczyy68lo,Attacker,player,1996-12-31,Australia,u5ieemi69z72c3bgczyy68lo,NaN,18.0,active,no,NaN,NaN,NaN,NaN,NaN,NaN
3wpg81guzpgmt7vrwafdlnllg,Gabriel,Sillanpää,Gabriel,Sillanpää,Male,G. Sillanpää,Finland,2u07e54v5dprsugdvddpq5ync,Defender,player,2005-09-08,Finland,2u07e54v5dprsugdvddpq5ync,184.0,27.0,active,no,NaN,NaN,NaN,NaN,NaN,NaN
45kijyqwuvgoc6hx51yueyeol,Teppo,Marttinen,Teppo,Marttinen,Male,T. Marttinen,Finland,2u07e54v5dprsugdvddpq5ync,Goalkeeper,player,1997-05-06,Finland,2u07e54v5dprsugdvddpq5ync,187.0,1.0,active,yes,NaN,NaN,Jyväskylä,NaN,NaN,NaN
4apk0hdboc9ghjyc7o6jc14gl,Sebastian Gösta Alexander,Strandvall,Sebastian,Strandvall,Male,S. Strandvall,Finland,2u07e54v5dprsugdvddpq5ync,Midfielder,player,1986-09-16,Finland,2u07e54v5dprsugdvddpq5ync,178.0,8.0,active,no,NaN,NaN,NaN,76.0,NaN,NaN
4c2n9v3pspj3luzb2jhoj3vf9,Baba,Mensah,Baba,Mensah,Male,B. Mensah,Ghana,2q2sw72utw5gu9t5y4knckwba,Defender,player,1994-08-20,Ghana,2q2sw72utw5gu9t5y4knckwba,189.0,13.0,active,no,NaN,NaN,NaN,84.0,NaN,NaN
4i9918sfgxt807z7rt8ker561,Sávio Roberto,Juliao Figueiredo,Sávio Roberto,Juliao Figueiredo,Male,Sávio Roberto,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,Attacker,player,1996-04-30,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,189.0,11.0,active,no,NaN,NaN,Salvador,83.0,left,Sávio Roberto
4j2u3rgcdfom9lzcm2z6le9jp,Janne,Lindberg,NaN,NaN,Male,J. Lindberg,Finland,2u07e54v5dprsugdvddpq5ync,NaN,assistant coach,1966-05-24,Finland,2u07e54v5dprsugdvddpq5ync,171.0,NaN,active,no,NaN,NaN,Kuusankoski,NaN,NaN,NaN
5qgan4g8ci25xi4v0v5cp0f84,Roni,Hudd,Roni,Hudd,Male,R. Hudd,Finland,2u07e54v5dprsugdvddpq5ync,Attacker,player,2005-01-20,Finland,2u07e54v5dprsugdvddpq5ync,174.0,28.0,active,no,NaN,NaN,Vaasa,NaN,NaN,NaN
5ynhzqvpks5u5bjgno6snhyzu,Prosper,Ahiabu Deyegbe,Prosper,Ahiabu,Male,P. Ahiabu,Ghana,2q2sw72utw5gu9t5y4knckwba,Midfielder,player,1999-05-10,Ghana,2q2sw72utw5gu9t5y4knckwba,188.0,21.0,active,yes,NaN,NaN,NaN,NaN,right,NaN
63x3zhf3u5z3d3ylx0xjvwd90,Josep,Nuorela,Josep,Nuorela,Male,J. Nuorela,Finland,2u07e54v5dprsugdvddpq5ync,Defender,player,2003-06-19,Finland,2u07e54v5dprsugdvddpq5ync,184.0,2.0,active,yes,NaN,NaN,NaN,NaN,NaN,Josep Nuorela
7nvhlub3rg3et7xz3rb5ee82y,Valtteri,Lehtonen,Valtteri,Lehtonen,Male,V. Lehtonen,Finland,2u07e54v5dprsugdvddpq5ync,Midfielder,player,2001-04-30,Finland,2u07e54v5dprsugdvddpq5ync,NaN,32.0,active,no,NaN,NaN,NaN,NaN,NaN,NaN
7wysiv77u3wt6pk31uzzl7dre,Teemu,Hytönen,Teemu,Hytönen,Male,T. Hytönen,Finland,2u07e54v5dprsugdvddpq5ync,Attacker,player,2002-08-15,Finland,2u07e54v5dprsugdvddpq5ync,194.0,16.0,active,no,NaN,NaN,NaN,NaN,NaN,NaN
7zztpnbw4cfyw6q231nqy8nv9,Miika,Niemi,Miika,Niemi,Male,M. Niemi,Finland,2u07e54v5dprsugdvddpq5ync,Defender,player,1994-03-04,Finland,2u07e54v5dprsugdvddpq5ync,176.0,23.0,active,yes,NaN,NaN,Vaasa,NaN,right,NaN
8i80v8ukhc2jri4lvo3oxkb2s,Akon,Kuek,Akon,Kuek,Male,A. Kuek,Finland,2u07e54v5dprsugdvddpq5ync,Midfielder,player,2004-05-10,Finland,2u07e54v5dprsugdvddpq5ync,178.0,33.0,active,yes,NaN,NaN,NaN,NaN,right,NaN
8kibkq2g8473hvuptb6gx2b6c,Antti,Vironen,Antti,Vironen,Male,A. Vironen,Finland,2u07e54v5dprsugdvddpq5ync,Goalkeeper,player,2003-09-16,Finland,2u07e54v5dprsugdvddpq5ync,NaN,24.0,active,no,NaN,NaN,NaN,NaN,NaN,NaN
8p50y2fe1b4v73ha0mswrv4r9,Arttu,Nuutinen,Arttu,Nuutinen,Male,A. Nuutinen,Finland,2u07e54v5dprsugdvddpq5ync,Midfielder,player,1996-07-29,Finland,2u07e54v5dprsugdvddpq5ync,NaN,6.0,active,no,NaN,NaN,Vaasa,NaN,NaN,NaN
8z3ojklspbzo9un8vqvg0a4et,Samu,Alanko Zarta,Samu,Alanko,Male,S. Alanko,Finland,2u07e54v5dprsugdvddpq5ync,Attacker,player,1998-05-16,Finland,2u07e54v5dprsugdvddpq5ync,184.0,77.0,active,yes,NaN,NaN,Vaasa,80.0,NaN,NaN
9hy0ochc8hi6obp0eic01kmzu,Lauri-Eemil,Vetri,Lauri-Eemil,Vetri,Male,L. Vetri,Finland,2u07e54v5dprsugdvddpq5ync,Goalkeeper,player,2003-03-06,Finland,2u07e54v5dprsugdvddpq5ync,189.0,12.0,active,no,NaN,NaN,NaN,NaN,NaN,NaN
9ka422rjynvrx4kofh5q8ivop,Antti-Ville,Räisänen,Antti-Ville,Räisänen,Male,A. Räisänen,Finland,2u07e54v5dprsugdvddpq5ync,Midfielder,player,1998-04-04,Finland,2u07e54v5dprsugdvddpq5ync,180.0,34.0,active,yes,NaN,NaN,NaN,NaN,right,NaN
9mki2meutffzyo7nd0zo94zkk,Antonio,Almén,Antonio,Almén,Male,A. Almén,Finland,2u07e54v5dprsugdvddpq5ync,Midfielder,player,2004-04-07,Finland,2u07e54v5dprsugdvddpq5ync,NaN,26.0,active,no,NaN,NaN,NaN,NaN,NaN,NaN
b5kncgqkpiofwduo2snjz74dl,Juhani Elias,Pikkarainen,Juhani,Pikkarainen,Male,J. Pikkarainen,Finland,2u07e54v5dprsugdvddpq5ync,Defender,player,1998-07-30,Finland,2u07e54v5dprsugdvddpq5ync,195.0,3.0,active,no,NaN,NaN,Paimio,NaN,left,NaN
bb9nokoy7baw4tylvjv9ndk6i,Peter Godly,Michael,Peter,Michael,Male,P. Michael,Nigeria,63pvdwrsiq5b07mzi8igqei9p,Attacker,player,1998-05-10,Nigeria,63pvdwrsiq5b07mzi8igqei9p,186.0,14.0,active,no,NaN,NaN,NaN,NaN,right,NaN
bq2xz1pt64q5ecpvstezfciqd,Steven,Morrissey,Steven,Morrissey,Male,S. Morrissey,Jamaica,gimxu1vjwoa2xrecyd9gtyoc,Attacker,player,1986-07-25,Jamaica,gimxu1vjwoa2xrecyd9gtyoc,173.0,10.0,active,no,NaN,NaN,NaN,NaN,NaN,NaN
bqc4ov50nt2cguo0rrxw2a02x,Tyler Mark,Reid,Tyler,Reid,Male,T. Reid,England,1fk5l4hkqk12i7zske6mcqju6,Defender,player,1997-09-02,England,1fk5l4hkqk12i7zske6mcqju6,180.0,20.0,active,no,NaN,NaN,Luton,72.0,right,NaN
btxgorlt1vhb8f0yt5jvvwg5x,Kalle,Multanen,Kalle,Multanen,Male,K. Multanen,Finland,2u07e54v5dprsugdvddpq5ync,Attacker,player,1989-04-07,Finland,2u07e54v5dprsugdvddpq5ync,185.0,17.0,active,yes,NaN,NaN,NaN,78.0,right,NaN
