id,firstName,lastName,shortFirstName,shortLastName,gender,matchName,nationality,nationalityId,secondNationality,secondNationalityId,position,type,dateOfBirth,placeOfBirth,countryOfBirth,countryOfBirthId,height,foot,shirtNumber,startDate,status,active,weight,endDate,knownName
aw1gqkqpznn5ku7ca9hy2skix,Kennedy Kofi,Boateng,Kennedy,Boateng,Male,K. Boateng,Togo,3jiuckrqd0zejkm452st5dyq7,Ghana,2q2sw72utw5gu9t5y4knckwba,Defender,player,1996-11-29,Tamale,Ghana,2q2sw72utw5gu9t5y4knckwba,191.0,right,4.0,2024-06-18Z,active,yes,78.0,NaN,NaN
axnbgo7m5vyhpjn5kln3n9es4,Cristian Stefan Ionuț,Ionescu,Cristian,Ionescu,Male,C. Ionescu,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Attacker,player,2003-10-05,NaN,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,NaN,2025-07-01Z,active,yes,NaN,NaN,NaN
blhqxl1y6c5oeqc6wj6n47l04,Mario Alexandru,Din Licaciu,Mario Alexandru,Din Licaciu,Male,M. Din Licaciu,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Goalkeeper,player,2008-09-01,NaN,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,28.0,2025-08-14Z,active,yes,NaN,NaN,NaN
btejl6lq2qbkpv5kmowplzrvt,Alexandru Mihai Constantin,Pop,Alex,Pop,Male,A. Pop,Romania,17oj2qrzqlkhdjvazum10sx2i,Argentina,2vovxa97k7v7ofa85dah2xktb,Midfielder,player,2000-02-01,San Antonio de Areco,Argentina,2vovxa97k7v7ofa85dah2xktb,NaN,NaN,99.0,2025-01-01Z,active,yes,NaN,NaN,NaN
c111n0ti79mydkpcht62t11w5,Florentin,Petre,Florentin,Petre,Male,F. Petre,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,NaN,assistant coach,1976-01-15,Bucureşti,Romania,17oj2qrzqlkhdjvazum10sx2i,166.0,NaN,NaN,2024-06-12Z,active,yes,NaN,NaN,NaN
c6b0b4fr003vrj6r8r1dq4bqi,Mamoudou,Karamoko,Mamoudou,Karamoko,Male,M. Karamoko,France,7gww28djs405rfga69smki84o,Côte d'Ivoire,tin6kf561ywonqan0mettr98,Attacker,player,1999-09-08,Paris,France,7gww28djs405rfga69smki84o,188.0,right,9.0,2025-07-07Z,active,yes,88.0,NaN,NaN
cb2viqi3wrxuc4q57a3cmamfo,Mihnea-Iustin,Ștefan,Mihnea,Stefan,Male,M. Ștefan,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Midfielder,player,2006-04-19,București,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,26.0,2025-08-22Z,active,yes,NaN,NaN,NaN
cdy4zvw3597otzeqbppmss67e,Alberto,Soro Álvarez,Alberto,Soro,Male,Alberto Soro,Spain,49ih1pwv3ahshdf8uzrimi54c,NaN,NaN,Midfielder,player,1999-03-09,Ejea de los Caballeros,Spain,49ih1pwv3ahshdf8uzrimi54c,173.0,left,29.0,2025-07-01Z,active,yes,64.0,NaN,NaN
d188981zj4y9zvyfoe2dj9nh0,Mihnea Ștefan,Toader,Mihnea,Toader,Male,M. Toader,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Defender,player,2006-07-26,NaN,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,NaN,2025-08-22Z,active,yes,NaN,NaN,NaN
dg2tpzn1fogioeblp4315b4k5,Charalambos,Kyriakou,Charalambos,Kyriakou,Male,C. Kyriakou,Cyprus,3om8cj5nhmq1rzzkykubm5icj,NaN,NaN,Midfielder,player,1995-02-09,Lemesos,Cyprus,3om8cj5nhmq1rzzkykubm5icj,181.0,right,23.0,2025-07-01Z,active,yes,73.0,NaN,NaN
dndte02mn8mc9f088668ksd90,Alexandru-Vasile,Roșca-Ailiesei,Alexandru,Rosca,Male,A. Roșca,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Goalkeeper,player,2003-11-12,Arad,Romania,17oj2qrzqlkhdjvazum10sx2i,186.0,NaN,73.0,2024-06-18Z,active,yes,78.0,NaN,NaN
dp197lwt1msuufi5ge4qu6bkk,Antonio Alexandru,Borduşanu,Antonio,Bordusanu,Male,A. Borduşanu,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Midfielder,player,2004-08-10,NaN,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,20.0,2025-07-01Z,active,yes,NaN,NaN,NaN
dzwc43xg5zlfsgd32t8dimpuy,Cătălin Ionuț,Cîrjan,Catalin,Cîrjan,Male,C. Cîrjan,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Midfielder,player,2002-12-01,Domnești,Romania,17oj2qrzqlkhdjvazum10sx2i,174.0,right,10.0,2024-06-18Z,active,yes,60.0,NaN,NaN
ecm9u6b3qbeu5w98mu8i3fy8k,Codruț Viorel,Sandu,Codrut,Sandu,Male,C. Sandu,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Goalkeeper,player,2006-04-17,București,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,31.0,2025-07-01Z,active,no,NaN,2025-07-21Z,NaN
ez4frh3axu1tll6oyl2c902l0,Nikita,Stoinov,Nikita,Stoinov,Male,N. Stoinov,Israel,4bnqn6mt5vyslpxfuqdrcmpgp,NaN,NaN,Defender,player,2005-08-24,Haifa,Israel,4bnqn6mt5vyslpxfuqdrcmpgp,NaN,NaN,15.0,2025-07-07Z,active,yes,NaN,NaN,NaN
1i7iysyio5j4gmsip0m3wfnu2,Bruno José,Moreira Barreto Carvalho,Bruno José,Moreira Barreto Carvalho,Male,Bruno Carvalho,Cabo Verde,7235kgq23bu1v4qwk491u58h0,NaN,NaN,Midfielder,player,1997-09-16,Praia,Cabo Verde,7235kgq23bu1v4qwk491u58h0,180.0,NaN,6.0,2025-07-09Z,active,yes,NaN,NaN,Bruno Carvalho
1tixutb1xc4qqgxyfpdsgbyay,Stefan,Visic,Stefan,Visic,Male,S. Visic,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,Attacker,player,1997-11-20,NaN,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,9.0,2024-07-01Z,active,yes,NaN,NaN,NaN
22xdwsh59ysbd5rs19m09q505,Cristian Nicolae,Nedelcovici,Cristian,Nedelcovici,Male,C. Nedelcovici,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Goalkeeper,player,1993-06-02,Craiova,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,34.0,2019-07-01Z,active,yes,NaN,NaN,NaN
2e63eplwyr769f5gtmf5yvu95,Damià,Sabater Tous,Damià,Sabater,Male,Damià Sabater,Spain,49ih1pwv3ahshdf8uzrimi54c,NaN,NaN,Midfielder,player,1996-02-03,Palma de Mallorca,Spain,49ih1pwv3ahshdf8uzrimi54c,178.0,NaN,5.0,2025-07-10Z,active,yes,74.0,NaN,NaN
2gaanahnwtl0k0sxc62id7t91,Dragoş Ionuţ,Huiban,Dragos,Huiban,Male,D. Huiban,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Attacker,player,1990-01-29,Bacău,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,11.0,2022-07-17Z,active,yes,NaN,NaN,NaN
2h1td7fs7j5vm9f110enpspp0,Vlad,Ștef,Vlad,Stef,Male,V. Ștef,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,NaN,assistant coach,1985-07-28,Cluj-Napoca,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,NaN,2022-09-20Z,active,yes,NaN,NaN,NaN
33kh8fd7hkjxa38zpxw6iac5w,Liviu Valentin,Pancișin,Liviu,Pancisin,Male,L. Pancișin,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Midfielder,player,2003-06-02,București,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,NaN,2022-02-25Z,active,yes,NaN,NaN,NaN
37zxg1o30qvt83lzw0a9eyivo,David Mario,Irimia,David,Irimia,Male,D. Irimia,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Defender,player,2006-05-12,București,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,21.0,2024-07-09Z,active,yes,NaN,NaN,David Irimia
3pa9ob5rndreyjndy9f4yaqdw,Adrian Marian,Sîrbu,Adrian,Sîrbu,Male,A. Sîrbu,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Attacker,player,2004-06-09,București,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,29.0,2022-01-01Z,active,yes,NaN,NaN,NaN
4m4k48qlyrf6l62qhsdzhjg9g,Raoul Andrei,Banu,Raoul,Banu,Male,R. Banu,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Attacker,player,NaN,NaN,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,NaN,2025-07-11Z,active,yes,NaN,NaN,NaN
4w1xqo39m1yxbjlae7f6plomh,Omar,Pašagić,Omar,Pasagic,Male,O. Pašagić,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,1997-10-11,Leonberg,Germany,36min0qztu8eydwvpv8t1is0m,185.0,left,19.0,2025-07-31Z,active,yes,NaN,NaN,NaN
5l3019jbkgooi8dqvf3jy8tn8,Alexandru,Gheorghe,Alexandru,Gheorghe,Male,A. Gheorghe,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Midfielder,player,2002-10-11,NaN,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,14.0,2022-07-01Z,active,yes,NaN,NaN,NaN
5v35ywryejmidd51xwx77m415,Benjamin,Hadžić,Benjamin,Hadzic,Male,B. Hadžić,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,Germany,36min0qztu8eydwvpv8t1is0m,Attacker,player,1999-03-04,Dinslaken,Germany,36min0qztu8eydwvpv8t1is0m,185.0,right,99.0,2025-08-29Z,active,yes,80.0,NaN,NaN
5zcsish6ekifzgfdjduhjp0k4,Dragoș Alexandru,Irimia,Alexandru,Irimia,Male,A. Irimia,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Midfielder,player,2006-05-12,București,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,15.0,2024-09-08Z,active,yes,NaN,2026-06-30Z,Alexandru Irimia
62qjfb1n47tn2ltgnkha2mjh0,Endri,Çelaj,Endri,Celaj,Male,E. Çelaj,Albania,17zsm8shejejls2on1ffil3op,NaN,NaN,Attacker,player,2004-01-23,Tiranë,Albania,17zsm8shejejls2on1ffil3op,170.0,right,77.0,2025-10-24Z,active,yes,NaN,NaN,NaN
6rebqy59zv7n6zuptfmaz5xxw,Răzvan Cristian,Milea,Razvan,Milea,Male,R. Milea,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Midfielder,player,2000-02-05,București,Romania,17oj2qrzqlkhdjvazum10sx2i,172.0,NaN,8.0,2023-02-02Z,active,yes,65.0,NaN,NaN
6z3haxwsujtuc16ygqxu751jo,Ștefan Fadi,Florică,Stefan,Florica,Male,Ș. Florică,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Goalkeeper,player,2003-03-10,București,Romania,17oj2qrzqlkhdjvazum10sx2i,178.0,right,NaN,2023-08-01Z,active,yes,63.0,NaN,NaN
79tgisvmtzk9lxbjdchi666tw,Mircea-Mario,Tache,Mircea-Mario,Tache,Male,M. Tache,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Midfielder,player,2005-01-22,București,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,78.0,2025-11-15Z,active,yes,NaN,NaN,NaN
7nr1u0v4ayov3eeumz5h0ewyy,Aboubacar,Camara,Aboubacar,Camara,Male,A. Camara,France,7gww28djs405rfga69smki84o,NaN,NaN,Defender,player,2001-01-05,Montfermeil,France,7gww28djs405rfga69smki84o,NaN,NaN,30.0,2025-07-28Z,active,yes,NaN,2026-06-30Z,NaN
7qvymu51og95h0qqv7x6shql1,Ely Ernesto,Lopes Fernandes,Ely Ernesto,Lopes Fernandes,Male,Ely Fernandes,Cabo Verde,7235kgq23bu1v4qwk491u58h0,NaN,NaN,Attacker,player,1990-11-04,Tarrafal,Cabo Verde,7235kgq23bu1v4qwk491u58h0,187.0,right,10.0,2025-08-07Z,active,yes,79.0,NaN,Ely Fernandes
7srw5982drbslyaead1aizv56,Christ Sarkodjé,Manca Kouadio,Christ,Kouadio,Male,C. Kouadio,Côte d'Ivoire,tin6kf561ywonqan0mettr98,NaN,NaN,Defender,player,2000-12-23,NaN,Côte d'Ivoire,tin6kf561ywonqan0mettr98,170.0,right,18.0,2023-08-24Z,active,yes,NaN,NaN,NaN
8iy67y39dtv6nesnp8hkaln56,Tarek,Aggoun,Tarek,Aggoun,Male,T. Aggoun,France,7gww28djs405rfga69smki84o,Algeria,1ayprcriqhb8iv10ch70clppu,Defender,player,1997-10-27,Troyes,France,7gww28djs405rfga69smki84o,NaN,NaN,75.0,2025-08-28Z,active,no,NaN,2026-01-09Z,NaN
8x6t7hydikurpw1vbfxcxvms4,Gabriel Paraschiv,Dumitru,Gabriel,Dumitru,Male,G. Dumitru,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Defender,player,2005-10-14,București,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,23.0,2025-07-01Z,active,yes,NaN,NaN,NaN
91svq9lxabpt5nu8ts5qgghsk,Moses,Abbey,Moses,Abbey,Male,M. Abbey,Ghana,2q2sw72utw5gu9t5y4knckwba,NaN,NaN,Midfielder,player,2002-08-18,Accra,Ghana,2q2sw72utw5gu9t5y4knckwba,164.0,left,17.0,2025-08-07Z,active,yes,NaN,2026-06-30Z,NaN
96i2e2mi4lmgdvjishiur47l6,Yassine,Zakir,Yassine,Zakir,Male,Y. Zakir,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,Midfielder,player,1997-03-13,Amsterdam,Netherlands,6hzi5pltnz67q4la8yli9qfv6,175.0,right,24.0,2022-09-05Z,active,yes,NaN,NaN,NaN
99iw0j1snmo08x1cuesjeljze,Costică,Dumitru,Costica,Dumitru,Male,C. Dumitru,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,NaN,assistant coach,NaN,NaN,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,NaN,2018-10-26Z,active,yes,NaN,NaN,NaN
a2lulhr3kqnyt312nz58ei4et,Desley Petrus Cornelis,Ubbink,Desley,Ubbink,Male,D. Ubbink,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,Midfielder,player,1993-06-15,Roosendaal,Netherlands,6hzi5pltnz67q4la8yli9qfv6,180.0,right,20.0,2025-07-01Z,active,no,73.0,2026-01-02Z,NaN
av9syvy8emj5ksm2r26l98amt,Cosmin Florin,Achim,Cosmin Florin,Achim,Male,C. Achim,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Defender,player,1995-09-19,Drăgăneşti-Olt,Romania,17oj2qrzqlkhdjvazum10sx2i,188.0,NaN,2.0,2025-07-24Z,active,yes,72.0,NaN,NaN
ax9jfi4o2b25gfkywv0dsbcwk,Laurențiu Marian,Liș,Laurentiu,Lis,Male,L. Liș,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Midfielder,player,2004-09-08,București,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,7.0,2022-09-05Z,active,yes,NaN,NaN,NaN
az0k3c5uu9fi38mi03a0nl591,Florin Flavius,Purece,Florin,Purece,Male,F. Purece,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Midfielder,player,1991-11-06,Arad,Romania,17oj2qrzqlkhdjvazum10sx2i,182.0,left,NaN,2026-01-05Z,active,yes,75.0,NaN,NaN
az4n85dn4ucu85612rypbfkk5,Andrei,Sava,Andrei,Sava,Male,A. Sava,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Defender,player,1991-05-07,Bucureşti,Romania,17oj2qrzqlkhdjvazum10sx2i,185.0,left,13.0,2015-07-01Z,active,yes,77.0,NaN,NaN
b6fr4n8833taghtqlm76dcjx1,Mihai Răzvan,Teja,Mihai,Teja,Male,M. Teja,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,NaN,coach,1978-09-22,NaN,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,NaN,2025-06-14Z,active,yes,NaN,NaN,NaN
bazugdjjj268axuok490fnqhh,Iraneuton,Sousa Morais Júnior,Iraneuton,Sousa Morais Júnior,Male,Júnior Morais,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,NaN,NaN,Defender,player,1986-07-22,São Luís,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,176.0,left,12.0,2024-08-16Z,active,yes,73.0,NaN,Júnior Morais
bc9czv9i0r2d9h0de1d52lazt,Robert Cornel,Neacşu,Robert,Neacsu,Male,R. Neacşu,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Midfielder,player,2000-01-30,Urziceni,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,22.0,2022-07-17Z,active,yes,NaN,NaN,NaN
cjshdjg6k2o3hedx4d3j5co44,Andrei,Mihăilă,Andrei,Mihaila,Male,A. Mihăilă,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Midfielder,player,2005-03-15,București,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,left,NaN,2025-07-01Z,active,yes,NaN,NaN,NaN
d8r0u54f87hdnvypok92flxp1,George Petruț,Gavrilaș,George,Gavrilas,Male,G. Gavrilaș,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Goalkeeper,player,1990-12-15,Sighetu Marmației,Romania,17oj2qrzqlkhdjvazum10sx2i,195.0,right,1.0,2024-01-30Z,active,yes,71.0,NaN,NaN
ec52zy8e6i687radofoosr5uy,George Alexandru,Caramalău,George,Caramalau,Male,G. Caramalău,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Defender,player,1995-06-23,București,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,4.0,2017-07-01Z,active,yes,NaN,NaN,NaN
r1e2loik6liqm61m4xmf4h04,Giovani-David,Ghimfuș,Giovani,Ghimfus,Male,G. Ghimfuș,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Midfielder,player,2005-07-12,Granada,Spain,49ih1pwv3ahshdf8uzrimi54c,NaN,NaN,NaN,2026-01-13Z,active,yes,NaN,2026-06-30Z,NaN
rrv14e6k5zndpz9uzs42al0,Alexandru,Soare,Alexandru,Soare,Male,A. Soare,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Goalkeeper,player,2005-05-13,București,Romania,17oj2qrzqlkhdjvazum10sx2i,184.0,right,97.0,2024-07-01Z,active,yes,NaN,NaN,NaN
1ttm35fn6vm119pl02l8ez5sk,Stefan Patrick,Popa,Patrick,Popa,Male,P. Popa,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Midfielder,player,2007-01-31,NaN,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,53.0,2025-05-23Z,active,yes,NaN,NaN,NaN
2ww6zsdjkbfxvwsobrn122jf9,Elvir,Koljić,Elvir,Koljic,Male,E. Koljić,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,NaN,NaN,Attacker,player,1995-07-08,Valladolid,Spain,49ih1pwv3ahshdf8uzrimi54c,191.0,right,95.0,2025-02-06Z,active,yes,85.0,NaN,NaN
3okob1fs1l9get2ziqsha076y,Franz Valentin,Stolz,Franz,Stolz,Male,F. Stolz,Austria,hcs1bd49qliqqity6o268jyt,NaN,NaN,Goalkeeper,player,2001-02-14,Bruck an der Mur,Austria,hcs1bd49qliqqity6o268jyt,193.0,right,1.0,2025-01-29Z,active,no,83.0,2026-01-08Z,NaN
3uvek737jr8909is4vi1d9nxm,Leonardo,da Costa Bolgado,Leonardo,da Costa Bolgado,Male,Léo Bolgado,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,NaN,NaN,Defender,player,1998-08-20,Cuiabá,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,190.0,right,4.0,2025-09-08Z,active,yes,84.0,2026-06-30Z,Léo Bolgado
4b9srd007t7rlrysmgxmwpuy1,Tobias,Christensen,Tobias,Christensen,Male,T. Christensen,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,NaN,Midfielder,player,2000-05-11,Kristiansand,Norway,7f16iy4w8u8ogyn6pfooqwv5z,180.0,left,17.0,2024-09-15Z,active,yes,70.0,NaN,NaN
4g75fcep78w6gcpat5kt26ehh,Mattias,Käit,Mattias,Käit,Male,M. Käit,Estonia,64smib5liu1qh78iaylufxj99,NaN,NaN,Midfielder,player,1998-06-29,Tallinn,Estonia,64smib5liu1qh78iaylufxj99,187.0,right,4.0,2022-01-18Z,active,no,74.0,2025-07-15Z,NaN
4v86g99e43shvytytnkac52zu,Daniel George,Paraschiv,Daniel,Paraschiv,Male,D. Paraschiv,Romania,17oj2qrzqlkhdjvazum10sx2i,Moldova,389mdnq78a55g2gr040a3mmtj,Attacker,player,1999-04-24,Brașov,Romania,17oj2qrzqlkhdjvazum10sx2i,185.0,right,NaN,2026-01-13Z,active,yes,NaN,2026-06-30Z,NaN
5iix0057bmrb8x99ebkm234a2,Cristian,Ignat,Cristian,Ignat,Male,C. Ignat,Romania,17oj2qrzqlkhdjvazum10sx2i,Moldova,389mdnq78a55g2gr040a3mmtj,Defender,player,2003-01-29,Chișinău,Moldova,389mdnq78a55g2gr040a3mmtj,NaN,NaN,21.0,2024-07-01Z,active,yes,NaN,NaN,NaN
61krmdk6wp2rhei0stukthv4l,Jakub,Hromada,Jakub,Hromada,Male,J. Hromada,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,Midfielder,player,1996-05-25,Košice,Slovakia,7dybe8679n9bgyrcxi383pq3y,180.0,right,14.0,2024-06-18Z,active,yes,76.0,NaN,NaN
64530alpz2hqoawb8sqjm4and,Luka,Gojković,Luka,Gojkovic,Male,L. Gojković,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,Midfielder,player,1999-11-28,Beograd,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,28.0,2024-06-18Z,active,yes,NaN,NaN,NaN
67hfaalys0ni4x45wgwoa2oh6,Claudiu Adrian Mihai,Petrila,Claudiu,Petrila,Male,C. Petrila,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Midfielder,player,2000-11-07,Sânnicolau Român,Romania,17oj2qrzqlkhdjvazum10sx2i,176.0,right,10.0,2023-08-06Z,active,yes,NaN,NaN,NaN
6fhmnxujo1wxgmob0f1ubor56,Timotej,Jambor,Timotej,Jambor,Male,T. Jambor,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,Attacker,player,2003-04-04,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,187.0,NaN,9.0,2025-07-01Z,active,yes,NaN,NaN,NaN
6mwgy87ru95p52dgb4rjbhyzu,Răzvan Philippe,Onea,Razvan,Onea,Male,R. Onea,Romania,17oj2qrzqlkhdjvazum10sx2i,France,7gww28djs405rfga69smki84o,Defender,player,1998-05-19,Paris,France,7gww28djs405rfga69smki84o,177.0,right,19.0,2022-01-12Z,active,yes,NaN,NaN,NaN
6v5baa1h5e813q5cjn74x4pg,Raul Alexandru,Stanciu,Raul,Stanciu,Male,R. Stanciu,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Attacker,player,2007-03-26,NaN,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,NaN,2025-07-23Z,active,no,NaN,2025-08-30Z,NaN
72a5acoyozt5gsmcs1gqj6mi2,Cătălin Alin,Vulturar,Catalin,Vulturar,Male,C. Vulturar,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Midfielder,player,2004-03-09,Arad,Romania,17oj2qrzqlkhdjvazum10sx2i,181.0,right,15.0,2024-07-01Z,active,yes,NaN,NaN,NaN
7o3r47e6xani3j1o0le7cdoet,Christopher,Braun,Christopher,Braun,Male,C. Braun,Germany,36min0qztu8eydwvpv8t1is0m,Ghana,2q2sw72utw5gu9t5y4knckwba,Defender,player,1991-07-15,Hamburg,Germany,36min0qztu8eydwvpv8t1is0m,179.0,both,47.0,2023-06-13Z,active,yes,NaN,NaN,NaN
7sq6jlg1jq1e8pt0xyujqjdgp,Claudiu Valentin,Micovschi,Claudiu,Micovschi,Male,C. Micovschi,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Midfielder,player,1999-05-19,Oradea,Romania,17oj2qrzqlkhdjvazum10sx2i,178.0,left,99.0,2024-06-18Z,active,no,NaN,2026-01-13Z,NaN
7yst1mucy7jynmpzu1thox2i,Lars,Kramer,Lars,Kramer,Male,L. Kramer,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,Defender,player,1999-07-11,Zaandam,Netherlands,6hzi5pltnz67q4la8yli9qfv6,192.0,right,6.0,2025-07-01Z,active,yes,75.0,NaN,NaN
8hi1xhd2nljqfzmubgym84y6s,Drilon,Hazrollaj,Drilon,Hazrollaj,Male,D. Hazrollaj,Kosovo,86u6edbqifdjsn49mbp2anw7p,NaN,NaN,Attacker,player,2004-02-19,NaN,Kosovo,86u6edbqifdjsn49mbp2anw7p,NaN,NaN,27.0,2025-06-17Z,active,yes,NaN,NaN,NaN
8x7be6lxskh4h1bisdrlqbg7p,Cristian Marian,Manea,Cristian,Manea,Male,C. Manea,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Defender,player,1997-08-09,Agigea,Romania,17oj2qrzqlkhdjvazum10sx2i,183.0,right,23.0,2024-06-24Z,active,yes,77.0,NaN,NaN
92y6rk11347z7lz82p1skgnvt,Antoine Gilbert,Baroan,Antoine,Baroan,Male,A. Baroan,France,7gww28djs405rfga69smki84o,Côte d'Ivoire,tin6kf561ywonqan0mettr98,Attacker,player,2000-06-24,Niort,France,7gww28djs405rfga69smki84o,188.0,left,90.0,2025-07-08Z,active,yes,82.0,NaN,NaN
933igop1dhpmqez0b9s5l7pat,Paul Alexandru,Iacob,Paul,Iacob,Male,P. Iacob,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Defender,player,1996-06-21,Constanța,Romania,17oj2qrzqlkhdjvazum10sx2i,184.0,NaN,NaN,2025-07-01Z,active,no,80.0,2025-08-19Z,NaN
94jrke415kozp4ycyq1u5ysbt,Filip,Blažek,Filip,Blazek,Male,F. Blažek,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,Defender,player,1998-03-11,Skalica,Slovakia,7dybe8679n9bgyrcxi383pq3y,189.0,right,36.0,2025-07-01Z,active,no,84.0,2025-08-22Z,NaN
993z9xoiepmmt6w4qlc3i68yx,Denis,Ciobotariu,Denis,Ciobotariu,Male,D. Ciobotariu,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Defender,player,1998-06-10,Bucureşti,Romania,17oj2qrzqlkhdjvazum10sx2i,185.0,right,13.0,2025-01-14Z,active,yes,NaN,NaN,NaN
