id,firstName,lastName,shortFirstName,shortLastName,gender,matchName,nationality,nationalityId,secondNationality,secondNationalityId,position,type,dateOfBirth,countryOfBirth,countryOfBirthId,foot,shirtNumber,startDate,endDate,status,active,placeOfBirth,height,weight,knownName
du93wsptuozbg5grn65lkxbvu,Federico,Casolari,Federico,Casolari,Male,F. Casolari,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Midfielder,player,2003-04-17,Italy,25f2cmb2r8mk5rj92tzer6kvv,right,5.0,2024-07-11Z,2025-06-30Z,active,yes,Modena,175.0,70.0,NaN
ek3cqeayt8pox667uttzknh1w,Francesco,D'Alessio,Francesco,D'Alessio,Male,F. D'Alessio,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Midfielder,player,2004-02-21,Italy,25f2cmb2r8mk5rj92tzer6kvv,right,19.0,2024-07-01Z,NaN,active,yes,Roma,182.0,75.0,NaN
ere8pwb5ega6s5l73tjc5ogyx,Davide Djily,Diaw,Davide,Diaw,Male,D. Diaw,Italy,25f2cmb2r8mk5rj92tzer6kvv,Senegal,6hhqyhr5cwq2pfprlazyposyk,Attacker,player,1992-01-06,Italy,25f2cmb2r8mk5rj92tzer6kvv,right,9.0,2025-02-03Z,NaN,active,yes,Cividale del Friuli,191.0,78.0,NaN
eyo5ydnmt4e7ymftrywedrzoq,Riccardo,Palmieri,Riccardo,Palmieri,Male,R. Palmieri,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Midfielder,player,1995-09-26,Italy,25f2cmb2r8mk5rj92tzer6kvv,left,37.0,2025-02-03Z,NaN,active,yes,Lodi,182.0,75.0,NaN
kgsbxzd3e36cx22jw8qdyi1h,Luca,Maniero,Luca,Maniero,Male,L. Maniero,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Goalkeeper,player,1995-06-12,Italy,25f2cmb2r8mk5rj92tzer6kvv,right,78.0,2018-07-03Z,NaN,active,yes,Padua,189.0,94.0,NaN
1u9k9c9uuoj9ktx8ctacv2ajt,Trent Anthony,Buhagiar,Trent,Buhagiar,Male,T. Buhagiar,Malta,52j1myzb4go3nqu8crtu7ulc1,Australia,u5ieemi69z72c3bgczyy68lo,Attacker,player,1998-02-27,Australia,u5ieemi69z72c3bgczyy68lo,right,16.0,2024-07-05Z,2025-01-21Z,active,no,Gosford,178.0,65.0,NaN
2hvo0y7v3ot6560ft65yst2ad,Lorenzo Maria,Dickmann,Lorenzo,Dickmann,Male,L. Dickmann,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Defender,player,1996-09-24,Italy,25f2cmb2r8mk5rj92tzer6kvv,right,24.0,2024-07-01Z,NaN,active,yes,Milano,177.0,70.0,NaN
3coyh8l9nah4qx9degwt8h979,Giuseppe,Angelini,Giuseppe,Angelini,Male,G. Angelini,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,NaN,assistant coach,1965-03-14,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,2024-12-09Z,NaN,active,yes,Rimini,NaN,NaN,NaN
3jbmeyfgptcvplpcv9zwgyytx,Christian,Maraner,Christian,Maraner,Male,C. Maraner,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,NaN,assistant coach,1970-04-20,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,2023-11-14Z,2024-12-09Z,active,no,Rovereto,NaN,NaN,NaN
5dzgwfsjqn0ggoklbves0mxud,Pierpaolo,Bisoli,Pierpaolo,Bisoli,Male,P. Bisoli,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,NaN,coach,1966-11-20,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,2024-12-09Z,2025-01-28Z,active,no,Porretta Terne,182.0,NaN,NaN
5k2wmrs7d109s6xvig80tsb85,Dimitri,Bisoli,Dimitri,Bisoli,Male,D. Bisoli,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Midfielder,player,1994-03-25,Italy,25f2cmb2r8mk5rj92tzer6kvv,right,25.0,2017-07-01Z,NaN,active,yes,Cagliari,180.0,77.0,NaN
5xz06g6vwwcj2obolarumk4mi,Massimo,Bertagnoli,Massimo,Bertagnoli,Male,M. Bertagnoli,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Midfielder,player,1999-02-26,Italy,25f2cmb2r8mk5rj92tzer6kvv,right,26.0,2021-08-12Z,NaN,active,yes,Verona,185.0,74.0,NaN
75o7fx1uwk6pavxbnqqx28y51,Matthias,Verreth,Matthias,Verreth,Male,M. Verreth,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Midfielder,player,1998-02-20,Belgium,4wbzjcclyefma1ourvjsu4q2j,right,6.0,2024-07-01Z,NaN,active,yes,Morkhoven,181.0,81.0,NaN
89b2zg283s5cn32is3ad8zc9h,Fabrizio,Paghera,Fabrizio,Paghera,Male,F. Paghera,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Midfielder,player,1991-12-12,Italy,25f2cmb2r8mk5rj92tzer6kvv,right,4.0,2023-09-14Z,2025-01-31Z,active,no,Brescia,170.0,81.0,NaN
8bjzw0pgu2gbwhyfm2k62hv8q,Gennaro,Borrelli,Gennaro,Borrelli,Male,G. Borrelli,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Attacker,player,2000-03-10,Italy,25f2cmb2r8mk5rj92tzer6kvv,right,29.0,2024-07-01Z,NaN,active,yes,Campobasso,194.0,NaN,NaN
8c5btf6abhx9cxkew943d08wk,Nicolas,Galazzi,Nicolas,Galazzi,Male,N. Galazzi,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Midfielder,player,2000-12-18,Italy,25f2cmb2r8mk5rj92tzer6kvv,left,23.0,2022-07-01Z,NaN,active,yes,Pavia,182.0,NaN,NaN
8t8i69w2kayk1cxu9usv107v9,Davide,Adorni,Davide,Adorni,Male,D. Adorni,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Defender,player,1992-08-09,Italy,25f2cmb2r8mk5rj92tzer6kvv,right,28.0,2022-02-01Z,NaN,active,yes,Parma,185.0,78.0,NaN
9t9h7yum486cux4z68aegxvkk,Zylyf,Muça,Zylyf,Muca,Male,Z. Muça,Albania,17zsm8shejejls2on1ffil3op,NaN,NaN,Defender,player,2005-03-07,Albania,17zsm8shejejls2on1ffil3op,right,33.0,2023-04-30Z,NaN,active,yes,NaN,185.0,NaN,NaN
9tah9hvep4bqppokmuw720qvo,Luca,D'Andrea,Luca,D'Andrea,Male,L. D'Andrea,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Attacker,player,2004-09-06,Italy,25f2cmb2r8mk5rj92tzer6kvv,left,16.0,2025-02-01Z,NaN,active,yes,NaN,173.0,NaN,NaN
9x566mdkajzk1isw2sm40t5gp,Alexander Saidou Alieu,Jallow,Alexander,Jallow,Male,A. Jallow,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Gambia,4ix3ulx7h2a09r16jo9qdbuvp,Defender,player,1998-03-03,Sweden,1z6l2c33w2kyz9rdefs1d68nb,right,18.0,2022-08-28Z,NaN,active,yes,NaN,185.0,72.0,NaN
b1l24nfrpf791oj6c4npgv9jo,Michele,Besaggio,Michele,Besaggio,Male,M. Besaggio,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Midfielder,player,2002-04-28,Italy,25f2cmb2r8mk5rj92tzer6kvv,right,39.0,2023-08-29Z,NaN,active,yes,NaN,181.0,NaN,NaN
b58czkkuvvno02lnxzalf7mjt,Andrea,Cistana,Andrea,Cistana,Male,A. Cistana,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Defender,player,1997-04-01,Italy,25f2cmb2r8mk5rj92tzer6kvv,right,15.0,2018-07-01Z,NaN,active,yes,Brescia,185.0,78.0,NaN
b82n3xu4x2xwjl1witk6w7mc5,Birkir,Bjarnason,Birkir,Bjarnason,Male,B. Bjarnason,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,NaN,Midfielder,player,1988-05-27,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,right,8.0,2023-08-10Z,NaN,active,yes,Akureyri,183.0,79.0,NaN
bb1rjg2iv04zosz40jzy5rund,Flavio Junior,Bianchi,Flavio,Bianchi,Male,F. Bianchi,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Attacker,player,2000-01-24,Italy,25f2cmb2r8mk5rj92tzer6kvv,right,9.0,2023-07-01Z,NaN,active,yes,Voghera,178.0,74.0,NaN
bgwbowoiz7t2lvpit75zlqz11,Luca,Lezzerini,Luca,Lezzerini,Male,L. Lezzerini,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Goalkeeper,player,1995-03-24,Italy,25f2cmb2r8mk5rj92tzer6kvv,right,1.0,2022-07-01Z,NaN,active,yes,Roma,195.0,86.0,NaN
cepczjru4j2ewmzwz8632z52i,Niccolò,Corrado,Niccolò,Corrado,Male,N. Corrado,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Defender,player,2000-03-19,Italy,25f2cmb2r8mk5rj92tzer6kvv,left,19.0,2024-07-08Z,NaN,active,yes,Firenze,179.0,NaN,NaN
copm592humginpflo4gfhydjo,Riccardo,Fogliata,Riccardo,Fogliata,Male,R. Fogliata,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Midfielder,player,2004-05-20,Italy,25f2cmb2r8mk5rj92tzer6kvv,right,21.0,2023-07-01Z,NaN,active,yes,NaN,183.0,NaN,NaN
czz5ej3lbppv307m9wcm4x239,Gabriele,Moncini,Gabriele,Moncini,Male,G. Moncini,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Attacker,player,1996-04-26,Italy,25f2cmb2r8mk5rj92tzer6kvv,right,11.0,2023-08-31Z,NaN,active,yes,Pistoia,184.0,75.0,NaN
d8t0dp2uf72qs2qjy9lq9ugyy,Andrea,Papetti,Andrea,Papetti,Male,A. Papetti,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Defender,player,2002-07-03,Italy,25f2cmb2r8mk5rj92tzer6kvv,right,32.0,2020-03-09Z,NaN,active,yes,Cernusco sul Naviglio,189.0,83.0,NaN
dntfnq6oiuyo8smgsuib4roid,Lorenzo,Andrenacci,Lorenzo,Andrenacci,Male,L. Andrenacci,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Goalkeeper,player,1995-01-02,Italy,25f2cmb2r8mk5rj92tzer6kvv,right,22.0,2022-07-01Z,NaN,active,yes,Fermo,188.0,81.0,NaN
doew7xztcj0rijdvxfqtuv07p,Rolando,Maran,Rolando,Maran,Male,R. Maran,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,NaN,coach,1963-07-14,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,2025-01-28Z,NaN,active,yes,Trento,NaN,NaN,NaN
eg9jgcpcll4b1rfcx7u1gspw4,Gabriele,Calvani,Gabriele,Calvani,Male,G. Calvani,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Defender,player,2004-01-12,Italy,25f2cmb2r8mk5rj92tzer6kvv,right,5.0,2024-08-09Z,2026-06-30Z,active,yes,NaN,188.0,NaN,NaN
ehxxp1w5vh7avahro2ro6ohsk,Giacomo,Maucci,Giacomo,Maucci,Male,G. Maucci,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Midfielder,player,2007-03-16,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,14.0,2025-01-11Z,NaN,active,yes,NaN,NaN,NaN,NaN
es8ytjnblakzt8ylo2lvbzdhw,Ante Matej,Jurič,Ante,Juric,Male,A. Jurič,Croatia,37hlakrwxyuzovaeoo4sezusp,NaN,NaN,Attacker,player,2002-11-26,Croatia,37hlakrwxyuzovaeoo4sezusp,right,7.0,2024-08-06Z,NaN,active,yes,Osijek,190.0,NaN,NaN
f0o61v1nibvxb97xffpemar6c,Patrick,Amoako Nuamah,Patrick,Nuamah,Male,P. Nuamah,Italy,25f2cmb2r8mk5rj92tzer6kvv,Ghana,2q2sw72utw5gu9t5y4knckwba,Attacker,player,2005-12-31,Italy,25f2cmb2r8mk5rj92tzer6kvv,right,20.0,2022-07-01Z,NaN,active,yes,Brescia,179.0,NaN,NaN
f57k7204muayazzwnf4ra46zu,Giacomo,Olzer,Giacomo,Olzer,Male,G. Olzer,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Midfielder,player,2001-04-14,Italy,25f2cmb2r8mk5rj92tzer6kvv,left,27.0,2021-07-01Z,NaN,active,yes,Rovereto,188.0,78.0,NaN
xl6vzjca86o9izhkxftavmne,Michele,Avella,Michele,Avella,Male,M. Avella,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Goalkeeper,player,2000-05-01,Italy,25f2cmb2r8mk5rj92tzer6kvv,left,12.0,2024-07-01Z,NaN,active,yes,Napoli,188.0,NaN,NaN
12jpp5ddeu5ihuctmvslj8ez9,Michele,Cavion,Michele,Cavion,Male,M. Cavion,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Midfielder,player,1994-12-08,Italy,25f2cmb2r8mk5rj92tzer6kvv,both,16.0,2024-08-30Z,2025-06-30Z,active,yes,Schio,183.0,78.0,NaN
13tjldqsxtc7g695m4yw9itwp,Alessandro,Raimo,Alessandro,Raimo,Male,A. Raimo,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Midfielder,player,1999-03-08,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,2.0,2024-07-01Z,2024-08-28Z,active,no,NaN,NaN,NaN,NaN
1mh0rdte319z22gcihhpaa7yt,Mattia,Finotto,Mattia,Finotto,Male,M. Finotto,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Attacker,player,1992-12-28,Italy,25f2cmb2r8mk5rj92tzer6kvv,right,32.0,2024-02-02Z,NaN,active,yes,Valdobbiadene,186.0,72.0,NaN
1nrjrk85vbfbtc7ggdami60kq,Giuseppe,Padovano,Giuseppe,Padovano,Male,G. Padovano,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,NaN,assistant coach,1967-02-12,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,2024-01-11Z,NaN,active,yes,NaN,NaN,NaN,NaN
1s2exmd21sxke6hw9qqxmge8k,Mateo,Scheffer Bracco,Mateo,Scheffer Bracco,Male,M. Scheffer Bracco,Argentina,2vovxa97k7v7ofa85dah2xktb,NaN,NaN,Midfielder,player,2004-10-07,Argentina,2vovxa97k7v7ofa85dah2xktb,NaN,23.0,2024-07-13Z,2024-08-30Z,active,no,NaN,NaN,NaN,NaN
28z8abhiboyjup546al179vx1,Nicola Antonio,Calabro,Antonio,Calabro,Male,A. Calabro,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,NaN,coach,1976-08-10,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,2024-01-17Z,NaN,active,yes,Galatina,179.0,71.0,NaN
2ethak9si30gx5no8otlwfzmc,Gianluca,Mazzi,Gianluca,Mazzi,Male,G. Mazzi,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Goalkeeper,player,2003-08-04,Italy,25f2cmb2r8mk5rj92tzer6kvv,right,44.0,2025-01-02Z,NaN,active,yes,Grosseto,187.0,NaN,NaN
2mlaql1650mox8b5zbcwywkmi,Filippo,Oliana,Filippo,Oliana,Male,F. Oliana,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Defender,player,1999-06-30,Italy,25f2cmb2r8mk5rj92tzer6kvv,right,6.0,2024-07-13Z,NaN,active,yes,Genova,183.0,NaN,NaN
2q6ecss80nse0z2fneo73vgus,Luigi,Cherubini,Luigi,Cherubini,Male,L. Cherubini,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Attacker,player,2004-01-15,Italy,25f2cmb2r8mk5rj92tzer6kvv,right,9.0,2024-07-27Z,2025-06-30Z,active,yes,Tivoli,175.0,NaN,NaN
2qjsiv1bt1mob4ue6jpm7ys8a,Simone,Zanon,Simone,Zanon,Male,S. Zanon,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Midfielder,player,2001-08-30,Italy,25f2cmb2r8mk5rj92tzer6kvv,right,72.0,2023-07-25Z,NaN,active,yes,Merano,175.0,NaN,NaN
3ga6c5dv1tswnz62w5mdylega,Niccolò,Chiorra,Niccolò,Chiorra,Male,N. Chiorra,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Goalkeeper,player,2001-03-16,Italy,25f2cmb2r8mk5rj92tzer6kvv,right,24.0,2024-08-29Z,2025-02-03Z,active,no,Bagno a Ripoli,187.0,78.0,NaN
3hto0r4tj8tj79zogjhi41gb9,Julián,Illanes Minucci,Julián,Illanes,Male,J. Illanes,Argentina,2vovxa97k7v7ofa85dah2xktb,Italy,25f2cmb2r8mk5rj92tzer6kvv,Defender,player,1997-03-10,Argentina,2vovxa97k7v7ofa85dah2xktb,right,4.0,2024-07-01Z,NaN,active,yes,Córdoba,188.0,75.0,NaN
3i5hiz0lt14kgl7lu9psqw0k5,Ernesto,Torregrossa,Ernesto,Torregrossa,Male,E. Torregrossa,Venezuela,1er0616j12s9yghuzvsx76d5v,Italy,25f2cmb2r8mk5rj92tzer6kvv,Attacker,player,1992-06-28,Italy,25f2cmb2r8mk5rj92tzer6kvv,left,92.0,2025-02-03Z,NaN,active,yes,Caltanissetta,184.0,80.0,NaN
3iveuhunq47tg8lg0lm3d31sl,Marco,Bleve,Marco,Bleve,Male,M. Bleve,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Goalkeeper,player,1995-10-18,Italy,25f2cmb2r8mk5rj92tzer6kvv,right,1.0,2023-08-08Z,2025-06-30Z,active,yes,San Cesario di Lecce,184.0,84.0,NaN
3quc6rzjz7jl35bg0lu5gr85w,Mattia,Motolese,Mattia,Motolese,Male,M. Motolese,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Defender,player,2004-04-13,Italy,25f2cmb2r8mk5rj92tzer6kvv,left,39.0,2024-07-15Z,2025-01-23Z,active,no,Taranto,188.0,NaN,NaN
3w2p58qqca5460kwgxmxhwgve,Samuel,Giovane,Samuel,Giovane,Male,S. Giovane,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Midfielder,player,2003-03-28,Italy,25f2cmb2r8mk5rj92tzer6kvv,left,20.0,2024-08-17Z,2025-06-30Z,active,yes,Lugo,178.0,70.0,NaN
4alhrbom30z5gpag9p0s4jnc9,Marco,Imperiale,Marco,Imperiale,Male,M. Imperiale,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Defender,player,1999-05-01,Italy,25f2cmb2r8mk5rj92tzer6kvv,left,3.0,2021-07-16Z,NaN,active,yes,Partinico,182.0,NaN,NaN
4byn38gmt50j1a63pn6wkuas4,Tomas,Tampucci,Tomas,Tampucci,Male,T. Tampucci,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Goalkeeper,player,2005-04-21,Italy,25f2cmb2r8mk5rj92tzer6kvv,right,12.0,2023-07-01Z,2024-12-31Z,active,no,NaN,194.0,NaN,NaN
4mi0yq5scvh5vzud0fyykwy5l,Manuel,Cicconi,Manuel,Cicconi,Male,M. Cicconi,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Midfielder,player,1997-06-27,Italy,25f2cmb2r8mk5rj92tzer6kvv,left,11.0,2022-09-01Z,NaN,active,yes,Como,182.0,NaN,NaN
5r029m0mbsg0acrwytlnkf0x6,Leonardo,Cerri,Leonardo,Cerri,Male,L. Cerri,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Attacker,player,2003-03-04,Italy,25f2cmb2r8mk5rj92tzer6kvv,both,90.0,2024-08-02Z,2025-06-30Z,active,yes,Roma,198.0,NaN,NaN
5vyszdd8h7l79tlwy40lgimfo,Gabriele,Guarino,Gabriele,Guarino,Male,G. Guarino,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Defender,player,2004-04-14,Italy,25f2cmb2r8mk5rj92tzer6kvv,right,34.0,2024-08-29Z,2025-06-30Z,active,yes,Molfetta,193.0,NaN,NaN
66xzhpj228tp3x903hqy0lej9,Alessandro,Capello,Alessandro,Capello,Male,A. Capello,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Attacker,player,1995-12-12,Italy,25f2cmb2r8mk5rj92tzer6kvv,right,28.0,2022-09-01Z,2025-01-17Z,active,no,Bologna,183.0,80.0,NaN
675hkwyo94rzlac7zo0umjfth,Filippo,Falco,Filippo,Falco,Male,F. Falco,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Attacker,player,1992-02-11,Italy,25f2cmb2r8mk5rj92tzer6kvv,left,25.0,2024-08-29Z,2025-02-03Z,active,no,Taranto,171.0,70.0,NaN
68jk3onf54kl1mdfz8zuicvkl,Vincenzo,Fiorillo,Vincenzo,Fiorillo,Male,V. Fiorillo,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Goalkeeper,player,1990-01-13,Italy,25f2cmb2r8mk5rj92tzer6kvv,left,98.0,2025-01-31Z,2025-06-30Z,active,yes,Genova,190.0,74.0,NaN
6hgppx42kldto3u61t9kj2t0q,Ryduan,Palermo Dutra,Ryduan,Palermo,Male,R. Palermo,Argentina,2vovxa97k7v7ofa85dah2xktb,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,Attacker,player,1996-07-24,Argentina,2vovxa97k7v7ofa85dah2xktb,right,99.0,2024-07-13Z,2024-08-30Z,active,no,La Plata,184.0,NaN,NaN
6lev0lne8w9snmho4a6hjiifp,Leonardo,Capezzi,Leonardo,Capezzi,Male,L. Capezzi,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Midfielder,player,1995-03-28,Italy,25f2cmb2r8mk5rj92tzer6kvv,right,82.0,2023-09-01Z,NaN,active,yes,Sangiovanni,178.0,72.0,NaN
6rnpb862jqlethyoa0j5k5ces,Kristian,Ferrara,Kristian,Ferrara,Male,K. Ferrara,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Goalkeeper,player,2006-03-27,Italy,25f2cmb2r8mk5rj92tzer6kvv,right,99.0,2024-12-14Z,NaN,active,yes,Brescia,183.0,NaN,NaN
6ygwvmgd014rbh0u3fd5z9tsk,Tommaso,Maressa,Tommaso,Maressa,Male,T. Maressa,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Midfielder,player,2004-02-29,Italy,25f2cmb2r8mk5rj92tzer6kvv,right,29.0,2024-08-30Z,2025-02-03Z,active,no,NaN,184.0,78.0,NaN
7wx3dkby21gnlav2nkjt9v3vu,Giacomo,Manzari,Giacomo,Manzari,Male,G. Manzari,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Attacker,player,2000-09-21,Italy,25f2cmb2r8mk5rj92tzer6kvv,left,28.0,2025-02-03Z,2025-06-30Z,active,yes,Bari,178.0,72.0,NaN
83mqj0lf7ra65j7hw6r4u8nbo,Ivan,Kovalenko,Ivan,Kovalenko,Male,I. Kovalenko,Ukraine,315w6fk6umfzf4qvba3t55u61,NaN,NaN,Defender,player,2006-04-08,Ukraine,315w6fk6umfzf4qvba3t55u61,NaN,71.0,2025-01-12Z,NaN,active,yes,NaN,NaN,NaN,NaN
99gk3o7eh6m02n9ggj3ixprvu,Alessandro,Fontanarosa,Alessandro,Fontanarosa,Male,A. Fontanarosa,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Defender,player,2003-02-07,Italy,25f2cmb2r8mk5rj92tzer6kvv,left,47.0,2025-02-03Z,2025-06-30Z,active,yes,San Gennaro Vesuviano,182.0,66.0,NaN
9y5dcb9kyg803p1rc23ix9pzp,Niccolò,Belloni,Niccolò,Belloni,Male,N. Belloni,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Midfielder,player,1994-07-10,Italy,25f2cmb2r8mk5rj92tzer6kvv,left,77.0,2023-08-07Z,NaN,active,yes,Massa,176.0,78.0,NaN
agwd1hz3r71laxas0j3kr1mtx,Mauro,Coppolaro,Mauro,Coppolaro,Male,M. Coppolaro,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Defender,player,1997-03-10,Italy,25f2cmb2r8mk5rj92tzer6kvv,right,21.0,2023-07-14Z,2025-06-30Z,active,yes,Benevento,181.0,70.0,NaN
ajd4xcdy0ug16idnn5fzcowyd,Giuseppe Antonio,Panico,Giuseppe,Panico,Male,G. Panico,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Attacker,player,1997-05-10,Italy,25f2cmb2r8mk5rj92tzer6kvv,right,10.0,2023-07-11Z,2025-01-07Z,active,no,Ottaviano,178.0,70.0,NaN
ao0hopthw5k50d98e5c6kwsus,Stiven,Shpendi,Stiven,Shpendi,Male,S. Shpendi,Albania,17zsm8shejejls2on1ffil3op,Italy,25f2cmb2r8mk5rj92tzer6kvv,Attacker,player,2003-05-19,Italy,25f2cmb2r8mk5rj92tzer6kvv,right,19.0,2024-08-30Z,2025-06-29Z,active,yes,Ancona,181.0,73.0,NaN
aq5dgtoi957iiymz1qmn6pjsa,Davide,Grassini,Davide,Grassini,Male,D. Grassini,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Defender,player,2000-05-04,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,7.0,2020-09-14Z,2025-01-03Z,active,no,NaN,NaN,NaN,NaN
aqf98ah72qyax5enrhsljhdlg,Alessio,Sansaro,Alessio,Sansaro,Male,A. Sansaro,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Midfielder,player,2005-12-04,Italy,25f2cmb2r8mk5rj92tzer6kvv,right,33.0,2023-12-01Z,2024-08-31Z,active,no,Lucca,183.0,NaN,NaN
auf9pztli205nzt7s9kt6xbhm,Emanuele,Zuelli,Emanuele,Zuelli,Male,E. Zuelli,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Midfielder,player,2001-11-22,Italy,25f2cmb2r8mk5rj92tzer6kvv,both,17.0,2024-07-17Z,NaN,active,yes,Merano,179.0,67.0,NaN
awpcf5w245iug4znjqctuebpx,Nicola,Ravaglia,Nicola,Ravaglia,Male,N. Ravaglia,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Goalkeeper,player,1988-12-12,Italy,25f2cmb2r8mk5rj92tzer6kvv,right,30.0,2025-02-03Z,2025-06-30Z,active,yes,Forlì,184.0,75.0,NaN
bkrotd35rfl1ha1fr606cgep6,Devid Eugene,Bouah,Devid Eugene,Bouah,Male,D. Bouah,Italy,25f2cmb2r8mk5rj92tzer6kvv,Côte d'Ivoire,tin6kf561ywonqan0mettr98,Midfielder,player,2001-08-13,Italy,25f2cmb2r8mk5rj92tzer6kvv,right,13.0,2024-08-28Z,NaN,active,yes,Roma,183.0,78.0,NaN
btztw9e06zmrj7mdltof0pv6c,Raffaele Ciro,Cartano,Raffaele,Cartano,Male,R. Cartano,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Defender,player,2002-09-24,Italy,25f2cmb2r8mk5rj92tzer6kvv,right,26.0,2024-07-01Z,2024-08-31Z,active,no,Massa,188.0,NaN,NaN
