id,firstName,lastName,gender,matchName,nationality,nationalityId,position,type,dateOfBirth,countryOfBirth,countryOfBirthId,height,weight,shirtNumber,startDate,status,active,shortFirstName,shortLastName,placeOfBirth,foot,endDate,secondNationality,secondNationalityId,knownName
co5fpren0lr78oq77d7pysxyh,Tornike,Dzotsenidze,Male,T. Dzotsenidze,Georgia,55mqz7j6585f2jhgfhn62lomr,Defender,player,1999-11-07,Georgia,55mqz7j6585f2jhgfhn62lomr,187.0,73.0,26.0,2024-01-26Z,active,yes,Tornike,Dzotsenidze,NaN,NaN,NaN,NaN,NaN,NaN
dbcvdco8ufn59m68mtteqelg4,Vasileios,Theofanopoulos,Male,V. Theofanopoulos,Greece,6lpgd60z890no2v46zdecrcss,Attacker,player,2007-08-05,Greece,6lpgd60z890no2v46zdecrcss,NaN,NaN,18.0,2025-08-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
dgim6o077wlggrxfw9t8tydat,Patrik,Lukáč,Male,P. Lukáč,Slovakia,7dybe8679n9bgyrcxi383pq3y,Goalkeeper,player,1994-12-05,Slovakia,7dybe8679n9bgyrcxi383pq3y,191.0,85.0,1.0,2024-06-15Z,active,yes,NaN,NaN,Prešov,right,NaN,NaN,NaN,NaN
e47my5u2v0s70vmi8nbfqsc4q,Ben Arron,Cottrell,Male,B. Cottrell,England,1fk5l4hkqk12i7zske6mcqju6,Midfielder,player,2001-10-31,England,1fk5l4hkqk12i7zske6mcqju6,166.0,NaN,80.0,2025-01-25Z,active,yes,Ben,Cottrell,NaN,left,NaN,NaN,NaN,NaN
ehnabfyijt5uogw9avntw0yga,Kido,Taylor-Hart,Male,K. Taylor-Hart,England,1fk5l4hkqk12i7zske6mcqju6,Attacker,player,2002-09-30,England,1fk5l4hkqk12i7zske6mcqju6,177.0,NaN,14.0,2025-02-13Z,active,yes,Kido,Taylor-Hart,London,NaN,NaN,Jamaica,gimxu1vjwoa2xrecyd9gtyoc,NaN
f37bii3trrybzssblyq6x9wk4,Nils Raul Hugo,Ahl,Male,H. Ahl,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Midfielder,player,2001-10-16,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,40.0,2025-07-01Z,active,yes,Hugo,Ahl,NaN,NaN,NaN,NaN,NaN,NaN
mmhkaqptna9vap9gmpxcignp,Matej,Čurma,Male,M. Čurma,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,1996-03-27,Slovakia,7dybe8679n9bgyrcxi383pq3y,181.0,78.0,27.0,2025-07-31Z,active,yes,Matej,Curma,NaN,NaN,NaN,NaN,NaN,NaN
sb20iwbnf8j1bvi6cfuaaal0,Tae-Rang,Park,Male,Park Tae-Rang,Korea Republic,4vzpxtqkiwx0puygnmayr74di,Defender,player,2002-09-04,Korea Republic,4vzpxtqkiwx0puygnmayr74di,192.0,NaN,77.0,2025-07-17Z,active,yes,Tae-Rang,Park,NaN,NaN,NaN,NaN,NaN,Park Tae-Rang
12gphujixtxxqdb6qewtny7dh,Lukáš,Juliš,Male,L. Juliš,Czechia,5md5tpwr2nmqao528prx43jr7,Attacker,player,1994-12-02,Czechia,5md5tpwr2nmqao528prx43jr7,186.0,86.0,39.0,2025-07-01Z,active,yes,Lukás,Julis,Chrudim,right,NaN,NaN,NaN,NaN
17fh37y13hwtz5osjkf16ltxx,Michal,Faško,Male,M. Faško,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,1994-08-24,Slovakia,7dybe8679n9bgyrcxi383pq3y,183.0,76.0,23.0,2025-07-01Z,active,yes,Michal,Fasko,Brezno,left,NaN,NaN,NaN,NaN
1n0p6ekr7qvvagju86ggwi49g,Samuel Mawuena,Gidi,Male,S. Gidi,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,2004-04-15,Ghana,2q2sw72utw5gu9t5y4knckwba,NaN,NaN,11.0,2022-07-01Z,active,no,Samuel,Gidi,NaN,NaN,2025-08-19Z,Ghana,2q2sw72utw5gu9t5y4knckwba,NaN
2k1q3fsxypzg3ordb3hmq4xsk,Nikita,Kelembet,Male,N. Kelembet,Ukraine,315w6fk6umfzf4qvba3t55u61,Defender,player,2005-02-18,Ukraine,315w6fk6umfzf4qvba3t55u61,NaN,NaN,4.0,2024-07-05Z,active,yes,Nikita,Kelembet,NaN,NaN,2026-06-30Z,NaN,NaN,NaN
2lnqemb0o4q2fonoqxg050j6c,Michal,Svoboda,Male,M. Svoboda,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,2005-02-15,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,14.0,2025-07-03Z,active,yes,Michal,Svoboda,NaN,NaN,NaN,NaN,NaN,NaN
3bc1w51ucrvl6kice2eoojkes,Ridwan,Sanusi,Male,R. Sanusi,Nigeria,63pvdwrsiq5b07mzi8igqei9p,Midfielder,player,2002-09-21,Nigeria,63pvdwrsiq5b07mzi8igqei9p,NaN,NaN,27.0,2025-01-25Z,active,no,Ridwan,Sanusi,NaN,NaN,2025-08-29Z,NaN,NaN,NaN
4a7ei643udozfl8xcqdgl9u6s,Timotej,Hranica,Male,T. Hranica,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,2005-05-28,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,21.0,2024-02-08Z,active,yes,Timotej,Hranica,NaN,NaN,NaN,NaN,NaN,NaN
4ri96hnt93iy3ckt7buigvecq,Denis,Alijagić,Male,D. Alijagić,Czechia,5md5tpwr2nmqao528prx43jr7,Attacker,player,2003-04-10,Czechia,5md5tpwr2nmqao528prx43jr7,185.0,82.0,NaN,2026-01-01Z,active,no,Denis,Alijagic,Praha,right,NaN,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,NaN
4xavtt1yoyvac5a7c8k2p6ck4,Marcus Arnold,Traoré,Male,M. Traoré,Côte d'Ivoire,tin6kf561ywonqan0mettr98,Defender,player,2006-11-19,Côte d'Ivoire,tin6kf561ywonqan0mettr98,NaN,NaN,18.0,2025-03-14Z,active,yes,Marcus,Traoré,NaN,NaN,NaN,NaN,NaN,NaN
4xk6crcbt40xenux91yy011at,Miroslav,Káčer,Male,M. Káčer,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,1996-02-02,Slovakia,7dybe8679n9bgyrcxi383pq3y,170.0,77.0,66.0,2024-07-22Z,active,yes,Miroslav,Kácer,Žilina,right,NaN,NaN,NaN,NaN
5uc8bmbfp3izb9s0gvqwq7yl1,Ján,Minárik,Male,J. Minárik,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,1997-07-25,Slovakia,7dybe8679n9bgyrcxi383pq3y,177.0,NaN,17.0,2016-09-01Z,active,yes,Ján,Minárik,NaN,left,NaN,NaN,NaN,NaN
6ho9czuzvply8rc463os36rpx,Martin,Kuciak,Male,M. Kuciak,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,assistant coach,1982-03-15,Slovakia,7dybe8679n9bgyrcxi383pq3y,184.0,90.0,NaN,2025-05-01Z,active,yes,Martin,Kuciak,Žilina,right,NaN,NaN,NaN,NaN
73bt1irnki81xex9jkn7vxxey,Adrián,Kaprálik,Male,A. Kaprálik,Slovakia,7dybe8679n9bgyrcxi383pq3y,Attacker,player,2002-06-10,Slovakia,7dybe8679n9bgyrcxi383pq3y,173.0,63.0,10.0,2024-07-01Z,active,no,Adrián,Kaprálik,Dolný Kubín,right,2025-08-22Z,NaN,NaN,NaN
82ygb1o73bmez9ojb8xuqxmju,Ľubomír,Belko,Male,Ľ. Belko,Slovakia,7dybe8679n9bgyrcxi383pq3y,Goalkeeper,player,2002-02-04,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,30.0,2020-06-13Z,active,yes,Lubomír,Belko,NaN,NaN,NaN,NaN,NaN,NaN
8haqjdcasuh84nx51nux2qi8l,Marko,Roginić,Male,M. Roginić,Croatia,37hlakrwxyuzovaeoo4sezusp,Attacker,player,1995-09-05,Croatia,37hlakrwxyuzovaeoo4sezusp,188.0,80.0,95.0,2025-07-23Z,active,yes,Marko,Roginic,Bjelovar,NaN,NaN,NaN,NaN,NaN
8zkcuhb57u6yhqodvq6u3rx0,Xavier Rodrigue,Adang Mveng,Male,X. Adang,Cameroon,4eb9feio6u267dd1jcwaf38mt,Midfielder,player,2004-06-07,Cameroon,4eb9feio6u267dd1jcwaf38mt,NaN,NaN,6.0,2023-01-01Z,active,yes,Xavier,Adang,NaN,NaN,NaN,NaN,NaN,NaN
91okqildgt8vo2db9jcu7vthw,Aleksandre,Narimanidze,Male,A. Narimanidze,Georgia,55mqz7j6585f2jhgfhn62lomr,Defender,player,2005-06-03,Georgia,55mqz7j6585f2jhgfhn62lomr,NaN,NaN,28.0,2025-02-03Z,active,yes,Aleksandre,Narimanidze,NaN,NaN,NaN,NaN,NaN,NaN
95bqg4niavcpxnjxwncz7d9uc,Jakub,Badžgoň,Male,J. Badžgoň,Slovakia,7dybe8679n9bgyrcxi383pq3y,Goalkeeper,player,2005-06-02,Slovakia,7dybe8679n9bgyrcxi383pq3y,190.0,83.0,1.0,2023-07-01Z,active,yes,Jakub,Badzgon,NaN,NaN,NaN,NaN,NaN,NaN
9um303elbz661w53irxmietck,Teodor,Staník,Male,T. Staník,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,2006-04-17,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,NaN,2025-09-12Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
al4py7fz76sgmuoh91qufcpd6,Krisztián,Bari,Male,K. Bari,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,2001-02-06,Slovakia,7dybe8679n9bgyrcxi383pq3y,173.0,61.0,20.0,2022-07-10Z,active,yes,Krisztián,Bari,NaN,NaN,NaN,NaN,NaN,NaN
b63yq9pfi4e8ksbtw4rh784yc,Samuel,Kopásek,Male,S. Kopásek,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,2003-05-22,Slovakia,7dybe8679n9bgyrcxi383pq3y,175.0,NaN,19.0,2024-07-01Z,active,yes,Samuel,Kopásek,NaN,NaN,NaN,NaN,NaN,NaN
bjb4ee3aomtv5hz7qqyjlkgoa,Dávid,Ďuriš,Male,D. Ďuriš,Slovakia,7dybe8679n9bgyrcxi383pq3y,Attacker,player,1999-03-22,Slovakia,7dybe8679n9bgyrcxi383pq3y,186.0,80.0,29.0,2024-07-01Z,active,no,Dávid,Duris,Žilina,right,2025-08-06Z,NaN,NaN,NaN
c48f9bgmf6pjql9g84frwltjp,Pavol,Staňo,Male,P. Staňo,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,coach,1977-09-29,Poland,27baqb7359ywdvsxxklx1kn11,191.0,84.0,NaN,2025-07-11Z,active,yes,Pavol,Stano,Čierne,NaN,NaN,NaN,NaN,NaN
c4nzuyek1ds48k43zrzjt2044,Andrei Gabriele,Florea,Male,A. Florea,Romania,17oj2qrzqlkhdjvazum10sx2i,Midfielder,player,2005-05-30,Italy,25f2cmb2r8mk5rj92tzer6kvv,184.0,70.0,NaN,2025-09-12Z,active,yes,Andrei,Florea,NaN,right,NaN,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN
c6o9o0acmpv92q9s0cazftmju,Samuel,Ďatko,Male,S. Ďatko,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,2001-06-24,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,24.0,2025-01-07Z,active,yes,Samuel,Datko,NaN,NaN,NaN,NaN,NaN,NaN
c83z5v68ti7pbyjp2yfpat9be,Patrik,Iľko,Male,P. Iľko,Slovakia,7dybe8679n9bgyrcxi383pq3y,Attacker,player,2001-02-16,Slovakia,7dybe8679n9bgyrcxi383pq3y,180.0,72.0,16.0,2019-07-01Z,active,yes,Patrik,Ilko,NaN,NaN,NaN,NaN,NaN,NaN
cfau8uo27rct8ixlkyowbirdg,Lukáš,Prokop,Male,L. Prokop,Slovakia,7dybe8679n9bgyrcxi383pq3y,Attacker,player,2004-10-12,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,34.0,2024-10-15Z,active,yes,Lukás,Prokop,NaN,NaN,NaN,NaN,NaN,NaN
cnb0gbtl8sd74w99bog5kuw44,Fabian,Bzdyl,Male,F. Bzdyl,Poland,27baqb7359ywdvsxxklx1kn11,Midfielder,player,2007-12-02,Poland,27baqb7359ywdvsxxklx1kn11,180.0,70.0,NaN,2025-09-05Z,active,yes,Fabian,Bzdyl,Kraków,right,NaN,NaN,NaN,NaN
dbl7hqx2o12juhaq744reafbo,Jakub,Jokl,Male,J. Jokl,Slovakia,7dybe8679n9bgyrcxi383pq3y,Goalkeeper,player,2006-09-16,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,22.0,2025-07-01Z,active,yes,Jakub,Jokl,NaN,NaN,NaN,NaN,NaN,NaN
dn0cmj9g9hqefe4of9qripuj9,Filip,Kaša,Male,F. Kaša,Czechia,5md5tpwr2nmqao528prx43jr7,Defender,player,1994-01-01,Czechia,5md5tpwr2nmqao528prx43jr7,189.0,77.0,25.0,2025-07-01Z,active,yes,Filip,Kasa,Ostrava,right,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN
dw2kvzu6l204zcj1a9hztxfkk,Tobiáš,Pališčák,Male,T. Pališčák,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,2007-10-25,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,33.0,2024-08-20Z,active,yes,Tobiás,Paliscák,NaN,NaN,NaN,NaN,NaN,NaN
e4zap9c794k07dzticfmz58no,Patrik,Baleja,Male,P. Baleja,Slovakia,7dybe8679n9bgyrcxi383pq3y,Attacker,player,2007-07-23,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,NaN,2025-08-26Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
sd73yki6ae3b83djm76r5mvo,František,Kóša,Male,F. Kóša,Slovakia,7dybe8679n9bgyrcxi383pq3y,Attacker,player,2006-03-02,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,7.0,2024-07-01Z,active,yes,Frantisek,Kósa,NaN,NaN,NaN,NaN,NaN,NaN
10ema67rh45t75v9ia2hud6vo,Nino,Marcelli,Male,N. Marcelli,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,2005-05-29,Slovakia,7dybe8679n9bgyrcxi383pq3y,178.0,NaN,18.0,2023-03-08Z,active,yes,Nino,Marcelli,NaN,NaN,NaN,NaN,NaN,NaN
1hs134ygzqubfqku26rytkmol,Vladimír,Weiss,Male,V. Weiss,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,coach,1964-09-22,Slovakia,7dybe8679n9bgyrcxi383pq3y,182.0,NaN,NaN,2021-05-11Z,active,yes,Vladimír,Weiss,Bratislava,NaN,NaN,NaN,NaN,NaN
24m1p3nyfn9nurqdvnvn2mrx1,Kenan,Bajrič,Male,K. Bajrič,Slovenia,63vptz9g2ckqnnlxhd1oqn4xq,Defender,player,1994-12-20,Slovenia,63vptz9g2ckqnnlxhd1oqn4xq,189.0,83.0,12.0,2023-07-01Z,active,yes,Kenan,Bajric,Ljubljana,right,NaN,NaN,NaN,NaN
2dd2x7yrnumrilidnzlmw4mei,Filip,Lichý,Male,F. Lichý,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,2001-01-25,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,26.0,2025-07-01Z,active,yes,Filip,Lichy,Banská Bystrica,both,NaN,NaN,NaN,NaN
2x41wpt2f9djuf4jf42eewa1,Danylo,Ihnatenko,Male,D. Ihnatenko,Ukraine,315w6fk6umfzf4qvba3t55u61,Midfielder,player,1997-03-13,Ukraine,315w6fk6umfzf4qvba3t55u61,189.0,84.0,77.0,2024-09-03Z,active,yes,Danylo,Ihnatenko,Zaporizhzhia,right,NaN,NaN,NaN,NaN
34da10k5hhm6j3fxjqqrvne5m,Kelvin,Ofori,Male,K. Ofori,Ghana,2q2sw72utw5gu9t5y4knckwba,Midfielder,player,2001-07-27,Ghana,2q2sw72utw5gu9t5y4knckwba,172.0,68.0,97.0,2025-07-01Z,active,yes,Kelvin,Ofori,NaN,left,NaN,NaN,NaN,NaN
3je3s65vdag4qctd9q0ku8z8q,Mykola,Kuharevich,Male,M. Kuharevich,Ukraine,315w6fk6umfzf4qvba3t55u61,Attacker,player,2001-07-01,Ukraine,315w6fk6umfzf4qvba3t55u61,193.0,81.0,9.0,2025-06-17Z,active,yes,Mykola,Kuharevich,Udrytsk,right,NaN,NaN,NaN,NaN
43zh2yj75awxpgel9jxqnw91x,Andraž,Šporar,Male,A. Šporar,Slovenia,63vptz9g2ckqnnlxhd1oqn4xq,Attacker,player,1994-02-27,Slovenia,63vptz9g2ckqnnlxhd1oqn4xq,186.0,82.0,NaN,2025-09-01Z,active,yes,Andraz,Sporar,Ljubljana,right,NaN,NaN,NaN,NaN
4g2foiwsex0h0r1w9eywkgydw,Maxim,Mateáš,Male,M. Mateáš,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,2008-05-12,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,16.0,2024-05-17Z,active,yes,Maxim,Mateás,NaN,NaN,NaN,NaN,NaN,NaN
4rg5d1oo8rtclemhci81i6xg5,Róbert,Mak,Male,R. Mak,Slovakia,7dybe8679n9bgyrcxi383pq3y,Attacker,player,1991-03-08,Slovakia,7dybe8679n9bgyrcxi383pq3y,179.0,78.0,21.0,2024-06-15Z,active,yes,Róbert,Mak,Bratislava,right,NaN,NaN,NaN,NaN
6trb4r92tklh2460s6y53xofd,Martin,Trnovský,Male,M. Trnovský,Slovakia,7dybe8679n9bgyrcxi383pq3y,Goalkeeper,player,2000-06-07,Slovakia,7dybe8679n9bgyrcxi383pq3y,191.0,84.0,31.0,2018-07-01Z,active,yes,Martin,Trnovsky,Bratislava,NaN,NaN,NaN,NaN,NaN
78rxvyelnj7orbbzs4u1fghrd,César Rodolfo,Blackman Camarena,Male,C. Blackman,Panama,5nhk7v9jq6dqmfbn4hiihhofv,Defender,player,1998-04-02,Panama,5nhk7v9jq6dqmfbn4hiihhofv,174.0,70.0,28.0,2023-06-15Z,active,yes,César,Blackman,Ciudad de Panamá,right,NaN,NaN,NaN,NaN
7ocbj4fxn53jakzel1q5pie39,Vladimír,Weiss,Male,V. Weiss,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,1989-11-30,Slovakia,7dybe8679n9bgyrcxi383pq3y,173.0,71.0,7.0,2020-02-24Z,active,yes,Vladimír,Weiss,Bratislava,right,NaN,NaN,NaN,NaN
7u4btq4mxa8yha36hcn4gc4bt,Marko,Tolić,Male,M. Tolić,Croatia,37hlakrwxyuzovaeoo4sezusp,Midfielder,player,1996-07-05,Croatia,37hlakrwxyuzovaeoo4sezusp,NaN,NaN,10.0,2024-07-01Z,active,yes,Marko,Tolic,Zagreb,right,NaN,NaN,NaN,NaN
8cnadoqd0jke92wmd99b4d79w,Eduard,Kozyk,Male,E. Kozyk,Ukraine,315w6fk6umfzf4qvba3t55u61,Midfielder,player,2006-09-24,Ukraine,315w6fk6umfzf4qvba3t55u61,NaN,NaN,NaN,2025-08-04Z,active,no,Eduard,Kozyk,NaN,NaN,2025-08-04Z,NaN,NaN,NaN
9hkjwkdnvzeax9s0c4ghsqsfe,Peter,Pokorný,Male,P. Pokorný,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,2001-08-08,Slovakia,7dybe8679n9bgyrcxi383pq3y,183.0,74.0,3.0,2025-06-18Z,active,yes,Peter,Pokorny,Trenčín,right,NaN,NaN,NaN,NaN
9jq7n8zq10rvp5un8vtk4rxg4,Dávid Christián,Murár,Male,D. Murár,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,2004-04-19,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,NaN,2025-08-04Z,active,no,Dávid,Murár,NaN,NaN,2025-08-04Z,NaN,NaN,NaN
9m0c5nlso2paawkh2y1zrrzrp,Jurij,Medveděv,Male,J. Medveděv,Czechia,5md5tpwr2nmqao528prx43jr7,Defender,player,1996-06-18,Kazakhstan,6kewn14jj4ncyzghlbu61hna6,180.0,74.0,17.0,2024-06-15Z,active,yes,Jurij,Medvedev,Badamsha,right,NaN,Kazakhstan,6kewn14jj4ncyzghlbu61hna6,NaN
9s32xwdimkko7g1sp6i499wb9,Matúš,Macík,Male,M. Macík,Slovakia,7dybe8679n9bgyrcxi383pq3y,Goalkeeper,player,1993-05-19,Slovakia,7dybe8679n9bgyrcxi383pq3y,198.0,90.0,44.0,2025-01-28Z,active,yes,Matús,Macík,Liptovský Mikuláš,NaN,NaN,NaN,NaN,NaN
9s3bc4i84ab8ar9c17lts3pp1,Kyriakos,Savvidīs,Male,K. Savvidīs,Greece,6lpgd60z890no2v46zdecrcss,Midfielder,player,1995-06-20,Greece,6lpgd60z890no2v46zdecrcss,181.0,78.0,88.0,2023-06-15Z,active,yes,Kyriakos,Savvidis,Thessaloniki,right,NaN,NaN,NaN,NaN
a3pp88a52x123muu26sg4maxh,Kevin,Wimmer,Male,K. Wimmer,Austria,hcs1bd49qliqqity6o268jyt,Defender,player,1992-11-15,Austria,hcs1bd49qliqqity6o268jyt,187.0,85.0,6.0,2023-06-15Z,active,yes,Kevin,Wimmer,Wels,left,NaN,NaN,NaN,NaN
adngqbiq4kicxj5ewcixxw4ph,Guram,Kashia,Male,G. Kashia,Georgia,55mqz7j6585f2jhgfhn62lomr,Defender,player,1987-07-04,Georgia,55mqz7j6585f2jhgfhn62lomr,185.0,87.0,4.0,2021-07-01Z,active,yes,Guram,Kashia,Tbilisi,right,NaN,NaN,NaN,NaN
b6h33b82fqk8rc31a8k5sg60a,Alen,Mustafić,Male,A. Mustafić,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,Midfielder,player,1999-07-05,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,185.0,78.0,20.0,2024-07-22Z,active,yes,Alen,Mustafic,Tuzla,right,NaN,NaN,NaN,NaN
c9lykzcr3q7hr50ui74iqastm,Sandro Plínio,Rosa da Cruz,Male,Sandro Cruz,Angola,3k53bkrjx5zsxchc6e3mcd834,Defender,player,2001-05-12,Portugal,1nbm5i9a0403zzvltn17lxinc,182.0,77.0,57.0,2025-06-27Z,active,yes,Sandro Plínio,Rosa da Cruz,Braga,left,NaN,Portugal,1nbm5i9a0403zzvltn17lxinc,Sandro Cruz
cnaqu2nzi4scye2egi06zyas4,Boris,Kitka,Male,B. Kitka,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,assistant coach,1970-08-16,Czechoslovakia,4teay4voqfacym9lic4b9q5be,NaN,NaN,NaN,2025-08-11Z,active,yes,Boris,Kitka,NaN,NaN,NaN,NaN,NaN,NaN
cz0ivswd8ej4texqzly61p6hg,Rash Rahim,Ibrahim,Male,R. Ibrahim,Ghana,2q2sw72utw5gu9t5y4knckwba,Midfielder,player,2001-06-10,Ghana,2q2sw72utw5gu9t5y4knckwba,186.0,NaN,5.0,2025-02-15Z,active,yes,Rahim,Ibrahim,NaN,right,NaN,NaN,NaN,NaN
d3ppqv1v0qgjcjrf6q9xlvap5,Dominik,Takáč,Male,D. Takáč,Slovakia,7dybe8679n9bgyrcxi383pq3y,Goalkeeper,player,1999-01-12,Slovakia,7dybe8679n9bgyrcxi383pq3y,195.0,82.0,71.0,2024-07-13Z,active,yes,Dominik,Takác,Galanta,left,NaN,NaN,NaN,NaN
dliitj4cijcpe3dxgn56a65be,Sharani,Zuberu,Male,S. Zuberu,Ghana,2q2sw72utw5gu9t5y4knckwba,Defender,player,2000-01-07,Ghana,2q2sw72utw5gu9t5y4knckwba,183.0,NaN,23.0,2023-01-27Z,active,yes,Sharani,Zuberu,NaN,NaN,NaN,NaN,NaN,NaN
e1n8z01dq1qvm7krrjwk3y61g,Artur,Gajdoš,Male,A. Gajdoš,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,2004-01-20,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,8.0,2025-07-01Z,active,yes,Artur,Gajdos,NaN,NaN,NaN,NaN,NaN,NaN
emt8b1i9trgkigfyzpmocsetw,Sidoine,Chounkwi Fogning,Male,S. Fogning,Cameroon,4eb9feio6u267dd1jcwaf38mt,Defender,player,2001-11-11,Cameroon,4eb9feio6u267dd1jcwaf38mt,195.0,82.0,19.0,2025-08-04Z,active,yes,Sidoine,Fogning,Yaoundé,left,2026-06-30Z,NaN,NaN,NaN
eprihatu8znb0vq6kuaj38z1m,David,Strelec,Male,D. Strelec,Slovakia,7dybe8679n9bgyrcxi383pq3y,Attacker,player,2001-04-04,Slovakia,7dybe8679n9bgyrcxi383pq3y,185.0,73.0,13.0,2023-08-08Z,active,no,David,Strelec,Nové Zámky,left,2025-09-01Z,NaN,NaN,NaN
ezec1c8uli4wz18eaysm5fuok,Alasana,Yirajang,Male,A. Yirajang,Gambia,4ix3ulx7h2a09r16jo9qdbuvp,Midfielder,player,2004-11-12,Gambia,4ix3ulx7h2a09r16jo9qdbuvp,NaN,NaN,14.0,2025-06-20Z,active,yes,Alasana,Yirajang,Kartong,NaN,NaN,NaN,NaN,NaN
sws2q3l7q1o36ynck0cfl5h,Tigran,Barseghyan,Male,T. Barseghyan,Armenia,687vx665s4d88stgnq72a84k6,Midfielder,player,1993-09-22,Armenia,687vx665s4d88stgnq72a84k6,179.0,NaN,11.0,2022-01-01Z,active,yes,Tigran,Barseghyan,Yerevan,left,NaN,NaN,NaN,NaN
vvap3cn90g2vhl0p9et85o9g,Dávid,Balog,Male,D. Balog,Slovakia,7dybe8679n9bgyrcxi383pq3y,Goalkeeper,player,2007-04-04,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,NaN,2025-08-04Z,active,no,Dávid,Balog,Bratislava,NaN,2025-08-04Z,NaN,NaN,Dávid Balog
