id,firstName,lastName,shortFirstName,shortLastName,gender,matchName,nationality,nationalityId,position,type,dateOfBirth,placeOfBirth,countryOfBirth,countryOfBirthId,height,weight,foot,shirtNumber,status,active,secondNationality,secondNationalityId,knownName
7z332kzmnfy3iuqzpvvdadgwl,Lukas,Boeder,Lukas,Boeder,Male,L. Boeder,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,1997-04-18,Essen,Germany,36min0qztu8eydwvpv8t1is0m,185.0,80.0,right,29.0,active,yes,NaN,NaN,NaN
8rrcvufs6qwxuu9wlor0eitp1,Heiko,Scholz,Heiko,Scholz,Male,H. Scholz,Germany,36min0qztu8eydwvpv8t1is0m,NaN,assistant coach,1966-01-07,Görlitz,Germany,36min0qztu8eydwvpv8t1is0m,173.0,NaN,NaN,NaN,active,yes,NaN,NaN,NaN
9c7u4prxgs3gzmi8ls0ygrpm2,Kyu-Hyun,Park,Kyu-Hyun,Park,Male,Park Kyu-Hyun,Korea Republic,4vzpxtqkiwx0puygnmayr74di,Defender,player,2001-04-14,Seosan-si,Korea Republic,4vzpxtqkiwx0puygnmayr74di,183.0,77.0,left,2.0,active,yes,NaN,NaN,Park Kyu-Hyun
b43r59yhlc1a8v922up7mzu1h,Ferydoon,Zandi,Ferydoon,Zandi,Male,F. Zandi,Iran,e53g9hr2d3kasm34uumbg8r4,NaN,assistant coach,1979-04-26,Emden,Germany,36min0qztu8eydwvpv8t1is0m,185.0,80.0,NaN,NaN,active,yes,NaN,NaN,NaN
bbvyv9y9iwrylzyx5nfsopj2t,Thomas,Stamm,Thomas,Stamm,Male,T. Stamm,Switzerland,3bh70jgvc5mn58x0byjkuda17,NaN,coach,1983-02-19,Zürich,Switzerland,3bh70jgvc5mn58x0byjkuda17,179.0,71.0,right,NaN,active,yes,Germany,36min0qztu8eydwvpv8t1is0m,NaN
dbfeo08t4a8wg088oyzaw1wfe,Tim,Stanislaw Schreiber,Tim,Schreiber,Male,T. Schreiber,Germany,36min0qztu8eydwvpv8t1is0m,Goalkeeper,player,2002-04-24,Freital,Germany,36min0qztu8eydwvpv8t1is0m,191.0,87.0,right,1.0,active,yes,NaN,NaN,NaN
di0uw1d4sz4pa46nol4mb8yqd,Niklas,Hauptmann,Niklas,Hauptmann,Male,N. Hauptmann,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,1996-06-27,Köln,Germany,36min0qztu8eydwvpv8t1is0m,176.0,63.0,left,27.0,active,yes,NaN,NaN,NaN
dzeup3m0ua8zf25xmaz3thvfu,David,Kubatta,David,Kubatta,Male,D. Kubatta,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,2003-10-29,NaN,Germany,36min0qztu8eydwvpv8t1is0m,196.0,87.0,left,39.0,active,yes,NaN,NaN,NaN
e6djfcqgwlcxvydz2rt3qxsk5,Jan-Hendrik,Marx,Jan-Hendrik,Marx,Male,J. Marx,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,1995-04-26,Bad Soden,Germany,36min0qztu8eydwvpv8t1is0m,171.0,68.0,both,26.0,active,yes,NaN,NaN,NaN
e7g45eptyntgeddhvarzkc89h,Vinko,Šapina,Vinko,Sapina,Male,V. Šapina,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,1995-06-29,Ulm,Germany,36min0qztu8eydwvpv8t1is0m,194.0,84.0,right,5.0,active,yes,NaN,NaN,NaN
e97o3wf8ul0g3lwlmdp80exre,Tom,Kaspar Berger,Tom,Berger,Male,T. Berger,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,2001-07-31,NaN,Germany,36min0qztu8eydwvpv8t1is0m,183.0,79.0,NaN,6.0,active,yes,NaN,NaN,NaN
eakglcwiosw7dw3f25ngz11ih,Christoph,Daferner,Christoph,Daferner,Male,C. Daferner,Germany,36min0qztu8eydwvpv8t1is0m,Attacker,player,1998-01-12,Aichach-Friedberg,Germany,36min0qztu8eydwvpv8t1is0m,189.0,85.0,right,33.0,active,yes,NaN,NaN,NaN
eqbo811or1jh9ps1llmrugpux,Oliver,Batista Meier,Oliver,Batista Meier,Male,O. Batista Meier,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,2001-02-16,Kaiserslautern,Germany,36min0qztu8eydwvpv8t1is0m,180.0,74.0,right,7.0,active,yes,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,NaN
1cwzrgv2i3dpda6hubz64a7vu,Tim Luis,Maciejewski,Tim,Maciejewski,Male,T. Maciejewski,Germany,36min0qztu8eydwvpv8t1is0m,Attacker,player,2001-03-05,Berlin,Germany,36min0qztu8eydwvpv8t1is0m,186.0,71.0,right,20.0,active,yes,NaN,NaN,NaN
256ks9uqflyawsds2egoyszit,Sreto,Ristić,Sreto,Ristic,Male,S. Ristić,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,coach,1976-02-07,Zagreb,Croatia,37hlakrwxyuzovaeoo4sezusp,188.0,85.0,NaN,NaN,active,yes,NaN,NaN,NaN
3lj502akb99vtwed76g6asgk5,Luca-Milan,Zander,Luca-Milan,Zander,Male,L. Zander,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,1995-08-09,Weyhe,Germany,36min0qztu8eydwvpv8t1is0m,186.0,73.0,right,19.0,active,yes,NaN,NaN,NaN
47zolhvx20eiuirjchnok1rdh,Timo,Königsmann,Timo,Königsmann,Male,T. Königsmann,Germany,36min0qztu8eydwvpv8t1is0m,Goalkeeper,player,1997-04-05,Hannover,Germany,36min0qztu8eydwvpv8t1is0m,186.0,86.0,right,22.0,active,yes,NaN,NaN,NaN
48xe58xmo6zkf1x4p5o58dx3p,Alexander,Mühling,Alexander,Mühling,Male,A. Mühling,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,1992-09-05,Oberhausen,Germany,36min0qztu8eydwvpv8t1is0m,186.0,84.0,right,15.0,active,yes,NaN,NaN,NaN
4abv1df5ouuu2bd2bcvs40jdg,Richard Christian,Meier,Richard,Meier,Male,R. Meier,Germany,36min0qztu8eydwvpv8t1is0m,Attacker,player,2004-02-11,NaN,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,NaN,9.0,active,yes,NaN,NaN,NaN
534ylw9crqzja7acgjj6j31ed,Markus,Pink,Markus,Pink,Male,M. Pink,Austria,hcs1bd49qliqqity6o268jyt,Attacker,player,1991-02-24,Klagenfurt,Austria,hcs1bd49qliqqity6o268jyt,188.0,87.0,right,32.0,active,yes,NaN,NaN,NaN
536qm2sw4cj48jqaz8dsv0wr9,Sebastian,Stolze,Sebastian,Stolze,Male,S. Stolze,Germany,36min0qztu8eydwvpv8t1is0m,Attacker,player,1995-01-29,Leinefelde,Germany,36min0qztu8eydwvpv8t1is0m,180.0,76.0,right,36.0,active,yes,NaN,NaN,NaN
5h7yf05ito7dhzx9neptwb4rt,Lion,Schuster,Lion,Schuster,Male,L. Schuster,Austria,hcs1bd49qliqqity6o268jyt,Midfielder,player,2000-08-09,Wien,Austria,hcs1bd49qliqqity6o268jyt,183.0,76.0,right,5.0,active,yes,NaN,NaN,NaN
78ei2y2j33s472hl4gs0lm3mx,David,Otto,David,Otto,Male,D. Otto,Germany,36min0qztu8eydwvpv8t1is0m,Attacker,player,1999-03-03,Pforzheim,Germany,36min0qztu8eydwvpv8t1is0m,185.0,82.0,right,17.0,active,yes,NaN,NaN,NaN
7noop6iqxjfshyz496y5lxihh,Nikolai,Rehnen,Nikolai,Rehnen,Male,N. Rehnen,Germany,36min0qztu8eydwvpv8t1is0m,Goalkeeper,player,1997-02-04,Köln,Germany,36min0qztu8eydwvpv8t1is0m,191.0,82.0,right,1.0,active,yes,NaN,NaN,NaN
7qo8c69hczl86uwv36vwc37ro,Aziz,Alagi,NaN,NaN,Male,A. Alagi,Greece,6lpgd60z890no2v46zdecrcss,Defender,player,2006-03-07,NaN,Greece,6lpgd60z890no2v46zdecrcss,176.0,69.0,NaN,34.0,active,yes,Germany,36min0qztu8eydwvpv8t1is0m,NaN
7tuoeukrhzc6jjczbvenvc8ru,Jonas,Weik,Jonas,Weik,Male,J. Weik,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,2000-03-31,Schwetzingen,Germany,36min0qztu8eydwvpv8t1is0m,176.0,67.0,left,31.0,active,yes,NaN,NaN,NaN
7yybbynkk0bhuhxhq8ukq40d1,Patrick,Greil,Patrick,Greil,Male,P. Greil,Austria,hcs1bd49qliqqity6o268jyt,Midfielder,player,1996-09-08,Stockerau,Austria,hcs1bd49qliqqity6o268jyt,184.0,70.0,right,24.0,active,yes,NaN,NaN,NaN
92oc4tqsprreepx9q6fc6hyw9,Jeremias,Lorch,Jeremias,Lorch,Male,J. Lorch,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,1995-12-02,Heilbronn,Germany,36min0qztu8eydwvpv8t1is0m,188.0,72.0,right,6.0,active,yes,NaN,NaN,NaN
994ia13lubgvk0cmdxpeppjop,Jakob,Lewald,Jakob,Lewald,Male,J. Lewald,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,1999-02-26,Bremen,Germany,36min0qztu8eydwvpv8t1is0m,194.0,NaN,right,14.0,active,yes,NaN,NaN,NaN
9e72vu23ng6fj5fneuvfdve5m,Lucas Mika,Wolf,Lucas,Wolf,Male,L. Wolf,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,2001-08-28,NaN,Germany,36min0qztu8eydwvpv8t1is0m,173.0,68.0,right,27.0,active,yes,NaN,NaN,NaN
9jv9dt4d01a77e6yeu8pmrp7u,Luis,Idjaković,Luis,Idjakovic,Male,L. Idjaković,Germany,36min0qztu8eydwvpv8t1is0m,Goalkeeper,player,2002-02-12,NaN,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,NaN,30.0,active,yes,NaN,NaN,NaN
ckmsknnuolycuzgnwuqtfafze,Niklas,Lang,Niklas,Lang,Male,N. Lang,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,2002-06-13,NaN,Germany,36min0qztu8eydwvpv8t1is0m,185.0,77.0,both,23.0,active,yes,NaN,NaN,NaN
csklsl7qjo2qtjsh4oagylyol,Besar,Halimi,Besar,Halimi,Male,B. Halimi,Kosovo,86u6edbqifdjsn49mbp2anw7p,Midfielder,player,1994-12-12,Frankfurt am Main,Germany,36min0qztu8eydwvpv8t1is0m,169.0,69.0,left,11.0,active,yes,Germany,36min0qztu8eydwvpv8t1is0m,NaN
de4q95sa749inf9frm3jceqc5,Dominic,Baumann,Dominic,Baumann,Male,D. Baumann,Germany,36min0qztu8eydwvpv8t1is0m,Attacker,player,1995-04-24,Wermsdorf,Germany,36min0qztu8eydwvpv8t1is0m,178.0,82.0,right,28.0,active,yes,NaN,NaN,NaN
dlekf02rexguz2rtf28oajzkl,Tim,Knipping,Tim,Knipping,Male,T. Knipping,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,1992-11-24,Kassel,Germany,36min0qztu8eydwvpv8t1is0m,191.0,90.0,left,4.0,active,no,NaN,NaN,NaN
doagfuj1uzz4b9q7j7ptznp5g,Emmanuel,Iwe,Emmanuel,Iwe,Male,E. Iwe,USA,7hr2f89v44y65dyu9k92vprwn,Midfielder,player,2000-09-12,NaN,Nigeria,63pvdwrsiq5b07mzi8igqei9p,175.0,69.0,NaN,13.0,active,yes,Nigeria,63pvdwrsiq5b07mzi8igqei9p,NaN
e8rkgb64vflng66vfa8kpk639,Alexander,Fuchs,Alexander,Fuchs,Male,A. Fuchs,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,1997-01-05,München,Germany,36min0qztu8eydwvpv8t1is0m,186.0,76.0,right,16.0,active,yes,NaN,NaN,NaN
em6eks420u9cwpazt0yaaavze,Christoph,Ehlich,Christoph,Ehlich,Male,C. Ehlich,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,1999-02-02,Ebersberg,Germany,36min0qztu8eydwvpv8t1is0m,170.0,58.0,left,3.0,active,yes,NaN,NaN,NaN
fu7en73m0cvp1clk7s2mnze1,Marco,Schikora,Marco,Schikora,Male,M. Schikora,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,1994-09-20,NaN,Germany,36min0qztu8eydwvpv8t1is0m,181.0,73.0,both,21.0,active,yes,NaN,NaN,NaN
ph88d9u0xuqen64sgqadq2vo,Philipp,Lambert,Philipp,Lambert,Male,P. Lambert,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,2005-05-17,NaN,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,NaN,33.0,active,yes,NaN,NaN,NaN
x94hccxpk3uzs9c14t0r4ct1,Edvinas,Girdvainis,Edvinas,Girdvainis,Male,E. Girdvainis,Lithuania,366yd1wf1hzvvjb5u6r59rl1w,Defender,player,1993-01-17,Klaipėda,Lithuania,366yd1wf1hzvvjb5u6r59rl1w,188.0,80.0,right,2.0,active,yes,NaN,NaN,NaN
17x4fqsde2cdp2s9q5odmkr8p,Kelvin,Arase,Kelvin,Arase,Male,K. Arase,Austria,hcs1bd49qliqqity6o268jyt,Midfielder,player,1999-01-15,Benin City,Nigeria,63pvdwrsiq5b07mzi8igqei9p,172.0,62.0,both,36.0,active,yes,Nigeria,63pvdwrsiq5b07mzi8igqei9p,NaN
1b0rq4wu0i1zcpmjr7w7wmru2,Arlind Ibrahim,Rexhepi,Arlind,Rexhepi,Male,A. Rexhepi,Albania,17zsm8shejejls2on1ffil3op,Midfielder,player,2003-07-28,NaN,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,NaN,35.0,active,yes,Germany,36min0qztu8eydwvpv8t1is0m,NaN
1vd40hn9czj4oicl2rc20s89,Malte,Karbstein,Malte,Karbstein,Male,M. Karbstein,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,1998-01-30,Neuruppin,Germany,36min0qztu8eydwvpv8t1is0m,190.0,80.0,left,15.0,active,yes,NaN,NaN,NaN
1wf757j0e3v3bdpbc9z2tav3d,Adrian Markus,Fein,Adrian,Fein,Male,A. Fein,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,1999-03-18,München,Germany,36min0qztu8eydwvpv8t1is0m,186.0,97.0,both,29.0,active,yes,NaN,NaN,NaN
2434lst5l46dw5wnkameytze2,Sascha,Voelcke,Sascha,Voelcke,Male,S. Voelcke,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,2002-02-23,NaN,Germany,36min0qztu8eydwvpv8t1is0m,180.0,NaN,left,2.0,active,yes,NaN,NaN,NaN
2z801kg3dqfbulk2gli2g5v4l,Jonas Benedikt,Carls,Jonas,Carls,Male,J. Carls,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,1997-03-25,Haan,Germany,36min0qztu8eydwvpv8t1is0m,179.0,70.0,left,28.0,active,yes,NaN,NaN,NaN
3cj248snkrltyqpwq7ycge978,Malwin,Zok,Malwin,Zok,Male,M. Zok,Germany,36min0qztu8eydwvpv8t1is0m,Goalkeeper,player,2003-07-22,NaN,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,NaN,27.0,active,yes,NaN,NaN,NaN
3u05uuu1hxkeg8tczbyu0hp0p,Jan-Christoph,Bartels,Jan-Christoph,Bartels,Male,J. Bartels,Germany,36min0qztu8eydwvpv8t1is0m,Goalkeeper,player,1999-01-13,Wiesbaden,Germany,36min0qztu8eydwvpv8t1is0m,188.0,80.0,right,1.0,active,yes,NaN,NaN,NaN
4ztde6imqmsn758mwh9zrgel1,Lukas,Klünter,Lukas,Klünter,Male,L. Klünter,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,1996-05-26,Euskirchen,Germany,36min0qztu8eydwvpv8t1is0m,184.0,76.0,right,24.0,active,yes,NaN,NaN,NaN
54kpjj82qf6wpjpc5p2s9jjyt,Asif,Šarić,Asif,Saric,Male,A. Šarić,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,NaN,assistant coach,1965-01-15,NaN,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,NaN,NaN,NaN,NaN,active,yes,NaN,NaN,NaN
69cv3q6loo1wbrzkh7s4kh1jo,Kennedy Onyedika,Okpala,Kennedy,Okpala,Male,K. Okpala,Germany,36min0qztu8eydwvpv8t1is0m,Attacker,player,2004-12-17,NaN,Germany,36min0qztu8eydwvpv8t1is0m,185.0,NaN,NaN,32.0,active,yes,Nigeria,63pvdwrsiq5b07mzi8igqei9p,NaN
6f7867o890q0x47wgrzwzv8q1,Nicklas,Shipnoski,Nicklas,Shipnoski,Male,N. Shipnoski,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,1998-01-01,Worms,Germany,36min0qztu8eydwvpv8t1is0m,184.0,68.0,right,7.0,active,yes,NaN,NaN,NaN
6gzcjly6i4l29l5cq13fem8yx,Julian,Rieckmann,Julian,Rieckmann,Male,J. Rieckmann,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,2000-08-01,NaN,Germany,36min0qztu8eydwvpv8t1is0m,186.0,80.0,right,21.0,active,yes,NaN,NaN,NaN
6x9vlncmt4slf1058fevwz8bt,Maximilian,Thalhammer,Maximilian,Thalhammer,Male,M. Thalhammer,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,1997-07-10,Freising,Germany,36min0qztu8eydwvpv8t1is0m,192.0,82.0,right,31.0,active,yes,NaN,NaN,NaN
7f1v2yvt7rq9ipf48zfl4covd,Omer,Hanin,Omer,Hanin,Male,O. Hanin,Israel,4bnqn6mt5vyslpxfuqdrcmpgp,Goalkeeper,player,1998-05-14,Rishon LeZion,Israel,4bnqn6mt5vyslpxfuqdrcmpgp,190.0,80.0,both,12.0,active,yes,Portugal,1nbm5i9a0403zzvltn17lxinc,NaN
8m5vmhhjiufjjfyobhtje40d1,Marcel,Seegert,Marcel,Seegert,Male,M. Seegert,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,1994-04-29,Mannheim,Germany,36min0qztu8eydwvpv8t1is0m,186.0,74.0,both,5.0,active,yes,NaN,NaN,NaN
8uh37e307ebsmahws1sm3sx9m,Seyhan,Yiğit,Seyhan,Yigit,Male,S. Yiğit,Türkiye,6kd6webenogylfgwt2aa9l6vx,Defender,player,2003-06-30,NaN,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,NaN,18.0,active,yes,Germany,36min0qztu8eydwvpv8t1is0m,NaN
9ajx41jsc0labiu0twwb2vqad,Niklas,Hoffmann,Niklas,Hoffmann,Male,N. Hoffmann,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,1997-04-09,Landau,Germany,36min0qztu8eydwvpv8t1is0m,194.0,74.0,both,6.0,active,yes,NaN,NaN,NaN
9uimg79x508i0rtwtrcx7hvro,Yusuf,Wardak,Yusuf,Wardak,Male,Y. Wardak,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,2005-12-06,Frankfurt am Main,Germany,36min0qztu8eydwvpv8t1is0m,186.0,NaN,both,23.0,active,yes,Afghanistan,6xne7xe59eujck02uovziom7p,NaN
bnywa5e8kl2xappzb3edugoa1,Marco,Antwerpen,Marco,Antwerpen,Male,M. Antwerpen,Germany,36min0qztu8eydwvpv8t1is0m,NaN,coach,1971-10-05,NaN,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,NaN,NaN,active,yes,NaN,NaN,NaN
cgw1yf7es0b38xbvn59geqq51,Felix,Lohkemper,Felix,Lohkemper,Male,F. Lohkemper,Germany,36min0qztu8eydwvpv8t1is0m,Attacker,player,1995-01-26,Wetzlar,Germany,36min0qztu8eydwvpv8t1is0m,179.0,76.0,right,9.0,active,yes,NaN,NaN,NaN
cusi1r0je5yknmqcszb1xkve1,Samuel,Abifade,Samuel,Abifade,Male,S. Abifade,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,1999-09-17,Braunschweig,Germany,36min0qztu8eydwvpv8t1is0m,186.0,84.0,left,17.0,active,yes,Nigeria,63pvdwrsiq5b07mzi8igqei9p,NaN
drotvhye58lsjfdgejj20ug2d,Martin,Kobylański,Martin,Kobylanski,Male,M. Kobylański,Poland,27baqb7359ywdvsxxklx1kn11,Midfielder,player,1994-03-08,Berlin,Germany,36min0qztu8eydwvpv8t1is0m,178.0,84.0,both,10.0,active,yes,Germany,36min0qztu8eydwvpv8t1is0m,NaN
edi3t79zgcknggoq4vmdtqz11,Terrence Anthony,Boyd,Terrence,Boyd,Male,T. Boyd,USA,7hr2f89v44y65dyu9k92vprwn,Attacker,player,1991-02-16,Bremen,Germany,36min0qztu8eydwvpv8t1is0m,188.0,82.0,right,13.0,active,yes,Germany,36min0qztu8eydwvpv8t1is0m,NaN
eonldx36uxxjrfkayggov3yll,Tim,Sechelmann,Tim,Sechelmann,Male,T. Sechelmann,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,1999-01-15,NaN,Germany,36min0qztu8eydwvpv8t1is0m,186.0,81.0,right,4.0,active,yes,NaN,NaN,NaN
f1yxxlw5tql425is9nvc6k9d6,Janne,Sietan,Janne,Sietan,Male,J. Sietan,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,2002-06-08,NaN,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,NaN,22.0,active,yes,NaN,NaN,NaN
wupmb2a7lsyqjbgjfpuk6pxx,Rico,Benatelli,Rico,Benatelli,Male,R. Benatelli,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,1992-03-17,Herdecke,Germany,36min0qztu8eydwvpv8t1is0m,181.0,82.0,right,11.0,active,yes,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN
2brzxdo0j6junmmd5rlqs4k16,Justin Pascal,Janitzek,Justin,Janitzek,Male,J. Janitzek,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,2004-02-10,NaN,Germany,36min0qztu8eydwvpv8t1is0m,192.0,80.0,NaN,15.0,active,yes,NaN,NaN,NaN
2e0p4796hymq2lc6wr4ixd1m2,Tarik,Gözüsirin,Tarik,Gözüsirin,Male,T. Gözüsirin,Türkiye,6kd6webenogylfgwt2aa9l6vx,Midfielder,player,2001-08-08,Berlin,Germany,36min0qztu8eydwvpv8t1is0m,174.0,NaN,NaN,11.0,active,yes,Germany,36min0qztu8eydwvpv8t1is0m,NaN
2j8reahagptelwbffw4pili39,Sascha,Mockenhaupt,Sascha,Mockenhaupt,Male,S. Mockenhaupt,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,1991-09-10,Kirchen,Germany,36min0qztu8eydwvpv8t1is0m,187.0,84.0,right,4.0,active,yes,NaN,NaN,NaN
2kwjvu29xtvvnofpyuahq62nd,Ole,Wohlers,Ole,Wohlers,Male,O. Wohlers,Germany,36min0qztu8eydwvpv8t1is0m,Attacker,player,2000-07-23,NaN,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,NaN,21.0,active,yes,NaN,NaN,NaN
3i85rbmn6qd5x4y29hk78rmy1,Fatih,Kaya,Fatih,Kaya,Male,F. Kaya,Germany,36min0qztu8eydwvpv8t1is0m,Attacker,player,1999-11-13,Gießen,Germany,36min0qztu8eydwvpv8t1is0m,183.0,79.0,both,29.0,active,yes,Türkiye,6kd6webenogylfgwt2aa9l6vx,NaN
3yq0wr9yvvo9txhn6wk5i2iy2,Arthur,Lyska,Arthur,Lyska,Male,A. Lyska,Germany,36min0qztu8eydwvpv8t1is0m,Goalkeeper,player,2000-05-19,Wiesbaden,Germany,36min0qztu8eydwvpv8t1is0m,190.0,87.0,right,1.0,active,yes,NaN,NaN,NaN
4hxh36epu5a02foukfe5wxmmt,Felix,Luckeneder,Felix,Luckeneder,Male,F. Luckeneder,Austria,hcs1bd49qliqqity6o268jyt,Defender,player,1994-03-21,Linz,Austria,hcs1bd49qliqqity6o268jyt,190.0,73.0,left,33.0,active,yes,NaN,NaN,NaN
4o93stwysmo6vw0qr1z9pf4dl,Ryan Nils,Johansson,Ryan,Johansson,Male,R. Johansson,Republic of Ireland,63nepb66un7juhglo2g6rezcl,Midfielder,player,2001-02-15,NaN,Luxembourg,f2r46apchse9eg3n9c9pupfs,180.0,75.0,both,20.0,active,yes,Luxembourg,f2r46apchse9eg3n9c9pupfs,NaN
4ojc9kvv06ek2jia5vzw46xud,Nils,Döring,Nils,Döring,Male,N. Döring,Germany,36min0qztu8eydwvpv8t1is0m,NaN,coach,1980-04-23,NaN,Germany,36min0qztu8eydwvpv8t1is0m,192.0,84.0,left,NaN,active,yes,NaN,NaN,NaN
4qsw2oydqwmp4nb8w00gbakfd,Marius,Wegmann,Marius,Wegmann,Male,M. Wegmann,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,1998-09-03,NaN,Germany,36min0qztu8eydwvpv8t1is0m,184.0,NaN,right,3.0,active,yes,NaN,NaN,NaN
58qrdtv5emnvcojqkmnpx5ffu,Nick,Bätzner,Nick,Bätzner,Male,N. Bätzner,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,2000-03-15,Ludwigsburg,Germany,36min0qztu8eydwvpv8t1is0m,170.0,62.0,right,8.0,active,yes,NaN,NaN,NaN
5i0xdzz58jze7i1fxqyz1y0np,Emanuel,Taffertshofer,Emanuel,Taffertshofer,Male,E. Taffertshofer,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,1995-02-24,Landsberg,Germany,36min0qztu8eydwvpv8t1is0m,174.0,71.0,right,5.0,active,yes,NaN,NaN,NaN
5o97bxjlepfx98lvgtscfhhm2,Fabian,Greilinger,Fabian,Greilinger,Male,F. Greilinger,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,2000-09-13,NaN,Germany,36min0qztu8eydwvpv8t1is0m,175.0,69.0,left,18.0,active,yes,NaN,NaN,NaN
5xjcmqebnrbvkiugm7ie39w5w,Nassim,El Ouarti,Nassim,El Ouarti,Male,N. El Ouarti,Morocco,2xdcc39z1k79pnjbtn9x31wdh,Defender,player,2005-01-12,Bad Soden am Taunus,Germany,36min0qztu8eydwvpv8t1is0m,180.0,76.0,NaN,36.0,active,yes,Germany,36min0qztu8eydwvpv8t1is0m,NaN
6n6i2swuuq0l3qn3tw1vz9lw4,Noah Filip,Brdar,Noah,Brdar,Male,N. Brdar,Germany,36min0qztu8eydwvpv8t1is0m,Goalkeeper,player,2005-08-11,Frankfurt am Main,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,right,31.0,active,yes,Croatia,37hlakrwxyuzovaeoo4sezusp,NaN
7a226zdy8s9dfc5d3myy46zf9,Florian,Stritzel,Florian,Stritzel,Male,F. Stritzel,Germany,36min0qztu8eydwvpv8t1is0m,Goalkeeper,player,1994-01-31,Anklam,Germany,36min0qztu8eydwvpv8t1is0m,197.0,92.0,both,16.0,active,yes,Austria,hcs1bd49qliqqity6o268jyt,NaN
7qa8ehnihsuv5r368gbmvap5h,Mohamed,Amsif,Mohamed,Amsif,Male,M. Amsif,Morocco,2xdcc39z1k79pnjbtn9x31wdh,Goalkeeper,player,1989-02-07,Düsseldorf,Germany,36min0qztu8eydwvpv8t1is0m,187.0,90.0,both,13.0,active,yes,Germany,36min0qztu8eydwvpv8t1is0m,NaN
88uz80ti7b0g6k38g4iy55ec5,Bjarke Halfdan,Jacobsen,Bjarke,Jacobsen,Male,B. Jacobsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,1993-08-21,Helsinge,Denmark,5adf60vwiw2f2mibyq1k4ex7i,190.0,85.0,right,19.0,active,yes,NaN,NaN,NaN
8eey34anvggm9tty9rxoqd51x,Nico,Rieble,Nico,Rieble,Male,N. Rieble,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,1995-08-22,Rastatt,Germany,36min0qztu8eydwvpv8t1is0m,183.0,82.0,both,27.0,active,yes,NaN,NaN,NaN
