id,firstName,lastName,shortFirstName,shortLastName,gender,matchName,nationality,nationalityId,position,type,dateOfBirth,countryOfBirth,countryOfBirthId,shirtNumber,startDate,status,active,height,foot,endDate,secondNationality,secondNationalityId,placeOfBirth,knownName,weight
5t58neiqhud2d4h64owu8fwiy,Agon,Sadiku,Agon,Sadiku,Male,A. Sadiku,Finland,2u07e54v5dprsugdvddpq5ync,Attacker,player,2003-03-10,Finland,2u07e54v5dprsugdvddpq5ync,11.0,2025-02-20Z,active,yes,184.0,right,2025-12-31Z,Kosovo,86u6edbqifdjsn49mbp2anw7p,Raahe,NaN,73.0
6awkbigmx0xzjawcpaeyn07pw,Sadat,Seidu,Sadat,Seidu,Male,S. Seidu,Ghana,2q2sw72utw5gu9t5y4knckwba,Midfielder,player,2004-01-05,Ghana,2q2sw72utw5gu9t5y4knckwba,28.0,2025-08-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6bci7uqkdfkqzfyp3kq9lh3pw,Eemil,Tanninen,Eemil,Tanninen,Male,E. Tanninen,Finland,2u07e54v5dprsugdvddpq5ync,Midfielder,player,2007-04-04,Finland,2u07e54v5dprsugdvddpq5ync,18.0,2025-01-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6r9gyu0ks64c9z4kfsfjj105w,Rasmus,Tikkanen,Rasmus,Tikkanen,Male,R. Tikkanen,Finland,2u07e54v5dprsugdvddpq5ync,Defender,player,2007-05-10,Finland,2u07e54v5dprsugdvddpq5ync,32.0,2025-01-17Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6zxmiojkikr9no952g862h3is,Bob Nii,Armah,Bob,Armah,Male,B. Armah,Ghana,2q2sw72utw5gu9t5y4knckwba,Defender,player,2004-01-20,Ghana,2q2sw72utw5gu9t5y4knckwba,24.0,2025-01-07Z,active,yes,178.0,right,NaN,NaN,NaN,Accra,NaN,NaN
7ied0n6vz7y6owt4c96apsafp,Piotr,Parzyszek,Piotr,Parzyszek,Male,P. Parzyszek,Poland,27baqb7359ywdvsxxklx1kn11,Attacker,player,1993-09-08,Poland,27baqb7359ywdvsxxklx1kn11,9.0,2025-08-05Z,active,yes,191.0,both,NaN,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Toruń,NaN,80.0
7z2gs2b8ccchwf0h92hwx8d90,Otto,Ruoppi,Otto,Ruoppi,Male,O. Ruoppi,Finland,2u07e54v5dprsugdvddpq5ync,Midfielder,player,2006-01-31,Finland,2u07e54v5dprsugdvddpq5ync,34.0,2024-01-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9c2ajg42wya1u4lh1eeye2jo4,Mohamed,Toure,Mohamed,Toure,Male,M. Toure,Guinea,4i9sg55wigitrfx7290f59ceo,Attacker,player,2005-11-03,Guinea,4i9sg55wigitrfx7290f59ceo,20.0,2025-01-17Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
aa40go6nrv6mpdny6zdc1jeg9,Jaakko Tapio,Oksanen,Jaakko,Oksanen,Male,J. Oksanen,Finland,2u07e54v5dprsugdvddpq5ync,Midfielder,player,2000-11-07,Finland,2u07e54v5dprsugdvddpq5ync,13.0,2022-07-13Z,active,yes,180.0,right,NaN,NaN,NaN,Helsinki,NaN,77.0
am2lquvihsgkoy18i6f26d1ck,Eric Danso,Boateng,Eric,Boateng,Male,E. Boateng,Ghana,2q2sw72utw5gu9t5y4knckwba,Defender,player,2004-03-23,Ghana,2q2sw72utw5gu9t5y4knckwba,2.0,2025-02-07Z,active,no,NaN,NaN,2025-06-26Z,NaN,NaN,NaN,NaN,NaN
amf54w4ikgkdomjhgs42jmlpm,Paulius,Golubickas,Paulius,Golubickas,Male,P. Golubickas,Lithuania,366yd1wf1hzvvjb5u6r59rl1w,Midfielder,player,1999-08-19,Lithuania,366yd1wf1hzvvjb5u6r59rl1w,NaN,2025-08-25Z,active,yes,173.0,both,2025-12-31Z,NaN,NaN,Ignalina,NaN,NaN
b6uchs6rc43tlb0qj2tw3xzh1,Johannes,Kreidl,Johannes,Kreidl,Male,J. Kreidl,Austria,hcs1bd49qliqqity6o268jyt,Goalkeeper,player,1996-03-07,Austria,hcs1bd49qliqqity6o268jyt,1.0,2021-01-01Z,active,yes,193.0,right,NaN,NaN,NaN,NaN,NaN,86.0
be5sv0h649rb9o9gnko9ve2ac,Roope,Salo,Roope,Salo,Male,R. Salo,Finland,2u07e54v5dprsugdvddpq5ync,Defender,player,2004-09-01,Finland,2u07e54v5dprsugdvddpq5ync,26.0,2025-03-28Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
beq1o3wl29kdr4qtahdij1m21,Nicholas Antero,Hämäläinen,Niko,Hämäläinen,Male,N. Hämäläinen,Finland,2u07e54v5dprsugdvddpq5ync,Defender,player,1997-03-05,Finland,2u07e54v5dprsugdvddpq5ync,22.0,2025-04-18Z,active,no,178.0,left,2025-08-01Z,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,73.0
c11fpnugs2ihyqk07ohha54np,Jerry,Voutilainen,Jerry,Voutilainen,Male,J. Voutilainen,Finland,2u07e54v5dprsugdvddpq5ync,Midfielder,player,1995-03-29,Finland,2u07e54v5dprsugdvddpq5ync,7.0,2024-01-08Z,active,yes,177.0,NaN,NaN,NaN,NaN,Kuopio,NaN,NaN
cfjiy6dw0pun86ec35drvjpw5,Jarkko Juhani,Wiss,Jarkko,Wiss,Male,J. Wiss,Finland,2u07e54v5dprsugdvddpq5ync,NaN,coach,1972-04-17,Finland,2u07e54v5dprsugdvddpq5ync,NaN,2025-01-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,Tampere,NaN,NaN
dir0a3gwtnslupca6o36sqvis,Derrick Atta,Agyei,Derrick,Agyei,Male,D. Agyei,Ghana,2q2sw72utw5gu9t5y4knckwba,Defender,player,2003-07-21,Ghana,2q2sw72utw5gu9t5y4knckwba,29.0,2025-02-07Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
djokxqzdeafv6zrm2ztj7vys5,Pa Momodou,Konaté,Pa,Konaté,Male,P. Konaté,Guinea,4i9sg55wigitrfx7290f59ceo,Defender,player,1994-04-25,Sweden,1z6l2c33w2kyz9rdefs1d68nb,22.0,2025-08-15Z,active,yes,175.0,left,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Malmö,NaN,72.0
doxrlp6910n9l5b5zl8ee73ai,Doni,Arifi,Doni,Arifi,Male,D. Arifi,Finland,2u07e54v5dprsugdvddpq5ync,Midfielder,player,2002-04-11,Finland,2u07e54v5dprsugdvddpq5ync,10.0,2025-02-07Z,active,yes,195.0,left,NaN,Kosovo,86u6edbqifdjsn49mbp2anw7p,NaN,NaN,NaN
dpegzp0t66wtgyc69v4rj6cyc,Samuli Rasmus,Miettinen,Samuli,Miettinen,Male,S. Miettinen,Finland,2u07e54v5dprsugdvddpq5ync,Defender,player,2004-06-16,Finland,2u07e54v5dprsugdvddpq5ync,16.0,2023-07-26Z,active,yes,188.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
f3ztai8p7edxzgi511p9ol7o4,Lauri,Sahimaa,Lauri,Sahimaa,Male,L. Sahimaa,Finland,2u07e54v5dprsugdvddpq5ync,Midfielder,player,2005-03-09,Finland,2u07e54v5dprsugdvddpq5ync,30.0,2024-01-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
17p2jqe16w5j9qh5f8yr80g7o,Oskari,Väistö,Oskari,Väistö,Male,O. Väistö,Finland,2u07e54v5dprsugdvddpq5ync,Defender,player,2005-09-15,Finland,2u07e54v5dprsugdvddpq5ync,5.0,2023-06-30Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1coz8r44qcr2aau1u09888i6s,Momodou,Bojang,Momodou,Bojang,Male,M. Bojang,Gambia,4ix3ulx7h2a09r16jo9qdbuvp,Attacker,player,2001-06-19,Gambia,4ix3ulx7h2a09r16jo9qdbuvp,21.0,2024-08-24Z,active,no,NaN,NaN,2025-07-19Z,NaN,NaN,NaN,NaN,NaN
1k6c4wx15kq14z6vam3htqcfe,Joshua Melive Oghenrukewe,Okpolokpo,Josh,Okpolokpo,Male,J. Okpolokpo,Republic of Ireland,63nepb66un7juhglo2g6rezcl,Defender,player,2003-03-31,Republic of Ireland,63nepb66un7juhglo2g6rezcl,NaN,2025-08-17Z,active,yes,NaN,NaN,NaN,Nigeria,63pvdwrsiq5b07mzi8igqei9p,Dublin,NaN,NaN
1vw6twdjys1rwby79jsf92tck,Miguel Antonio,Rodríguez Agurcia,Miguel,Rodríguez,Male,M. Rodríguez,Nicaragua,4of7fctqcqbj3rai95vd4jk26,Goalkeeper,player,2003-06-13,Nicaragua,4of7fctqcqbj3rai95vd4jk26,25.0,2023-08-14Z,active,yes,NaN,NaN,NaN,NaN,NaN,Ocotal,NaN,NaN
23ngtx061omtotnlvbzlgd3bo,Tuomas,Koivisto,Tuomas,Koivisto,Male,T. Koivisto,Finland,2u07e54v5dprsugdvddpq5ync,Defender,player,2004-01-07,Finland,2u07e54v5dprsugdvddpq5ync,16.0,2022-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2qks3nbpd8o6igkqjl9e4po4q,Babacar,Fati,Babacar,Fati,Male,Babacar Fati,Guinea-Bissau,5ikz7810612v7a6l5u6gxa6vm,Defender,player,2000-02-01,Portugal,1nbm5i9a0403zzvltn17lxinc,3.0,2022-08-19Z,active,yes,NaN,NaN,NaN,Portugal,1nbm5i9a0403zzvltn17lxinc,NaN,Babacar Fati,NaN
2tnl1pjxxg2n4564fz9hcdsoa,Marius Nooa,Könkkölä,Marius,Könkkölä,Male,M. Könkkölä,Finland,2u07e54v5dprsugdvddpq5ync,Attacker,player,2003-10-31,Finland,2u07e54v5dprsugdvddpq5ync,20.0,2025-01-01Z,active,no,NaN,NaN,2025-08-13Z,NaN,NaN,NaN,NaN,NaN
2txqe570i21c5b88pnu99vx1w,Fallou,Ndiaye,Fallou,Ndiaye,Male,F. Ndiaye,Senegal,6hhqyhr5cwq2pfprlazyposyk,Defender,player,2001-11-10,Senegal,6hhqyhr5cwq2pfprlazyposyk,44.0,2024-03-28Z,active,yes,192.0,right,NaN,NaN,NaN,Leona Thiaroye,NaN,NaN
3bmvevka61c01j3azm9i5uyac,Samuel Friday,James,Samuel,James,Male,S. James,Nigeria,63pvdwrsiq5b07mzi8igqei9p,Goalkeeper,player,2006-04-05,Nigeria,63pvdwrsiq5b07mzi8igqei9p,60.0,2025-03-21Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3zfwycbtlksz95tsqcog03yp6,Kelvin,Spencer Pires,Kelvin,Spencer Pires,Male,Kelvin Pires,Cabo Verde,7235kgq23bu1v4qwk491u58h0,Defender,player,2000-06-05,Cabo Verde,7235kgq23bu1v4qwk491u58h0,4.0,2025-01-01Z,active,yes,193.0,NaN,NaN,NaN,NaN,Mindelo,Kelvin Pires,87.0
50hdx94sn7xqvim615ruj6k2c,Lewis,Bush,Lewis,Bush,Male,L. Bush,Finland,2u07e54v5dprsugdvddpq5ync,NaN,assistant coach,NaN,Finland,2u07e54v5dprsugdvddpq5ync,NaN,2022-01-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
59hd1yx9gw526ukv790nt3l04,Kevin,Appiah Nyarko,Kevin,Nyarko,Male,K. Appiah Nyarko,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Attacker,player,2002-02-18,Germany,36min0qztu8eydwvpv8t1is0m,14.0,2025-08-22Z,active,yes,185.0,right,NaN,Germany,36min0qztu8eydwvpv8t1is0m,Köln,NaN,NaN
6e9pzs5v6ueom359nz5wh6imt,Toni-Pekka,Lehtinen,Toni-Pekka,Lehtinen,Male,T. Lehtinen,Finland,2u07e54v5dprsugdvddpq5ync,NaN,assistant coach,1984-05-05,Finland,2u07e54v5dprsugdvddpq5ync,NaN,2025-06-01Z,active,yes,184.0,both,NaN,NaN,NaN,Seinäjoki,NaN,78.0
6l2pjfuvjdnb6vkv4b0eb8mc4,Aniis,Machaal,Aniis,Machaal,Male,A. Machaal,Finland,2u07e54v5dprsugdvddpq5ync,Midfielder,player,2007-05-02,Finland,2u07e54v5dprsugdvddpq5ync,33.0,2025-02-14Z,active,yes,NaN,NaN,NaN,Morocco,2xdcc39z1k79pnjbtn9x31wdh,NaN,NaN,NaN
6ytchu2v0xpk6vkrcpca9m2ac,Arvi,Liljaniemi,Arvi,Liljaniemi,Male,A. Liljaniemi,Finland,2u07e54v5dprsugdvddpq5ync,Defender,player,2004-09-21,Finland,2u07e54v5dprsugdvddpq5ync,23.0,2025-01-08Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7ddd7xvczzdgiy94c0uqh4ve1,Murilo,Henrique de Araujo Santos,Murilo Henrique,de Araujo Santos,Male,Murilo Henrique,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,Midfielder,player,1995-12-02,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,22.0,2025-07-05Z,active,yes,NaN,NaN,NaN,Portugal,1nbm5i9a0403zzvltn17lxinc,NaN,Murilo Henrique,NaN
7glr1eur910fj5b5fg743job9,Rasmus Joonatan,Karjalainen,Rasmus,Karjalainen,Male,R. Karjalainen,Finland,2u07e54v5dprsugdvddpq5ync,Attacker,player,1996-04-04,Finland,2u07e54v5dprsugdvddpq5ync,7.0,2024-01-01Z,active,yes,185.0,right,NaN,NaN,NaN,Oulu,NaN,79.0
93961wszqaocy96z45j4a232s,Waldir Alenis,Vargas Valentin,Alenis,Vargas,Male,A. Vargas,Honduras,56ftnqeq3x3j77uone8qm5ow6,Attacker,player,2003-12-04,Honduras,56ftnqeq3x3j77uone8qm5ow6,70.0,2025-03-21Z,active,yes,185.0,right,NaN,NaN,NaN,NaN,NaN,80.0
9f9rakq22c75ur58uel80f7ys,Olatoundji,Tessilimi,Olatoundji,Tessilimi,Male,O. Tessilimi,Benin,3o5wco7tkqgfmys9exmt5fo2h,Attacker,player,2004-11-02,Benin,3o5wco7tkqgfmys9exmt5fo2h,17.0,2024-01-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9tz8pzof2v3ktjwsyt3gl18gk,Lauri,Laine,Lauri,Laine,Male,L. Laine,Finland,2u07e54v5dprsugdvddpq5ync,Attacker,player,2005-05-30,Finland,2u07e54v5dprsugdvddpq5ync,11.0,2024-02-08Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9ykuo0c905u48vd44wxgb6jth,Stephen Ayomide Oluwagbenga,Obileye,Ayo,Obileye,Male,A. Obileye,England,1fk5l4hkqk12i7zske6mcqju6,Defender,player,1994-09-02,England,1fk5l4hkqk12i7zske6mcqju6,67.0,2025-05-23Z,active,yes,195.0,right,NaN,Nigeria,63pvdwrsiq5b07mzi8igqei9p,London,NaN,90.0
ag78l8kpc7icq4payr6mgyej8,Salim,Giabo Yussif,Salim,Yussif,Male,S. Yussif,Ghana,2q2sw72utw5gu9t5y4knckwba,Midfielder,player,2002-06-06,Ghana,2q2sw72utw5gu9t5y4knckwba,6.0,2024-01-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ayl3txfejfa46xvwnzzd76vze,Kasper Vili Valtteri,Paananen,Kasper,Paananen,Male,K. Paananen,Finland,2u07e54v5dprsugdvddpq5ync,Attacker,player,2003-03-16,Finland,2u07e54v5dprsugdvddpq5ync,10.0,2023-03-17Z,active,yes,NaN,left,NaN,NaN,NaN,Helsinki,NaN,NaN
b0yz789wfblmida3ovn5k5ces,Stevie,Grieve,Stevie,Grieve,Male,S. Grieve,Scotland,1xf68d0a8lnnq30hnnn8kr6ut,NaN,coach,1986-12-31,Scotland,1xf68d0a8lnnq30hnnn8kr6ut,NaN,2024-05-28Z,active,yes,NaN,NaN,NaN,NaN,NaN,Perth,NaN,NaN
bcfbx4z596y3x0enjoe0wul1w,Onni,Hänninen,Onni,Hänninen,Male,O. Hänninen,Finland,2u07e54v5dprsugdvddpq5ync,Attacker,player,2005-04-29,Finland,2u07e54v5dprsugdvddpq5ync,NaN,2025-08-30Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
bmbdwons7wudqebn3o3flm19l,Valentín Román,Gasc,Valentín,Gasc,Male,V. Gasc,Argentina,2vovxa97k7v7ofa85dah2xktb,Midfielder,player,2000-10-09,Argentina,2vovxa97k7v7ofa85dah2xktb,8.0,2022-07-09Z,active,yes,172.0,NaN,NaN,NaN,NaN,Termperley,NaN,67.0
bxd2pse7enn5c11fu8jlqjcwk,Nathaniel,Tahmbi,Nathaniel,Tahmbi,Male,N. Tahmbi,Nigeria,63pvdwrsiq5b07mzi8igqei9p,Defender,player,2003-07-20,Nigeria,63pvdwrsiq5b07mzi8igqei9p,NaN,2025-01-24Z,active,no,NaN,NaN,2025-07-04Z,NaN,NaN,NaN,NaN,NaN
ciursygt8i2deeszjdebb28yx,Elias Alvar Aleksanteri,Mastokangas,Elias,Mastokangas,Male,E. Mastokangas,Finland,2u07e54v5dprsugdvddpq5ync,Attacker,player,2001-02-01,Finland,2u07e54v5dprsugdvddpq5ync,19.0,2025-01-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
czynssza36ggpaezb0i14si22,Samuel,Johansen Chukwudi,Samuel,Chukwudi,Male,S. Chukwudi,Faroe Islands,1glg6jsz6v1fkk8y9pq4fqjc4,Defender,player,2003-06-25,Faroe Islands,1glg6jsz6v1fkk8y9pq4fqjc4,28.0,2025-01-06Z,active,yes,195.0,right,NaN,NaN,NaN,NaN,NaN,NaN
d9rlr396401n9gvk89z9da9rd,Pyry Petteri,Hannola,Pyry,Hannola,Male,P. Hannola,Finland,2u07e54v5dprsugdvddpq5ync,Midfielder,player,2001-10-21,Finland,2u07e54v5dprsugdvddpq5ync,26.0,2025-07-01Z,active,no,185.0,NaN,2025-08-04Z,NaN,NaN,Rovaniemi,NaN,73.0
dcv3bj7tkpb8of9xh3br2510q,Roope,Paunio,Roope,Paunio,Male,R. Paunio,Finland,2u07e54v5dprsugdvddpq5ync,Goalkeeper,player,2002-12-14,Finland,2u07e54v5dprsugdvddpq5ync,1.0,2024-01-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
dssxj3ymyofvhfjgmpg1ftuga,Hemmo,Riihimäki,Hemmo,Riihimäki,Male,H. Riihimäki,Finland,2u07e54v5dprsugdvddpq5ync,Goalkeeper,player,2003-06-03,Finland,2u07e54v5dprsugdvddpq5ync,80.0,2024-01-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
dytql3b2co1cst72z5qf879pl,David Jeremiah,Kristoffersson Streng,Jeremiah,Streng,Male,J. Streng,Finland,2u07e54v5dprsugdvddpq5ync,Attacker,player,2001-11-08,Finland,2u07e54v5dprsugdvddpq5ync,9.0,2024-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
e9tx4ca2kjj4kj9vm70fv2p04,Prosper,Padera,Prosper,Padera,Male,P. Padera,Zimbabwe,6pqqn8s3pvbryohnkxd4ch4kn,Midfielder,player,2006-10-09,Zimbabwe,6pqqn8s3pvbryohnkxd4ch4kn,30.0,2025-01-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
f2hzgos2s0wri26qn11hcial0,Leon,Vesterbacka,Leon,Vesterbacka,Male,L. Vesterbacka,Finland,2u07e54v5dprsugdvddpq5ync,Midfielder,player,2007-12-02,Finland,2u07e54v5dprsugdvddpq5ync,34.0,2025-08-02Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
f2qohaex1g5tvz10leo2ia6s,Markus Mikael,Arsalo,Markus,Arsalo,Male,M. Arsalo,Finland,2u07e54v5dprsugdvddpq5ync,Midfielder,player,2002-10-21,Finland,2u07e54v5dprsugdvddpq5ync,18.0,2023-01-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
oqudbhzm03z0sfh8tw4qoqhg,Gabriel,Oksanen,Gabriel,Oksanen,Male,G. Oksanen,Finland,2u07e54v5dprsugdvddpq5ync,Defender,player,2006-09-22,USA,7hr2f89v44y65dyu9k92vprwn,2.0,2024-05-07Z,active,yes,NaN,NaN,NaN,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,NaN
ro21tqqaeslyebto6ukon5zo,Armaan Mark,Wilson,Armaan,Wilson,Male,A. Wilson,Canada,1iaoypzp6syf32cz9l15pzp7e,Midfielder,player,2002-05-29,Canada,1iaoypzp6syf32cz9l15pzp7e,27.0,2025-07-03Z,active,yes,190.0,right,NaN,NaN,NaN,Kleinburg,NaN,NaN
1ri2bpwa8thdzkqyv3q0w6044,André Augustine Amos,Raymond,André,Raymond,Male,A. Raymond,Trinidad and Tobago,635ed0499golbw7h62vt7g53j,Defender,player,2000-11-09,Trinidad and Tobago,635ed0499golbw7h62vt7g53j,23.0,2025-07-15Z,active,yes,170.0,left,NaN,NaN,NaN,Chaguanas,NaN,65.0
1vt9w739g9cui1qrjhld5jgt1,Sauli Aapo Kasperi,Väisänen,Sauli,Väisänen,Male,S. Väisänen,Finland,2u07e54v5dprsugdvddpq5ync,Defender,player,1994-06-05,Finland,2u07e54v5dprsugdvddpq5ync,5.0,2024-12-30Z,active,yes,190.0,right,NaN,NaN,NaN,Helsinki,Sauli Väisänen,75.0
26zzli6mm14fh6sb5520g1vkk,Rasmus,Väisänen,Rasmus,Väisänen,Male,R. Väisänen,Finland,2u07e54v5dprsugdvddpq5ync,Attacker,player,2006-05-25,Finland,2u07e54v5dprsugdvddpq5ync,88.0,2025-04-27Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,Rasmus Väisänen,NaN
2ds2jprriwxkden7xw0pvhe51,Tatu,Miettunen,Tatu,Miettunen,Male,T. Miettunen,Finland,2u07e54v5dprsugdvddpq5ync,Defender,player,1995-04-24,Finland,2u07e54v5dprsugdvddpq5ync,16.0,2014-04-01Z,active,yes,185.0,NaN,NaN,NaN,NaN,Mänttä,NaN,76.0
3h900ulsj68bktnzbti1jvr6y,Jaakko Onni,Moisio,Jaakko,Moisio,Male,J. Moisio,Finland,2u07e54v5dprsugdvddpq5ync,Defender,player,2005-01-12,Finland,2u07e54v5dprsugdvddpq5ync,21.0,2023-01-26Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5h0xmzqj69qpakvv8b3gfin6d,Otso,Virtanen,Otso,Virtanen,Male,O. Virtanen,Finland,2u07e54v5dprsugdvddpq5ync,Goalkeeper,player,1994-04-03,Finland,2u07e54v5dprsugdvddpq5ync,1.0,2022-12-27Z,active,yes,196.0,right,NaN,NaN,NaN,Turku,NaN,88.0
5msckfem6wvr8h2egmxqgn5zo,Jardell,Kanga,Jardell,Kanga,Male,J. Kanga,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Attacker,player,2005-12-13,Sweden,1z6l2c33w2kyz9rdefs1d68nb,30.0,2025-07-19Z,active,yes,170.0,left,NaN,Congo DR,6xq2smnxqvc5bh7vzza9ljiy9,NaN,NaN,NaN
6aoswcs32ubpn2g50tqcopg5w,Vincent,Ulundu,Vincent,Ulundu,Male,V. Ulundu,Finland,2u07e54v5dprsugdvddpq5ync,Attacker,player,2005-03-25,Finland,2u07e54v5dprsugdvddpq5ync,18.0,2024-01-01Z,active,yes,NaN,NaN,NaN,Congo DR,6xq2smnxqvc5bh7vzza9ljiy9,NaN,NaN,NaN
6j8sbzewfzr0kjs2acm6r7tw4,Otto,Tiitinen,Otto,Tiitinen,Male,O. Tiitinen,Finland,2u07e54v5dprsugdvddpq5ync,Midfielder,player,2008-04-25,Finland,2u07e54v5dprsugdvddpq5ync,20.0,2025-01-17Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6yreepfqr0qh9o2mlglzkri6t,Roope Vilhelmi,Riski,Roope,Riski,Male,R. Riski,Finland,2u07e54v5dprsugdvddpq5ync,Attacker,player,1991-08-16,Finland,2u07e54v5dprsugdvddpq5ync,10.0,2024-02-02Z,active,yes,180.0,right,NaN,NaN,NaN,Askainen,NaN,70.0
74od0bd25ox7cv2sfmebf72s5,Anton,Popovitš,Anton,Popovitch,Male,A. Popovitš,Finland,2u07e54v5dprsugdvddpq5ync,Midfielder,player,1996-07-11,Finland,2u07e54v5dprsugdvddpq5ync,14.0,2024-01-16Z,active,yes,185.0,right,NaN,Russia,7kfg68kh6n16fs4ap3xjiudr,Valkeakoski,NaN,64.0
7hr8mxix88otsvgitsv184g0k,Marius,Söderbäck,Marius,Söderbäck,Male,M. Söderbäck,Finland,2u07e54v5dprsugdvddpq5ync,Midfielder,player,2004-02-06,Finland,2u07e54v5dprsugdvddpq5ync,17.0,2023-08-07Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7wysiv77u3wt6pk31uzzl7dre,Teemu,Hytönen,Teemu,Hytönen,Male,T. Hytönen,Finland,2u07e54v5dprsugdvddpq5ync,Attacker,player,2002-08-15,Finland,2u07e54v5dprsugdvddpq5ync,9.0,2025-01-01Z,active,yes,194.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
87xd8a3n7mtk57za6pcc5l5n9,Lauri Elias,Ala-Myllymäki,Lauri,Ala-Myllymäki,Male,L. Ala-Myllymäki,Finland,2u07e54v5dprsugdvddpq5ync,Midfielder,player,1997-06-04,Finland,2u07e54v5dprsugdvddpq5ync,15.0,2023-01-25Z,active,yes,182.0,right,NaN,NaN,NaN,NaN,NaN,NaN
8r3xgvgtysw3a026rrhebyxre,Maksim,Stjopin,Maksim,Stjopin,Male,M. Stjopin,Finland,2u07e54v5dprsugdvddpq5ync,Attacker,player,2003-04-08,Finland,2u07e54v5dprsugdvddpq5ync,8.0,2023-12-22Z,active,yes,178.0,left,NaN,Estonia,64smib5liu1qh78iaylufxj99,NaN,NaN,NaN
a30y638aa4uo6vudqgrcjvpat,Joona Eemil Petteri,Veteli,Joona,Veteli,Male,J. Veteli,Finland,2u07e54v5dprsugdvddpq5ync,Midfielder,player,1995-04-21,Finland,2u07e54v5dprsugdvddpq5ync,7.0,2024-02-08Z,active,yes,180.0,NaN,NaN,NaN,NaN,Kemi,NaN,73.0
a6c8kxkcb77ldh3dpondvd2sq,Faris,Krkalić,Faris,Krkalic,Male,F. Krkalić,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,Goalkeeper,player,2002-06-15,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,12.0,2025-03-07Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
afacx0e14xrz11u9dnbry92ei,Kalle Erik Juhani,Wallius,Kalle,Wallius,Male,K. Wallius,Finland,2u07e54v5dprsugdvddpq5ync,Defender,player,2003-01-02,Finland,2u07e54v5dprsugdvddpq5ync,13.0,2025-01-29Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
auivgwfbffghtuzi2i5e9mxw4,Ville,Kumpu,Ville,Kumpu,Male,V. Kumpu,Finland,2u07e54v5dprsugdvddpq5ync,Defender,player,2008-02-18,Finland,2u07e54v5dprsugdvddpq5ync,24.0,2025-01-31Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
