id,firstName,lastName,shortFirstName,shortLastName,matchName,nationality,nationalityId,position,type,dateOfBirth,countryOfBirth,countryOfBirthId,height,shirtNumber,status,active,placeOfBirth,knownName,secondNationality,secondNationalityId,weight,foot
ak2p1ryk06emr2ggol77s1k9h,Mihai Cătălin,Bordeianu,Mihai,Bordeianu,M. Bordeianu,Romania,17oj2qrzqlkhdjvazum10sx2i,Midfielder,player,1991-11-18,Romania,17oj2qrzqlkhdjvazum10sx2i,188.0,37.0,active,yes,Flămânzi,NaN,NaN,NaN,NaN,NaN
b304fyinzde64y8mwl74nw9ux,Hamza,Saghiri,Hamza,Saghiri,H. Saghiri,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,1997-02-18,Germany,36min0qztu8eydwvpv8t1is0m,180.0,35.0,active,yes,Würselen,NaN,NaN,NaN,70.0,right
bb4yvwcej8w9dm9rsn8b0k1uy,Sorin Dănuț,Șerban,Sorin,Serban,S. Șerban,Romania,17oj2qrzqlkhdjvazum10sx2i,Defender,player,2000-04-17,Romania,17oj2qrzqlkhdjvazum10sx2i,178.0,NaN,active,no,Baia Mare,NaN,NaN,NaN,65.0,left
by4k47vxaoqqt8mfb6on0fob9,Mugurel Florin,Cornățeanu,Mugurel Florin,Cornateanu,M. Cornățeanu,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,assistant coach,1972-02-21,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,active,yes,Constanța,NaN,NaN,NaN,NaN,NaN
c4snesdnnil9okcmhif2lfemt,Rachid Ahmed,Bouhenna,Rachid,Bouhenna,R. Bouhenna,Algeria,1ayprcriqhb8iv10ch70clppu,Defender,player,1991-06-29,France,7gww28djs405rfga69smki84o,191.0,5.0,active,yes,Méru,NaN,France,7gww28djs405rfga69smki84o,NaN,right
cbd2w3cjlliiiy0q6andm936y,George Ionuț,Dragomir,George,Dragomir,G. Dragomir,Romania,17oj2qrzqlkhdjvazum10sx2i,Midfielder,player,2003-08-06,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,active,no,NaN,NaN,NaN,NaN,NaN,NaN
ce80i2brfdahaz9ewljxhiyvo,Alexandru-Petru,Hrib,Alexandru,Hrib,A. Hrib,Romania,17oj2qrzqlkhdjvazum10sx2i,Midfielder,player,2005-06-24,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,88.0,active,yes,Iași,NaN,NaN,NaN,NaN,NaN
cwbaofrklfcba48am3z2lsaqy,Luis Phelipe,de Souza Figueiredo,Luis Phelipe,de Souza Figueiredo,Luis Phelipe,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,Attacker,player,2001-02-12,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,175.0,NaN,active,no,Santos,Luis Phelipe,NaN,NaN,72.0,right
cx9926sciirvu06gtbf75g3dg,Antonio Mihai,Dumitru,Antonio,Dumitru,A. Dumitru,Romania,17oj2qrzqlkhdjvazum10sx2i,Attacker,player,2004-11-02,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,11.0,active,no,Târgoviște,NaN,NaN,NaN,NaN,right
d1cdocataciv9l536ax54yklx,Risto,Jankov,Risto,Jankov,R. Jankov,North Macedonia,1lesyxylc5eza0a4z87t9azcc,Goalkeeper,player,1998-09-05,North Macedonia,1lesyxylc5eza0a4z87t9azcc,190.0,29.0,active,no,Skopje,NaN,NaN,NaN,82.0,NaN
d1mxsefazn0drijm9efs2s0a2,Francisc Ionuț,Cristea,Francisc,Cristea,F. Cristea,Romania,17oj2qrzqlkhdjvazum10sx2i,Midfielder,player,2001-01-15,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,active,no,NaN,NaN,NaN,NaN,NaN,NaN
dbt0mf9frgbk8003gbqwfnaol,Matija,Katanec,Matija,Katanec,M. Katanec,Croatia,37hlakrwxyuzovaeoo4sezusp,Defender,player,1990-05-04,Croatia,37hlakrwxyuzovaeoo4sezusp,183.0,32.0,active,yes,Varaždin,NaN,NaN,NaN,73.0,left
djge31c036x2yoaa2qowcizxm,Ștefan,Ștefanovici,Stefan,Stefanovici,Ș. Ștefanovici,Romania,17oj2qrzqlkhdjvazum10sx2i,Defender,player,2002-02-20,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,18.0,active,yes,Iași,NaN,NaN,NaN,NaN,NaN
dk61lg9117boyhzwi9ary347o,Sebastian Petru,Ilieș,Sebastian,Ilies,S. Ilieș,Romania,17oj2qrzqlkhdjvazum10sx2i,Midfielder,player,2008-01-02,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,33.0,active,yes,Palermo,NaN,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN
dt1z9cjih7agt19py0x0iwqnd,Leonardo,de Oliveira Silva,Leonardo,de Oliveira Silva,Léo Índio,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,Midfielder,player,1996-04-22,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,187.0,NaN,active,no,São Bernardo do Campo,Léo Índio,NaN,NaN,80.0,right
e2xslbvepma8sc9vferpvxzh1,Jakub,Vojtuš,Jakub,Vojtus,J. Vojtuš,Slovakia,7dybe8679n9bgyrcxi383pq3y,Attacker,player,1993-10-22,Slovakia,7dybe8679n9bgyrcxi383pq3y,186.0,77.0,active,no,Spisska Nova Ves,NaN,NaN,NaN,NaN,both
egyan62ie84g9i3wmpfg9ytw5,Dumitru,Celeadnic,Dumitru,Celeadnic,D. Celeadnic,Moldova,389mdnq78a55g2gr040a3mmtj,Goalkeeper,player,1992-04-23,Moldova,389mdnq78a55g2gr040a3mmtj,192.0,22.0,active,no,NaN,NaN,NaN,NaN,79.0,right
eoxvozfoonufiuajdv0c2gys4,Karim,Satmarean,Karim,Satmarean,K. Satmarean,Romania,17oj2qrzqlkhdjvazum10sx2i,Attacker,player,2003-10-14,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,active,yes,NaN,NaN,NaN,NaN,NaN,NaN
ep4owq1kl7pszp5wamg95a25m,Robert Andrei,Ion,Robert,Ion,R. Ion,Romania,17oj2qrzqlkhdjvazum10sx2i,Midfielder,player,2000-09-05,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,23.0,active,yes,București,NaN,NaN,NaN,NaN,NaN
ez692z1junvhuxaqpeudw9r84,Alex Nicolae,Militaru,Alex,Militaru,A. Militaru,Romania,17oj2qrzqlkhdjvazum10sx2i,Midfielder,player,2003-05-24,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,99.0,active,no,Satu Mare,NaN,NaN,NaN,NaN,NaN
f35gytv6nx25pyv23q6v29eqx,Carlos Eduardo,Bacila Jatobá,Carlos Eduardo,Bacila Jatobá,Jatobá,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,Midfielder,player,1995-09-15,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,183.0,95.0,active,yes,São Paulo,Jatobá,NaN,NaN,72.0,right
t1sex0hflib1w6sm3ph91g45,Constantin Ionuț,Ilie,Constantin,Ilie,C. Ilie,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,assistant coach,1974-09-19,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,active,yes,NaN,NaN,NaN,NaN,NaN,NaN
xtsn8ubt3wtj6lwlca3bfrop,Cătălin Mihai,Itu,Catalin,Itu,C. Itu,Romania,17oj2qrzqlkhdjvazum10sx2i,Midfielder,player,1999-10-26,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,19.0,active,yes,Dej,NaN,NaN,NaN,NaN,right
1dsz3l1g2a1mwy54pzxyal32t,Valerică Marius,Găman,Valerica,Gaman,V. Găman,Romania,17oj2qrzqlkhdjvazum10sx2i,Defender,player,1989-02-25,Romania,17oj2qrzqlkhdjvazum10sx2i,188.0,27.0,active,yes,Băilești,NaN,NaN,NaN,73.0,right
1lndkkiboh743i71r98zyprdh,Cristi Marian,Bărbuț,Cristian,Barbut,C. Bărbuț,Romania,17oj2qrzqlkhdjvazum10sx2i,Midfielder,player,1995-04-22,Romania,17oj2qrzqlkhdjvazum10sx2i,166.0,20.0,active,no,Timişoara,NaN,NaN,NaN,60.0,both
1wldjgwjqpdd69pgf95kv2e0a,Alexandru Laurențiu,Oroian,Alexandru,Oroian,A. Oroian,Romania,17oj2qrzqlkhdjvazum10sx2i,Defender,player,2001-01-27,Poland,27baqb7359ywdvsxxklx1kn11,NaN,51.0,active,yes,Mediaș,NaN,Poland,27baqb7359ywdvsxxklx1kn11,NaN,right
2x4rr234iv3q8qhpcd50vw2qd,Ionuț Alin,Pop,Ionut,Pop,I. Pop,Romania,17oj2qrzqlkhdjvazum10sx2i,Goalkeeper,player,1997-08-01,Romania,17oj2qrzqlkhdjvazum10sx2i,185.0,22.0,active,yes,Oradea,NaN,NaN,NaN,74.0,right
3puiicyuryuswegpld5qybh90,Cosmin Alexandru,Bucuroiu,Cosmin,Bucuroiu,C. Bucuroiu,Romania,17oj2qrzqlkhdjvazum10sx2i,Attacker,player,2003-09-11,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,21.0,active,yes,București,NaN,NaN,NaN,NaN,NaN
3vzrlfibdmee45mqun81umhw4,Ianis Alessio,Gîndilă,Ianis,Gîndila,I. Gîndilă,Romania,17oj2qrzqlkhdjvazum10sx2i,Midfielder,player,2006-01-16,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,77.0,active,no,Sibiu,NaN,NaN,NaN,NaN,NaN
48ze13c1amjz5j94apbw6rnbp,Vlad Ionuț,Muțiu,Vlad,Mutiu,V. Muțiu,Romania,17oj2qrzqlkhdjvazum10sx2i,Goalkeeper,player,1995-02-02,Romania,17oj2qrzqlkhdjvazum10sx2i,187.0,31.0,active,yes,Baia Mare,NaN,NaN,NaN,78.0,right
4stda5zeogc5athn5jw6f5fit,Karlo,Letica,Karlo,Letica,K. Letica,Croatia,37hlakrwxyuzovaeoo4sezusp,Goalkeeper,player,1997-02-11,Croatia,37hlakrwxyuzovaeoo4sezusp,201.0,NaN,active,no,Split,NaN,NaN,NaN,94.0,right
4v86g99e43shvytytnkac52zu,Daniel George,Paraschiv,Daniel,Paraschiv,D. Paraschiv,Romania,17oj2qrzqlkhdjvazum10sx2i,Attacker,player,1999-04-24,Romania,17oj2qrzqlkhdjvazum10sx2i,185.0,30.0,active,yes,Brașov,NaN,Moldova,389mdnq78a55g2gr040a3mmtj,NaN,right
50gkeyb96hmgb5bjc5lfiqstm,Paolo,Medina Etienne,Paolo,Medina,P. Medina,Mexico,5trdr3jf42i20zj1hnkvcytr6,Defender,player,1999-05-28,Mexico,5trdr3jf42i20zj1hnkvcytr6,177.0,2.0,active,yes,Orizaba,NaN,Spain,49ih1pwv3ahshdf8uzrimi54c,66.0,right
5w1mkqmuz984n0txvcetiyu0a,Baba,Alhassan,Baba,Alhassan,B. Alhassan,Ghana,2q2sw72utw5gu9t5y4knckwba,Midfielder,player,2000-01-03,Ghana,2q2sw72utw5gu9t5y4knckwba,NaN,8.0,active,no,Accra,NaN,NaN,NaN,NaN,NaN
5wyltpfzjxddy8zybrrogjitw,Alexandru Florin,Luca,Alexandru,Luca,A. Luca,Romania,17oj2qrzqlkhdjvazum10sx2i,Midfielder,player,2004-04-26,Romania,17oj2qrzqlkhdjvazum10sx2i,181.0,20.0,active,no,Sibiu,NaN,NaN,NaN,72.0,NaN
64qegc6b7r3zf4cn98fe6e6fo,Luca,Mitrică,Luca,Mitrica,L. Mitrică,Romania,17oj2qrzqlkhdjvazum10sx2i,Midfielder,player,2003-04-29,Romania,17oj2qrzqlkhdjvazum10sx2i,181.0,NaN,active,yes,București,NaN,NaN,NaN,66.0,right
6awyp0imfvptdrckmgytqi191,Ionuț,Stoica,Ionut,Stoica,Ionuț Stoica,Romania,17oj2qrzqlkhdjvazum10sx2i,Defender,player,1988-01-06,Romania,17oj2qrzqlkhdjvazum10sx2i,186.0,4.0,active,yes,Râmnicu Vâlcea,Ionut Stoica,NaN,NaN,82.0,right
6uv666myfubw9tuix6j0ujuuh,Cristian Daniel,Neguț,Cristian,Negut,C. Neguț,Romania,17oj2qrzqlkhdjvazum10sx2i,Midfielder,player,1995-12-09,Romania,17oj2qrzqlkhdjvazum10sx2i,176.0,26.0,active,yes,Ploieşti,NaN,NaN,NaN,NaN,right
7ay6r9uifdghpmh4ei5incpg,Dragoș Petru,Iancu,Dragos,Iancu,D. Iancu,Romania,17oj2qrzqlkhdjvazum10sx2i,Midfielder,player,2002-09-29,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,11.0,active,yes,Cluj-Napoca,Dragos Iancu,NaN,NaN,NaN,NaN
7e1c3szplwxvnhf408o80fjl5,Mihai Ionuţ,Butean,Mihai,Butean,M. Butean,Romania,17oj2qrzqlkhdjvazum10sx2i,Defender,player,1996-09-14,Romania,17oj2qrzqlkhdjvazum10sx2i,181.0,17.0,active,yes,Cluj-Napoca,NaN,NaN,NaN,72.0,right
5b9mja145lbrrwogr9jc4v9at,Eugen,Neagoe,Eugen,Neagoe,E. Neagoe,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,coach,1967-08-22,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,active,no,Cornu,NaN,NaN,NaN,NaN,NaN
7h1djldp8rn2xj8h874ol0frp,Marius Constantin,Măldărăşanu,Marius,Maldarasanu,M. Măldărăşanu,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,coach,1975-04-19,Romania,17oj2qrzqlkhdjvazum10sx2i,181.0,NaN,active,yes,Ploieşti,NaN,NaN,NaN,68.0,NaN
8k30urkv95hzgtxp1xjvgygnp,Marius Paul,Antoche,Paul,Antoche,P. Antoche,Romania,17oj2qrzqlkhdjvazum10sx2i,Midfielder,player,1992-06-21,Romania,17oj2qrzqlkhdjvazum10sx2i,180.0,6.0,active,yes,Broşteni,NaN,NaN,NaN,68.0,right
8wif7jsnn1phsr6bjb0caea51,Ionuț Ciprian,Biceanu,Ciprian,Biceanu,C. Biceanu,Romania,17oj2qrzqlkhdjvazum10sx2i,Midfielder,player,1994-02-26,Romania,17oj2qrzqlkhdjvazum10sx2i,184.0,29.0,active,yes,Piteşti,NaN,NaN,NaN,80.0,NaN
8znu27r0uvjeo8rhs8s8yorth,Gabriel Cristian,Iancu,Gabriel,Iancu,G. Iancu,Romania,17oj2qrzqlkhdjvazum10sx2i,Attacker,player,1994-04-15,Romania,17oj2qrzqlkhdjvazum10sx2i,185.0,10.0,active,yes,București,Gabriel Iancu,NaN,NaN,71.0,left
95mv4earpbvhk8v20flzmrhsl,Alessandro,Murgia,Alessandro,Murgia,A. Murgia,Italy,25f2cmb2r8mk5rj92tzer6kvv,Midfielder,player,1996-08-09,Italy,25f2cmb2r8mk5rj92tzer6kvv,185.0,16.0,active,yes,Roma,NaN,NaN,NaN,78.0,right
97zx7hqzq6b910fpr7tc21nu1,Raul Marian,Opruț,Raul,Oprut,R. Opruț,Romania,17oj2qrzqlkhdjvazum10sx2i,Defender,player,1998-01-04,Romania,17oj2qrzqlkhdjvazum10sx2i,184.0,28.0,active,yes,Caransebeș,NaN,NaN,NaN,78.0,left
9dlzko6w84lgxuegjv7hyraol,Cătălin Vasile,Căbuz,Catalin,Cabuz,C. Căbuz,Romania,17oj2qrzqlkhdjvazum10sx2i,Goalkeeper,player,1996-06-18,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,25.0,active,yes,Avrig,NaN,NaN,NaN,NaN,NaN
9ekqknv27cjm0mf6qiosjz4k5,Silviu Nicolae,Balaure,Silviu,Balaure,S. Balaure,Romania,17oj2qrzqlkhdjvazum10sx2i,Defender,player,1996-02-06,Romania,17oj2qrzqlkhdjvazum10sx2i,178.0,96.0,active,yes,Drobeta-Turnu Severin,NaN,NaN,NaN,62.0,right
9z9vjbvk33oepjhogd5i3nl78,Alexandru Daniel,Jipa,Alexandru,Jipa,A. Jipa,Romania,17oj2qrzqlkhdjvazum10sx2i,Midfielder,player,2002-08-14,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,97.0,active,yes,Târgoviște,NaN,NaN,NaN,NaN,NaN
ajmcfgzv1477ujfafxrup2tw5,Petrișor Ionuț,Petrescu,Petrisor,Petrescu,P. Petrescu,Romania,17oj2qrzqlkhdjvazum10sx2i,Midfielder,player,1993-06-29,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,7.0,active,no,Sibiu,NaN,NaN,NaN,NaN,NaN
b1kwnamo8skspileinfczolat,Florin,Bejan,Florin,Bejan,F. Bejan,Romania,17oj2qrzqlkhdjvazum10sx2i,Defender,player,1991-03-28,Romania,17oj2qrzqlkhdjvazum10sx2i,186.0,5.0,active,yes,Mangalia,NaN,NaN,NaN,75.0,right
b4zdpy8gnotnfoo2vbfp1359m,Seydou Saeed,Issah,Seydou,Issah,S. Issah,Ghana,2q2sw72utw5gu9t5y4knckwba,Defender,player,2000-01-11,Ghana,2q2sw72utw5gu9t5y4knckwba,NaN,16.0,active,no,Accra,NaN,NaN,NaN,NaN,NaN
bbhavgkfr4lmeezhkqx3yc86i,Rúben Miguel,Valente Fonseca,Rúben Miguel,Valente Fonseca,Rúben Fonseca,Portugal,1nbm5i9a0403zzvltn17lxinc,Attacker,player,2000-02-24,Portugal,1nbm5i9a0403zzvltn17lxinc,188.0,99.0,active,yes,Santa Maria da Feira,Rúben Fonseca,NaN,NaN,75.0,right
cb6ofpercp9uq85eetkpen40k,Bogdan Vasile,Rotar,Bogdan,Rotar,B. Rotar,Romania,17oj2qrzqlkhdjvazum10sx2i,Attacker,player,2002-01-18,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,active,no,Sibiu,NaN,NaN,NaN,NaN,NaN
daal3n4qoyo0enbdgt6d4zpp1,Kablan Davy,N'Goma,Kablan,N'Goma,K. N'Goma,France,7gww28djs405rfga69smki84o,Attacker,player,1995-10-13,France,7gww28djs405rfga69smki84o,172.0,9.0,active,yes,NaN,NaN,Congo,1s2y6o0lwj69dj5ib5pid8f6r,60.0,NaN
daxppf4jh2rji7hir5onmlf8q,Sota,Mino,Sota,Mino,S. Mino,Japan,lxyibh89lpdc0bfian1nx0xq,Midfielder,player,1994-10-20,Japan,lxyibh89lpdc0bfian1nx0xq,NaN,14.0,active,yes,Osaka,NaN,NaN,NaN,NaN,NaN
dvmger8iu2bsd5s8imactyq6s,Alexandru Mircea,Uțiu,Alexandru,Utiu,A. Uțiu,Romania,17oj2qrzqlkhdjvazum10sx2i,Goalkeeper,player,2003-07-10,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,1.0,active,yes,Cluj-Napoca,NaN,NaN,NaN,NaN,NaN
el83js6j5mydo2nnalaku5xck,Vlăduț Cristian,Popa,Vladut,Popa,V. Popa,Romania,17oj2qrzqlkhdjvazum10sx2i,Defender,player,2002-04-10,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,24.0,active,no,NaN,NaN,NaN,NaN,NaN,NaN
evyd9ybm8q4z6dykeat3g0jxl,Adrian,Tabarcea Petre,Adrian,Petre,A. Petre,Romania,17oj2qrzqlkhdjvazum10sx2i,Attacker,player,1998-02-11,Romania,17oj2qrzqlkhdjvazum10sx2i,188.0,9.0,active,no,Arad,NaN,NaN,NaN,82.0,right
qnsnqdqm51676zz6cn4ypjsa,Ianis,Ilie Stoica,Ianis,Stoica,Ianis Stoica,Romania,17oj2qrzqlkhdjvazum10sx2i,Attacker,player,2002-12-08,Romania,17oj2qrzqlkhdjvazum10sx2i,180.0,7.0,active,yes,București,Ianis Stoica,NaN,NaN,68.0,right
t6enqjm4o7c0bo2jterc5ces,Emmanuel Baba,Ayine,NaN,NaN,E. Ayine,Ghana,2q2sw72utw5gu9t5y4knckwba,Midfielder,player,2003-12-10,Ghana,2q2sw72utw5gu9t5y4knckwba,NaN,NaN,active,no,NaN,NaN,NaN,NaN,NaN,NaN
ybglaa5fqm2xpubff28qra50,Kevin Andrei,Ciubotaru,Kevin,Ciubotaru,K. Ciubotaru,Romania,17oj2qrzqlkhdjvazum10sx2i,Defender,player,2004-02-02,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,98.0,active,yes,Roma,NaN,NaN,NaN,NaN,NaN
12qlpqt9n61feptc3vqi816ac,Adrian Cristian,Dragoș,Adrian,Dragos,A. Dragoș,Romania,17oj2qrzqlkhdjvazum10sx2i,Attacker,player,2007-04-09,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,22.0,active,yes,NaN,NaN,NaN,NaN,NaN,NaN
199x0y0wvi3d2pdt0cexnwvyt,Cătălin,Carp,Catalin,Carp,C. Carp,Moldova,389mdnq78a55g2gr040a3mmtj,Midfielder,player,1993-10-20,Moldova,389mdnq78a55g2gr040a3mmtj,184.0,8.0,active,no,Chişinău,NaN,NaN,NaN,77.0,right
1bgz4fltvt5al0el49jv9f6z8,Andrei Alexandru,David,Andrei Alexandru,David,A. David,Romania,17oj2qrzqlkhdjvazum10sx2i,Midfielder,player,2003-01-26,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,20.0,active,yes,NaN,NaN,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN
1g2r45vwqsic7g81criwzvbvt,Eric Johana,Omondi,Eric,Omondi,E. Omondi,Kenya,7bj2q2zb0n47lb9g55dnvfr2s,Attacker,player,1994-08-18,Kenya,7bj2q2zb0n47lb9g55dnvfr2s,186.0,24.0,active,yes,NaN,NaN,NaN,NaN,75.0,NaN
1t3gl0bsoimov02jifpaxwm3t,Răzvan Alin,Trif,Razvan,Trif,R. Trif,Romania,17oj2qrzqlkhdjvazum10sx2i,Defender,player,1997-10-09,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,29.0,active,yes,Jidvei,NaN,NaN,NaN,NaN,left
20ab99akn24uy1k65ofxrjfmd,Tiberiu Ionuț,Căpușă,Tiberiu,Capusa,T. Căpușă,Romania,17oj2qrzqlkhdjvazum10sx2i,Defender,player,1998-04-06,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,98.0,active,yes,Bacău,NaN,NaN,NaN,NaN,NaN
2ge3ih1o3j3ad8tmpfcj8yxka,Godberg Barry,Cooper,Godberg,Cooper,G. Cooper,Italy,25f2cmb2r8mk5rj92tzer6kvv,Attacker,player,1997-08-20,Italy,25f2cmb2r8mk5rj92tzer6kvv,191.0,NaN,active,no,Bergamo,NaN,Ghana,2q2sw72utw5gu9t5y4knckwba,85.0,NaN
2riwh7mv85k5l41yxemfg8mp5,Albert Tivadar,Stahl,Albert,Stahl,A. Stahl,Romania,17oj2qrzqlkhdjvazum10sx2i,Midfielder,player,1999-01-11,Romania,17oj2qrzqlkhdjvazum10sx2i,180.0,7.0,active,yes,Arad,NaN,NaN,NaN,NaN,right
2v57nt2u0ackxrh9vbf39ztp0,Marco Beniamin,Bota,Marco,Bota,M. Bota,Romania,17oj2qrzqlkhdjvazum10sx2i,Defender,player,2004-02-26,Romania,17oj2qrzqlkhdjvazum10sx2i,186.0,NaN,active,no,Satu Mare,NaN,NaN,NaN,76.0,NaN
3hqr9aeftmjduelsswpcjbxex,Danylo,Kucher,Danylo,Kucher,D. Kucher,Ukraine,315w6fk6umfzf4qvba3t55u61,Goalkeeper,player,1997-01-25,Ukraine,315w6fk6umfzf4qvba3t55u61,193.0,13.0,active,yes,Kryvyi Rih,NaN,NaN,NaN,83.0,left
3q16bejzbmwp1sja8fhmssges,Alessio,Calotă,Calota,Alessio,A. Calotă,Romania,17oj2qrzqlkhdjvazum10sx2i,Midfielder,player,2007-04-11,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,27.0,active,yes,NaN,NaN,NaN,NaN,NaN,NaN
44uu4tjay469ekzdlujwq0bv8,Franklin Agha,Obinna,Agha,Obinna,A. Obinna,Nigeria,63pvdwrsiq5b07mzi8igqei9p,Defender,player,2003-12-04,Nigeria,63pvdwrsiq5b07mzi8igqei9p,165.0,NaN,active,no,NaN,NaN,NaN,NaN,NaN,left
463h98298r9oygs8f3emx1zv9,Imoh,Ezekiel,Imoh,Ezekiel,I. Ezekiel,Nigeria,63pvdwrsiq5b07mzi8igqei9p,Attacker,player,1993-10-24,Nigeria,63pvdwrsiq5b07mzi8igqei9p,178.0,11.0,active,yes,Lagos,NaN,NaN,NaN,70.0,right
47x4wrmrtzvkrsrqvl8sa1adx,Denis Constantin,Dumitrașcu,Denis,Dumitrascu,D. Dumitrașcu,Romania,17oj2qrzqlkhdjvazum10sx2i,Defender,player,1995-04-27,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,80.0,active,no,Râmnicu Vâlcea,NaN,NaN,NaN,NaN,NaN
490ki6ot7sam0l1efyk6ogoyy,Robert Cristian,Mustacă,Robert,Mustaca,R. Mustacă,Romania,17oj2qrzqlkhdjvazum10sx2i,Attacker,player,2002-10-05,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,11.0,active,no,NaN,NaN,NaN,NaN,NaN,NaN
4ditpannuqxjgkmgymys6voph,Sorin Nicuşor,Rădoi,Sorin,Radoi,S. Rădoi,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,assistant coach,1985-06-30,Romania,17oj2qrzqlkhdjvazum10sx2i,182.0,NaN,active,yes,Craiova,NaN,NaN,NaN,81.0,right
4mwwcjl0g0kw75m4w07x1d5ka,Ariel Ignacio,López Varela,Ariel,López,A. López,Uruguay,286fwlvd6dzntv6ewv3cyvb0p,Midfielder,player,1995-05-26,Uruguay,286fwlvd6dzntv6ewv3cyvb0p,181.0,5.0,active,yes,Montevideo,NaN,Spain,49ih1pwv3ahshdf8uzrimi54c,NaN,right
4o8chmedmg833c4dw5plg68t0,Vadym,Kyrychenko,Vadim,Kyrycsenko,V. Kyrychenko,Ukraine,315w6fk6umfzf4qvba3t55u61,Attacker,player,2006-01-06,Ukraine,315w6fk6umfzf4qvba3t55u61,NaN,NaN,active,no,NaN,NaN,NaN,NaN,NaN,NaN
542nw80ewe775gx64cfnlrnu2,Stefanos,Stroungis,Stefanos,Stroungis,S. Stroungis,Greece,6lpgd60z890no2v46zdecrcss,Defender,player,1997-10-09,Greece,6lpgd60z890no2v46zdecrcss,187.0,6.0,active,no,NaN,NaN,NaN,NaN,NaN,right
5ga4ehs6vzvm6vugcoltfkaok,Cristian Petrișor,Mihai,Cristian,Mihai,C. Mihai,Romania,17oj2qrzqlkhdjvazum10sx2i,Midfielder,player,2004-09-23,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,21.0,active,yes,Arad,NaN,NaN,NaN,NaN,NaN
5kl2p790vfjpshqqx9e5o4fai,George Claudiu,Negoescu,Claudiu,Negoescu,C. Negoescu,Romania,17oj2qrzqlkhdjvazum10sx2i,Attacker,player,2003-03-23,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,77.0,active,no,București,NaN,NaN,NaN,NaN,NaN
67igma29tbbit7pvjdngh7e8l,Vlăduț,Călin Morar,Vlad,Morar,V. Morar,Romania,17oj2qrzqlkhdjvazum10sx2i,Attacker,player,1993-08-01,Romania,17oj2qrzqlkhdjvazum10sx2i,183.0,17.0,active,yes,Crişeni,NaN,NaN,NaN,78.0,right
6lc3l1exg7h6op1dnl1iqq3h0,Alexandru Petrică,Pătlăgică,Alexandru,Patlagica,A. Pătlăgică,Romania,17oj2qrzqlkhdjvazum10sx2i,Defender,player,2003-03-28,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,active,no,Uricani,NaN,NaN,NaN,NaN,NaN
6v5baa1h5e813q5cjn74x4pg,Raul Alexandru,Stanciu,Raul,Stanciu,R. Stanciu,Romania,17oj2qrzqlkhdjvazum10sx2i,Attacker,player,2007-03-26,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,16.0,active,yes,NaN,NaN,NaN,NaN,NaN,NaN
