id,firstName,lastName,shortFirstName,shortLastName,gender,matchName,nationality,nationalityId,secondNationality,secondNationalityId,position,type,dateOfBirth,countryOfBirth,countryOfBirthId,foot,shirtNumber,startDate,status,active,placeOfBirth,height,weight,endDate,knownName
ex3mivlbngx6wr8lqzopva0np,Ryan Felix,Mayne Garry,Ryan,Garry,Male,R. Garry,England,1fk5l4hkqk12i7zske6mcqju6,NaN,NaN,NaN,coach,1983-09-29,England,1fk5l4hkqk12i7zske6mcqju6,NaN,NaN,2025-01-14Z,active,no,Hornchurch,188.0,82.0,2025-03-05Z,NaN
lp9kyx4408kpoey40zv9mga1,Jari,De Busser,Jari,De Busser,Male,J. De Busser,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Goalkeeper,player,1999-10-21,Belgium,4wbzjcclyefma1ourvjsu4q2j,both,20.0,2020-07-31Z,active,no,NaN,190.0,NaN,2024-08-21Z,NaN
sbxnlkg50itbqkpuh8wnwk45,Lucas,Schoofs,Lucas,Schoofs,Male,L. Schoofs,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Midfielder,player,1997-01-03,Belgium,4wbzjcclyefma1ourvjsu4q2j,right,15.0,2023-07-01Z,active,yes,Koersel,186.0,66.0,NaN,NaN
sgeb4jltex3uzgdrvhaeavx0,Dominion,Ohaka,Dominion,Ohaka,Male,D. Ohaka,Nigeria,63pvdwrsiq5b07mzi8igqei9p,NaN,NaN,Defender,player,2007-01-30,Nigeria,63pvdwrsiq5b07mzi8igqei9p,NaN,NaN,2025-02-03Z,active,yes,NaN,NaN,NaN,2025-12-31Z,NaN
2slqpfuj47jk0x7i44a2m9ld6,Vicky,Junior Kiankaulua,Vicky,Kiankaulua,Male,V. Kiankaulua,France,7gww28djs405rfga69smki84o,Congo DR,6xq2smnxqvc5bh7vzza9ljiy9,Attacker,player,2001-08-03,France,7gww28djs405rfga69smki84o,NaN,90.0,NaN,active,yes,NaN,185.0,73.0,NaN,NaN
3au11svam2tjvdcj0gqc16yfp,Jordi,Belin,Jordi,Belin,Male,J. Belin,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Goalkeeper,player,1995-07-13,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,12.0,NaN,active,yes,NaN,NaN,NaN,NaN,NaN
3ud171mmlfs8apgm69vppuot0,Gian,Geladé,Gian,Geladé,Male,G. Geladé,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Goalkeeper,player,2000-09-23,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,1.0,NaN,active,yes,NaN,NaN,NaN,NaN,NaN
43by1oz9xlzaluouc0qcgv6ga,Elisha Bruce,Sam,Elisha,Sam,Male,E. Sam,Belgium,4wbzjcclyefma1ourvjsu4q2j,Ghana,2q2sw72utw5gu9t5y4knckwba,Attacker,player,1997-03-31,Belgium,4wbzjcclyefma1ourvjsu4q2j,right,19.0,NaN,active,no,Antwerpen,195.0,84.0,NaN,NaN
458va3q5no6wvf93pq7qhhplh,Stijn,Stijnen,Stijn,Stijnen,Male,S. Stijnen,Belgium,4wbzjcclyefma1ourvjsu4q2j,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,coach,1981-04-07,Belgium,4wbzjcclyefma1ourvjsu4q2j,right,NaN,NaN,active,yes,Hasselt,189.0,83.0,NaN,NaN
4araxic2k253msrn135nlzwx6,Sirabah Bilel Kaddo Bilel,Hassaini,Sirabah,Hassaini,Male,S. Hassaini,France,7gww28djs405rfga69smki84o,Algeria,1ayprcriqhb8iv10ch70clppu,Attacker,player,2001-03-21,France,7gww28djs405rfga69smki84o,NaN,17.0,NaN,active,no,NaN,NaN,NaN,NaN,NaN
5l26gwe3xwiox6fnw9rp6fims,Papa Demba,Ndior,Papa Demba,Ndior,Male,P. Ndior,Senegal,6hhqyhr5cwq2pfprlazyposyk,NaN,NaN,Attacker,player,2004-12-31,Senegal,6hhqyhr5cwq2pfprlazyposyk,NaN,45.0,NaN,active,yes,NaN,NaN,NaN,NaN,NaN
5mr6lpbos3azfaizef3dwvfv8,Olivier,Benoit,Olivier,Benoit,Male,O. Benoit,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Defender,player,2003-11-11,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,5.0,NaN,active,yes,NaN,NaN,NaN,NaN,NaN
5sy0bg6be8lt97fjc09ip2qz8,Tarek,Loutfi,Tarek,Loutfi,Male,T. Loutfi,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Midfielder,player,2008-03-26,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,34.0,NaN,active,yes,NaN,NaN,NaN,NaN,NaN
64ux2tbb35i36qf6oij2263qi,Justin Isiah,Che,Justin,Che,Male,J. Che,USA,7hr2f89v44y65dyu9k92vprwn,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,2003-11-18,USA,7hr2f89v44y65dyu9k92vprwn,right,17.0,NaN,active,yes,Richardson,185.0,79.0,NaN,NaN
6ilir7j77rekmp84fltti6xg5,Kevin Nicolas,Kis,Kevin,Kis,Male,K. Kis,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Defender,player,1990-09-26,Belgium,4wbzjcclyefma1ourvjsu4q2j,left,3.0,NaN,active,yes,Rocourt,188.0,72.0,NaN,NaN
6ti4unfz4uckyxpvp2co694gl,Raoul,Kenne Prisse,Raoul,Kenne,Male,R. Kenne,Cameroon,4eb9feio6u267dd1jcwaf38mt,NaN,NaN,Defender,player,1994-03-25,Cameroon,4eb9feio6u267dd1jcwaf38mt,NaN,18.0,NaN,active,yes,Enongal,170.0,NaN,NaN,NaN
7airfvtv0nf5j3v91y20mmsq1,Jordan Marcel,Renson,Jordan,Renson,Male,J. Renson,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Defender,player,1996-05-14,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,14.0,NaN,active,yes,NaN,NaN,NaN,NaN,NaN
8ddbru6zxx8scpr66dkzsfsic,William,Simba,William,Simba,Male,W. Simba,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Defender,player,2001-03-26,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,40.0,NaN,active,yes,NaN,NaN,NaN,NaN,NaN
8j92twrz92wxgtmmrtv9mt6y2,Adnane,Abid,Adnane,Abid,Male,A. Abid,Belgium,4wbzjcclyefma1ourvjsu4q2j,Morocco,2xdcc39z1k79pnjbtn9x31wdh,Attacker,player,2003-08-23,Morocco,2xdcc39z1k79pnjbtn9x31wdh,right,48.0,NaN,active,yes,NaN,164.0,63.0,NaN,NaN
99xupdq83xrmuytw48vi5inkl,Henk,Dijkhuizen,Henk,Dijkhuizen,Male,H. Dijkhuizen,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,Defender,player,1992-06-09,Netherlands,6hzi5pltnz67q4la8yli9qfv6,right,6.0,NaN,active,yes,Den Haag,177.0,NaN,NaN,NaN
99ygcfrq11de4b5f2y4ckhsyx,Reno Johan C.,Wilmots,Reno,Wilmots,Male,R. Wilmots,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Defender,player,1997-03-16,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,20.0,NaN,active,yes,NaN,NaN,NaN,NaN,NaN
9do59oot7pmgcd1uduzigbxg4,Sebas,Vreys,Sebas,Vreys,Male,S. Vreys,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Midfielder,player,2006-04-28,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,27.0,NaN,active,yes,NaN,NaN,NaN,NaN,NaN
9up3gdem613ij4w2ql59uhu51,Jellert,Van Landschoot,Jellert,Van Landschoot,Male,J. Van Landschoot,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Attacker,player,1997-08-27,Belgium,4wbzjcclyefma1ourvjsu4q2j,left,99.0,NaN,active,yes,Bruges,183.0,57.0,NaN,NaN
aj2ijda4gkkp8nk8sos1rlsyd,Kjetil Guillaume,Borry,Kjetil,Borry,Male,K. Borry,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Defender,player,1994-08-16,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,4.0,NaN,active,yes,Tielt,190.0,75.0,NaN,NaN
auqy1bigw2a1owxg441wojzyt,Lukas,Van Eenoo,Lukas,Van Eenoo,Male,L. Van Eenoo,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Midfielder,player,1991-02-06,Belgium,4wbzjcclyefma1ourvjsu4q2j,left,7.0,NaN,active,yes,Brugge,175.0,67.0,NaN,NaN
av6j0sri3l8fon2wmbmxrei5m,Simon,Bammens,Simon,Bammens,Male,S. Bammens,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Defender,player,1998-05-16,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,30.0,NaN,active,yes,Genk,190.0,NaN,NaN,NaN
bnc9id9agzl30liovreaak0oa,Lahcen,Boutwaline,NaN,NaN,Male,L. Boutwaline,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,NaN,assistant coach,NaN,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,NaN,active,yes,NaN,NaN,NaN,NaN,NaN
c1jjk4gsqqzfa1jc0ii66pwx5,Bafodé,Dansoko,Bafodé,Dansoko,Male,B. Dansoko,Guinea,4i9sg55wigitrfx7290f59ceo,France,7gww28djs405rfga69smki84o,Attacker,player,1995-12-28,France,7gww28djs405rfga69smki84o,NaN,11.0,NaN,active,yes,NaN,187.0,NaN,NaN,NaN
c4z2t6a8c7b4hzutwiq7p5yei,Aziz,Rejdi,Aziz,Rejdi,Male,A. Rejdi,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,NaN,assistant coach,1968-10-30,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,NaN,active,yes,NaN,NaN,NaN,NaN,NaN
ca7o487ywpc289ir1vf2imve2,Eddy,Bokken,NaN,NaN,Male,E. Bokken,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,NaN,assistant coach,NaN,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,NaN,active,yes,NaN,NaN,NaN,NaN,NaN
cemaq52s9nulnqsnvs93450mi,Keano,Van Rafelghem,Keano,Van Rafelghem,Male,K. Van Rafelghem,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Midfielder,player,2003-08-02,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,10.0,NaN,active,no,NaN,170.0,60.0,NaN,NaN
ck6xhzwxcf2ytr6xyudnfo0a2,Arne,Cuypers,Arne,Cuypers,Male,A. Cuypers,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Attacker,player,2001-05-03,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,55.0,NaN,active,no,NaN,NaN,NaN,NaN,NaN
cnzisrsaz5oot3j7qf0jd3xed,Tom Daniël Bart,Pietermaat,Tom,Pietermaat,Male,T. Pietermaat,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Midfielder,player,1992-09-06,Belgium,4wbzjcclyefma1ourvjsu4q2j,right,29.0,NaN,active,yes,NaN,172.0,68.0,NaN,NaN
cpgm0q5osckih314bayxkvmc,Baud,Terwingen,Baud,Terwingen,Male,B. Terwingen,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Midfielder,player,2003-01-18,Belgium,4wbzjcclyefma1ourvjsu4q2j,right,NaN,NaN,active,no,NaN,188.0,82.0,NaN,NaN
cz1z8lwylayy1u7ixprtnubu2,Raphaël,Boakye Sarfo,Raphaël,Sarfo,Male,R. Sarfo,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Ghana,2q2sw72utw5gu9t5y4knckwba,Attacker,player,2004-01-08,Netherlands,6hzi5pltnz67q4la8yli9qfv6,right,52.0,NaN,active,yes,Amsterdam,165.0,NaN,NaN,NaN
d8d3fm5l0tkllp1z1uyz2ubpx,Alessio,Alessandro,Alessio,Alessandro,Male,A. Alessandro,Belgium,4wbzjcclyefma1ourvjsu4q2j,Italy,25f2cmb2r8mk5rj92tzer6kvv,Midfielder,player,1996-04-29,Belgium,4wbzjcclyefma1ourvjsu4q2j,right,16.0,NaN,active,no,Genk,174.0,NaN,NaN,NaN
dsngw9q3x1whm4u316om5g7bo,Vancy Roméo,Mabanza,Vancy,Mabanza,Male,V. Mabanza,Congo,1s2y6o0lwj69dj5ib5pid8f6r,NaN,NaN,Attacker,player,2000-11-27,Congo,1s2y6o0lwj69dj5ib5pid8f6r,right,81.0,NaN,active,yes,Brazzaville,196.0,NaN,NaN,NaN
e8wetx10d3e0fmvkro07nce8k,Francisco,Mederick,Francisco,Mederick,Male,F. Mederick,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Midfielder,player,2003-07-29,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,37.0,NaN,active,yes,NaN,NaN,NaN,NaN,NaN
eiqmp3nbc50r40bl86u2sj55h,Stef,Peeters,Stef,Peeters,Male,S. Peeters,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Midfielder,player,1992-02-09,Belgium,4wbzjcclyefma1ourvjsu4q2j,left,8.0,NaN,active,yes,Bree,188.0,75.0,NaN,NaN
1pobj3phzaiolzp1szrh158tl,Daniel Maxence,Maisonneuve,Maxence,Maisonneuve,Male,M. Maisonneuve,France,7gww28djs405rfga69smki84o,NaN,NaN,Defender,player,1999-02-11,France,7gww28djs405rfga69smki84o,NaN,13.0,2023-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN
246l8ttdytxycwsbi5sg12ei,Daan,Klomp,Daan,Klomp,Male,D. Klomp,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,Defender,player,1998-08-10,Netherlands,6hzi5pltnz67q4la8yli9qfv6,right,44.0,2025-02-12Z,active,yes,Leiderdorp,188.0,85.0,NaN,NaN
2dger6iqr65odyqmz1x9oerxl,Wagane,Faye,Wagane,Faye,Male,W. Faye,Senegal,6hhqyhr5cwq2pfprlazyposyk,NaN,NaN,Defender,player,1993-11-20,Senegal,6hhqyhr5cwq2pfprlazyposyk,right,4.0,2022-07-01Z,active,yes,NaN,180.0,74.0,NaN,NaN
2qlv3nqawty0kjlfbxv07bdnt,Owen,Maës,Owen,Maës,Male,O. Maës,France,7gww28djs405rfga69smki84o,Guadeloupe,4u7nk4lz0pms78k7jjbjwvgce,Midfielder,player,1998-09-24,France,7gww28djs405rfga69smki84o,right,98.0,2023-08-18Z,active,yes,NaN,175.0,NaN,NaN,NaN
3l7zwhp0gqul69uuou9zbega1,Marcos Hernán,Peano,Marcos,Peano,Male,M. Peano,Argentina,2vovxa97k7v7ofa85dah2xktb,Italy,25f2cmb2r8mk5rj92tzer6kvv,Goalkeeper,player,1998-10-15,Argentina,2vovxa97k7v7ofa85dah2xktb,right,21.0,2024-07-01Z,active,yes,Freyre,185.0,70.0,NaN,NaN
31rsrfhl2vl9e1g72nvem0e8k,Yannis,Lawson,Yannis,Lawson,Male,Y. Lawson,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Defender,player,2004-11-22,Belgium,4wbzjcclyefma1ourvjsu4q2j,right,22.0,2024-02-09Z,active,yes,NaN,178.0,NaN,NaN,NaN
5au9yzd2h90bsd1cu1tzwbgus,Hady,Camara,Hady,Camara,Male,H. Camara,France,7gww28djs405rfga69smki84o,Senegal,6hhqyhr5cwq2pfprlazyposyk,Defender,player,2002-01-17,France,7gww28djs405rfga69smki84o,left,31.0,2024-07-01Z,active,yes,Paris,197.0,82.0,NaN,NaN
5cygvev45la2xmp4zx6krlgbt,Joël,Ito Kavuanda Singa,Joël,Ito,Male,J. Ito,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Midfielder,player,1998-03-27,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,23.0,2023-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN
5ys2uk5mw3zx1t17ux0shp90,Frédéric,Taquin,Frédéric,Taquin,Male,F. Taquin,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,NaN,coach,1975-06-02,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,2017-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN
6ghc42l6w6v395vqy5k61drmc,Raphaël,Eyongo,Raphaël,Eyongo,Male,R. Eyongo,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Congo DR,6xq2smnxqvc5bh7vzza9ljiy9,Attacker,player,2003-05-21,Netherlands,6hzi5pltnz67q4la8yli9qfv6,right,27.0,2024-07-01Z,active,yes,Breda,191.0,76.0,NaN,NaN
6hm6paqp7e57yr9d0jm365fqh,Maxime Xavier,Pau,Max,Pau,Male,M. Pau,France,7gww28djs405rfga69smki84o,Cameroon,4eb9feio6u267dd1jcwaf38mt,Midfielder,player,2000-03-31,France,7gww28djs405rfga69smki84o,NaN,10.0,2023-02-03Z,active,yes,NaN,NaN,NaN,NaN,NaN
6lvoi2eszuxga4ae62ky1vris,Thierno Mamoudou,Diallo,Thierno,Diallo,Male,T. Diallo,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Midfielder,player,2004-08-05,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,38.0,2024-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN
6ps1ibg0qili5ia7vx0hpt97t,Victor,Corneillie,Victor,Corneillie,Male,V. Corneillie,France,7gww28djs405rfga69smki84o,NaN,NaN,Defender,player,1997-09-03,France,7gww28djs405rfga69smki84o,NaN,5.0,2022-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN
7bx0mwjktawjtrcvx8e30dwbt,Fadel,Gobitaka,Fadel,Gobitaka,Male,F. Gobitaka,Togo,3jiuckrqd0zejkm452st5dyq7,Belgium,4wbzjcclyefma1ourvjsu4q2j,Midfielder,player,1998-01-16,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,7.0,2021-08-27Z,active,yes,Berchem Sainte-Agathe,181.0,NaN,NaN,NaN
7fbftrkprql5pp3u6dd1h384p,Nicolas Paul Julien,Fontaine,Nicolas,Fontaine,Male,N. Fontaine,Madagascar,4pidpq12frm06h0wij6mzhhdz,France,7gww28djs405rfga69smki84o,Attacker,player,2000-02-07,France,7gww28djs405rfga69smki84o,left,19.0,2024-07-17Z,active,no,Ambilly,164.0,60.0,2025-01-30Z,NaN
7g714lycbxk76eoq4alk3qxux,Ivann Quentin,Botella,Ivann,Botella,Male,I. Botella,France,7gww28djs405rfga69smki84o,Spain,49ih1pwv3ahshdf8uzrimi54c,Attacker,player,1999-06-28,France,7gww28djs405rfga69smki84o,right,28.0,2025-01-31Z,active,yes,Libourne,181.0,72.0,NaN,NaN
7pz20drp1pl0f1twms64viql0,Luka,Hoedaert,Luka,Hoedaert,Male,L. Hoedaert,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Defender,player,2003-04-08,Belgium,4wbzjcclyefma1ourvjsu4q2j,left,49.0,2024-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN
7sxsul4lzfxl1nzca1nq715re,Sami,Lahssaini,Sami,Lahssaini,Male,S. Lahssaini,Belgium,4wbzjcclyefma1ourvjsu4q2j,Morocco,2xdcc39z1k79pnjbtn9x31wdh,Midfielder,player,1998-09-18,Belgium,4wbzjcclyefma1ourvjsu4q2j,right,15.0,2024-01-25Z,active,yes,Liège,177.0,72.0,NaN,NaN
7twpnfd2pde17omuhwgb3aq96,Samuel Léopold Marie,Gueulette,Samuel,Gueulette,Male,S. Gueulette,Rwanda,12obgipj8u3vm1grf3jkrvqte,Belgium,4wbzjcclyefma1ourvjsu4q2j,Midfielder,player,2000-05-19,Rwanda,12obgipj8u3vm1grf3jkrvqte,NaN,8.0,2021-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN
8y07lmd9rc7ie30g6ytbwqt7u,Nolan,Gillot,Nolan,Gillot,Male,N. Gillot,France,7gww28djs405rfga69smki84o,NaN,NaN,Defender,player,2002-10-31,France,7gww28djs405rfga69smki84o,NaN,3.0,2024-07-01Z,active,yes,Vire,NaN,NaN,NaN,NaN
9cq4u8d460ikxiiglfpk2sr8,Djibril,Lamego,Djibril,Lamego,Male,D. Lamego,France,7gww28djs405rfga69smki84o,NaN,NaN,Defender,player,2003-02-25,France,7gww28djs405rfga69smki84o,NaN,25.0,2024-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN
9r99ipz8boaxw3a0twm9b2ajt,Arno,Valkenaers,Arno,Valkenaers,Male,A. Valkenaers,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Goalkeeper,player,2000-11-03,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,1.0,2023-07-22Z,active,yes,NaN,186.0,75.0,NaN,NaN
aldebe7qu65xgtgaoo7ho8x78,Mohamed Yaya,Guindo,Mohamed,Guindo,Male,M. Guindo,Mali,d0v29nncgikdswlxpdq553zz,Belgium,4wbzjcclyefma1ourvjsu4q2j,Attacker,player,2003-08-01,Belgium,4wbzjcclyefma1ourvjsu4q2j,right,9.0,2024-07-01Z,active,yes,NaN,182.0,NaN,NaN,NaN
as2f9f75xs8erjz63k1ske1d6,Kenny,Nagera,Kenny,Nagera,Male,K. Nagera,France,7gww28djs405rfga69smki84o,Guadeloupe,4u7nk4lz0pms78k7jjbjwvgce,Attacker,player,2002-02-21,France,7gww28djs405rfga69smki84o,right,70.0,2024-07-01Z,active,yes,NaN,177.0,70.0,NaN,NaN
b6iptgqyakgohlyuyk3d807ah,Adrien Ignazio,Bongiovanni,Adrien,Bongiovanni,Male,A. Bongiovanni,Belgium,4wbzjcclyefma1ourvjsu4q2j,Italy,25f2cmb2r8mk5rj92tzer6kvv,Midfielder,player,1999-09-20,Belgium,4wbzjcclyefma1ourvjsu4q2j,right,26.0,2024-01-05Z,active,yes,NaN,174.0,57.0,NaN,NaN
b71fbp6umwq04aiay4m7s7622,Jordi,Baininwa Liongola,Jordi,Liongola,Male,J. Liongola,Burundi,5d7e5052i0sb4wwloukhpafuu,Belgium,4wbzjcclyefma1ourvjsu4q2j,Midfielder,player,2000-05-17,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,11.0,2022-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN
bc7avgti695imawd2c5gsak89,Sékou,Sidibé,Sekou,Sidibe,Male,S. Sidibe,Belgium,4wbzjcclyefma1ourvjsu4q2j,Côte d'Ivoire,tin6kf561ywonqan0mettr98,Attacker,player,2001-05-05,Côte d'Ivoire,tin6kf561ywonqan0mettr98,both,51.0,2025-01-07Z,active,yes,NaN,172.0,NaN,NaN,NaN
bpjz08ospq5rde6moo94ypno4,Lucas,Alves Monteiro,Lucas,Alves Monteiro,Male,Lucas Monteiro,Portugal,1nbm5i9a0403zzvltn17lxinc,Belgium,4wbzjcclyefma1ourvjsu4q2j,Goalkeeper,player,2005-08-04,Portugal,1nbm5i9a0403zzvltn17lxinc,right,71.0,2024-07-01Z,active,yes,NaN,NaN,NaN,NaN,Lucas Monteiro
db9oazwe18gwv8lfz4ecu8wt0,Tristan,Loiseaux,Tristan,Loiseaux,Male,T. Loiseaux,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,Defender,player,2004-06-03,Germany,36min0qztu8eydwvpv8t1is0m,NaN,12.0,2024-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN
li3jp671hevmkl35179aqg6i,Mouhamed Menaour,Belkheir,Mouhamed,Belkheir,Male,M. Belkheir,Algeria,1ayprcriqhb8iv10ch70clppu,France,7gww28djs405rfga69smki84o,Attacker,player,1999-01-02,France,7gww28djs405rfga69smki84o,left,14.0,2024-07-08Z,active,yes,Paris,185.0,80.0,2025-06-30Z,NaN
20teoyeqpyu0ftatz045glfkk,Noah,Serwy,Noah,Serwy,Male,N. Serwy,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Attacker,player,2003-02-21,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,33.0,2021-07-01Z,active,yes,NaN,168.0,59.0,NaN,NaN
24ir6fhzajcl7kb4fwldcel4a,Sidney Evrard,Viérin Obissa Mboumini,Sidney,Obissa,Male,S. Obissa,Gabon,6jfjrlsdz5ns00g4gvk9a6xav,France,7gww28djs405rfga69smki84o,Defender,player,2000-05-04,Gabon,6jfjrlsdz5ns00g4gvk9a6xav,right,24.0,2024-07-17Z,active,no,Libreville,190.0,86.0,2025-02-10Z,NaN
26nsh9narjlt7l1gwg5esdlka,Cheikhou Omar,Ndiaye,Cheikhou,Ndiaye,Male,C. Ndiaye,Senegal,6hhqyhr5cwq2pfprlazyposyk,NaN,NaN,Defender,player,2002-01-25,Senegal,6hhqyhr5cwq2pfprlazyposyk,right,15.0,2023-09-01Z,active,yes,Kaolack,179.0,NaN,NaN,NaN
2vx8l5dwag4k629wxobcnowoa,Jérémy,Landu,Jeremy,Landu,Male,J. Landu,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Midfielder,player,2002-01-02,Belgium,4wbzjcclyefma1ourvjsu4q2j,right,36.0,2024-11-09Z,active,yes,Liège,175.0,NaN,NaN,NaN
3b0nmrg9bi7cjymka1dlrmz8,Geronimo,De Ridder,Geronimo,De Ridder,Male,G. De Ridder,Belgium,4wbzjcclyefma1ourvjsu4q2j,Argentina,2vovxa97k7v7ofa85dah2xktb,Goalkeeper,player,2003-05-16,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,30.0,2024-02-02Z,active,yes,NaN,NaN,NaN,NaN,NaN
3ococlk6ncnmq07v5yau3del0,Matthieu Maximilien,Muland Kayij,Matthieu,Muland,Male,M. Muland,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Defender,player,2003-11-05,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,11.0,2024-08-31Z,active,yes,NaN,NaN,NaN,NaN,NaN
41uoz3o267ukwxvh80n7p06j8,Sacha,Marloye,Sacha,Marloye,Male,S. Marloye,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Defender,player,2007-09-17,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,2.0,2024-03-13Z,active,yes,NaN,175.0,65.0,NaN,NaN
4e5jvz1t60a2l67c5a9r2qne,Mathieu Joseph,Cachbach,Mathieu,Cachbach,Male,M. Cachbach,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Midfielder,player,2001-05-23,Belgium,4wbzjcclyefma1ourvjsu4q2j,left,27.0,2022-08-31Z,active,yes,Arlon,186.0,72.0,NaN,NaN
4fj7q1tmk4nswq58ub9wxijv8,Djibril,Diarra,Djibril,Diarra,Male,D. Diarra,Senegal,6hhqyhr5cwq2pfprlazyposyk,NaN,NaN,Midfielder,player,2004-04-30,Senegal,6hhqyhr5cwq2pfprlazyposyk,NaN,23.0,2023-08-28Z,active,yes,NaN,NaN,NaN,NaN,NaN
4kvaacli7e1nskotivqpjd91w,Nabil,Bouchentouf Idriss,Nabil,Bouchentouf,Male,N. Bouchentouf,Algeria,1ayprcriqhb8iv10ch70clppu,Belgium,4wbzjcclyefma1ourvjsu4q2j,Midfielder,player,2003-05-12,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,38.0,2024-11-02Z,active,yes,NaN,182.0,NaN,NaN,NaN
