id,firstName,lastName,shortFirstName,shortLastName,gender,matchName,nationality,nationalityId,secondNationality,secondNationalityId,position,type,dateOfBirth,countryOfBirth,countryOfBirthId,height,foot,shirtNumber,status,active,weight,placeOfBirth,knownName
950w95211f9tiutz22v8akyl0,Abundance Olaoluwa,Akinbola Salaou,Abundance,Salaou,Male,A. Salaou,Côte d'Ivoire,tin6kf561ywonqan0mettr98,NaN,NaN,Midfielder,player,2004-07-05,Côte d'Ivoire,tin6kf561ywonqan0mettr98,174.0,right,24.0,active,no,NaN,Abidjan,NaN
9ha2m6934ior2yh2npdorg4b9,Oscar Joakim,Wendt,Oscar,Wendt,Male,O. Wendt,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Defender,player,1985-10-24,Sweden,1z6l2c33w2kyz9rdefs1d68nb,181.0,left,17.0,active,yes,82.0,Skövde,NaN
9vyizhfym4y8vc07xrvba7skq,Oscar Hans,Pettersson,Oscar,Pettersson,Male,O. Pettersson,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Attacker,player,2000-02-01,Sweden,1z6l2c33w2kyz9rdefs1d68nb,178.0,right,7.0,active,yes,74.0,Stockholm,NaN
9z851x28so30uk7ihonmrk79x,Karl Emil,Salomonsson,Emil,Salomonsson,Male,E. Salomonsson,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Defender,player,1989-04-28,Sweden,1z6l2c33w2kyz9rdefs1d68nb,182.0,right,2.0,active,yes,73.0,NaN,NaN
b4bzaam658g6wf3knwxlghas5,Ramon Pascal,Lundqvist,Ramon,Lundqvist,Male,R. Lundqvist,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Nicaragua,4of7fctqcqbj3rai95vd4jk26,Midfielder,player,1997-05-10,Sweden,1z6l2c33w2kyz9rdefs1d68nb,183.0,both,30.0,active,yes,74.0,Algutsrum,NaN
b6xqk78ndtb9qmjtlavgj02qx,Pontus Jacob Ragne,Dahlberg,Pontus,Dahlberg,Male,P. Dahlberg,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Goalkeeper,player,1999-01-21,Sweden,1z6l2c33w2kyz9rdefs1d68nb,194.0,right,1.0,active,yes,84.0,Älvängen,NaN
bz5kz71ga8m9kcznurmnh4iz8,Lion,Beqiri,Lion,Beqiri,Male,L. Beqiri,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Midfielder,player,2006-05-27,Sweden,1z6l2c33w2kyz9rdefs1d68nb,181.0,right,NaN,active,yes,72.0,NaN,NaN
cde3a2svj5fyjgiugm1n3lwd0,Rockson,Yeboah,Rockson,Yeboah,Male,R. Yeboah,Ghana,2q2sw72utw5gu9t5y4knckwba,NaN,NaN,Defender,player,2004-08-02,Ghana,2q2sw72utw5gu9t5y4knckwba,189.0,right,4.0,active,yes,76.0,Berekum,NaN
ci4crclo00uz8rtudodhpwoh5,Axel Gustaf,Norlin,Gustaf,Norlin,Male,G. Norlin,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Attacker,player,1997-01-09,Sweden,1z6l2c33w2kyz9rdefs1d68nb,183.0,left,14.0,active,yes,73.0,NaN,NaN
ckwgkqxv6u28byqau4rz47efp,Anders,Trondsen,Anders,Trondsen,Male,A. Trondsen,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,NaN,Defender,player,1995-03-30,Norway,7f16iy4w8u8ogyn6pfooqwv5z,183.0,left,6.0,active,yes,78.0,Lillehammer,NaN
cnfkqyunacrm7mli650a3l3ze,Adam Ingi,Benediktsson,Adam,Benediktsson,Male,A. Benediktsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Goalkeeper,player,2002-10-28,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,196.0,left,12.0,active,no,NaN,NaN,NaN
cty7nsrs5yn785m330c2gbwq2,Nikolai,Baden Frederiksen,Nikolai,Frederiksen,Male,N. Frederiksen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,Attacker,player,2000-05-18,Denmark,5adf60vwiw2f2mibyq1k4ex7i,179.0,left,22.0,active,yes,70.0,Odense,NaN
dp55sn2vl9mg3tpjby7peun3e,Thomas,Santos Christensen,Thomas,Santos,Male,T. Santos,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,Defender,player,1998-10-10,Denmark,5adf60vwiw2f2mibyq1k4ex7i,175.0,both,29.0,active,yes,68.0,NaN,NaN
dptjb2pmzpzagb4rcndchf7ro,Linus Casper,Carlstrand,Linus,Carlstrand,Male,L. Carlstrand,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Attacker,player,2004-08-31,Sweden,1z6l2c33w2kyz9rdefs1d68nb,184.0,right,16.0,active,yes,75.0,NaN,NaN
ee68c10l2nqr10kz1pwead0k4,Alai Fadel Ali,Hussain Ghasem,Alai Fadel Ali,Hussain Ghasem,Male,Alai Ghasem,Iraq,1uzblzx1s42jn6zk6hivjzby8,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Defender,player,2003-02-16,Sweden,1z6l2c33w2kyz9rdefs1d68nb,180.0,NaN,NaN,active,no,NaN,NaN,Alai Ghasem
h0dmremdt8yv823z55vcqexg,Leon,Dusi,Leon,Dusi,Male,L. Dusi,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Attacker,player,2006-04-16,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,36.0,active,yes,NaN,NaN,NaN
iygkwt0uv3gt899wmlbwc296,Laurs,Østerby Skjellerup,Laurs,Skjellerup,Male,L. Skjellerup,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,Attacker,player,2002-08-12,Denmark,5adf60vwiw2f2mibyq1k4ex7i,195.0,right,9.0,active,yes,81.0,NaN,NaN
k2s8yi2sbj239a1lj9xb4huy,Sindre,Tjelmeland,Sindre,Tjelmeland,Male,S. Tjelmeland,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,NaN,NaN,coach,1989-09-13,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,NaN,NaN,active,no,NaN,NaN,NaN
p706ybq6vvkl1agob1exlknp,Stefan Bo Anders,Billborn,Stefan,Billborn,Male,S. Billborn,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,NaN,coach,1972-11-15,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,NaN,active,yes,NaN,NaN,NaN
1e2904tyl1mt59ewvvn6kh78,Ture,Sandberg,Ture,Sandberg,Male,T. Sandberg,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Midfielder,player,2005-05-12,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,38.0,active,yes,NaN,NaN,NaN
1fxjrgd8b7htejcnf82fylzpw,Leo Klas Erik,Jonsson,Leo,Jonsson,Male,L. Jonsson,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Attacker,player,2004-04-16,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,31.0,active,no,NaN,NaN,NaN
2lafgzvhv0er31i6c2nb6xqfo,Marcus,Baggesen,Marcus,Baggesen,Male,M. Baggesen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,Defender,player,2003-07-17,Denmark,5adf60vwiw2f2mibyq1k4ex7i,177.0,left,3.0,active,yes,NaN,Hjørring,NaN
2lsuk250bieze2ysw85boy5uc,Noel Bo Runar,Sernelius,Noel,Sernelius,Male,N. Sernelius,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Midfielder,player,2006-07-24,Sweden,1z6l2c33w2kyz9rdefs1d68nb,187.0,NaN,34.0,active,yes,NaN,NaN,NaN
2sjrtjk6wzhqrgvitpevsxoiy,Kristoffer Mohsen,Khazeni,Kristoffer,Khazeni,Male,K. Khazeni,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Iran,e53g9hr2d3kasm34uumbg8r4,Midfielder,player,1995-06-25,Sweden,1z6l2c33w2kyz9rdefs1d68nb,185.0,right,26.0,active,yes,77.0,NaN,NaN
34e59kt77fthmmbc8sp9mya96,Kevin Nils Lennart,Höög Jansson,Kevin,Höög Jansson,Male,K. Höög Jansson,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Belgium,4wbzjcclyefma1ourvjsu4q2j,Defender,player,2000-09-29,Belgium,4wbzjcclyefma1ourvjsu4q2j,190.0,left,25.0,active,no,77.0,Genk,NaN
3hn1o03lxsjzju3uorl6rnpxw,Yahya,Kalley,Yahya,Kalley,Male,Y. Kalley,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Gambia,4ix3ulx7h2a09r16jo9qdbuvp,Defender,player,2001-03-20,Sweden,1z6l2c33w2kyz9rdefs1d68nb,185.0,NaN,14.0,active,yes,63.0,Oxie,NaN
3qlfkqrawehngfhe1zmy1a61g,David,Andersson,David,Andersson,Male,D. Andersson,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Goalkeeper,player,2003-03-16,Sweden,1z6l2c33w2kyz9rdefs1d68nb,188.0,right,40.0,active,yes,66.0,NaN,NaN
3v40cf58jryvu4l4cxu4w9ht6,Bo Tim Rade Tiger,Prica,Tim,Prica,Male,T. Prica,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Attacker,player,2002-04-23,Sweden,1z6l2c33w2kyz9rdefs1d68nb,183.0,left,22.0,active,yes,75.0,Helsingborg,NaN
4er21aspnwqojlenu6lhc2b4l,Max,Watson,Max,Watson,Male,M. Watson,Sweden,1z6l2c33w2kyz9rdefs1d68nb,England,1fk5l4hkqk12i7zske6mcqju6,Defender,player,1996-02-03,Sweden,1z6l2c33w2kyz9rdefs1d68nb,186.0,NaN,19.0,active,yes,82.0,NaN,NaN
4q3uvaaxav80ji1ldaf6bvpjo,Didace Daniele,Rutsoka Burubwa,Didace,Burubwa,Male,D. Burubwa,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Midfielder,player,2005-03-09,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,NaN,active,no,NaN,NaN,NaN
4xkiduv00nq24op9s8nuxbqxg,Bror Åke,Andersson,Åke,Andersson,Male,Å. Andersson,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Midfielder,player,2007-05-08,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,28.0,active,no,NaN,NaN,NaN
562k2k6a13bijco9zddcofis5,Fredrik,Landén,Fredrik,Landen,Male,F. Landén,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,NaN,assistant coach,1994-01-21,Sweden,1z6l2c33w2kyz9rdefs1d68nb,181.0,NaN,NaN,active,yes,81.0,NaN,NaN
5e2tf15sp7zo70njveqg1b2z9,Jacob Åke Stefan,Ouro Ortmark,Jacob,Ortmark,Male,J. Ortmark,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Midfielder,player,1997-08-29,Sweden,1z6l2c33w2kyz9rdefs1d68nb,174.0,NaN,7.0,active,yes,70.0,NaN,NaN
5jv0xmo83g4lbzo8nodqbh46i,Jesper Ismaila,Ceesay,Jesper,Ceesay,Male,Jesper Ceesay,Gambia,4ix3ulx7h2a09r16jo9qdbuvp,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Midfielder,player,2001-10-20,Sweden,1z6l2c33w2kyz9rdefs1d68nb,192.0,right,21.0,active,yes,NaN,NaN,Jesper Ceesay
5mvf0ohb2871fz3jhuhgmte22,Laorent,Shabani,Laorent,Shabani,Male,L. Shabani,Albania,17zsm8shejejls2on1ffil3op,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Attacker,player,1999-08-19,Sweden,1z6l2c33w2kyz9rdefs1d68nb,175.0,right,17.0,active,yes,67.0,NaN,NaN
5ocn8a1on2u9o9giyulgqtvxl,Lars Joseph,Ceesay,Joseph,Ceesay,Male,J. Ceesay,Gambia,4ix3ulx7h2a09r16jo9qdbuvp,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Defender,player,1998-06-03,Sweden,1z6l2c33w2kyz9rdefs1d68nb,178.0,right,23.0,active,no,69.0,Stockholm,NaN
63y29u6w0biq3s59manp3xmac,Kevin Karl William,Eriksson,Kevin,Eriksson,Male,K. Eriksson,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Goalkeeper,player,2004-05-08,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,NaN,active,no,NaN,NaN,Kevin Eriksson
7a08ravzlia5dhw5dm1q707pw,Moutaz,Neffati,Moutaz,Neffati,Male,M. Neffati,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Defender,player,2004-09-04,Sweden,1z6l2c33w2kyz9rdefs1d68nb,175.0,right,37.0,active,yes,67.0,NaN,NaN
7e058o66inex7g90wrwaeauw9,Anton Mikael,Eriksson,Anton,Eriksson,Male,A. Eriksson,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Defender,player,2000-03-05,Sweden,1z6l2c33w2kyz9rdefs1d68nb,188.0,NaN,24.0,active,yes,NaN,NaN,Anton Eriksson
8adttli9ehdhi2216vpipzkr9,Tommi Mikael,Vaiho,Tommi,Vaiho,Male,T. Vaiho,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Finland,2u07e54v5dprsugdvddpq5ync,Goalkeeper,player,1988-09-13,Sweden,1z6l2c33w2kyz9rdefs1d68nb,188.0,left,NaN,active,no,89.0,Stockholm,NaN
8ntq70sdmvbmmvchvu5jd6ndh,Christoffer Åke Sven,Nyman,Christoffer,Nyman,Male,C. Nyman,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Attacker,player,1992-10-05,Sweden,1z6l2c33w2kyz9rdefs1d68nb,185.0,right,5.0,active,yes,82.0,Norrköping,NaN
979zct21c4rx9amacupthuac5,Isak,Ssali Ssewankambo,Isak,Ssewankambo,Male,I. Ssewankambo,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Uganda,1j6yonplolalz6goyopv7xd1k,Defender,player,1996-02-27,Sweden,1z6l2c33w2kyz9rdefs1d68nb,179.0,right,6.0,active,yes,80.0,NaN,NaN
9d08simhpio6vi217mqtro6ad,Arnór Ingvi,Traustason,Arnór Ingvi,Traustason,Male,A. Traustason,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,NaN,Midfielder,player,1993-04-30,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,182.0,right,9.0,active,yes,71.0,Keflavík,NaN
a2ggooyqi2s1berhxtm75j5qt,Jens David Joacim,Moberg Karlsson,David,Moberg Karlsson,Male,D. Moberg Karlsson,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Midfielder,player,1994-03-20,Sweden,1z6l2c33w2kyz9rdefs1d68nb,179.0,left,23.0,active,yes,74.0,Mariestad,NaN
ay6mgdylpu08d9pydxejbd562,Ísak Andri,Sigurgeirsson,Ísak,Sigurgeirsson,Male,Í. Sigurgeirsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,NaN,Attacker,player,2003-09-11,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,175.0,right,8.0,active,yes,NaN,NaN,NaN
ck2zk1fpfqvor4xb5d0iwxp05,David Erik Johan,Mitov Nilsson,David,Nilsson,Male,D. Mitov Nilsson,North Macedonia,1lesyxylc5eza0a4z87t9azcc,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Goalkeeper,player,1991-01-12,Sweden,1z6l2c33w2kyz9rdefs1d68nb,191.0,right,91.0,active,yes,87.0,Norrköping,NaN
dd8an07972ro17eb3h2vpxgd0,Jesper John Viktor,Lindvall,Jesper,Lindvall,Male,J. Lindvall,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Midfielder,player,2005-01-22,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,NaN,active,yes,NaN,NaN,NaN
dfbyxqdoosxmzicn2o02yo178,Emil,Holmberg,Emil,Holmberg,Male,E. Holmberg,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Goalkeeper,player,2005-04-15,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,30.0,active,no,NaN,NaN,NaN
dlxtfrt1ioz51rwnizwz5657t,Daniel Fritz,Eid,Daniel,Eid,Male,D. Eid,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,NaN,Defender,player,1998-10-14,Norway,7f16iy4w8u8ogyn6pfooqwv5z,183.0,right,20.0,active,no,NaN,Ulsteinvik,NaN
drliaosopmeuacqex7emfghqt,Gert Andreas,Alm,Andreas,Alm,Male,A. Alm,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,NaN,coach,1973-06-19,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,NaN,active,yes,NaN,Gällivare,NaN
dzdryjruyr4lpu3t7d5pgpn11,Oscar Erik,Jansson,Oscar,Jansson,Male,O. Jansson,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Goalkeeper,player,1990-12-23,Sweden,1z6l2c33w2kyz9rdefs1d68nb,188.0,right,1.0,active,no,79.0,Örebro,NaN
e3n8xatusmgu7ttqpfdjanp3p,Vito Edgar,Hammershøy-Mistrati,Vito,Hammershøy-Mistrati,Male,V. Hammershøy-Mistrati,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Italy,25f2cmb2r8mk5rj92tzer6kvv,Midfielder,player,1992-06-15,Denmark,5adf60vwiw2f2mibyq1k4ex7i,177.0,NaN,10.0,active,yes,76.0,NaN,NaN
ew5ihsyystrzr15p61k1g1x7u,Dino,Salihović,Dino,Salihovic,Male,D. Salihović,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,Defender,player,2002-12-02,Sweden,1z6l2c33w2kyz9rdefs1d68nb,174.0,right,16.0,active,yes,NaN,NaN,NaN
ez7xc7vakt4fmabtp61w72yju,Ismet,Lushaku,Ismet,Lushaku,Male,I. Lushaku,Kosovo,86u6edbqifdjsn49mbp2anw7p,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Midfielder,player,2000-09-22,Sweden,1z6l2c33w2kyz9rdefs1d68nb,178.0,NaN,11.0,active,yes,NaN,Lushaku,NaN
sxahqo62pj3wu3yfeah4fiay,Joseph Amadeus,Sögaard,Amadeus,Sögaard,Male,A. Sögaard,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Defender,player,1998-01-26,Sweden,1z6l2c33w2kyz9rdefs1d68nb,183.0,NaN,4.0,active,yes,NaN,NaN,NaN
u8v2y6na1b1q5ug2nnmbzx90,Stephen,Bolma,Stephen,Bolma,Male,S. Bolma,Ghana,2q2sw72utw5gu9t5y4knckwba,NaN,NaN,Midfielder,player,2004-12-09,Ghana,2q2sw72utw5gu9t5y4knckwba,NaN,NaN,35.0,active,yes,NaN,NaN,NaN
x3ad9hfxts6jpfugy3kvq9d5,Carl Sebastian,Björk,Carl,Björk,Male,C. Björk,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Attacker,player,2000-01-19,Sweden,1z6l2c33w2kyz9rdefs1d68nb,188.0,right,15.0,active,yes,74.0,Umeå,NaN
13c9mrscf8azyd4h33jlyt7qi,Michael,Steinwender,Michael,Steinwender,Male,M. Steinwender,Austria,hcs1bd49qliqqity6o268jyt,NaN,NaN,Defender,player,2000-05-04,Austria,hcs1bd49qliqqity6o268jyt,190.0,right,15.0,active,yes,77.0,Eisenstadt,NaN
174tz9lh744fhcxzabu00746h,Luke Gareth,Le Roux,Luke,Le Roux,Male,L. Le Roux,South Africa,1kiwby3xmt97m3ejw76qs4i6k,NaN,NaN,Midfielder,player,2000-03-10,South Africa,1kiwby3xmt97m3ejw76qs4i6k,184.0,right,21.0,active,yes,70.0,NaN,NaN
1o38o018n6lidbvrmxotyjgx6,Bernardo,Vilar Estevão Jerônimo,Bernardo,Vilar Estevão Jerônimo,Male,Bernardo Vilar,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,NaN,NaN,Defender,player,1998-02-12,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,192.0,left,NaN,active,no,NaN,NaN,Bernardo Vilar
2e1j4tbrlrgqvm7io0hfu7is5,Freddy Roland,Winsth,Freddy,Winsth,Male,F. Winsth,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Defender,player,1990-07-15,Sweden,1z6l2c33w2kyz9rdefs1d68nb,176.0,both,20.0,active,yes,67.0,Värnamo,NaN
2e1xnfe3hisebv1tytnkzk178,Frank,Junior Adjei,Frank,Adjei,Male,F. Adjei,Ghana,2q2sw72utw5gu9t5y4knckwba,NaN,NaN,Midfielder,player,2004-03-20,Ghana,2q2sw72utw5gu9t5y4knckwba,177.0,right,28.0,active,yes,76.0,NaN,NaN
2mfqgk982ky4y88ddcljx25n8,Johan,Rapp,Johan,Rapp,Male,J. Rapp,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Defender,player,2001-02-08,Sweden,1z6l2c33w2kyz9rdefs1d68nb,187.0,NaN,2.0,active,yes,79.0,NaN,NaN
2pabub1t3k8v88ue8y7w3vpat,Curt William Jacob,Kenndal,William,Kenndal,Male,W. Kenndal,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Midfielder,player,1996-04-04,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,8.0,active,no,NaN,NaN,NaN
30117qloj2vhnxq4djfktp7u1,Ajdin,Zeljkovic,Ajdin,Zeljkovic,Male,A. Zeljkovic,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,Attacker,player,1997-12-26,Sweden,1z6l2c33w2kyz9rdefs1d68nb,179.0,right,10.0,active,yes,74.0,NaN,NaN
37ugegawhu80qktxkp12mwoa1,Gunnar Hampus,Näsström,Hampus,Näsström,Male,H. Näsström,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Defender,player,1994-12-18,Sweden,1z6l2c33w2kyz9rdefs1d68nb,190.0,right,6.0,active,yes,74.0,NaN,NaN
3eo81o5kixwopw1onaipk3l78,Calle Ivar Tony,Johansson,Calle,Johansson,Male,Calle Johansson,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Defender,player,2005-12-13,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,NaN,active,yes,NaN,Värnamo,Calle Johansson
3ho7zp29606mf9rt4rf30a2ac,Stig Åke Johan,Kenneryd,Johan,Kenneryd,Male,J. Kenneryd,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Defender,player,2004-05-01,Sweden,1z6l2c33w2kyz9rdefs1d68nb,192.0,NaN,27.0,active,yes,78.0,Dörarp,NaN
40l3vtezw1ofwk2occi4z5w45,Carl Harry Stefan,Johansson,Carl,Johansson,Male,Carl Johansson,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Attacker,player,1998-06-17,Sweden,1z6l2c33w2kyz9rdefs1d68nb,173.0,right,7.0,active,yes,64.0,NaN,Carl Johansson
4cwcil3cb9unr1x7y5l2xiiac,David,Mikhail,David,Mikhail,Male,D. Mikhail,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Egypt,42vt7mha0thcwd0ihw3p29x5i,Goalkeeper,player,1998-12-13,Sweden,1z6l2c33w2kyz9rdefs1d68nb,188.0,right,31.0,active,no,NaN,Stockholm,NaN
4id56bnddab7qd1mxxsm8ueqc,Johan Viktor,Andersson,Viktor,Andersson,Male,V. Andersson,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Goalkeeper,player,2004-03-30,Sweden,1z6l2c33w2kyz9rdefs1d68nb,189.0,right,39.0,active,yes,76.0,Malmö,NaN
4ilvnv8fsq1smurtjl81od7th,Jonathan,Ayola Ursin Rasheed,Jonathan,Rasheed,Male,J. Rasheed,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Goalkeeper,player,1991-11-21,Sweden,1z6l2c33w2kyz9rdefs1d68nb,191.0,right,1.0,active,yes,88.0,Göteborg,NaN
4w8yuib6lrya8ucle0j9maxka,Victor Oliver,Larsson,Victor,Larsson,Male,V. Larsson,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Defender,player,2000-04-19,Sweden,1z6l2c33w2kyz9rdefs1d68nb,183.0,right,5.0,active,yes,76.0,NaN,NaN
5gzobg231vp6fnjrrh6k49qz9,Gustav Per Fredrik,Engvall,Gustav,Engvall,Male,G. Engvall,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Attacker,player,1996-04-29,Sweden,1z6l2c33w2kyz9rdefs1d68nb,185.0,right,14.0,active,yes,85.0,Kalmar,NaN
5svga5s2fg0n058ms3pndyhhw,Mohammad Eid,Alsalkhadi,Mohammad Eid,Alsalkhadi,Male,Mohammad Alsalkhadi,Syria,3tsnzfkszhsktmhsmwar1tvp8,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Attacker,player,2001-07-29,Sweden,1z6l2c33w2kyz9rdefs1d68nb,177.0,left,18.0,active,yes,71.0,NaN,Mohammad Alsalkhadi
6vy0wrnn1jz4tjp9ofxr9qesq,Wenderson,Oliveira do Nascimento,Wenderson,Oliveira do Nascimento,Male,Wenderson,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,NaN,NaN,Midfielder,player,1999-04-24,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,174.0,left,11.0,active,yes,75.0,Ceará-Mirim,Wenderson
7t6lyj5pvvgzfscj775acuqc5,Marco Antonio,Bustos,Marco,Bustos,Male,M. Bustos,Canada,1iaoypzp6syf32cz9l15pzp7e,Italy,25f2cmb2r8mk5rj92tzer6kvv,Attacker,player,1996-04-22,Canada,1iaoypzp6syf32cz9l15pzp7e,165.0,left,19.0,active,yes,64.0,Winnipeg,NaN
7uqexxe985u3bbx5lxx2vgand,Albin Zackarias,Lohikangas,Albin,Lohikangas,Male,A. Lohikangas,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Defender,player,1998-08-20,Sweden,1z6l2c33w2kyz9rdefs1d68nb,180.0,left,16.0,active,yes,75.0,NaN,NaN
88wbeh77vgqoux9d5ahs34r9w,Ferran,Sibila Pont,Ferran,Sibila,Male,Ferran Sibila,Spain,49ih1pwv3ahshdf8uzrimi54c,NaN,NaN,NaN,coach,1988-07-13,Spain,49ih1pwv3ahshdf8uzrimi54c,NaN,NaN,NaN,active,yes,NaN,NaN,Ferran Sibila
8ebx705t6jvq53z6tjk0ke1d6,Emin,Grozdanic,Emin,Grozdanic,Male,E. Grozdanic,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Defender,player,1999-07-05,Sweden,1z6l2c33w2kyz9rdefs1d68nb,185.0,left,24.0,active,yes,81.0,NaN,NaN
8wz2m0yj4f0ci90m0wjftnoid,Johan Simon,Thern,Simon,Thern,Male,S. Thern,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Midfielder,player,1992-09-18,Sweden,1z6l2c33w2kyz9rdefs1d68nb,176.0,right,22.0,active,yes,67.0,Värnamo,NaN
