id,firstName,lastName,shortFirstName,shortLastName,gender,matchName,nationality,nationalityId,position,type,dateOfBirth,countryOfBirth,countryOfBirthId,height,foot,shirtNumber,status,active,weight,placeOfBirth,secondNationality,secondNationalityId,knownName
6xnn9048x2zmwprfsg0lhq61g,Mads,Houkjær,NaN,NaN,Male,M. Houkjær,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,37.0,active,yes,NaN,NaN,NaN,NaN,NaN
78iynnu6cnznv6fxpo4br4mlm,Victor Sylvestre,Mpindi Ekani,Victor,Mpindi,Male,V. Mpindi,Cameroon,4eb9feio6u267dd1jcwaf38mt,Midfielder,player,1997-02-27,Cameroon,4eb9feio6u267dd1jcwaf38mt,190.0,right,29.0,active,yes,82.0,NaN,NaN,NaN,NaN
7ar33yy0wd5ah5o8om1l12pgq,Marcus,Serup Hannesbo,Marcus,Hannesbo,Male,M. Hannesbo,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2002-05-11,Denmark,5adf60vwiw2f2mibyq1k4ex7i,184.0,left,11.0,active,yes,69.0,NaN,NaN,NaN,NaN
7hjje0m3ssh678vkup0un3zmc,David,Olsen,NaN,NaN,Male,D. Olsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,assistant coach,1973-12-29,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,NaN,active,yes,NaN,NaN,NaN,NaN,NaN
7j35sfip0xb51mpa91wzikrh0,Oskar,Øhlenschlæger,NaN,NaN,Male,O. Øhlenschlæger,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2004-04-19,Denmark,5adf60vwiw2f2mibyq1k4ex7i,180.0,both,20.0,active,yes,NaN,NaN,NaN,NaN,NaN
9l89n30nejpn2u22ygvchwnze,Lasse,Steffensen,NaN,NaN,Male,L. Steffensen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,1996-08-27,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,9.0,active,yes,NaN,NaN,NaN,NaN,NaN
9nafz0c0x2qvmo5ldm0djmcq1,Magnus,Kaastrup Refstrup Lauritsen,Magnus,Kaastrup,Male,M. Kaastrup,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2000-12-28,Denmark,5adf60vwiw2f2mibyq1k4ex7i,176.0,left,10.0,active,yes,70.0,NaN,NaN,NaN,NaN
9vbxe5gvruap8h546efz3nx1w,Andreas,Rise Kristiansen,NaN,NaN,Male,A. Rise Kristiansen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2007-06-29,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,NaN,active,yes,NaN,NaN,NaN,NaN,NaN
9y2jqheyw7vuscwsj9yyxuga,Gustav Bonde,Dahl,Gustav,Bonde Dahl,Male,G. Dahl,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2004-03-20,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,25.0,active,yes,NaN,NaN,NaN,NaN,NaN
a7eramyy1bd8msxmg84ctc8ut,Ayo,Simon Okosun,Ayo Simon,Okosun,Male,A. Simon Okosun,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,1993-07-21,Denmark,5adf60vwiw2f2mibyq1k4ex7i,198.0,right,8.0,active,yes,85.0,Kopenhagen,Nigeria,63pvdwrsiq5b07mzi8igqei9p,NaN
ag1psg17osvgbq5fz9xo7kmj8,Zean,Peetz Dalügge,Zean,Dalügge,Male,Z. Dalügge,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2003-07-11,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,NaN,active,no,NaN,NaN,NaN,NaN,NaN
alvc454edslfjld3g3wcn7yp6,Tim Erik,Hartzell,Tim,Hartzell,Male,T. Hartzell,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Defender,player,2001-10-22,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,44.0,active,no,NaN,NaN,NaN,NaN,NaN
anh9yln71anor44xeh5zp9n56,Bo,Zinck,NaN,NaN,Male,B. Zinck,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,coach,1979-02-14,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,NaN,active,yes,NaN,NaN,NaN,NaN,NaN
bvw5oc4c040ey5dt5wn0choiy,Gustav Julius,Mortensen,Gustav,Mortensen,Male,G. Mortensen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2004-03-19,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,left,2.0,active,yes,NaN,NaN,NaN,NaN,NaN
duahzgqspyuy2gu31u3s8ky96,Mikkel,Møller Lassen,Mikkel,Lassen,Male,M. Lassen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2001-06-19,Denmark,5adf60vwiw2f2mibyq1k4ex7i,181.0,right,4.0,active,yes,74.0,NaN,NaN,NaN,NaN
dy7tdtffhczukm4vrkgp1ctn8,Magnus,Worsøe Nielsen,Magnus,Nielsen,Male,M. Nielsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Goalkeeper,player,2004-08-04,Denmark,5adf60vwiw2f2mibyq1k4ex7i,194.0,right,16.0,active,yes,80.0,NaN,NaN,NaN,NaN
egwhlgopjtjkop7ozy7ltk1cl,Frederik,Lindbøg Børsting,Frederik,Børsting,Male,F. Børsting,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,1995-02-13,Denmark,5adf60vwiw2f2mibyq1k4ex7i,178.0,both,6.0,active,yes,74.0,Aalborg,NaN,NaN,NaN
ju24rgwcctj5yizl54o91gfe,Shanyder Antonio,Borgelin,Shanyder,Borgelin,Male,S. Borgelin,Haiti,5mp58o38d0mr5qt8g4o6l7efg,Attacker,player,2001-10-19,USA,7hr2f89v44y65dyu9k92vprwn,193.0,NaN,NaN,active,yes,84.0,Margate,USA,7hr2f89v44y65dyu9k92vprwn,NaN
