id,firstName,lastName,gender,matchName,nationality,nationalityId,position,type,dateOfBirth,countryOfBirth,countryOfBirthId,startDate,status,active,shortFirstName,shortLastName,height,foot,shirtNumber,placeOfBirth,weight,secondNationality,secondNationalityId,endDate,knownName
1lxsyoos06fqbsi6skcm974a2,Adam,Danko,Male,A. Danko,Slovakia,7dybe8679n9bgyrcxi383pq3y,Goalkeeper,player,2003-06-27,Slovakia,7dybe8679n9bgyrcxi383pq3y,2025-07-23Z,active,yes,Adam,Danko,186.0,NaN,28.0,NaN,NaN,NaN,NaN,NaN,NaN
2q6sb58hub7xdy96endeu5v1m,Jóhannes Kristinn,Bjarnason,Male,J. Bjarnason,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,2005-02-24,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,2025-07-30Z,active,yes,Jóhannes,Bjarnason,NaN,right,15.0,NaN,NaN,NaN,NaN,NaN,NaN
3q6uah3ucqhk39bymyfma9xp1,Filip,Lesniak,Male,F. Lesniak,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,1996-05-14,Slovakia,7dybe8679n9bgyrcxi383pq3y,2025-09-01Z,active,yes,Filip,Lesniak,176.0,left,NaN,Kosice,70.0,NaN,NaN,NaN,NaN
3w7q1ecmus6kp32gxevgiqj11,Jesús,Alfaro Ligero,Male,Jesús Alfaro,Spain,49ih1pwv3ahshdf8uzrimi54c,Midfielder,player,1991-06-24,Spain,49ih1pwv3ahshdf8uzrimi54c,2025-07-29Z,active,yes,Jesús,Alfaro,170.0,right,8.0,La Palma del Condado,64.0,NaN,NaN,NaN,NaN
3xz0h3d6r2qgmv9egms8yaz56,Christian,Vestergaard,Male,C. Vestergaard,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2001-04-26,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2024-07-01Z,active,no,Christian,Vestergaard,193.0,NaN,4.0,NaN,NaN,NaN,NaN,2025-08-19Z,NaN
423hv4unq5vvnp7kecv6wp3is,Magnus,Saaby,Male,M. Saaby,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2003-02-03,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2025-01-24Z,active,yes,NaN,NaN,NaN,NaN,20.0,NaN,NaN,NaN,NaN,NaN,NaN
44gqeji9twbkdtrcr2ias4efo,Mats,Pedersen,Male,M. Pedersen,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Midfielder,player,2005-04-27,Norway,7f16iy4w8u8ogyn6pfooqwv5z,2025-02-21Z,active,no,Mats,Pedersen,NaN,NaN,8.0,NaN,NaN,NaN,NaN,2025-07-26Z,NaN
4zpmxlmdfa5wx79cr0q14pfx1,Meinhard,Egilsson Olsen,Male,M. Olsen,Faroe Islands,1glg6jsz6v1fkk8y9pq4fqjc4,Midfielder,player,1997-04-10,Faroe Islands,1glg6jsz6v1fkk8y9pq4fqjc4,2025-01-19Z,active,yes,Meinhard,Olsen,NaN,NaN,10.0,NaN,NaN,NaN,NaN,NaN,NaN
57g4wlxt2sdykfwtb8u0ghqwa,Pascal Juan,Estrada,Male,P. Estrada,Austria,hcs1bd49qliqqity6o268jyt,Defender,player,2002-03-12,England,1fk5l4hkqk12i7zske6mcqju6,2025-09-01Z,active,yes,Pascal,Estrada,187.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5d57rssywlhqtf3a70gh2ra7e,Eric Josef Arno,Voufack,Male,E. Voufack,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,2001-09-25,Germany,36min0qztu8eydwvpv8t1is0m,2025-07-29Z,active,yes,Eric,Voufack,182.0,right,30.0,NaN,75.0,Cameroon,4eb9feio6u267dd1jcwaf38mt,NaN,NaN
5moycfv7blzfnjqiruao7dv6c,Casper,Holmelund,Male,C. Holmelund,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2003-07-09,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2024-06-15Z,active,yes,NaN,NaN,NaN,NaN,19.0,NaN,NaN,NaN,NaN,NaN,NaN
5q4p56lg1vjsqo824aql0e1d6,Dalton James,Wilkins,Male,D. Wilkins,New Zealand,wcq2y28a27syx5do1k2i2nj8,Defender,player,1999-04-15,New Zealand,wcq2y28a27syx5do1k2i2nj8,2025-08-30Z,active,yes,Dalton,Wilkins,181.0,left,NaN,NaN,61.0,NaN,NaN,2026-06-30Z,NaN
5u9zrgsm6wycfcbk04m64wd1w,Niels Henrik,Melsæther Morberg,Male,N. Morberg,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2001-02-20,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2025-02-03Z,active,yes,NaN,NaN,NaN,NaN,23.0,NaN,NaN,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,NaN
6bajck5osvj7trnwt2a5mc3dg,Isak Frederik,Tånnander,Male,I. Tånnander,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2001-06-24,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2023-07-01Z,active,yes,NaN,NaN,NaN,NaN,22.0,NaN,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN
6sdv4s8oz558wfhx72vwlpvu2,Lennart Franklin,Moser,Male,L. Moser,Germany,36min0qztu8eydwvpv8t1is0m,Goalkeeper,player,1999-12-06,Germany,36min0qztu8eydwvpv8t1is0m,2024-01-27Z,active,yes,Lennart,Moser,196.0,left,99.0,Berlin,88.0,NaN,NaN,NaN,NaN
8ewvm6ux4yvpwgrzjkc1chqwa,Albert,Nørager,Male,A. Nørager,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,1999-10-29,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2023-07-07Z,active,yes,NaN,NaN,NaN,NaN,3.0,NaN,NaN,NaN,NaN,NaN,NaN
8h3cyhuw5049gcxrsld3rw1ec,Villads,Westh,Male,V. Westh,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2004-04-25,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2024-02-01Z,active,no,Villads,Westh,182.0,left,18.0,NaN,73.0,NaN,NaN,2025-09-01Z,NaN
8nepng2drjl52p5fleuiktwk4,Albert,Rudé Rull,Male,Albert Rudé,Spain,49ih1pwv3ahshdf8uzrimi54c,NaN,coach,1987-09-18,Spain,49ih1pwv3ahshdf8uzrimi54c,2025-01-06Z,active,yes,NaN,NaN,NaN,NaN,NaN,Girona,NaN,NaN,NaN,NaN,NaN
9618hk1lq7i6see347k7plkyy,Momodou,Sarr,Male,M. Sarr,Finland,2u07e54v5dprsugdvddpq5ync,Attacker,player,2000-03-31,Finland,2u07e54v5dprsugdvddpq5ync,2026-01-01Z,active,no,Momodou,Sarr,NaN,NaN,NaN,NaN,NaN,Gambia,4ix3ulx7h2a09r16jo9qdbuvp,NaN,NaN
9fvf8z6p8ok0n5vu999ysfywa,Casper,Jørgensen,Male,C. Jørgensen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2002-08-20,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2024-06-15Z,active,yes,NaN,NaN,185.0,left,24.0,NaN,NaN,NaN,NaN,NaN,NaN
9ircna8pbskreztmy1wiqwx9m,Sterling Siloe,Yatéké,Male,S. Yatéké,Central African Republic,4grlavjd5jd86praiug1voxmd,Attacker,player,1999-09-15,Central African Republic,4grlavjd5jd86praiug1voxmd,2024-07-20Z,active,yes,Sterling,Yatéké,184.0,right,17.0,Bangui,80.0,NaN,NaN,NaN,NaN
9pkt3zisfh07p916zvcx6lkpg,Anton,Kjaergaard,Male,A. Kjaergaard,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2025-07-18Z,active,yes,NaN,NaN,NaN,NaN,47.0,NaN,NaN,NaN,NaN,NaN,NaN
ae86fel4p9nioy219v3lg62hg,Kyrylo,Shushman,Male,K. Shushman,Ukraine,315w6fk6umfzf4qvba3t55u61,Goalkeeper,player,2004-08-05,Ukraine,315w6fk6umfzf4qvba3t55u61,2023-07-14Z,active,yes,NaN,NaN,NaN,NaN,27.0,NaN,NaN,NaN,NaN,NaN,NaN
atpzaapboc464gg54zjpb6vx0,Johan,Børresen Guldbrand,Male,J. Guldbrand,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2006-04-28,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2025-07-18Z,active,no,NaN,NaN,NaN,NaN,9.0,NaN,NaN,NaN,NaN,2025-07-31Z,NaN
autmfpgrt8z6sqtzk8j1ww82d,Mikael,Norø Ingebrigtsen,Male,M. Ingebrigtsen,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Attacker,player,1996-07-21,Norway,7f16iy4w8u8ogyn6pfooqwv5z,2025-08-28Z,active,yes,Mikael,Ingebrigtsen,170.0,left,7.0,Tromsø,68.0,NaN,NaN,NaN,NaN
b1pmotkn0wda1ku6inc7an6dw,Samuel,Burakovsky,Male,S. Burakovsky,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Attacker,player,2002-12-29,Sweden,1z6l2c33w2kyz9rdefs1d68nb,2025-08-30Z,active,yes,Samuel,Burakovsky,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2026-06-30Z,NaN
b55jtl3ixolidn6cvc4t90efo,Jakob,Vadstrup Larsen,Male,J. Vadstrup,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2003-07-30,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2024-06-25Z,active,yes,Jakob,Vadstrup,NaN,NaN,2.0,NaN,NaN,NaN,NaN,NaN,NaN
b6l4m6bmqgil9bjjov4tnuivo,Christoffer,Palm,Male,C. Palm,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2002-03-30,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2023-07-01Z,active,yes,NaN,NaN,NaN,NaN,14.0,NaN,NaN,NaN,NaN,NaN,NaN
ce6gikhvmfn8km63yyod2xz4k,William,Warrer,Male,W. Warrer,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2025-07-18Z,active,yes,NaN,NaN,NaN,NaN,33.0,NaN,NaN,NaN,NaN,NaN,NaN
ditbnaezwo4x10717bf53uwb8,Magnus,Døj,Male,M. Døj,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2005-05-31,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2025-07-01Z,active,yes,NaN,NaN,183.0,right,21.0,NaN,NaN,NaN,NaN,NaN,NaN
dqssvdpt2iwg8qn9wto3miind,Ari,Leifsson,Male,A. Leifsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,1998-04-19,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,2024-02-02Z,active,yes,Ari,Leifsson,193.0,NaN,5.0,Reykjavík,NaN,NaN,NaN,NaN,NaN
dvnd5025v01tme7xzayw6jhn8,Nicolai,Bossen,Male,N. Bossen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2006-02-02,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2025-07-01Z,active,yes,NaN,NaN,NaN,NaN,25.0,NaN,NaN,NaN,NaN,NaN,NaN
e0ufk65mqc1url5qznskeamzt,Nemanja,Nedić,Male,N. Nedić,Montenegro,1411jebgwo2ja1erogsq81lg9,Defender,player,1995-04-06,Montenegro,1411jebgwo2ja1erogsq81lg9,2025-07-31Z,active,yes,Nemanja,Nedic,195.0,right,6.0,Berane,87.0,NaN,NaN,NaN,NaN
e3546n3qj447qgmizao50zx1w,Frederik,Brinch Møller,Male,F. Møller,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2005-12-21,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2024-04-05Z,active,yes,NaN,NaN,NaN,NaN,12.0,NaN,NaN,NaN,NaN,NaN,NaN
ekx0wotp433tuaw4g93nybjmc,Sami,Jalal Karchoud,Male,S. Jalal,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2004-08-08,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2024-06-15Z,active,no,Sami,Jalal,NaN,NaN,7.0,NaN,NaN,Tunisia,2um1icx6ftp1auliaxyw0ou6y,2025-07-22Z,NaN
f044eq5rxmsnz0gun55t9kqy2,Pontus Andy,Texel,Male,P. Texel,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2004-02-27,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2025-09-01Z,active,yes,Pontus,Texel,182.0,right,NaN,København,74.0,NaN,NaN,2026-06-30Z,NaN
f1ba9g771s0zeel0titcj3omi,Abdoulie,Njai,Male,A. Njai,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,1997-07-10,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2024-02-02Z,active,yes,NaN,NaN,185.0,NaN,11.0,København,NaN,Gambia,4ix3ulx7h2a09r16jo9qdbuvp,NaN,NaN
f3xbdt2opb6n1y13cqvug6zft,Nebiyou Sundance,Perry,Male,N. Perry,USA,7hr2f89v44y65dyu9k92vprwn,Midfielder,player,1999-10-02,USA,7hr2f89v44y65dyu9k92vprwn,2025-08-31Z,active,yes,Nebiyou,Perry,182.0,both,NaN,New York City,70.0,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN
oh5nt783w2dfdwzo7ap5zg9g,Ali,Sheik Ali,Male,A. Sheik Ali,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2006-05-13,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2025-07-18Z,active,yes,NaN,NaN,NaN,NaN,16.0,NaN,NaN,NaN,NaN,NaN,NaN
1acmsp1ulfijcrryff1qibdud,Bror Emil,Blume-Jensen,Male,B. Blume,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,1992-01-22,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2025-07-17Z,active,yes,Bror,Blume,176.0,NaN,6.0,København,73.0,NaN,NaN,NaN,NaN
1hl7veuy8npulidzmc6pz4wk5,Morten,Karlsen,Male,M. Karlsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,coach,1979-03-25,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2024-06-25Z,active,no,Morten,Karlsen,174.0,NaN,NaN,København,70.0,NaN,NaN,2025-09-02Z,NaN
1ubrmpt0fqbz1i3nmnoh8hp90,Aksel Lund,Jörgensen,Male,A. Jörgensen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Unknown,player,2007-01-11,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2025-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2wwpfsducpmryacr17y8k70iy,Baptiste Jean,Rolland,Male,B. Rolland,France,7gww28djs405rfga69smki84o,Defender,player,2003-01-14,France,7gww28djs405rfga69smki84o,2024-07-01Z,active,no,Baptiste,Rolland,186.0,right,4.0,NaN,NaN,NaN,NaN,2025-09-01Z,NaN
39f0bq9uk4etkf75uzu6qyrmy,Abdul Malik,Abubakari,Male,M. Abubakari,Ghana,2q2sw72utw5gu9t5y4knckwba,Attacker,player,2000-05-10,Ghana,2q2sw72utw5gu9t5y4knckwba,2024-08-07Z,active,yes,Malik,Abubakari,185.0,right,9.0,Tamale,77.0,NaN,NaN,NaN,NaN
3d8fi5bhogti2juxe7e7tafis,Dan,Brimsvík,Male,D. Brimsvík,Faroe Islands,1glg6jsz6v1fkk8y9pq4fqjc4,NaN,coach,1987-06-30,Faroe Islands,1glg6jsz6v1fkk8y9pq4fqjc4,2025-09-09Z,active,yes,Dan,Brimsvík,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3xcehrj5mlwk5ups7o8een6dw,Oliver,Klemensen Brendstrup Bødker,Male,O. Bødker,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2006-03-01,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2025-07-01Z,active,yes,Oliver,Bødker,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4be1c2qp4tcftgdqxz36e32ms,Mathias,Kaarsbo Winther,Male,M. Kaarsbo,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2006-02-13,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2025-05-23Z,active,yes,Mathias,Kaarsbo,NaN,NaN,20.0,NaN,NaN,NaN,NaN,NaN,NaN
4bstdc3zla1sn85ev3bcmw1lg,Tobias,Storm,Male,T. Storm,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2004-07-04,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2021-08-31Z,active,yes,Tobias,Storm,176.0,right,24.0,NaN,NaN,Japan,lxyibh89lpdc0bfian1nx0xq,NaN,NaN
52vwj2s29n7wngablotd7pboq,Jonathan,Risbjerg Ægidius,Male,J. Ægidius,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Goalkeeper,player,2002-04-22,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2025-02-15Z,active,yes,Jonathan,Ægidius,190.0,right,1.0,NaN,71.0,NaN,NaN,NaN,NaN
55qsxtqivxajkxmpdeyccus5w,Anton,Mayland,Male,A. Mayland,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Goalkeeper,player,2006-10-26,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2025-01-01Z,active,yes,Anton,Mayland,NaN,NaN,31.0,NaN,NaN,NaN,NaN,NaN,NaN
58o5ram4bf58357786j9jr7kk,Michael,Opoku,Male,M. Opoku,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2005-07-20,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2024-01-24Z,active,no,Michael,Opoku,181.0,right,15.0,København,NaN,Ghana,2q2sw72utw5gu9t5y4knckwba,2025-08-15Z,NaN
5k2hgogp2g5ivgdnq99ejp27e,Ísak Snær,Þorvaldsson,Male,Í. Þorvaldsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Attacker,player,2001-05-01,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,2025-07-11Z,active,yes,Ísak,Thorvaldsson,182.0,right,10.0,Mosfellsbær,NaN,NaN,NaN,2026-06-30Z,NaN
5q5ph311bi310zt1e45u7i7dh,Andreas,Bjelland,Male,A. Bjelland,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,coach,1988-07-11,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2025-07-01Z,active,no,Andreas,Bjelland,188.0,left,NaN,Fredensborg,85.0,Norway,7f16iy4w8u8ogyn6pfooqwv5z,2025-09-08Z,NaN
6d0lxiep13vdv32bdb0xwyrys,Lauge,Wesenberg Sandgrav,Male,L. Sandgrav,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2004-09-16,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2020-12-15Z,active,yes,Lauge,Sandgrav,184.0,right,14.0,NaN,70.0,NaN,NaN,NaN,NaN
6miatayfy07pf4og7qc7c7pqs,Adam,Vendelbo Clement,Male,A. Vendelbo,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2003-02-20,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2024-07-01Z,active,no,Adam,Vendelbo,187.0,right,27.0,NaN,78.0,NaN,NaN,2025-08-06Z,NaN
6my743on19jmzmlq0crx3mq51,Django,Warmerdam,Male,D. Warmerdam,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Defender,player,1995-09-02,Netherlands,6hzi5pltnz67q4la8yli9qfv6,2025-08-29Z,active,yes,Django,Warmerdam,180.0,left,NaN,NaN,66.0,NaN,NaN,NaN,NaN
6zhj070huc77sl5o5bx6ey5g4,Gustav,Leone Fraulo,Male,G. Fraulo,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2005-04-23,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2025-01-01Z,active,yes,Gustav,Fraulo,183.0,right,19.0,Odense,73.0,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN
79b0b6eqck5vn4b3fawxsaok,Peter,Langhoff,Male,P. Langhoff,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2004-01-02,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2023-08-01Z,active,yes,Peter,Langhoff,178.0,right,22.0,NaN,NaN,NaN,NaN,NaN,NaN
839pm7rmjp6q1bt52f7ek9vys,Johan,Meyer,Male,J. Meyer,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2004-01-05,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2025-07-01Z,active,yes,Johan,Meyer,192.0,right,16.0,Hillerød,NaN,NaN,NaN,NaN,NaN
8822s8ns7oyvjqade4oaxzg0l,Oskar,Buur Rasmussen,Male,O. Buur,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,1998-03-31,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2025-01-23Z,active,yes,Oskar,Buur,180.0,right,2.0,Skanderborg,73.0,NaN,NaN,NaN,NaN
8gdfn7j6xac9p4jh94hk40jdg,Jesper,Cornelius Rasmussen,Male,J. Cornelius,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2001-06-26,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2025-02-03Z,active,yes,Jesper,Cornelius,NaN,NaN,18.0,NaN,NaN,NaN,NaN,NaN,NaN
8m1vt6r1taxqiis3vd438sjkk,Malthe,Henriksen,Male,M. Henriksen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2006-06-02,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2025-07-01Z,active,no,NaN,NaN,NaN,NaN,34.0,NaN,NaN,NaN,NaN,2025-09-01Z,NaN
8npu0cbqjrhwv5km1w29kh016,Simon Willem,Colyn,Male,S. Colyn,Canada,1iaoypzp6syf32cz9l15pzp7e,Midfielder,player,2002-03-23,Canada,1iaoypzp6syf32cz9l15pzp7e,2025-08-12Z,active,yes,Simon,Colyn,182.0,right,NaN,Langley,68.0,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN
9kxm9u9x44fkygeh5xpag7pqs,William Oliver,Rohmann Steindorsson,Male,W. Steindorsson,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2005-04-21,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2023-08-01Z,active,yes,William,Steindorsson,NaN,NaN,17.0,NaN,NaN,NaN,NaN,NaN,NaN
a0dyuysg0p6ekvy4qkkfkwnvt,Luka,Račić,Male,L. Račić,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,1999-05-08,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2025-09-01Z,active,yes,Luka,Racic,187.0,right,NaN,Greve,74.0,Montenegro,1411jebgwo2ja1erogsq81lg9,2025-12-31Z,NaN
b13l1wrb747y9cdc8wqltan6d,Mathias,Hebo Rasmussen,Male,M. Hebo,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,1995-08-02,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2024-07-04Z,active,yes,Mathias,Hebo,190.0,right,8.0,Hvidovre,75.0,NaN,NaN,NaN,NaN
bvw5oc4c040ey5dt5wn0choiy,Gustav Julius,Mortensen,Male,G. Mortensen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2004-03-19,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2025-07-01Z,active,yes,Gustav,Mortensen,NaN,left,25.0,NaN,NaN,NaN,NaN,NaN,NaN
cty7nsrs5yn785m330c2gbwq2,Nikolai,Baden Frederiksen,Male,N. Baden,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2000-05-18,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2025-01-01Z,active,no,Nikolai,Baden,179.0,left,29.0,Odense,70.0,NaN,NaN,2025-09-01Z,NaN
cyuoj9pesenese4i3pklv7d2h,Oskar,Snorre Olsen Frigast,Male,O. Snorre,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Goalkeeper,player,1999-01-26,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2025-06-20Z,active,yes,Oskar,Snorre,191.0,right,21.0,København,NaN,NaN,NaN,NaN,NaN
d854rlweyk5wq6d2veyviukq2,Casper,Kaarsbo Winther,Male,C. Winther,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2003-02-11,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2019-10-03Z,active,yes,Casper,Winther,177.0,right,13.0,NaN,73.0,NaN,NaN,NaN,NaN
deyq3zqd0vwc821ngqldxqor9,Frederik,Lund Gytkjær,Male,F. Gytkjær,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,1993-03-16,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2019-01-15Z,active,yes,Frederik,Gytkjær,180.0,right,26.0,Roskilde,75.0,NaN,NaN,NaN,NaN
diwrq7ulrey4juxk4dafct0q1,Magnus,Warming,Male,M. Warming,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2000-06-08,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2024-08-20Z,active,yes,Magnus,Warming,188.0,right,11.0,Nykøbing,72.0,NaN,NaN,NaN,NaN
eq15hjcxpdrl5vca2q7s4tr3e,Mihajlo,Ivančević,Male,M. Ivančević,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Defender,player,1999-04-07,Serbia,5w4ve503bjdsshwx9ho6jxzx0,2025-07-09Z,active,yes,Mihajlo,Ivancevic,190.0,left,5.0,Bačka Topola,80.0,NaN,NaN,NaN,NaN
139g7ilwvcpl519v3scnweg2d,Lucas Tomas,Jensen,Male,L. Jensen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,1994-10-08,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2025-08-29Z,active,yes,Lucas,Jensen,184.0,right,70.0,Holstebro,77.0,NaN,NaN,NaN,NaN
19gornjqd7f2ugeg8mg0gs4q,Jacob,Dyrberg Linnet,Male,J. Linnet,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,1995-04-17,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2021-07-01Z,active,yes,Jacob,Linnet,NaN,NaN,7.0,NaN,NaN,NaN,NaN,NaN,NaN
1d4tmv3ei6vm7ugma79hn2yhg,Mikkel,Søfeldt Nielsen,Male,M. Söfeldt,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2006-05-16,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2025-07-01Z,active,yes,NaN,NaN,NaN,NaN,15.0,NaN,NaN,NaN,NaN,NaN,NaN
1id5av4i7p6tmhf1vuigvlmvo,Jerailly Maikel,Wielzen,Male,J. Wielzen,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Midfielder,player,2002-11-26,Netherlands,6hzi5pltnz67q4la8yli9qfv6,2025-07-01Z,active,yes,Jerailly,Wielzen,NaN,right,18.0,Rotterdam,NaN,NaN,NaN,NaN,NaN
